"scenario","scenario_label","relative_day","prob_hosp","delay_hosp","prob_unsafe_funeral_comm","prob_unsafe_funeral_hosp","prob_unsafe_funeral_etu","prop_etu","ipc_helper","q_value"
"linear_to_95","linear_to_95",0,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",1,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",2,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",3,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",4,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",5,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",6,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",7,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",8,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",9,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",10,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",11,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",12,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",13,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",14,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",15,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",16,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",17,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",18,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",19,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",20,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",21,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",22,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",23,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",24,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",25,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",26,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",27,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",28,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",29,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",30,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",31,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",32,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",33,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",34,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",35,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",36,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",37,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",38,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",39,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",40,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",41,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",42,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",43,0,6,1,0.05,0,0,0,0
"linear_to_95","linear_to_95",44,0,6,1,0.05,0,0,0,0
