parameter,param_id,grid_id,tau,relative_day,mean,median,sd,q5,q95
p_unsafe_funeral_hosp,6,60,0.595959595959596,212.75757575757578,0.015695562217651,0.015697121,0.004858123333015005,0.007285613759999999,0.023884739150000004
delay_hosp,1,61,0.6060606060606061,216.36363636363637,3.84934699955,3.8316255000000004,0.25115273360801704,3.47516813,4.292269785
p_hosp,2,61,0.6060606060606061,216.36363636363637,0.6011946537733334,0.60044947,0.03413616713648942,0.5469680804999999,0.657759636
p_ETU,3,61,0.6060606060606061,216.36363636363637,0.36700896113666664,0.36244142999999995,0.0721875108711455,0.2561364645,0.48889345050000005
latent_IPC,4,61,0.6060606060606061,216.36363636363637,0.3160594426398333,0.31115438,0.09427255777319546,0.168862928,0.48132722949999995
p_unsafe_funeral_comm,5,61,0.6060606060606061,216.36363636363637,0.40790116769441664,0.418206495,0.12915862557521432,0.16536870249999996,0.6008462245
p_unsafe_funeral_hosp,6,61,0.6060606060606061,216.36363636363637,0.015184161474878834,0.015198601,0.0048132788292370955,0.006859129344999999,0.02319167185
delay_hosp,1,62,0.6161616161616162,219.969696969697,3.80780885915,3.7909822999999996,0.25162868638237684,3.431508965,4.24831483
p_hosp,2,62,0.6161616161616162,219.969696969697,0.6121683991833333,0.61139144,0.03319169878115452,0.5604480279999999,0.667186044
p_ETU,3,62,0.6161616161616162,219.969696969697,0.38673117156666664,0.38244529,0.07307091650593606,0.2724648175,0.5084088475
latent_IPC,4,62,0.6161616161616162,219.969696969697,0.33671613614566664,0.33190978000000004,0.09881901635869818,0.18118406699999998,0.5094038230000001
p_unsafe_funeral_comm,5,62,0.6161616161616162,219.969696969697,0.39533997017358335,0.4062838,0.12484259433440807,0.1612615815,0.5806572145
p_unsafe_funeral_hosp,6,62,0.6161616161616162,219.969696969697,0.014669681287168666,0.014709065,0.004763567549398289,0.006454779369999999,0.02252227205
delay_hosp,1,63,0.6262626262626263,223.5757575757576,3.76590409445,3.7495646999999996,0.25188701373343975,3.38819506,4.203647685
p_hosp,2,63,0.6262626262626263,223.5757575757576,0.62320311305,0.6225608499999999,0.032449048118392346,0.5727430595,0.675988928
p_ETU,3,63,0.6262626262626263,223.5757575757576,0.40688628831,0.4037116,0.07428332975156986,0.2908708805,0.5292639290000001
latent_IPC,4,63,0.6262626262626263,223.5757575757576,0.35800198506733333,0.352733155,0.10413101669740889,0.19416429500000001,0.5384505300000001
p_unsafe_funeral_comm,5,63,0.6262626262626263,223.5757575757576,0.38279190379615,0.39437658,0.12038604076335949,0.15747664499999997,0.561078736
p_unsafe_funeral_hosp,6,63,0.6262626262626263,223.5757575757576,0.014155297640643,0.014222226000000001,0.004710342708155194,0.00603542669,0.021834855150000002
delay_hosp,1,64,0.6363636363636365,227.18181818181822,3.7236902150333333,3.70857665,0.2519370940676336,3.3416522049999995,4.15617585
p_hosp,2,64,0.6363636363636365,227.18181818181822,0.6342597356483334,0.6335428949999999,0.03190622116949272,0.584594506,0.6859326815000001
p_ETU,3,64,0.6363636363636365,227.18181818181822,0.42733276588833335,0.42453030999999997,0.07570052841238974,0.3088888875,0.5523202524999999
latent_IPC,4,64,0.6363636363636365,227.18181818181822,0.37964889346316666,0.373679215,0.10956166588350742,0.209500198,0.5709338615
p_unsafe_funeral_comm,5,64,0.6363636363636365,227.18181818181822,0.3702833275359,0.38216842500000003,0.11582142226667208,0.1552637345,0.5413550269999999
p_unsafe_funeral_hosp,6,64,0.6363636363636365,227.18181818181822,0.0136441296141245,0.0137509065,0.004652168690973765,0.005566312005,0.021238725150000005
delay_hosp,1,65,0.6464646464646465,230.7878787878788,3.6812267594833332,3.66791625,0.2517977475915952,3.2969145650000002,4.10652042
p_hosp,2,65,0.6464646464646465,230.7878787878788,0.645301432345,0.6443977000000001,0.03157281432054168,0.5970002054999999,0.6958961335
p_ETU,3,65,0.6464646464646465,230.7878787878788,0.4479326510416667,0.44551496,0.07720814122700746,0.3256136985,0.5748256505
latent_IPC,4,65,0.6464646464646465,230.7878787878788,0.4014534116105,0.39466894500000005,0.11468264668117385,0.224238703,0.6011237025
p_unsafe_funeral_comm,5,65,0.6464646464646465,230.7878787878788,0.35784610141181666,0.36959622999999997,0.11124134571085562,0.152093507,0.523466796
