"scenario","particle_id","rep","arm","n_hcw_deaths","hcw_days_lost","counterfactual_hcw","prevented_hcw","baseline_days_lost","obv_efficacy","obv_coverage"
"DRC",65,4,"cov10_obv80",9,1736.18750461055,10,1,1968.92587390572,0.8,0.1
"DRC",65,5,"cov10_obv80",54,37237.8949623691,56,2,39122.3500617381,0.8,0.1
"DRC",65,6,"cov10_obv80",6,678.554683849469,7,1,703.397156901238,0.8,0.1
"DRC",65,7,"cov10_obv80",18,7319.40440507743,20,2,7651.81302265142,0.8,0.1
"DRC",65,8,"cov10_obv80",18,7319.40440507743,20,2,7651.81302265142,0.8,0.1
"DRC",65,9,"cov10_obv80",150,34686.5772275612,164,14,36888.5302882827,0.8,0.1
"DRC",65,10,"cov10_obv80",8,1388.15289299912,8,0,1388.15289299912,0.8,0.1
"DRC",69,1,"cov10_obv80",83,44458.3924295783,89,6,48092.5563013346,0.8,0.1
"DRC",69,2,"cov10_obv80",89,53578.1461464032,93,4,57028.9685609011,0.8,0.1
"DRC",69,3,"cov10_obv80",80,36537.1895854214,88,8,40738.9290175842,0.8,0.1
"DRC",69,4,"cov10_obv80",61,34817.6372236396,67,6,39168.7860196281,0.8,0.1
"DRC",69,5,"cov10_obv80",12,1447.91663876793,14,2,1707.50276335033,0.8,0.1
"DRC",69,6,"cov10_obv80",15,3383.05488842061,15,0,3383.05488842061,0.8,0.1
"DRC",69,7,"cov10_obv80",15,3383.05488842061,15,0,3383.05488842061,0.8,0.1
"DRC",69,8,"cov10_obv80",23,2670.43001846892,27,4,2963.94725252101,0.8,0.1
"DRC",69,9,"cov10_obv80",110,62101.0151100204,124,14,70318.8008470643,0.8,0.1
"DRC",69,10,"cov10_obv80",28,2361.94415170417,31,3,2640.17345664487,0.8,0.1
"DRC",73,1,"cov10_obv80",82,47756.6500565593,87,5,52653.2267128503,0.8,0.1
"DRC",73,2,"cov10_obv80",66,28225.2239994216,69,3,29360.321756371,0.8,0.1
"DRC",73,3,"cov10_obv80",14,3259.27476546764,15,1,3523.32094672397,0.8,0.1
"DRC",73,4,"cov10_obv80",4,1035.47790097878,6,2,1322.32944398576,0.8,0.1
"DRC",73,5,"cov10_obv80",24,4089.8944481316,25,1,4511.12735414649,0.8,0.1
"DRC",73,6,"cov10_obv80",30,12108.9707455187,31,1,12848.7889449505,0.8,0.1
"DRC",73,7,"cov10_obv80",12,1752.43354169317,14,2,2050.8870878528,0.8,0.1
"DRC",73,8,"cov10_obv80",75,54606.0026379965,81,6,58192.6354782979,0.8,0.1
"DRC",73,9,"cov10_obv80",4,989.302713266982,7,3,1258.86781383652,0.8,0.1
"DRC",73,10,"cov10_obv80",188,38444.6820471144,207,19,41639.9548875904,0.8,0.1
"DRC",74,1,"cov10_obv80",198,39665.529971717,219,21,43255.7309735697,0.8,0.1
"DRC",74,2,"cov10_obv80",61,13215.8326946267,64,3,13567.7420497901,0.8,0.1
"DRC",74,3,"cov10_obv80",228,53167.1464780814,245,17,56768.4888947978,0.8,0.1
"DRC",74,4,"cov10_obv80",12,1737.07777531865,12,0,1772.55438552333,0.8,0.1
"DRC",74,5,"cov10_obv80",38,20566.8906770214,43,5,22748.4395512998,0.8,0.1
"DRC",74,6,"cov10_obv80",179,69072.7354354641,199,20,75270.1847198958,0.8,0.1
"DRC",74,7,"cov10_obv80",79,38528.9594983731,86,7,41542.0719418339,0.8,0.1
"DRC",74,8,"cov10_obv80",21,2088.67656818894,21,0,2088.67656818894,0.8,0.1
"DRC",74,9,"cov10_obv80",165,38445.8455499708,186,21,42927.0751733495,0.8,0.1
"DRC",74,10,"cov10_obv80",187,47232.2507236686,198,11,51012.1952415991,0.8,0.1
"DRC",77,1,"cov10_obv80",58,22730.1014080241,60,2,24380.8899103679,0.8,0.1
"DRC",77,2,"cov10_obv80",14,2872.01667758826,14,0,3219.19147330414,0.8,0.1
"DRC",77,3,"cov10_obv80",153,98138.6627489911,167,14,105939.281095945,0.8,0.1
"DRC",77,4,"cov10_obv80",17,3825.32911659463,18,1,4065.36494008449,0.8,0.1
"DRC",77,5,"cov10_obv80",2,292.740698963468,2,0,292.740698963468,0.8,0.1
"DRC",77,6,"cov10_obv80",47,21252.9435083121,48,1,22640.385733877,0.8,0.1
"DRC",77,7,"cov10_obv80",8,4154.56239709115,8,0,4318.97977698597,0.8,0.1
"DRC",77,8,"cov10_obv80",6,977.987037425499,6,0,1079.30064170872,0.8,0.1
"DRC",77,9,"cov10_obv80",31,6765.74894844931,32,1,7033.19164824257,0.8,0.1
"DRC",77,10,"cov10_obv80",35,25344.8801955091,41,6,28922.3496123607,0.8,0.1
"DRC",78,1,"cov10_obv80",58,34294.573740879,61,3,36992.5755607911,0.8,0.1
"DRC",78,2,"cov10_obv80",43,22742.405460297,50,7,25509.890943757,0.8,0.1
"DRC",78,3,"cov10_obv80",165,37745.6473592864,192,27,41544.8299159957,0.8,0.1
"DRC",78,4,"cov10_obv80",137,61700.8786578171,145,8,66732.2199333751,0.8,0.1
"DRC",78,5,"cov10_obv80",28,15070.2039921321,28,0,15574.3809443841,0.8,0.1
"DRC",78,6,"cov10_obv80",6,765.453921612147,7,1,894.179470337414,0.8,0.1
"DRC",78,7,"cov10_obv80",11,1651.84273642168,12,1,1730.14272376448,0.8,0.1
"DRC",78,8,"cov10_obv80",43,22356.2774800981,47,4,24904.0830221085,0.8,0.1
"DRC",78,9,"cov10_obv80",159,155675.640653452,169,10,168757.938254001,0.8,0.1
"DRC",78,10,"cov10_obv80",23,8326.86875535695,25,2,9193.84386126056,0.8,0.1
"DRC",81,1,"cov10_obv80",35,14097.370101499,36,1,14448.1956927168,0.8,0.1
"DRC",81,2,"cov10_obv80",89,51260.4990087754,97,8,56290.7235871672,0.8,0.1
"DRC",81,3,"cov10_obv80",77,53964.5087135862,83,6,60759.8456823824,0.8,0.1
"DRC",81,4,"cov10_obv80",126,80468.00744501,135,9,88033.8344403777,0.8,0.1
"DRC",81,5,"cov10_obv80",187,63372.1696264121,198,11,68709.2469167312,0.8,0.1
"DRC",81,6,"cov10_obv80",14,5985.39735883675,15,1,6357.2299529208,0.8,0.1
"DRC",81,7,"cov10_obv80",79,33361.0588963048,83,4,36040.8343847442,0.8,0.1
"DRC",81,8,"cov10_obv80",10,1070.59714828401,11,1,1096.53862706811,0.8,0.1
"DRC",81,9,"cov10_obv80",5,941.065462333413,5,0,1077.48663211114,0.8,0.1
"DRC",81,10,"cov10_obv80",153,35057.9413752404,174,21,37830.4860907783,0.8,0.1
"DRC",85,1,"cov10_obv80",54,29218.1883878343,58,4,30577.2230820728,0.8,0.1
"DRC",85,2,"cov10_obv80",39,14861.5240811048,41,2,15538.767129763,0.8,0.1
"DRC",85,3,"cov10_obv80",59,27872.4500790667,63,4,29174.4799245871,0.8,0.1
"DRC",85,4,"cov10_obv80",9,2908.24619001501,9,0,3229.55575458092,0.8,0.1
"DRC",85,5,"cov10_obv80",184,55518.7523224573,204,20,58711.6170747248,0.8,0.1
"DRC",85,6,"cov10_obv80",40,15726.9822787885,45,5,16631.4482778139,0.8,0.1
"DRC",85,7,"cov10_obv80",27,14852.8100345201,30,3,16033.2148555292,0.8,0.1
"DRC",85,8,"cov10_obv80",70,38080.702239463,72,2,39920.0851518334,0.8,0.1
"DRC",85,9,"cov10_obv80",19,3432.60782548429,20,1,3566.35795632127,0.8,0.1
"DRC",85,10,"cov10_obv80",193,82197.9560354438,213,20,89621.512941758,0.8,0.1
"DRC",86,1,"cov10_obv80",184,42912.3555928701,198,14,45786.9026508827,0.8,0.1
"DRC",86,2,"cov10_obv80",3,966.793733491591,3,0,966.793733491591,0.8,0.1
"DRC",86,3,"cov10_obv80",121,76466.3364364008,122,1,78187.091406786,0.8,0.1
"DRC",86,4,"cov10_obv80",39,16242.9601270785,39,0,16400.4563653029,0.8,0.1
"DRC",86,5,"cov10_obv80",161,42524.175033127,179,18,46461.093661499,0.8,0.1
"DRC",86,6,"cov10_obv80",0,106.53775461398,1,1,178.204615991132,0.8,0.1
"DRC",86,7,"cov10_obv80",25,10087.2362767706,27,2,10990.6134067061,0.8,0.1
"DRC",86,8,"cov10_obv80",11,1715.17281200959,13,2,2101.16019755518,0.8,0.1
"DRC",86,9,"cov10_obv80",2,492.193099198018,2,0,594.974630061149,0.8,0.1
"DRC",86,10,"cov10_obv80",2,492.193099198018,2,0,594.974630061149,0.8,0.1
"DRC",87,1,"cov10_obv80",37,15332.2892140528,45,8,17891.9555768505,0.8,0.1
"DRC",87,2,"cov10_obv80",158,51637.4020059476,175,17,56826.1206653906,0.8,0.1
"DRC",87,3,"cov10_obv80",4,703.539627662668,4,0,703.539627662668,0.8,0.1
"DRC",87,4,"cov10_obv80",10,1459.28478366889,10,0,1459.28478366889,0.8,0.1
"DRC",87,5,"cov10_obv80",10,1459.28478366889,10,0,1459.28478366889,0.8,0.1
"DRC",87,6,"cov10_obv80",26,5672.16932541832,28,2,5823.08818977143,0.8,0.1
"DRC",87,7,"cov10_obv80",18,4810.10866685881,20,2,5095.12018081677,0.8,0.1
"DRC",87,8,"cov10_obv80",40,17860.1520461201,40,0,19138.4007956549,0.8,0.1
"DRC",87,9,"cov10_obv80",25,4158.25243842043,25,0,4228.06128371437,0.8,0.1
"DRC",87,10,"cov10_obv80",56,24020.120788164,63,7,26122.5402097915,0.8,0.1
"DRC",89,1,"cov10_obv80",5,1104.62842872467,6,1,1144.21134445523,0.8,0.1
"DRC",89,2,"cov10_obv80",80,36984.144123313,87,7,41332.8419046202,0.8,0.1
"DRC",89,3,"cov10_obv80",11,2649.40923279579,12,1,3195.71914726481,0.8,0.1
"DRC",89,4,"cov10_obv80",167,40674.2760726926,182,15,43902.84796362,0.8,0.1
"DRC",89,5,"cov10_obv80",88,51204.4984328034,95,7,56241.9111833204,0.8,0.1
"DRC",89,6,"cov10_obv80",2,348.12764033298,3,1,436.672563667356,0.8,0.1
"DRC",89,7,"cov10_obv80",50,19774.9145113899,57,7,22550.4544861843,0.8,0.1
"DRC",89,8,"cov10_obv80",16,2180.36378886703,17,1,2275.0308013723,0.8,0.1
"DRC",89,9,"cov10_obv80",69,57613.4004387329,74,5,62320.5583034305,0.8,0.1
"DRC",89,10,"cov10_obv80",3,1584.13708489247,3,0,1652.95135607412,0.8,0.1
"DRC",90,1,"cov10_obv80",31,20027.3275642003,35,4,21381.736538878,0.8,0.1
"DRC",90,2,"cov10_obv80",13,2343.9686804684,14,1,2461.18604540949,0.8,0.1
"DRC",90,3,"cov10_obv80",3,398.087938223278,3,0,459.842699605157,0.8,0.1
"DRC",90,4,"cov10_obv80",83,47768.9861241291,90,7,50495.9459799066,0.8,0.1
"DRC",90,5,"cov10_obv80",7,1452.91757423531,9,2,1801.01120765262,0.8,0.1
"DRC",90,6,"cov10_obv80",150,45276.3694108254,171,21,50473.489330132,0.8,0.1
"DRC",90,7,"cov10_obv80",55,39429.2386772745,57,2,42039.7953848152,0.8,0.1
"DRC",90,8,"cov10_obv80",175,63522.8092028388,187,12,69085.2960432293,0.8,0.1
"DRC",90,9,"cov10_obv80",195,57025.892777248,212,17,60930.6233904257,0.8,0.1
"DRC",90,10,"cov10_obv80",28,6641.85740693523,28,0,7087.22964987705,0.8,0.1
"DRC",93,1,"cov10_obv80",5,684.274087602758,7,2,823.725426336348,0.8,0.1
"DRC",93,2,"cov10_obv80",134,22253.8781565772,148,14,24899.8720992237,0.8,0.1
"DRC",93,3,"cov10_obv80",157,29943.2959198875,172,15,33816.526816777,0.8,0.1
"DRC",93,4,"cov10_obv80",157,29943.2959198875,172,15,33816.526816777,0.8,0.1
"DRC",93,5,"cov10_obv80",41,18901.2732296486,47,6,20672.1112503993,0.8,0.1
"DRC",93,6,"cov10_obv80",145,72847.1503903737,156,11,78361.5481940991,0.8,0.1
"DRC",93,7,"cov10_obv80",12,2308.42938484066,12,0,2401.67617416156,0.8,0.1
"DRC",93,8,"cov10_obv80",2,417.767680886331,2,0,417.767680886331,0.8,0.1
"DRC",93,9,"cov10_obv80",30,6058.61573753526,33,3,6382.80318271877,0.8,0.1
"DRC",93,10,"cov10_obv80",36,21541.9350631311,41,5,24182.3077466321,0.8,0.1
"DRC",94,1,"cov10_obv80",13,3108.93528469719,15,2,3818.14171836463,0.8,0.1
"DRC",94,2,"cov10_obv80",5,1258.85646486426,7,2,1481.86875573502,0.8,0.1
"DRC",94,3,"cov10_obv80",91,51038.8329091844,96,5,53902.3944071486,0.8,0.1
"DRC",94,4,"cov10_obv80",152,93606.8441726969,170,18,103095.365047452,0.8,0.1
"DRC",94,5,"cov10_obv80",159,35966.2037955109,172,13,38456.3385654179,0.8,0.1
"DRC",94,6,"cov10_obv80",19,5550.37889045493,24,5,6205.53488831594,0.8,0.1
"DRC",94,7,"cov10_obv80",103,88318.135145721,109,6,96799.5568058068,0.8,0.1
"DRC",94,8,"cov10_obv80",7,563.159455512375,7,0,563.159455512375,0.8,0.1
"DRC",94,9,"cov10_obv80",5,1403.82897675023,5,0,1403.82897675023,0.8,0.1
"DRC",94,10,"cov10_obv80",157,38605.9495957806,168,11,41803.5061793618,0.8,0.1
"DRC",97,1,"cov10_obv80",20,2611.78585749752,21,1,3075.16069456204,0.8,0.1
"DRC",97,2,"cov10_obv80",27,6415.83687148426,28,1,6839.41455466865,0.8,0.1
"DRC",97,3,"cov10_obv80",27,6415.83687148426,28,1,6839.41455466865,0.8,0.1
"DRC",97,4,"cov10_obv80",29,13112.6869529084,33,4,14756.1805029623,0.8,0.1
"DRC",97,5,"cov10_obv80",30,4839.08037285949,33,3,5390.99998840626,0.8,0.1
"DRC",97,6,"cov10_obv80",84,56118.117916712,88,4,58219.9762760284,0.8,0.1
"DRC",97,7,"cov10_obv80",47,22574.8958069895,51,4,24941.6521784296,0.8,0.1
"DRC",97,8,"cov10_obv80",11,4161.93501120063,13,2,4578.38137688323,0.8,0.1
"DRC",97,9,"cov10_obv80",14,2225.17944729213,14,0,2225.17944729213,0.8,0.1
"DRC",97,10,"cov10_obv80",18,3456.63872258173,24,6,4053.91106971765,0.8,0.1
"DRC",101,1,"cov10_obv80",165,77250.7906197581,177,12,81946.4828812439,0.8,0.1
"DRC",101,2,"cov10_obv80",1,266.410715224197,1,0,266.410715224197,0.8,0.1
"DRC",101,3,"cov10_obv80",38,13803.2782580326,42,4,15340.829789883,0.8,0.1
"DRC",101,4,"cov10_obv80",34,19202.7229973131,34,0,19832.7338094285,0.8,0.1
"DRC",101,5,"cov10_obv80",135,68501.4171794725,144,9,75044.772969412,0.8,0.1
"DRC",101,6,"cov10_obv80",184,40441.3787708071,198,14,43642.3984361003,0.8,0.1
"DRC",101,7,"cov10_obv80",5,961.397379031417,5,0,1034.48253968937,0.8,0.1
"DRC",101,8,"cov10_obv80",165,115814.759001238,179,14,122971.584352402,0.8,0.1
"DRC",101,9,"cov10_obv80",21,3908.39529470714,21,0,4177.79136016107,0.8,0.1
"DRC",101,10,"cov10_obv80",8,2079.29426269028,9,1,2266.92503903064,0.8,0.1
"DRC",105,1,"cov10_obv80",170,38926.8067020929,187,17,42795.0349603782,0.8,0.1
"DRC",105,2,"cov10_obv80",32,11587.9613824637,33,1,12177.4066484097,0.8,0.1
"DRC",105,3,"cov10_obv80",15,1820.72857305879,15,0,1820.72857305879,0.8,0.1
"DRC",105,4,"cov10_obv80",6,1690.86874646228,7,1,1784.60489202472,0.8,0.1
"DRC",105,5,"cov10_obv80",10,1370.7260593028,11,1,1668.36803407468,0.8,0.1
"DRC",105,6,"cov10_obv80",21,4655.62143506782,23,2,4968.42896539423,0.8,0.1
"DRC",105,7,"cov10_obv80",14,1526.50290802737,15,1,1591.24190174421,0.8,0.1
"DRC",105,8,"cov10_obv80",7,1488.88198998072,11,4,2135.68729044273,0.8,0.1
"DRC",105,9,"cov10_obv80",210,114428.714652334,223,13,123270.215308692,0.8,0.1
"DRC",105,10,"cov10_obv80",121,61135.5680214003,129,8,66106.1608477457,0.8,0.1
"DRC",106,1,"cov10_obv80",78,51442.9977501998,90,12,58312.1000847846,0.8,0.1
"DRC",106,2,"cov10_obv80",102,64303.7769457271,107,5,67949.9623109791,0.8,0.1
"DRC",106,3,"cov10_obv80",102,64303.7769457271,107,5,67949.9623109791,0.8,0.1
"DRC",106,4,"cov10_obv80",19,3145.4078331368,19,0,3145.4078331368,0.8,0.1
"DRC",106,5,"cov10_obv80",10,2282.41168745155,10,0,2461.1109809116,0.8,0.1
"DRC",106,6,"cov10_obv80",2,791.436018678325,2,0,928.186839091803,0.8,0.1
"DRC",106,7,"cov10_obv80",59,30839.4866922415,64,5,33479.3479468741,0.8,0.1
"DRC",106,8,"cov10_obv80",162,99446.0640416353,178,16,108926.297833249,0.8,0.1
"DRC",106,9,"cov10_obv80",212,57532.6844589248,226,14,61599.8732911484,0.8,0.1
"DRC",106,10,"cov10_obv80",0,5.9102764185329,1,1,83.7416599988975,0.8,0.1
"DRC",109,1,"cov10_obv80",37,10744.2437104283,42,5,12281.0124535911,0.8,0.1
"DRC",109,2,"cov10_obv80",24,6359.26950882831,26,2,6978.39988925515,0.8,0.1
"DRC",109,3,"cov10_obv80",24,4861.14801873834,27,3,5157.27301611616,0.8,0.1
"DRC",109,4,"cov10_obv80",5,691.644392017912,6,1,706.219038758077,0.8,0.1
"DRC",109,5,"cov10_obv80",1,116.647493327123,3,2,193.214157721115,0.8,0.1
"DRC",109,6,"cov10_obv80",199,80348.9249340177,218,19,87153.9954032403,0.8,0.1
"DRC",109,7,"cov10_obv80",198,51486.2192634539,217,19,56899.0940113759,0.8,0.1
"DRC",109,8,"cov10_obv80",93,51505.6296000806,102,9,56586.3515269383,0.8,0.1
"DRC",109,9,"cov10_obv80",2,244.955369388439,2,0,244.955369388439,0.8,0.1
"DRC",109,10,"cov10_obv80",30,17249.6577717541,33,3,18858.7319571536,0.8,0.1
"DRC",113,1,"cov10_obv80",136,104938.609822713,148,12,117877.737048419,0.8,0.1
"DRC",113,2,"cov10_obv80",57,32439.5683039089,63,6,36086.3077493366,0.8,0.1
"DRC",113,3,"cov10_obv80",5,203.380324766425,5,0,203.380324766425,0.8,0.1
"DRC",113,4,"cov10_obv80",5,203.380324766425,5,0,203.380324766425,0.8,0.1
"DRC",113,5,"cov10_obv80",121,86801.908211943,134,13,97050.0806031258,0.8,0.1
"DRC",113,6,"cov10_obv80",57,43043.7969554606,66,9,49019.2638734038,0.8,0.1
"DRC",113,7,"cov10_obv80",57,43043.7969554606,66,9,49019.2638734038,0.8,0.1
"DRC",113,8,"cov10_obv80",11,1748.47025636876,11,0,1748.47025636876,0.8,0.1
"DRC",113,9,"cov10_obv80",6,396.856056948883,6,0,425.508002083674,0.8,0.1
"DRC",113,10,"cov10_obv80",63,29700.5289231687,67,4,32267.715514864,0.8,0.1
"DRC",114,1,"cov10_obv80",19,6950.50160261308,20,1,7194.6495516926,0.8,0.1
"DRC",114,2,"cov10_obv80",12,1915.75398541599,13,1,2034.77824605844,0.8,0.1
"DRC",114,3,"cov10_obv80",13,2740.75735052843,14,1,2737.91265288348,0.8,0.1
"DRC",114,4,"cov10_obv80",17,2649.76052508976,18,1,2733.75599439957,0.8,0.1
"DRC",114,5,"cov10_obv80",179,47120.2693872261,207,28,53996.0487474766,0.8,0.1
"DRC",114,6,"cov10_obv80",116,106138.323593539,127,11,117259.308188036,0.8,0.1
"DRC",114,7,"cov10_obv80",104,74297.7972985592,115,11,78807.2287067697,0.8,0.1
"DRC",114,8,"cov10_obv80",154,42130.3891523785,168,14,46260.6575964193,0.8,0.1
"DRC",114,9,"cov10_obv80",138,36503.3723379582,155,17,39604.6548000743,0.8,0.1
"DRC",114,10,"cov10_obv80",138,36503.3723379582,155,17,39604.6548000743,0.8,0.1
"DRC",117,1,"cov10_obv80",5,672.205699483068,7,2,818.336831357773,0.8,0.1
"DRC",117,2,"cov10_obv80",19,6740.70642242202,21,2,7393.85655668823,0.8,0.1
"DRC",117,3,"cov10_obv80",8,1009.25927564138,9,1,1057.29556672067,0.8,0.1
"DRC",117,4,"cov10_obv80",123,63802.9878634238,135,12,69286.8426143443,0.8,0.1
"DRC",117,5,"cov10_obv80",33,13496.2416089692,35,2,14166.8905452234,0.8,0.1
"DRC",117,6,"cov10_obv80",33,13496.2416089692,35,2,14166.8905452234,0.8,0.1
"DRC",117,7,"cov10_obv80",33,13496.2416089692,35,2,14166.8905452234,0.8,0.1
"DRC",117,8,"cov10_obv80",9,2347.53007640273,11,2,2811.58035582734,0.8,0.1
"DRC",117,9,"cov10_obv80",20,4363.22409432547,21,1,4817.31577443466,0.8,0.1
"DRC",117,10,"cov10_obv80",80,33217.4978597921,85,5,35465.9673336828,0.8,0.1
"DRC",121,1,"cov10_obv80",72,43298.2914756647,76,4,45892.6095189428,0.8,0.1
"DRC",121,2,"cov10_obv80",86,58347.445636358,97,11,62911.0949769354,0.8,0.1
"DRC",121,3,"cov10_obv80",66,40155.5621569386,69,3,42202.703637272,0.8,0.1
"DRC",121,4,"cov10_obv80",153,82137.4205992075,161,8,87454.3421529417,0.8,0.1
"DRC",121,5,"cov10_obv80",16,5261.20943113758,19,3,5803.71822998501,0.8,0.1
"DRC",121,6,"cov10_obv80",106,65932.9984991071,112,6,68690.1101473014,0.8,0.1
"DRC",121,7,"cov10_obv80",170,86226.869381053,189,19,94401.8470645049,0.8,0.1
"DRC",121,8,"cov10_obv80",5,1041.67734774209,7,2,1184.52949760708,0.8,0.1
"DRC",121,9,"cov10_obv80",68,39608.5157463339,74,6,42806.0498132717,0.8,0.1
"DRC",121,10,"cov10_obv80",12,6754.72277983031,13,1,6777.39735380749,0.8,0.1
"DRC",125,1,"cov10_obv80",57,28598.43232237,60,3,31023.987486951,0.8,0.1
"DRC",125,2,"cov10_obv80",6,1875.50472292377,6,0,2108.65674360394,0.8,0.1
"DRC",125,3,"cov10_obv80",173,84468.9814556618,190,17,90988.5508939787,0.8,0.1
"DRC",125,4,"cov10_obv80",14,2036.76943435127,15,1,2140.64781472915,0.8,0.1
"DRC",125,5,"cov10_obv80",35,18579.8372582115,37,2,19421.5930468194,0.8,0.1
"DRC",125,6,"cov10_obv80",4,291.452038024949,6,2,501.344535918662,0.8,0.1
"DRC",125,7,"cov10_obv80",93,51838.5282202002,103,10,56486.1086265471,0.8,0.1
"DRC",125,8,"cov10_obv80",168,103462.17443377,184,16,113498.411801782,0.8,0.1
"DRC",125,9,"cov10_obv80",9,1168.23470730345,11,2,1421.81580110161,0.8,0.1
"DRC",125,10,"cov10_obv80",72,45999.0441178392,74,2,47863.9589616927,0.8,0.1
"DRC",126,1,"cov10_obv80",11,1632.9913729512,14,3,1770.40180458465,0.8,0.1
"DRC",126,2,"cov10_obv80",189,96212.2017034807,207,18,106472.155455569,0.8,0.1
"DRC",126,3,"cov10_obv80",3,370.741929925203,3,0,370.741929925203,0.8,0.1
"DRC",126,4,"cov10_obv80",149,87932.739489802,165,16,96916.7591705584,0.8,0.1
"DRC",126,5,"cov10_obv80",201,60386.2056615034,216,15,66424.4957445495,0.8,0.1
"DRC",126,6,"cov10_obv80",188,143831.763511092,207,19,155587.857054141,0.8,0.1
"DRC",126,7,"cov10_obv80",4,532.606158806611,5,1,550.022497302594,0.8,0.1
"DRC",126,8,"cov10_obv80",75,28123.7350293561,85,10,31066.3993150975,0.8,0.1
"DRC",126,9,"cov10_obv80",1,840.449121893103,2,1,891.977317652511,0.8,0.1
"DRC",126,10,"cov10_obv80",10,1241.58616419528,12,2,1756.13146629119,0.8,0.1
"DRC",129,1,"cov10_obv80",142,81372.4845360536,151,9,85117.85614978,0.8,0.1
"DRC",129,2,"cov10_obv80",43,17788.1835377683,50,7,20799.7054733155,0.8,0.1
"DRC",129,3,"cov10_obv80",9,2124.95524526933,10,1,2424.56769817817,0.8,0.1
"DRC",129,4,"cov10_obv80",123,79431.7325070352,136,13,86479.1245864271,0.8,0.1
"DRC",129,5,"cov10_obv80",65,27866.4267457019,72,7,31181.097662252,0.8,0.1
"DRC",129,6,"cov10_obv80",149,70462.2312785692,161,12,75429.3394636401,0.8,0.1
"DRC",129,7,"cov10_obv80",29,7440.70733656456,30,1,8022.01388847305,0.8,0.1
"DRC",129,8,"cov10_obv80",127,74691.4202072051,145,18,84020.5451051103,0.8,0.1
"DRC",129,9,"cov10_obv80",17,4143.18011227732,18,1,4745.41270769786,0.8,0.1
"DRC",129,10,"cov10_obv80",7,1069.68043431987,7,0,1069.68043431987,0.8,0.1
"DRC",133,1,"cov10_obv80",69,33594.6925069279,75,6,37055.4725973495,0.8,0.1
"DRC",133,2,"cov10_obv80",87,60316.9280073181,93,6,66170.8211568036,0.8,0.1
"DRC",133,3,"cov10_obv80",13,2557.01000190447,14,1,2689.62606791116,0.8,0.1
"DRC",133,4,"cov10_obv80",203,73337.8192566673,225,22,81018.7706289635,0.8,0.1
"DRC",133,5,"cov10_obv80",83,64996.6713536169,94,11,71726.5758457414,0.8,0.1
"DRC",133,6,"cov10_obv80",41,16296.827737744,46,5,17841.4025748835,0.8,0.1
"DRC",133,7,"cov10_obv80",187,37221.418623955,201,14,39214.1350102701,0.8,0.1
"DRC",133,8,"cov10_obv80",13,3576.33790011012,14,1,3892.39760787173,0.8,0.1
"DRC",133,9,"cov10_obv80",20,5370.64053438999,23,3,5897.06514945944,0.8,0.1
"DRC",133,10,"cov10_obv80",206,75893.977313295,216,10,80149.1199690154,0.8,0.1
"DRC",134,1,"cov10_obv80",4,291.841302637792,4,0,291.841302637792,0.8,0.1
"DRC",134,2,"cov10_obv80",24,10939.1387871073,27,3,12295.3783753415,0.8,0.1
"DRC",134,3,"cov10_obv80",15,2119.25436851358,15,0,2334.43430579502,0.8,0.1
"DRC",134,4,"cov10_obv80",144,76018.5966895818,157,13,83961.6564086095,0.8,0.1
"DRC",134,5,"cov10_obv80",31,6715.7377413647,36,5,7770.01608717656,0.8,0.1
"DRC",134,6,"cov10_obv80",197,57198.9248581193,209,12,61133.8147048427,0.8,0.1
"DRC",134,7,"cov10_obv80",15,1626.50600425802,15,0,1743.51698515299,0.8,0.1
"DRC",134,8,"cov10_obv80",8,2378.99490335453,10,2,2671.49467904173,0.8,0.1
"DRC",134,9,"cov10_obv80",8,2378.99490335453,10,2,2671.49467904173,0.8,0.1
"DRC",134,10,"cov10_obv80",98,59078.269739644,110,12,65238.2917667963,0.8,0.1
"DRC",137,1,"cov10_obv80",58,39234.9879886586,60,2,41703.9927408086,0.8,0.1
"DRC",137,2,"cov10_obv80",107,56163.8055156429,114,7,58886.542366054,0.8,0.1
"DRC",137,3,"cov10_obv80",7,1178.01488942408,7,0,1178.01488942408,0.8,0.1
"DRC",137,4,"cov10_obv80",7,1178.01488942408,7,0,1178.01488942408,0.8,0.1
"DRC",137,5,"cov10_obv80",37,18934.3506032979,40,3,19989.554149195,0.8,0.1
"DRC",137,6,"cov10_obv80",52,21564.9873722544,60,8,24410.8327683085,0.8,0.1
"DRC",137,7,"cov10_obv80",44,18024.2279807339,52,8,20416.6485772632,0.8,0.1
"DRC",137,8,"cov10_obv80",44,18024.2279807339,52,8,20416.6485772632,0.8,0.1
"DRC",137,9,"cov10_obv80",3,915.244797940264,6,3,1180.87096889088,0.8,0.1
"DRC",137,10,"cov10_obv80",13,1606.1062410886,13,0,1606.1062410886,0.8,0.1
"DRC",138,1,"cov10_obv80",4,602.189973414044,5,1,773.431979171304,0.8,0.1
"DRC",138,2,"cov10_obv80",6,1679.05797106014,7,1,1733.75487381662,0.8,0.1
"DRC",138,3,"cov10_obv80",8,648.241111579836,10,2,787.858302847291,0.8,0.1
"DRC",138,4,"cov10_obv80",176,59687.8180183511,192,16,63910.8057379437,0.8,0.1
"DRC",138,5,"cov10_obv80",10,1785.97025692462,10,0,1785.97025692462,0.8,0.1
