"scenario","particle_id","rep","arm","period","n_hcw_deaths","n_pep_died","n_prevented","n_counterfactual","pct_averted","n_recip_counterfactual","pct_averted_recipients","dpc_mean","dpc_median","n_pep_recipients"
"DRC",72,1,"dpc_conflict_hi","early (day 0-200)",18,3,42,60,70,45,93.3333333333333,1.12398460347656,1,7
"DRC",72,1,"dpc_conflict_hi","late (day 201+)",75,28,258,333,77.4774774774775,286,90.2097902097902,3.50183276718307,4.21150681064815,47
"DRC",73,1,"dpc_conflict_hi","early (day 0-200)",9,0,3,12,25,3,100,1,1,2
"DRC",73,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",74,1,"dpc_conflict_hi","early (day 0-200)",17,2,18,35,51.4285714285714,20,90,1.17342148137274,1.08937744428811,7
"DRC",74,1,"dpc_conflict_hi","late (day 201+)",19,11,57,76,75,68,83.8235294117647,2.92440445328516,3.46086675607152,20
"DRC",75,1,"dpc_conflict_hi","early (day 0-200)",7,0,28,35,80,28,100,1.09800252398943,1.09800252398943,2
"DRC",75,1,"dpc_conflict_hi","late (day 201+)",33,17,97,130,74.6153846153846,114,85.0877192982456,2.58565194603101,1.60962646727345,30
"DRC",76,1,"dpc_conflict_hi","early (day 0-200)",15,5,30,45,66.6666666666667,35,85.7142857142857,1.08699534784906,1.06480480298689,6
"DRC",76,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",77,1,"dpc_conflict_hi","early (day 0-200)",10,0,8,18,44.4444444444444,8,100,1.03497677859641,1.03497677859641,2
"DRC",77,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",78,1,"dpc_conflict_hi","early (day 0-200)",15,3,17,32,53.125,20,85,1.04086596538731,1,5
"DRC",78,1,"dpc_conflict_hi","late (day 201+)",60,21,163,223,73.0941704035874,184,88.5869565217391,3.25323870493063,3.59569809726734,34
"DRC",79,1,"dpc_conflict_hi","early (day 0-200)",9,0,5,14,35.7142857142857,5,100,NA,NA,0
"DRC",79,1,"dpc_conflict_hi","late (day 201+)",1,0,1,2,50,1,100,NA,NA,0
"DRC",80,1,"dpc_conflict_hi","early (day 0-200)",8,3,14,22,63.6363636363636,17,82.3529411764706,1.34674011825984,1.17110844344154,3
"DRC",80,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",81,1,"dpc_conflict_hi","early (day 0-200)",27,5,37,64,57.8125,42,88.0952380952381,1.04620714566032,1,9
"DRC",81,1,"dpc_conflict_hi","late (day 201+)",52,21,160,212,75.4716981132076,181,88.3977900552486,4.61471119184847,4.82562445682814,32
"DRC",82,1,"dpc_conflict_hi","early (day 0-200)",5,1,8,13,61.5384615384615,9,88.8888888888889,1,1,1
"DRC",82,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",83,1,"dpc_conflict_hi","early (day 0-200)",13,3,22,35,62.8571428571429,25,88,1.22750266729133,1.07771984629399,4
"DRC",83,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",84,1,"dpc_conflict_hi","early (day 0-200)",14,3,19,33,57.5757575757576,22,86.3636363636364,1.01017741398148,1,4
"DRC",84,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",85,1,"dpc_conflict_hi","early (day 0-200)",5,2,10,15,66.6666666666667,12,83.3333333333333,1.25844842439288,1.25844842439288,2
"DRC",85,1,"dpc_conflict_hi","late (day 201+)",3,2,20,23,86.9565217391304,22,90.9090909090909,2.43971159718455,2.43971159718455,2
"DRC",86,1,"dpc_conflict_hi","early (day 0-200)",11,2,17,28,60.7142857142857,19,89.4736842105263,1.73960949733924,1.73960949733924,2
"DRC",86,1,"dpc_conflict_hi","late (day 201+)",5,1,21,26,80.7692307692308,22,95.4545454545455,4.4017607716615,4.26873108657808,3
"DRC",87,1,"dpc_conflict_hi","early (day 0-200)",38,12,48,86,55.8139534883721,60,80,1.14343697385694,1.03516952606679,18
"DRC",87,1,"dpc_conflict_hi","late (day 201+)",30,17,122,152,80.2631578947368,139,87.7697841726619,4.58116384040632,4.82488003535014,26
"DRC",88,1,"dpc_conflict_hi","early (day 0-200)",3,0,3,6,50,3,100,NA,NA,0
"DRC",88,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",89,1,"dpc_conflict_hi","early (day 0-200)",6,1,9,15,60,10,90,1,1,1
"DRC",89,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",90,1,"dpc_conflict_hi","early (day 0-200)",3,2,2,5,40,4,50,1.5241068108329,1.09599861654683,3
"DRC",90,1,"dpc_conflict_hi","late (day 201+)",39,14,124,163,76.0736196319018,138,89.8550724637681,3.7354026687545,4.17748108853956,26
"DRC",91,1,"dpc_conflict_hi","early (day 0-200)",7,2,2,9,22.2222222222222,4,50,1.14103552813455,1.19528731745752,3
"DRC",91,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",92,1,"dpc_conflict_hi","early (day 0-200)",15,0,18,33,54.5454545454545,18,100,NA,NA,0
"DRC",92,1,"dpc_conflict_hi","late (day 201+)",1,0,3,4,75,3,100,3.74780614790732,3.74780614790732,1
"DRC",93,1,"dpc_conflict_hi","early (day 0-200)",24,5,49,73,67.1232876712329,54,90.7407407407407,1.35564418432851,1.04138555626299,10
"DRC",93,1,"dpc_conflict_hi","late (day 201+)",45,13,137,182,75.2747252747253,150,91.3333333333333,4.59356826960429,4.78243012013471,27
"DRC",94,1,"dpc_conflict_hi","early (day 0-200)",25,6,21,46,45.6521739130435,27,77.7777777777778,1.12070251757775,1.09344713196148,12
"DRC",94,1,"dpc_conflict_hi","late (day 201+)",28,15,70,98,71.4285714285714,85,82.3529411764706,4.2369257781295,4.52857783476717,20
"DRC",95,1,"dpc_conflict_hi","early (day 0-200)",7,0,7,14,50,7,100,1.08095303021982,1.08095303021982,1
"DRC",95,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",96,1,"dpc_conflict_hi","early (day 0-200)",1,0,3,4,75,3,100,NA,NA,0
"DRC",96,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",97,1,"dpc_conflict_hi","early (day 0-200)",22,1,41,63,65.0793650793651,42,97.6190476190476,1.04197304950434,1,6
"DRC",97,1,"dpc_conflict_hi","late (day 201+)",2,0,13,15,86.6666666666667,13,100,2.81664447816826,2.81664447816826,1
"DRC",98,1,"dpc_conflict_hi","early (day 0-200)",14,1,19,33,57.5757575757576,20,95,1.71349018362532,1.71349018362532,2
"DRC",98,1,"dpc_conflict_hi","late (day 201+)",29,12,99,128,77.34375,111,89.1891891891892,3.84761847541133,4.53017672298749,24
"DRC",99,1,"dpc_conflict_hi","early (day 0-200)",12,2,21,33,63.6363636363636,23,91.304347826087,1.36184046354681,1.11384626202787,4
"DRC",99,1,"dpc_conflict_hi","late (day 201+)",18,6,60,78,76.9230769230769,66,90.9090909090909,3.7311447840489,4.16346263633133,9
"DRC",100,1,"dpc_conflict_hi","early (day 0-200)",44,3,42,86,48.8372093023256,45,93.3333333333333,1.25605005937055,1,7
"DRC",100,1,"dpc_conflict_hi","late (day 201+)",20,10,103,123,83.739837398374,113,91.1504424778761,3.28997739890769,3.3986598270125,27
"DRC",101,1,"dpc_conflict_hi","early (day 0-200)",1,0,1,2,50,1,100,NA,NA,0
"DRC",101,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",102,1,"dpc_conflict_hi","early (day 0-200)",41,7,43,84,51.1904761904762,50,86,1.30501708752891,1.10369505459452,9
"DRC",102,1,"dpc_conflict_hi","late (day 201+)",17,9,40,57,70.1754385964912,49,81.6326530612245,2.92911719903669,2.85417169959407,21
"DRC",103,1,"dpc_conflict_hi","early (day 0-200)",16,5,46,62,74.1935483870968,51,90.1960784313726,1.35206160371963,1.1964061891028,9
"DRC",103,1,"dpc_conflict_hi","late (day 201+)",0,0,1,1,100,1,100,NA,NA,0
"DRC",104,1,"dpc_conflict_hi","early (day 0-200)",7,0,5,12,41.6666666666667,5,100,NA,NA,0
"DRC",104,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",105,1,"dpc_conflict_hi","early (day 0-200)",23,7,42,65,64.6153846153846,49,85.7142857142857,1.18952050377375,1.03320856935624,10
"DRC",105,1,"dpc_conflict_hi","late (day 201+)",67,31,193,260,74.2307692307692,224,86.1607142857143,4.02746988588625,4.37615546426626,54
"DRC",106,1,"dpc_conflict_hi","early (day 0-200)",29,7,52,81,64.1975308641975,59,88.135593220339,1.04973041438729,1,13
"DRC",106,1,"dpc_conflict_hi","late (day 201+)",15,10,40,55,72.7272727272727,50,80,4.2764653188883,4.39627322695691,11
"DRC",107,1,"dpc_conflict_hi","early (day 0-200)",3,2,10,13,76.9230769230769,12,83.3333333333333,1.09254766419163,1.09254766419163,2
"DRC",107,1,"dpc_conflict_hi","late (day 201+)",1,0,0,1,0,0,NA,NA,NA,0
"DRC",108,1,"dpc_conflict_hi","early (day 0-200)",21,1,25,46,54.3478260869565,26,96.1538461538462,1,1,1
"DRC",108,1,"dpc_conflict_hi","late (day 201+)",47,14,112,159,70.440251572327,126,88.8888888888889,3.49378814593156,3.76460875615161,29
"DRC",109,1,"dpc_conflict_hi","early (day 0-200)",6,0,5,11,45.4545454545455,5,100,NA,NA,0
"DRC",109,1,"dpc_conflict_hi","late (day 201+)",2,2,3,5,60,5,60,3.39906632986807,3.32171201693269,4
"DRC",110,1,"dpc_conflict_hi","early (day 0-200)",10,2,7,17,41.1764705882353,9,77.7777777777778,1,1,2
"DRC",110,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",111,1,"dpc_conflict_hi","early (day 0-200)",14,2,21,35,60,23,91.304347826087,1.15868990984589,1,3
"DRC",111,1,"dpc_conflict_hi","late (day 201+)",24,11,113,137,82.4817518248175,124,91.1290322580645,2.27855466765831,1.41590847168493,22
"DRC",112,1,"dpc_conflict_hi","early (day 0-200)",19,3,23,42,54.7619047619048,26,88.4615384615385,1.15255114301506,1.0377769340704,10
"DRC",112,1,"dpc_conflict_hi","late (day 201+)",8,3,19,27,70.3703703703704,22,86.3636363636364,4.45263871812537,4.79842879079609,8
"DRC",113,1,"dpc_conflict_hi","early (day 0-200)",5,0,8,13,61.5384615384615,8,100,NA,NA,0
"DRC",113,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",114,1,"dpc_conflict_hi","early (day 0-200)",13,3,14,27,51.8518518518519,17,82.3529411764706,1.21457067857156,1.04512921484395,6
"DRC",114,1,"dpc_conflict_hi","late (day 201+)",60,22,186,246,75.609756097561,208,89.4230769230769,4.01742945881694,4.69022767378117,38
"DRC",115,1,"dpc_conflict_hi","early (day 0-200)",27,1,55,82,67.0731707317073,56,98.2142857142857,1.42776164991128,1.24899579020005,8
"DRC",115,1,"dpc_conflict_hi","late (day 201+)",51,24,129,180,71.6666666666667,153,84.3137254901961,4.44438618119756,4.69086362864184,37
"DRC",116,1,"dpc_conflict_hi","early (day 0-200)",51,7,94,145,64.8275862068966,101,93.0693069306931,1.1839260559619,1,15
"DRC",116,1,"dpc_conflict_hi","late (day 201+)",12,4,71,83,85.5421686746988,75,94.6666666666667,4.02283478169292,4.20318042626383,10
"DRC",117,1,"dpc_conflict_hi","early (day 0-200)",16,4,21,37,56.7567567567568,25,84,1.28770442841313,1.13373628230999,6
"DRC",117,1,"dpc_conflict_hi","late (day 201+)",10,5,26,36,72.2222222222222,31,83.8709677419355,4.08342082874353,4.59750672092263,7
"DRC",118,1,"dpc_conflict_hi","early (day 0-200)",14,2,16,30,53.3333333333333,18,88.8888888888889,1.06389157238589,1,5
"DRC",118,1,"dpc_conflict_hi","late (day 201+)",30,17,86,116,74.1379310344828,103,83.495145631068,3.26622500348165,4.39402411330526,26
"DRC",119,1,"dpc_conflict_hi","early (day 0-200)",22,7,43,65,66.1538461538462,50,86,1.04476496422187,1,11
"DRC",119,1,"dpc_conflict_hi","late (day 201+)",54,26,145,199,72.8643216080402,171,84.7953216374269,4.26728718531857,4.54824513609517,38
"DRC",120,1,"dpc_conflict_hi","early (day 0-200)",15,4,22,37,59.4594594594595,26,84.6153846153846,1.47539274244507,1.19553336405145,5
"DRC",120,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,2.63832156189948,2.63832156189948,1
"DRC",121,1,"dpc_conflict_hi","early (day 0-200)",9,1,15,24,62.5,16,93.75,1.26737845960975,1.19521638505599,3
"DRC",121,1,"dpc_conflict_hi","late (day 201+)",0,0,1,1,100,1,100,NA,NA,0
"DRC",122,1,"dpc_conflict_hi","early (day 0-200)",9,2,10,19,52.6315789473684,12,83.3333333333333,1.03788431416345,1.03501431186741,4
"DRC",122,1,"dpc_conflict_hi","late (day 201+)",0,0,1,1,100,1,100,NA,NA,0
"DRC",123,1,"dpc_conflict_hi","early (day 0-200)",11,1,3,14,21.4285714285714,4,75,1,1,1
"DRC",123,1,"dpc_conflict_hi","late (day 201+)",1,0,2,3,66.6666666666667,2,100,NA,NA,0
"DRC",124,1,"dpc_conflict_hi","early (day 0-200)",11,2,19,30,63.3333333333333,21,90.4761904761905,1.06179334999494,1,3
"DRC",124,1,"dpc_conflict_hi","late (day 201+)",6,5,32,38,84.2105263157895,37,86.4864864864865,3.26869529869047,3.48952674356254,10
"DRC",125,1,"dpc_conflict_hi","early (day 0-200)",13,1,28,41,68.2926829268293,29,96.551724137931,1,1,3
"DRC",125,1,"dpc_conflict_hi","late (day 201+)",32,12,76,108,70.3703703703704,88,86.3636363636364,3.7354577655001,4.68941517412478,18
"DRC",126,1,"dpc_conflict_hi","early (day 0-200)",25,5,44,69,63.768115942029,49,89.7959183673469,1.39105303744464,1.41744589514248,9
"DRC",126,1,"dpc_conflict_hi","late (day 201+)",5,0,21,26,80.7692307692308,21,100,4.47698840705995,4.47698840705995,1
"DRC",127,1,"dpc_conflict_hi","early (day 0-200)",29,4,32,61,52.4590163934426,36,88.8888888888889,1.38579997421243,1.07584629473309,8
"DRC",127,1,"dpc_conflict_hi","late (day 201+)",19,9,68,87,78.1609195402299,77,88.3116883116883,3.53295203443429,3.42662354874372,20
"DRC",128,1,"dpc_conflict_hi","early (day 0-200)",1,0,5,6,83.3333333333333,5,100,1.19338377294915,1.19338377294915,1
"DRC",128,1,"dpc_conflict_hi","late (day 201+)",0,0,5,5,100,5,100,NA,NA,0
"DRC",129,1,"dpc_conflict_hi","early (day 0-200)",18,1,19,37,51.3513513513514,20,95,1.18432996809701,1.14515886917079,3
"DRC",129,1,"dpc_conflict_hi","late (day 201+)",6,3,14,20,70,17,82.3529411764706,4.32005382724451,4.64463083262568,3
"DRC",130,1,"dpc_conflict_hi","early (day 0-200)",1,0,4,5,80,4,100,NA,NA,0
"DRC",130,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",131,1,"dpc_conflict_hi","early (day 0-200)",24,6,38,62,61.2903225806452,44,86.3636363636364,1.29758895997315,1.09782836588875,8
"DRC",131,1,"dpc_conflict_hi","late (day 201+)",6,3,18,24,75,21,85.7142857142857,3.01156639870941,3.12921428570146,7
"DRC",132,1,"dpc_conflict_hi","early (day 0-200)",19,3,21,40,52.5,24,87.5,1.01607453684291,1,5
"DRC",132,1,"dpc_conflict_hi","late (day 201+)",0,0,7,7,100,7,100,4.81105986557589,4.81105986557589,1
"DRC",133,1,"dpc_conflict_hi","early (day 0-200)",36,4,71,107,66.3551401869159,75,94.6666666666667,1.11544093273599,1,7
"DRC",133,1,"dpc_conflict_hi","late (day 201+)",45,17,143,188,76.063829787234,160,89.375,3.46879294127836,3.78025835384267,28
"DRC",134,1,"dpc_conflict_hi","early (day 0-200)",11,0,20,31,64.5161290322581,20,100,1.15812877022866,1.15812877022866,1
"DRC",134,1,"dpc_conflict_hi","late (day 201+)",0,0,1,1,100,1,100,NA,NA,0
"DRC",135,1,"dpc_conflict_hi","early (day 0-200)",8,1,7,15,46.6666666666667,8,87.5,1,1,1
"DRC",135,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",136,1,"dpc_conflict_hi","early (day 0-200)",2,0,2,4,50,2,100,NA,NA,0
"DRC",136,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",137,1,"dpc_conflict_hi","early (day 0-200)",0,0,4,4,100,4,100,NA,NA,0
"DRC",137,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",138,1,"dpc_conflict_hi","early (day 0-200)",10,1,10,20,50,11,90.9090909090909,1.25225117260759,1,5
"DRC",138,1,"dpc_conflict_hi","late (day 201+)",38,18,106,144,73.6111111111111,124,85.4838709677419,3.7504641369625,4.43989544149149,29
"DRC",139,1,"dpc_conflict_hi","early (day 0-200)",13,1,17,30,56.6666666666667,18,94.4444444444444,1.3874231779984,1.3874231779984,2
"DRC",139,1,"dpc_conflict_hi","late (day 201+)",62,23,161,223,72.1973094170404,184,87.5,4.45171180470356,4.72296714158824,32
"DRC",140,1,"dpc_conflict_hi","early (day 0-200)",13,2,15,28,53.5714285714286,17,88.2352941176471,1,1,2
"DRC",140,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",141,1,"dpc_conflict_hi","early (day 0-200)",8,1,10,18,55.5555555555556,11,90.9090909090909,1.09001034764442,1.09001034764442,1
"DRC",141,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",142,1,"dpc_conflict_hi","early (day 0-200)",7,1,16,23,69.5652173913043,17,94.1176470588235,1.20845630771805,1.15490673172217,5
"DRC",142,1,"dpc_conflict_hi","late (day 201+)",48,20,139,187,74.331550802139,159,87.4213836477987,4.7481157725206,4.86304567690803,39
"DRC",143,1,"dpc_conflict_hi","early (day 0-200)",16,0,7,23,30.4347826086957,7,100,NA,NA,0
"DRC",143,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",144,1,"dpc_conflict_hi","early (day 0-200)",10,1,10,20,50,11,90.9090909090909,1,1,3
"DRC",144,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",145,1,"dpc_conflict_hi","early (day 0-200)",0,0,7,7,100,7,100,1,1,1
"DRC",145,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",146,1,"dpc_conflict_hi","early (day 0-200)",11,4,21,32,65.625,25,84,1.03046736067636,1,4
"DRC",146,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",147,1,"dpc_conflict_hi","early (day 0-200)",22,7,25,47,53.1914893617021,32,78.125,1.15349205800954,1,12
"DRC",147,1,"dpc_conflict_hi","late (day 201+)",37,12,106,143,74.1258741258741,118,89.8305084745763,2.92074145391072,2.57572183515935,21
"DRC",148,1,"dpc_conflict_hi","early (day 0-200)",23,5,46,69,66.6666666666667,51,90.1960784313726,1.31905894490763,1.06586828290663,13
"DRC",148,1,"dpc_conflict_hi","late (day 201+)",50,22,136,186,73.1182795698925,158,86.0759493670886,3.98667731499789,4.58912630513282,42
"DRC",149,1,"dpc_conflict_hi","early (day 0-200)",1,0,2,3,66.6666666666667,2,100,NA,NA,0
"DRC",149,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",150,1,"dpc_conflict_hi","early (day 0-200)",15,2,15,30,50,17,88.2352941176471,1,1,3
"DRC",150,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",151,1,"dpc_conflict_hi","early (day 0-200)",10,1,18,28,64.2857142857143,19,94.7368421052632,1,1,1
"DRC",151,1,"dpc_conflict_hi","late (day 201+)",48,24,156,204,76.4705882352941,180,86.6666666666667,2.99799561752375,2.41402943430183,40
"DRC",152,1,"dpc_conflict_hi","early (day 0-200)",7,0,4,11,36.3636363636364,4,100,NA,NA,0
"DRC",152,1,"dpc_conflict_hi","late (day 201+)",12,5,32,44,72.7272727272727,37,86.4864864864865,3.81433531529709,4.68113566981358,5
"DRC",153,1,"dpc_conflict_hi","early (day 0-200)",11,1,14,25,56,15,93.3333333333333,1.09323306550738,1.08540864643673,3
"DRC",153,1,"dpc_conflict_hi","late (day 201+)",14,5,40,54,74.0740740740741,45,88.8888888888889,4.34453005490107,4.61823675437858,12
"DRC",154,1,"dpc_conflict_hi","early (day 0-200)",25,3,24,49,48.9795918367347,27,88.8888888888889,1.44347566817217,1.37617620520052,6
"DRC",154,1,"dpc_conflict_hi","late (day 201+)",45,18,117,162,72.2222222222222,135,86.6666666666667,4.5976557074809,4.75506213207153,29
"DRC",155,1,"dpc_conflict_hi","early (day 0-200)",8,0,10,18,55.5555555555556,10,100,1.19439624813029,1.19439624813029,1
"DRC",155,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",156,1,"dpc_conflict_hi","early (day 0-200)",9,2,19,28,67.8571428571429,21,90.4761904761905,1.0568450275059,1.06596755202893,3
"DRC",156,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",157,1,"dpc_conflict_hi","early (day 0-200)",5,2,10,15,66.6666666666667,12,83.3333333333333,1.13178866292834,1.13178866292834,2
"DRC",157,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",158,1,"dpc_conflict_hi","early (day 0-200)",8,1,8,16,50,9,88.8888888888889,1.19244983441235,1.19244983441235,2
"DRC",158,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",159,1,"dpc_conflict_hi","early (day 0-200)",47,10,69,116,59.4827586206897,79,87.3417721518987,1.10105906703953,1.06899792420033,16
"DRC",159,1,"dpc_conflict_hi","late (day 201+)",6,2,12,18,66.6666666666667,14,85.7142857142857,4.3426265784775,4.71290281520305,3
"DRC",160,1,"dpc_conflict_hi","early (day 0-200)",47,9,68,115,59.1304347826087,77,88.3116883116883,1.29733658407102,1.09369324925492,14
"DRC",160,1,"dpc_conflict_hi","late (day 201+)",29,15,87,116,75,102,85.2941176470588,3.51157298725409,4.31933463119865,29
"DRC",161,1,"dpc_conflict_hi","early (day 0-200)",3,0,2,5,40,2,100,NA,NA,0
"DRC",161,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",162,1,"dpc_conflict_hi","early (day 0-200)",7,0,9,16,56.25,9,100,NA,NA,0
"DRC",162,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",163,1,"dpc_conflict_hi","early (day 0-200)",23,2,28,51,54.9019607843137,30,93.3333333333333,1.06509594902478,1.03297026469951,4
"DRC",163,1,"dpc_conflict_hi","late (day 201+)",33,12,91,124,73.3870967741936,103,88.3495145631068,3.12947740396572,3.19196343431528,15
"DRC",164,1,"dpc_conflict_hi","early (day 0-200)",2,0,0,2,0,0,NA,NA,NA,0
"DRC",164,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",165,1,"dpc_conflict_hi","early (day 0-200)",5,0,14,19,73.6842105263158,14,100,1.10241721853294,1.10241721853294,1
"DRC",165,1,"dpc_conflict_hi","late (day 201+)",10,3,18,28,64.2857142857143,21,85.7142857142857,4.55385342529563,4.66313894086899,4
"DRC",166,1,"dpc_conflict_hi","early (day 0-200)",7,0,6,13,46.1538461538462,6,100,1,1,1
"DRC",166,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",167,1,"dpc_conflict_hi","early (day 0-200)",28,6,26,54,48.1481481481481,32,81.25,1,1,8
"DRC",167,1,"dpc_conflict_hi","late (day 201+)",0,0,9,9,100,9,100,NA,NA,0
"DRC",168,1,"dpc_conflict_hi","early (day 0-200)",15,4,16,31,51.6129032258064,20,80,1.28419265217599,1.194349626946,8
"DRC",168,1,"dpc_conflict_hi","late (day 201+)",33,13,161,194,82.9896907216495,174,92.5287356321839,3.19335629388927,3.39787128584919,25
"DRC",169,1,"dpc_conflict_hi","early (day 0-200)",12,3,6,18,33.3333333333333,9,66.6666666666667,1.02381512359258,1,4
"DRC",169,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",170,1,"dpc_conflict_hi","early (day 0-200)",15,5,20,35,57.1428571428571,25,80,1.27846128368352,1.19466726752432,6
"DRC",170,1,"dpc_conflict_hi","late (day 201+)",4,1,22,26,84.6153846153846,23,95.6521739130435,3.83552251043086,3.85434805489812,3
"DRC",171,1,"dpc_conflict_hi","early (day 0-200)",1,0,0,1,0,0,NA,1,1,1
"DRC",171,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",172,1,"dpc_conflict_hi","early (day 0-200)",42,7,54,96,56.25,61,88.5245901639344,1.13384095143202,1,13
"DRC",172,1,"dpc_conflict_hi","late (day 201+)",5,3,17,22,77.2727272727273,20,85,3.26154403755017,2.88217307432998,4
"DRC",173,1,"dpc_conflict_hi","early (day 0-200)",8,1,4,12,33.3333333333333,5,80,1,1,2
"DRC",173,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",174,1,"dpc_conflict_hi","early (day 0-200)",10,1,7,17,41.1764705882353,8,87.5,1.03372187356938,1.03372187356938,2
"DRC",174,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",175,1,"dpc_conflict_hi","early (day 0-200)",4,1,6,10,60,7,85.7142857142857,1.37506393715308,1.37506393715308,1
"DRC",175,1,"dpc_conflict_hi","late (day 201+)",7,5,26,33,78.7878787878788,31,83.8709677419355,3.30204329572018,3.74208621891809,12
"DRC",176,1,"dpc_conflict_hi","early (day 0-200)",11,3,9,20,45,12,75,1.24727562229035,1.06234006227175,6
"DRC",176,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",177,1,"dpc_conflict_hi","early (day 0-200)",4,0,3,7,42.8571428571429,3,100,NA,NA,0
"DRC",177,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",178,1,"dpc_conflict_hi","early (day 0-200)",7,2,17,24,70.8333333333333,19,89.4736842105263,1,1,4
"DRC",178,1,"dpc_conflict_hi","late (day 201+)",4,2,17,21,80.9523809523809,19,89.4736842105263,3.9511999944884,4.13779897042722,4
"DRC",179,1,"dpc_conflict_hi","early (day 0-200)",6,1,13,19,68.4210526315789,14,92.8571428571429,1.05892748345594,1,3
"DRC",179,1,"dpc_conflict_hi","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",180,1,"dpc_conflict_hi","early (day 0-200)",2,0,8,10,80,8,100,1.16131472394161,1.16131472394161,1
"DRC",180,1,"dpc_conflict_hi","late (day 201+)",13,2,28,41,68.2926829268293,30,93.3333333333333,4.85987810687376,4.86852792683853,4
