"scenario","particle_id","rep","arm","period","n_hcw_deaths","n_pep_died","n_prevented","n_counterfactual","pct_averted","n_recip_counterfactual","pct_averted_recipients","dpc_mean","dpc_median","n_pep_recipients"
"DRC",53,2,"with_conflict_mid","early (day 0-200)",5,1,5,10,50,6,83.3333333333333,1,1,2
"DRC",53,2,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",53,3,"with_conflict_mid","early (day 0-200)",6,0,3,9,33.3333333333333,3,100,NA,NA,0
"DRC",53,3,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",53,4,"with_conflict_mid","early (day 0-200)",27,1,27,54,50,28,96.4285714285714,1,1,4
"DRC",53,4,"with_conflict_mid","late (day 201+)",4,1,1,5,20,2,50,3.15136866655627,3.15136866655627,1
"DRC",53,5,"with_conflict_mid","early (day 0-200)",13,1,10,23,43.4782608695652,11,90.9090909090909,1,1,1
"DRC",53,5,"with_conflict_mid","late (day 201+)",1,0,1,2,50,1,100,NA,NA,0
"DRC",53,6,"with_conflict_mid","early (day 0-200)",14,2,15,29,51.7241379310345,17,88.2352941176471,1.1188097024471,1.02951978785384,3
"DRC",53,6,"with_conflict_mid","late (day 201+)",6,0,1,7,14.2857142857143,1,100,NA,NA,0
"DRC",53,7,"with_conflict_mid","early (day 0-200)",22,3,26,48,54.1666666666667,29,89.6551724137931,1.13847993706348,1,8
"DRC",53,7,"with_conflict_mid","late (day 201+)",1,0,1,2,50,1,100,NA,NA,0
"DRC",53,8,"with_conflict_mid","early (day 0-200)",17,3,27,44,61.3636363636364,30,90,1.20534317618212,1.17153376534729,5
"DRC",53,8,"with_conflict_mid","late (day 201+)",77,7,25,102,24.5098039215686,32,78.125,3.34846972509301,3.09327155423763,13
"DRC",53,9,"with_conflict_mid","early (day 0-200)",23,2,21,44,47.7272727272727,23,91.304347826087,1.02277612452388,1,3
"DRC",53,9,"with_conflict_mid","late (day 201+)",8,0,2,10,20,2,100,3.28104991151488,4.1931523481305,3
"DRC",53,10,"with_conflict_mid","early (day 0-200)",7,1,5,12,41.6666666666667,6,83.3333333333333,1,1,1
"DRC",53,10,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",54,1,"with_conflict_mid","early (day 0-200)",11,0,14,25,56,14,100,NA,NA,0
"DRC",54,1,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",55,1,"with_conflict_mid","early (day 0-200)",59,11,63,122,51.6393442622951,74,85.1351351351351,1.14664856594385,1,15
"DRC",55,1,"with_conflict_mid","late (day 201+)",102,8,37,139,26.6187050359712,45,82.2222222222222,3.19039159413052,3.12820162814438,15
"DRC",55,2,"with_conflict_mid","early (day 0-200)",4,0,3,7,42.8571428571429,3,100,1,1,1
"DRC",55,2,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",55,3,"with_conflict_mid","early (day 0-200)",19,2,22,41,53.6585365853659,24,91.6666666666667,1,1,4
"DRC",55,3,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",55,4,"with_conflict_mid","early (day 0-200)",64,9,58,122,47.5409836065574,67,86.5671641791045,1.34862943723978,1.01457281812308,14
"DRC",55,4,"with_conflict_mid","late (day 201+)",31,3,19,50,38,22,86.3636363636364,3.36976143815614,3.85267023413249,6
"DRC",55,5,"with_conflict_mid","early (day 0-200)",8,2,23,31,74.1935483870968,25,92,1.80892276723139,1.90406923345637,5
"DRC",55,5,"with_conflict_mid","late (day 201+)",179,11,48,227,21.1453744493392,59,81.3559322033898,3.33749222065726,3.54055695351724,16
"DRC",55,6,"with_conflict_mid","early (day 0-200)",14,3,10,24,41.6666666666667,13,76.9230769230769,1.24125341912676,1.19442787815121,5
"DRC",55,6,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",55,7,"with_conflict_mid","early (day 0-200)",6,0,5,11,45.4545454545455,5,100,1.19744109407273,1.19744109407273,1
"DRC",55,7,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",56,1,"with_conflict_mid","early (day 0-200)",21,3,38,59,64.406779661017,41,92.6829268292683,1.06983565858408,1.01224223623626,3
"DRC",56,1,"with_conflict_mid","late (day 201+)",109,4,51,160,31.875,55,92.7272727272727,2.32514096298084,1.64311233204567,13
"DRC",57,1,"with_conflict_mid","early (day 0-200)",8,2,10,18,55.5555555555556,12,83.3333333333333,1.05521094644759,1.06093797824119,3
"DRC",57,1,"with_conflict_mid","late (day 201+)",21,3,6,27,22.2222222222222,9,66.6666666666667,2.38789401845084,1.62433618619546,6
"DRC",58,1,"with_conflict_mid","early (day 0-200)",2,1,5,7,71.4285714285714,6,83.3333333333333,1,1,1
"DRC",58,1,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",59,1,"with_conflict_mid","early (day 0-200)",18,2,28,46,60.8695652173913,30,93.3333333333333,1.18563045219978,1.08149794219791,3
"DRC",59,1,"with_conflict_mid","late (day 201+)",44,2,10,54,18.5185185185185,12,83.3333333333333,3.69772434314155,3.69772434314155,2
"DRC",59,2,"with_conflict_mid","early (day 0-200)",23,2,29,52,55.7692307692308,31,93.5483870967742,1.18717793067189,1.14098161946354,5
"DRC",59,2,"with_conflict_mid","late (day 201+)",42,2,28,70,40,30,93.3333333333333,2.76738081646038,1.41590847168493,5
"DRC",59,3,"with_conflict_mid","early (day 0-200)",5,1,4,9,44.4444444444444,5,80,1,1,1
"DRC",59,3,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",59,4,"with_conflict_mid","early (day 0-200)",6,1,3,9,33.3333333333333,4,75,1.07881555759492,1.07881555759492,1
"DRC",59,4,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",59,5,"with_conflict_mid","early (day 0-200)",30,5,25,55,45.4545454545455,30,83.3333333333333,1.05697461400597,1,8
"DRC",59,5,"with_conflict_mid","late (day 201+)",44,1,8,52,15.3846153846154,9,88.8888888888889,1.41590847168493,1.41590847168493,1
"DRC",59,6,"with_conflict_mid","early (day 0-200)",19,2,30,49,61.2244897959184,32,93.75,1,1,3
"DRC",59,6,"with_conflict_mid","late (day 201+)",37,3,10,47,21.2765957446809,13,76.9230769230769,3.51544573295168,4.58084114901511,7
"DRC",59,7,"with_conflict_mid","early (day 0-200)",9,0,2,11,18.1818181818182,2,100,NA,NA,0
"DRC",59,7,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",59,8,"with_conflict_mid","early (day 0-200)",14,0,9,23,39.1304347826087,9,100,1.13562172488548,1.13562172488548,1
"DRC",59,8,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",60,1,"with_conflict_mid","early (day 0-200)",18,4,34,52,65.3846153846154,38,89.4736842105263,1.0173240585649,1,6
"DRC",60,1,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",61,1,"with_conflict_mid","early (day 0-200)",18,3,29,47,61.7021276595745,32,90.625,1.04698383023023,1,5
"DRC",61,1,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",61,2,"with_conflict_mid","early (day 0-200)",5,0,0,5,0,0,NA,NA,NA,0
"DRC",61,2,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",61,3,"with_conflict_mid","early (day 0-200)",25,4,20,45,44.4444444444444,24,83.3333333333333,1.16545996024795,1,8
"DRC",61,3,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",61,4,"with_conflict_mid","early (day 0-200)",42,12,63,105,60,75,84,1.24357288485882,1.11764587683176,15
"DRC",61,4,"with_conflict_mid","late (day 201+)",76,3,12,88,13.6363636363636,15,80,3.83380621396546,3.94065700284534,4
"DRC",62,1,"with_conflict_mid","early (day 0-200)",19,3,53,72,73.6111111111111,56,94.6428571428571,1.17130376233481,1,10
"DRC",62,1,"with_conflict_mid","late (day 201+)",92,2,10,102,9.80392156862745,12,83.3333333333333,4.09481206323467,4.45216264609047,4
"DRC",63,1,"with_conflict_mid","early (day 0-200)",9,1,17,26,65.3846153846154,18,94.4444444444444,1.57006769229952,1.57006769229952,2
"DRC",63,1,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",63,2,"with_conflict_mid","early (day 0-200)",21,5,37,58,63.7931034482759,42,88.0952380952381,1.35109171703758,1.41787472855228,11
"DRC",63,2,"with_conflict_mid","late (day 201+)",154,9,14,168,8.33333333333333,23,60.8695652173913,3.91779497508539,4.03793309279394,10
"DRC",63,3,"with_conflict_mid","early (day 0-200)",12,2,4,16,25,6,66.6666666666667,1.03549689980553,1.03549689980553,2
"DRC",63,3,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",63,4,"with_conflict_mid","early (day 0-200)",18,1,11,29,37.9310344827586,12,91.6666666666667,1.19552745380343,1.19552745380343,2
"DRC",63,4,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",63,5,"with_conflict_mid","early (day 0-200)",8,1,14,22,63.6363636363636,15,93.3333333333333,1,1,1
"DRC",63,5,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",63,6,"with_conflict_mid","early (day 0-200)",14,7,22,36,61.1111111111111,29,75.8620689655172,1.05126690091253,1,8
"DRC",63,6,"with_conflict_mid","late (day 201+)",0,0,1,1,100,1,100,NA,NA,0
"DRC",63,7,"with_conflict_mid","early (day 0-200)",25,3,46,71,64.7887323943662,49,93.8775510204082,1.25347940894304,1.07427474822606,9
"DRC",63,7,"with_conflict_mid","late (day 201+)",3,0,2,5,40,2,100,NA,NA,0
"DRC",63,8,"with_conflict_mid","early (day 0-200)",21,1,23,44,52.2727272727273,24,95.8333333333333,1.08453129167125,1.08453129167125,2
"DRC",63,8,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",63,9,"with_conflict_mid","early (day 0-200)",4,0,0,4,0,0,NA,NA,NA,0
"DRC",63,9,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",63,10,"with_conflict_mid","early (day 0-200)",8,0,17,25,68,17,100,1,1,1
"DRC",63,10,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",64,1,"with_conflict_mid","early (day 0-200)",61,12,81,142,57.0422535211268,93,87.0967741935484,1.22209509393212,1,18
"DRC",64,1,"with_conflict_mid","late (day 201+)",84,7,83,167,49.7005988023952,90,92.2222222222222,2.44774210670522,1.63704852192626,16
"DRC",65,1,"with_conflict_mid","early (day 0-200)",43,10,74,117,63.2478632478633,84,88.0952380952381,1.40103958321754,1.15348949589496,16
"DRC",65,1,"with_conflict_mid","late (day 201+)",112,6,11,123,8.94308943089431,17,64.7058823529412,4.57038621902819,4.73219804655827,8
"DRC",65,2,"with_conflict_mid","early (day 0-200)",8,1,6,14,42.8571428571429,7,85.7142857142857,1,1,2
"DRC",65,2,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",65,3,"with_conflict_mid","early (day 0-200)",5,1,4,9,44.4444444444444,5,80,1.91454183766429,1.91454183766429,2
"DRC",65,3,"with_conflict_mid","late (day 201+)",0,0,3,3,100,3,100,NA,NA,0
"DRC",65,4,"with_conflict_mid","early (day 0-200)",13,2,31,44,70.4545454545455,33,93.9393939393939,1.07106576927898,1.07106576927898,2
"DRC",65,4,"with_conflict_mid","late (day 201+)",28,3,15,43,34.8837209302326,18,83.3333333333333,2.36421991151413,2.35124788654365,4
"DRC",65,5,"with_conflict_mid","early (day 0-200)",20,4,29,49,59.1836734693878,33,87.8787878787879,1.10361253236452,1,11
"DRC",65,5,"with_conflict_mid","late (day 201+)",88,12,55,143,38.4615384615385,67,82.089552238806,2.32627286925017,1.41590847168493,16
"DRC",65,6,"with_conflict_mid","early (day 0-200)",27,9,45,72,62.5,54,83.3333333333333,1.1532937192585,1.02647549635458,12
"DRC",65,6,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",65,7,"with_conflict_mid","early (day 0-200)",29,7,32,61,52.4590163934426,39,82.0512820512821,1.05113342696643,1,13
"DRC",65,7,"with_conflict_mid","late (day 201+)",146,7,12,158,7.59493670886076,19,63.1578947368421,4.26755326926761,4.17187540052972,12
"DRC",65,8,"with_conflict_mid","early (day 0-200)",6,0,4,10,40,4,100,NA,NA,0
"DRC",65,8,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",65,9,"with_conflict_mid","early (day 0-200)",11,0,12,23,52.1739130434783,12,100,1,1,1
"DRC",65,9,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",66,1,"with_conflict_mid","early (day 0-200)",14,1,17,31,54.8387096774194,18,94.4444444444444,1.10217983520071,1.07887872956024,3
"DRC",66,1,"with_conflict_mid","late (day 201+)",1,0,1,2,50,1,100,NA,NA,0
"DRC",67,1,"with_conflict_mid","early (day 0-200)",7,0,3,10,30,3,100,NA,NA,0
"DRC",67,1,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",67,2,"with_conflict_mid","early (day 0-200)",10,5,12,22,54.5454545454545,17,70.5882352941177,1.03909418027626,1,5
"DRC",67,2,"with_conflict_mid","late (day 201+)",188,19,88,276,31.8840579710145,107,82.2429906542056,2.46415864385604,2.07105509812468,28
"DRC",67,3,"with_conflict_mid","early (day 0-200)",3,1,7,10,70,8,87.5,1.0303672476381,1,4
"DRC",67,3,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",67,4,"with_conflict_mid","early (day 0-200)",12,1,18,30,60,19,94.7368421052632,1,1,2
"DRC",67,4,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",67,5,"with_conflict_mid","early (day 0-200)",20,3,27,47,57.4468085106383,30,90,1.01738231768351,1,4
"DRC",67,5,"with_conflict_mid","late (day 201+)",171,11,23,194,11.8556701030928,34,67.6470588235294,4.27242021253243,4.39904008000039,14
"DRC",67,6,"with_conflict_mid","early (day 0-200)",4,0,6,10,60,6,100,1.19765498719131,1.19765498719131,1
"DRC",67,6,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",68,1,"with_conflict_mid","early (day 0-200)",7,1,3,10,30,4,75,1,1,1
"DRC",68,1,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",69,1,"with_conflict_mid","early (day 0-200)",3,0,2,5,40,2,100,NA,NA,0
"DRC",69,1,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",69,2,"with_conflict_mid","early (day 0-200)",15,1,8,23,34.7826086956522,9,88.8888888888889,1.18515362585268,1.18515362585268,1
"DRC",69,2,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",69,3,"with_conflict_mid","early (day 0-200)",14,4,9,23,39.1304347826087,13,69.2307692307692,1.03730433322231,1,5
"DRC",69,3,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",69,4,"with_conflict_mid","early (day 0-200)",4,2,17,21,80.9523809523809,19,89.4736842105263,1.04499010628629,1.04499010628629,2
"DRC",69,4,"with_conflict_mid","late (day 201+)",17,2,42,59,71.1864406779661,44,95.4545454545455,1.98569868166024,1.41590847168493,8
"DRC",69,5,"with_conflict_mid","early (day 0-200)",7,0,6,13,46.1538461538462,6,100,NA,NA,0
"DRC",69,5,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",69,6,"with_conflict_mid","early (day 0-200)",13,1,19,32,59.375,20,95,1.10291029556237,1.11129041209998,3
"DRC",69,6,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",69,7,"with_conflict_mid","early (day 0-200)",8,1,9,17,52.9411764705882,10,90,1,1,2
"DRC",69,7,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",69,8,"with_conflict_mid","early (day 0-200)",22,4,26,48,54.1666666666667,30,86.6666666666667,1.1932718100016,1,9
"DRC",69,8,"with_conflict_mid","late (day 201+)",88,6,46,134,34.3283582089552,52,88.4615384615385,2.35355474381577,2.02474544099043,16
"DRC",69,9,"with_conflict_mid","early (day 0-200)",1,0,5,6,83.3333333333333,5,100,1,1,1
"DRC",69,9,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",69,10,"with_conflict_mid","early (day 0-200)",15,3,14,29,48.2758620689655,17,82.3529411764706,1.03664746782526,1.03299605423786,4
"DRC",69,10,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",70,1,"with_conflict_mid","early (day 0-200)",13,3,14,27,51.8518518518519,17,82.3529411764706,1,1,3
"DRC",70,1,"with_conflict_mid","late (day 201+)",34,1,16,50,32,17,94.1176470588235,1.43242292051594,1.41590847168493,3
"DRC",71,1,"with_conflict_mid","early (day 0-200)",35,8,57,92,61.9565217391304,65,87.6923076923077,1.20332079796011,1.07159276834779,12
"DRC",71,1,"with_conflict_mid","late (day 201+)",108,5,48,156,30.7692307692308,53,90.5660377358491,2.81031652349646,2.55029086500886,12
"DRC",72,1,"with_conflict_mid","early (day 0-200)",27,3,52,79,65.8227848101266,55,94.5454545454545,1.23810216121093,1,13
"DRC",72,1,"with_conflict_mid","late (day 201+)",18,1,5,23,21.7391304347826,6,83.3333333333333,3.45649627897003,3.45649627897003,2
"DRC",73,1,"with_conflict_mid","early (day 0-200)",12,0,19,31,61.2903225806452,19,100,1,1,2
"DRC",73,1,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",73,2,"with_conflict_mid","early (day 0-200)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",73,2,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",73,3,"with_conflict_mid","early (day 0-200)",11,0,17,28,60.7142857142857,17,100,1,1,2
"DRC",73,3,"with_conflict_mid","late (day 201+)",0,0,1,1,100,1,100,NA,NA,0
"DRC",73,4,"with_conflict_mid","early (day 0-200)",11,1,5,16,31.25,6,83.3333333333333,1,1,2
"DRC",73,4,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",73,5,"with_conflict_mid","early (day 0-200)",30,3,23,53,43.3962264150943,26,88.4615384615385,1.04599954823939,1,4
"DRC",73,5,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",73,6,"with_conflict_mid","early (day 0-200)",30,3,23,53,43.3962264150943,26,88.4615384615385,1.04599954823939,1,4
"DRC",73,6,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",73,7,"with_conflict_mid","early (day 0-200)",7,2,7,14,50,9,77.7777777777778,1.09860611909046,1.09860611909046,2
"DRC",73,7,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",73,8,"with_conflict_mid","early (day 0-200)",3,0,9,12,75,9,100,NA,NA,0
"DRC",73,8,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",73,9,"with_conflict_mid","early (day 0-200)",7,0,6,13,46.1538461538462,6,100,NA,NA,0
"DRC",73,9,"with_conflict_mid","late (day 201+)",11,3,0,11,0,3,0,3.23389989592682,3.68968422464035,3
"DRC",73,10,"with_conflict_mid","early (day 0-200)",25,1,36,61,59.0163934426229,37,97.2972972972973,1.13510629340356,1.10437271012282,6
"DRC",73,10,"with_conflict_mid","late (day 201+)",0,0,1,1,100,1,100,3.18075639691549,3.18075639691549,1
"DRC",74,1,"with_conflict_mid","early (day 0-200)",4,1,6,10,60,7,85.7142857142857,1,1,1
"DRC",74,1,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",75,1,"with_conflict_mid","early (day 0-200)",22,5,28,50,56,33,84.8484848484848,1.12963861864145,1.13382814374842,9
"DRC",75,1,"with_conflict_mid","late (day 201+)",68,4,50,118,42.3728813559322,54,92.5925925925926,2.34051803538477,1.45933272790773,11
"DRC",75,2,"with_conflict_mid","early (day 0-200)",4,0,4,8,50,4,100,1,1,3
"DRC",75,2,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",75,3,"with_conflict_mid","early (day 0-200)",12,1,21,33,63.6363636363636,22,95.4545454545455,1.13089696843995,1.16772852519827,4
"DRC",75,3,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",75,4,"with_conflict_mid","early (day 0-200)",4,2,3,7,42.8571428571429,5,60,1.0695680497902,1.0695680497902,2
"DRC",75,4,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",75,5,"with_conflict_mid","early (day 0-200)",8,0,2,10,20,2,100,NA,NA,0
"DRC",75,5,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",75,6,"with_conflict_mid","early (day 0-200)",2,0,0,2,0,0,NA,NA,NA,0
"DRC",75,6,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",75,7,"with_conflict_mid","early (day 0-200)",2,0,3,5,60,3,100,NA,NA,0
"DRC",75,7,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",75,8,"with_conflict_mid","early (day 0-200)",2,0,3,5,60,3,100,NA,NA,0
"DRC",75,8,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",75,9,"with_conflict_mid","early (day 0-200)",3,0,4,7,57.1428571428571,4,100,1,1,1
"DRC",75,9,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",75,10,"with_conflict_mid","early (day 0-200)",10,1,20,30,66.6666666666667,21,95.2380952380952,1.14453234196986,1.15234076832772,6
"DRC",75,10,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",76,1,"with_conflict_mid","early (day 0-200)",7,0,6,13,46.1538461538462,6,100,NA,NA,0
"DRC",76,1,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",77,1,"with_conflict_mid","early (day 0-200)",4,0,1,5,20,1,100,NA,NA,0
"DRC",77,1,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",77,2,"with_conflict_mid","early (day 0-200)",10,2,16,26,61.5384615384615,18,88.8888888888889,1,1,3
"DRC",77,2,"with_conflict_mid","late (day 201+)",45,6,31,76,40.7894736842105,37,83.7837837837838,2.68140257476709,3.05602898768373,12
"DRC",77,3,"with_conflict_mid","early (day 0-200)",10,1,19,29,65.5172413793103,20,95,1.1536564928563,1.1536564928563,1
"DRC",77,3,"with_conflict_mid","late (day 201+)",16,0,3,19,15.7894736842105,3,100,4.65016670013534,4.65016670013534,1
"DRC",77,4,"with_conflict_mid","early (day 0-200)",32,5,48,80,60,53,90.5660377358491,1.15395545932636,1.06647724969094,7
"DRC",77,4,"with_conflict_mid","late (day 201+)",49,2,24,73,32.8767123287671,26,92.3076923076923,1.54279888197629,1.55478730412999,5
"DRC",77,5,"with_conflict_mid","early (day 0-200)",1,0,6,7,85.7142857142857,6,100,NA,NA,0
"DRC",77,5,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",77,6,"with_conflict_mid","early (day 0-200)",17,3,20,37,54.0540540540541,23,86.9565217391304,1,1,3
"DRC",77,6,"with_conflict_mid","late (day 201+)",65,5,22,87,25.2873563218391,27,81.4814814814815,2.86135726626242,2.8791148864791,7
"DRC",77,7,"with_conflict_mid","early (day 0-200)",1,0,4,5,80,4,100,NA,NA,0
"DRC",77,7,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",77,8,"with_conflict_mid","early (day 0-200)",16,1,33,49,67.3469387755102,34,97.0588235294118,1.13081847107317,1.19465316584932,5
"DRC",77,8,"with_conflict_mid","late (day 201+)",142,8,61,203,30.0492610837438,69,88.4057971014493,3.18509830310368,3.33232283346953,20
"DRC",78,1,"with_conflict_mid","early (day 0-200)",7,0,5,12,41.6666666666667,5,100,1.22966841859818,1.22966841859818,1
"DRC",78,1,"with_conflict_mid","late (day 201+)",3,2,8,11,72.7272727272727,10,80,1.41590847168493,1.41590847168493,2
"DRC",79,1,"with_conflict_mid","early (day 0-200)",15,3,14,29,48.2758620689655,17,82.3529411764706,1.33928194723931,1.14274372138387,6
"DRC",79,1,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",80,1,"with_conflict_mid","early (day 0-200)",11,1,8,19,42.1052631578947,9,88.8888888888889,1.18152033513001,1.18152033513001,2
"DRC",80,1,"with_conflict_mid","late (day 201+)",87,5,55,142,38.7323943661972,60,91.6666666666667,2.81912390730175,2.99179576789441,11
"DRC",81,1,"with_conflict_mid","early (day 0-200)",2,0,1,3,33.3333333333333,1,100,NA,NA,0
"DRC",81,1,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",82,1,"with_conflict_mid","early (day 0-200)",47,10,74,121,61.1570247933884,84,88.0952380952381,1.14863231123213,1,21
"DRC",82,1,"with_conflict_mid","late (day 201+)",84,12,42,126,33.3333333333333,54,77.7777777777778,2.53192837653218,1.58567292584115,27
"DRC",83,1,"with_conflict_mid","early (day 0-200)",11,1,12,23,52.1739130434783,13,92.3076923076923,1,1,2
"DRC",83,1,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",84,1,"with_conflict_mid","early (day 0-200)",25,0,37,62,59.6774193548387,37,100,1.35616666056071,1.09960044642972,3
"DRC",84,1,"with_conflict_mid","late (day 201+)",113,18,101,214,47.196261682243,119,84.8739495798319,2.12377534447696,1.52222113982396,36
"DRC",85,1,"with_conflict_mid","early (day 0-200)",25,4,20,45,44.4444444444444,24,83.3333333333333,1.26170280561851,1.03776345322096,6
"DRC",85,1,"with_conflict_mid","late (day 201+)",105,8,49,154,31.8181818181818,57,85.9649122807018,2.78414653699142,2.83490762743858,15
"DRC",85,2,"with_conflict_mid","early (day 0-200)",8,2,17,25,68,19,89.4736842105263,1.19131706214762,1.19131706214762,2
"DRC",85,2,"with_conflict_mid","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",85,3,"with_conflict_mid","early (day 0-200)",24,4,18,42,42.8571428571429,22,81.8181818181818,1.0764608728528,1.05592983324908,6
"DRC",85,3,"with_conflict_mid","late (day 201+)",42,4,20,62,32.258064516129,24,83.3333333333333,2.20356357858426,1.53095137970343,10
"DRC",85,4,"with_conflict_mid","early (day 0-200)",6,0,12,18,66.6666666666667,12,100,1,1,1
"DRC",85,4,"with_conflict_mid","late (day 201+)",38,3,5,43,11.6279069767442,8,62.5,3.11229733237468,3.4282709493267,5
