"scenario","particle_id","arm","n_hcw_deaths","hcw_days_lost","prevented_hcw","counterfactual_hcw","baseline_days_lost","pct_hcw_deaths_averted","pct_days_lost_averted","condition"
"DRC",80,"with_conflict_hi",36.8,209002.20512493,164,532,303027.398839923,30.8270676691729,31.0286112988293,"baseline"
"DRC",80,"with_conflict_lo",42.3,168248.763495184,92,515,211565.49153138,17.8640776699029,20.4743825293321,"baseline"
"DRC",80,"with_conflict_mid",46,219031.623242018,170,630,305058.412165576,26.984126984127,28.2001038138446,"baseline"
"DRC",81,"cov_conflict_hi",74.9,265439.669744197,236,985,362172.432941566,23.9593908629442,26.7090353652003,"baseline"
"DRC",81,"cov_conflict_lo",56.3,196621.166411323,173,736,281827.208041483,23.5054347826087,30.2334335362035,"baseline"
"DRC",81,"cov_conflict_mid",54.4,246672.324381869,189,733,347188.583120056,25.7844474761255,28.9514873544758,"baseline"
"DRC",81,"dpc_conflict_hi",30.5,144032.692121307,357,662,287332.02545096,53.9274924471299,49.8723847802026,"baseline"
"DRC",81,"dpc_conflict_lo",27.3,136496.757376094,94,367,189373.710754007,25.6130790190736,27.9220136561612,"baseline"
"DRC",81,"dpc_conflict_mid",48.1,191823.587987903,492,973,375200.619865563,50.5652620760534,48.874394702057,"baseline"
"DRC",81,"no_pep",118,491284.462560248,0,1180,491284.462560248,0,0,"baseline"
"DRC",81,"optimistic_hi",5.6,26013.5427121688,307,363,162810.545747615,84.5730027548209,84.0222004092448,"baseline"
"DRC",81,"optimistic_lo",6.3,23733.5145065365,365,428,150462.526593252,85.2803738317757,84.2262953813771,"baseline"
"DRC",81,"optimistic_mid",6.3,32511.7156691039,451,514,241413.185788985,87.7431906614786,86.532750660305,"baseline"
"DRC",81,"with_conflict_hi",57.2,186634.606571881,174,746,257327.53088075,23.3243967828418,27.4719630919043,"baseline"
"DRC",81,"with_conflict_lo",48.4,163456.285413771,120,604,207622.270932842,19.8675496688742,21.2722774491552,"baseline"
"DRC",81,"with_conflict_mid",38.2,118547.204260821,133,515,172267.889704006,25.8252427184466,31.1843870238902,"baseline"
"DRC",82,"cov_conflict_hi",51,205494.962338119,200,710,297807.449171515,28.169014084507,30.9973733330731,"baseline"
"DRC",82,"cov_conflict_lo",25.2,87616.8145720091,90,342,121783.571525047,26.3157894736842,28.0553087129741,"baseline"
"DRC",82,"cov_conflict_mid",43.9,283623.965632161,199,638,417216.930444634,31.1912225705329,32.0200248513646,"baseline"
"DRC",82,"dpc_conflict_hi",22,97997.5872609724,208,428,184313.112366404,48.5981308411215,46.8309194051485,"baseline"
"DRC",82,"dpc_conflict_lo",44.5,241606.034339162,163,608,330051.623497926,26.8092105263158,26.7975016215363,"baseline"
"DRC",82,"dpc_conflict_mid",31.7,170029.501362456,289,606,323120.236730828,47.6897689768977,47.3788757142755,"baseline"
"DRC",82,"no_pep",29.2,100641.681421196,0,292,100641.681421196,0,0,"baseline"
"DRC",82,"optimistic_hi",3.7,8927.36796494006,194,231,45311.6176069041,83.982683982684,80.2978387521089,"baseline"
"DRC",82,"optimistic_lo",8.1,29972.9003574606,441,522,183590.761042018,84.4827586206897,83.6740693336955,"baseline"
"DRC",82,"optimistic_mid",12.8,59227.9253043825,539,667,309565.867869738,80.8095952023988,80.8674238823691,"baseline"
"DRC",82,"with_conflict_hi",24.7,100731.913548679,90,337,149548.51530109,26.7062314540059,32.6426522216732,"baseline"
"DRC",82,"with_conflict_lo",48.2,153077.59004731,98,580,192800.867734881,16.8965517241379,20.6032670673425,"baseline"
"DRC",82,"with_conflict_mid",39.6,186211.329024361,177,573,280609.664841674,30.8900523560209,33.6404435216352,"baseline"
"DRC",83,"cov_conflict_hi",102.1,327771.998915635,392,1413,481637.5197063,27.7423920736023,31.9463319395241,"baseline"
"DRC",83,"cov_conflict_lo",65.9,357216.071615608,281,940,543974.252516649,29.8936170212766,34.3321728991806,"baseline"
"DRC",83,"cov_conflict_mid",34.3,100777.682969393,141,484,145554.780296522,29.1322314049587,30.7630551438501,"baseline"
"DRC",83,"dpc_conflict_hi",39.7,142798.695168521,498,895,293281.008654399,55.6424581005587,51.3099413345258,"baseline"
"DRC",83,"dpc_conflict_lo",81.8,396403.358137522,359,1177,582221.945309532,30.5012744265081,31.9154213730679,"baseline"
"DRC",83,"dpc_conflict_mid",45.9,276845.379423385,471,930,543314.20721745,50.6451612903226,49.0450689958521,"baseline"
"DRC",83,"no_pep",83.4,253761.164651905,0,834,253761.164651905,0,0,"baseline"
"DRC",83,"optimistic_hi",12.7,25594.966435406,601,728,160040.59229556,82.5549450549451,84.0072033799165,"baseline"
"DRC",83,"optimistic_lo",26.7,150007.321705847,1218,1485,830186.436643035,82.020202020202,81.9308874386794,"baseline"
"DRC",83,"optimistic_mid",12,43610.3925615234,586,706,243361.249242692,83.0028328611898,82.0799767024401,"baseline"
"DRC",83,"with_conflict_hi",71.8,297100.454432869,356,1074,466941.296166368,33.147113594041,36.3730608382484,"baseline"
"DRC",83,"with_conflict_lo",91.2,387384.825117629,274,1186,528964.966690044,23.1028667790894,26.7655044261893,"baseline"
"DRC",83,"with_conflict_mid",33,105377.206308225,177,507,168542.685722206,34.9112426035503,37.4774373288978,"baseline"
"DRC",84,"cov_conflict_hi",36,162201.117863158,136,496,229306.412633262,27.4193548387097,29.264464957388,"baseline"
"DRC",84,"cov_conflict_lo",86.7,227932.403164418,221,1088,303534.290639772,20.3125,24.9071982331895,"baseline"
"DRC",84,"cov_conflict_mid",72,318769.00743105,271,991,463247.234173669,27.3461150353179,31.1881466492371,"baseline"
"DRC",84,"dpc_conflict_hi",21.8,84892.731149736,187,405,181775.600653992,46.1728395061728,53.2980604413855,"baseline"
"DRC",84,"dpc_conflict_lo",54.9,264984.508621906,222,771,367910.359796335,28.7937743190661,27.97579585185,"baseline"
"DRC",84,"dpc_conflict_mid",24.2,79989.8514520685,217,459,148238.229144143,47.276688453159,46.039660677349,"baseline"
"DRC",84,"no_pep",74.8,238857.622065289,0,748,238857.622065289,0,0,"baseline"
"DRC",84,"optimistic_hi",11.1,36202.9759347359,580,691,233755.085061764,83.9363241678727,84.5124327775928,"baseline"
"DRC",84,"optimistic_lo",11,42229.7617530026,538,648,274689.0061223,83.0246913580247,84.6263371260659,"baseline"
"DRC",84,"optimistic_mid",6.6,34499.1042643507,360,426,220285.865114245,84.5070422535211,84.3389387483129,"baseline"
"DRC",84,"with_conflict_hi",48.2,155440.774521686,147,629,205828.822566807,23.3704292527822,24.4805598247869,"baseline"
"DRC",84,"with_conflict_lo",58.4,241728.408355731,178,762,331718.751795596,23.3595800524934,27.1285065896174,"baseline"
"DRC",84,"with_conflict_mid",75.9,278613.544174716,284,1043,380364.449429059,27.2291466922339,26.7508978315599,"baseline"
"DRC",85,"cov_conflict_hi",44,172025.620799514,193,633,255215.865999831,30.4897314375987,32.5960319412011,"baseline"
"DRC",85,"cov_conflict_lo",34.3,116852.958748027,149,492,171459.879729145,30.2845528455285,31.8482207425902,"baseline"
"DRC",85,"cov_conflict_mid",51.9,247044.416874617,253,772,388300.425741576,32.7720207253886,36.3780206002063,"baseline"
"DRC",85,"dpc_conflict_hi",18.4,113507.48674146,278,462,289202.611993822,60.1731601731602,60.7515693032938,"baseline"
"DRC",85,"dpc_conflict_lo",45.7,244779.648470245,232,689,361824.34980475,33.6719883889695,32.3484866061849,"baseline"
"DRC",85,"dpc_conflict_mid",21.4,138313.039984141,185,399,258944.026421564,46.3659147869674,46.5857382788335,"baseline"
"DRC",85,"no_pep",31.4,126219.358597064,0,314,126219.358597064,0,0,"baseline"
"DRC",85,"optimistic_hi",14.4,65669.1884548034,625,769,342973.842959145,81.2743823146944,80.8530038651881,"baseline"
"DRC",85,"optimistic_lo",7.3,35640.459028118,347,420,192350.048734584,82.6190476190476,81.4710423716623,"baseline"
"DRC",85,"optimistic_mid",6.3,33229.0718662913,297,360,194176.320262344,82.5,82.8871657360708,"baseline"
"DRC",85,"with_conflict_hi",34.3,115977.052158977,146,489,183407.924382449,29.8568507157464,36.7655173300271,"baseline"
"DRC",85,"with_conflict_lo",43.6,224882.875126775,184,620,315720.12020578,29.6774193548387,28.7714463746561,"baseline"
"DRC",85,"with_conflict_mid",45.2,213163.109095587,181,633,303367.422065803,28.5939968404423,29.7343440360088,"baseline"
"DRC",86,"cov_conflict_hi",32.3,153497.447131406,160,483,229742.985637806,33.1262939958592,33.1873194277201,"baseline"
"DRC",86,"cov_conflict_lo",44.9,116165.717355638,151,600,171470.996536333,25.1666666666667,32.2534307829583,"baseline"
"DRC",86,"cov_conflict_mid",22.4,116645.227496281,123,347,178048.596692568,35.4466858789625,34.4868593950844,"baseline"
"DRC",86,"dpc_conflict_hi",24.7,127794.064081192,364,611,293266.293146215,59.5744680851064,56.4238826391558,"baseline"
"DRC",86,"dpc_conflict_lo",30,127281.367041007,126,426,189792.304968325,29.5774647887324,32.9364975770494,"baseline"
"DRC",86,"dpc_conflict_mid",17.2,63672.9164906178,180,352,131384.27542115,51.1363636363636,51.5368819544689,"baseline"
"DRC",86,"no_pep",80.8,342260.055655936,0,808,342260.055655936,0,0,"baseline"
"DRC",86,"optimistic_hi",8.8,41298.3272676434,397,485,261211.737778304,81.8556701030928,84.1897122928319,"baseline"
"DRC",86,"optimistic_lo",6.8,34530.8598506314,346,414,190257.70523818,83.5748792270531,81.8504802171334,"baseline"
"DRC",86,"optimistic_mid",9.8,36012.8302875115,396,494,182237.823459288,80.1619433198381,80.2385533343704,"baseline"
"DRC",86,"with_conflict_hi",38.3,131824.927176161,133,516,188036.258186905,25.7751937984496,29.8938787405942,"baseline"
"DRC",86,"with_conflict_lo",42.7,123578.447005071,133,560,175349.999876126,23.75,29.524695128388,"baseline"
"DRC",86,"with_conflict_mid",26.1,114998.197213346,138,399,177189.910966978,34.5864661654135,35.0989023100884,"baseline"
"DRC",87,"cov_conflict_hi",24.9,117854.359384075,117,366,169497.830631718,31.9672131147541,30.4685145852119,"baseline"
"DRC",87,"cov_conflict_lo",27.4,148484.538096447,101,375,198034.955312392,26.9333333333333,25.0210459753336,"baseline"
"DRC",87,"cov_conflict_mid",26.7,124971.714748007,136,403,187486.648756446,33.7468982630273,33.3436724284562,"baseline"
"DRC",87,"dpc_conflict_hi",29.8,133532.735251609,318,616,265240.692294576,51.6233766233766,49.6560146573184,"baseline"
"DRC",87,"dpc_conflict_lo",54.6,279621.510904414,223,769,390561.435294489,28.998699609883,28.4052429053637,"baseline"
"DRC",87,"dpc_conflict_mid",18.7,122999.60079032,190,377,258223.039948875,50.3978779840849,52.3669147359302,"baseline"
"DRC",87,"no_pep",48.9,236234.996746575,0,489,236234.996746575,0,0,"baseline"
"DRC",87,"optimistic_hi",11.4,31842.8416091515,473,587,182496.35979534,80.5792163543441,82.5515195783294,"baseline"
"DRC",87,"optimistic_lo",9.6,48259.8695498145,420,516,271377.605009365,81.3953488372093,82.2167088739142,"baseline"
"DRC",87,"optimistic_mid",7.3,32270.8959195715,329,402,185269.664097545,81.8407960199005,82.5816622074832,"baseline"
"DRC",87,"with_conflict_hi",31,231512.253709546,210,520,376047.759075096,40.3846153846154,38.4354119596513,"baseline"
"DRC",87,"with_conflict_lo",33.6,109530.818609859,75,411,145063.768267121,18.2481751824818,24.4947102103615,"baseline"
"DRC",87,"with_conflict_mid",35.6,137122.022150898,128,484,203335.424453725,26.4462809917355,32.5636334547777,"baseline"
"DRC",88,"cov_conflict_hi",41.7,162527.742144002,153,570,227466.344886671,26.8421052631579,28.5486641001871,"baseline"
"DRC",88,"cov_conflict_lo",38,143775.688694501,109,489,195763.163478878,22.2903885480573,26.5563111366387,"baseline"
"DRC",88,"cov_conflict_mid",46.7,201494.783401622,149,616,272540.328467176,24.1883116883117,26.0679017542575,"baseline"
"DRC",88,"dpc_conflict_hi",42.2,182915.471428827,522,944,391362.820068609,55.2966101694915,53.2619191069913,"baseline"
"DRC",88,"dpc_conflict_lo",76.2,301824.609815842,291,1053,447794.971800966,27.6353276353276,32.5975884450093,"baseline"
"DRC",88,"dpc_conflict_mid",44.6,196418.146841507,421,867,371278.438928606,48.558246828143,47.0968076120153,"baseline"
"DRC",88,"no_pep",79.2,304574.409264958,0,792,304574.409264958,0,0,"baseline"
"DRC",88,"optimistic_hi",11.3,41705.3812786216,497,610,227500.784096724,81.4754098360656,81.6680274557251,"baseline"
"DRC",88,"optimistic_lo",8.8,29881.5448918378,344,432,147949.106443282,79.6296296296296,79.80282165253,"baseline"
"DRC",88,"optimistic_mid",8.3,35478.8195179499,370,453,204308.748501177,81.6777041942605,82.6347037127754,"baseline"
"DRC",88,"with_conflict_hi",33.3,106541.087528252,103,436,152079.193917886,23.6238532110092,29.9436794846649,"baseline"
"DRC",88,"with_conflict_lo",28.8,133069.339091488,91,379,173315.727461793,24.0105540897098,23.2214288684087,"baseline"
"DRC",88,"with_conflict_mid",28.2,124803.177716791,108,390,175967.362601801,27.6923076923077,29.0759514312836,"baseline"
"DRC",89,"cov_conflict_hi",28.2,133478.93081613,149,431,207732.853806395,34.5707656612529,35.7449106531165,"baseline"
"DRC",89,"cov_conflict_lo",38,160748.898391753,188,568,232750.739901791,33.0985915492958,30.9351719098377,"baseline"
"DRC",89,"cov_conflict_mid",58.8,271550.11004529,255,843,414370.216959263,30.2491103202847,34.4667886514667,"baseline"
"DRC",89,"dpc_conflict_hi",21.2,78405.9354430384,269,481,174446.551168305,55.9251559251559,55.0544651539755,"baseline"
"DRC",89,"dpc_conflict_lo",39.5,155269.34267044,150,545,242029.114123491,27.5229357798165,35.8468326288973,"baseline"
"DRC",89,"dpc_conflict_mid",52.2,265105.07071094,531,1053,506571.664631057,50.4273504273504,47.6668180988725,"baseline"
"DRC",89,"no_pep",101.2,339528.083063338,0,1012,339528.083063338,0,0,"baseline"
"DRC",89,"optimistic_hi",6.3,21386.8143134285,322,385,131414.56636754,83.6363636363636,83.7256896974314,"baseline"
"DRC",89,"optimistic_lo",5,20333.3479933153,208,258,105896.807361835,80.6201550387597,80.7989036687016,"baseline"
"DRC",89,"optimistic_mid",5.7,23681.2479934346,325,382,160059.606362239,85.0785340314136,85.2047318298158,"baseline"
"DRC",89,"with_conflict_hi",47.1,164791.398924625,215,686,269096.189537467,31.3411078717201,38.7611548094102,"baseline"
"DRC",89,"with_conflict_lo",42.1,168160.522623748,135,556,238813.52744692,24.2805755395683,29.585009517049,"baseline"
"DRC",89,"with_conflict_mid",49.9,162833.968011794,162,661,222109.219492743,24.5083207261725,26.6874340544363,"baseline"
"DRC",90,"cov_conflict_hi",33.4,164938.08070056,162,496,236698.095910588,32.6612903225806,30.3171070869687,"baseline"
"DRC",90,"cov_conflict_lo",33.9,203505.098342398,190,529,316422.140997662,35.9168241965974,35.6855693786923,"baseline"
"DRC",90,"cov_conflict_mid",33.7,89393.8466902989,123,460,138540.992283866,26.7391304347826,35.4748040874909,"baseline"
"DRC",90,"dpc_conflict_hi",23.2,124407.818784507,291,523,277602.416196064,55.640535372849,55.1848933848471,"baseline"
"DRC",90,"dpc_conflict_lo",20.5,44616.4998769602,55,260,63831.4863556306,21.1538461538462,30.1026774962063,"baseline"
"DRC",90,"dpc_conflict_mid",34.9,162980.680563181,377,726,331501.364024492,51.9283746556474,50.8355927756786,"baseline"
"DRC",90,"no_pep",28.8,130958.397899558,0,288,130958.397899558,0,0,"baseline"
"DRC",90,"optimistic_hi",19.8,57976.3500055764,899,1097,294860.172299595,81.950774840474,80.3376802118025,"baseline"
"DRC",90,"optimistic_lo",6.4,28002.3140140551,264,328,158413.068138082,80.4878048780488,82.3232298047238,"baseline"
"DRC",90,"optimistic_mid",12.2,53842.9798898085,578,700,305877.938680711,82.5714285714286,82.3972333140338,"baseline"
"DRC",90,"with_conflict_hi",17.1,54173.4099681206,90,261,86347.7729222668,34.4827586206897,37.2613697670126,"baseline"
"DRC",90,"with_conflict_lo",23.8,97487.8159116638,75,313,128537.581030315,23.961661341853,24.156176637032,"baseline"
"DRC",90,"with_conflict_mid",58.7,209723.141194278,199,786,292036.738555835,25.3180661577608,28.1860418550797,"baseline"
"DRC",91,"cov_conflict_hi",32.1,79507.8707260783,123,444,114797.082290364,27.7027027027027,30.7405126160145,"baseline"
"DRC",91,"cov_conflict_lo",22.6,69564.9403686651,97,323,100503.799184485,30.030959752322,30.7837704314325,"baseline"
"DRC",91,"cov_conflict_mid",38.1,212548.456831082,207,588,315478.78784103,35.2040816326531,32.6267042276751,"baseline"
"DRC",91,"dpc_conflict_hi",24.7,94724.332610714,269,516,178151.485257772,52.1317829457364,46.82933320839,"baseline"
"DRC",91,"dpc_conflict_lo",21.2,82302.0674276019,74,286,119689.568790449,25.8741258741259,31.2370591194165,"baseline"
"DRC",91,"dpc_conflict_mid",26.5,140699.074698492,291,556,278928.809146961,52.3381294964029,49.5573529572698,"baseline"
"DRC",91,"no_pep",43.2,200863.830559401,0,432,200863.830559401,0,0,"baseline"
"DRC",91,"optimistic_hi",7.9,27010.2693355879,324,403,140061.362437723,80.3970223325062,80.7154029737517,"baseline"
"DRC",91,"optimistic_lo",7,24512.6710900002,262,332,128451.657179336,78.9156626506024,80.9168121079379,"baseline"
"DRC",91,"optimistic_mid",5,22862.5876013148,254,304,132769.866466517,83.5526315789474,82.7802887735219,"baseline"
"DRC",91,"with_conflict_hi",39.4,174704.343054771,111,505,237721.558927114,21.980198019802,26.5088350239468,"baseline"
"DRC",91,"with_conflict_lo",42.9,244091.332252674,132,561,322516.595609615,23.5294117647059,24.3166598012431,"baseline"
"DRC",91,"with_conflict_mid",19.2,62896.7773331378,78,270,89271.1442980146,28.8888888888889,29.5441121229845,"baseline"
"DRC",92,"cov_conflict_hi",75.8,380680.232407706,264,1022,531637.268532502,25.8317025440313,28.3947430061644,"baseline"
"DRC",92,"cov_conflict_lo",77.1,340453.09127451,156,927,426772.804411578,16.8284789644013,20.2261513022329,"baseline"
"DRC",92,"cov_conflict_mid",27.8,86738.2683316376,99,377,129751.699774697,26.2599469496021,33.1505726073328,"baseline"
"DRC",92,"dpc_conflict_hi",38.4,188107.485396257,483,867,380915.49357578,55.7093425605536,50.6170033593461,"baseline"
"DRC",92,"dpc_conflict_lo",24.9,116152.588994209,140,389,177200.218034115,35.9897172236504,34.4512155330155,"baseline"
"DRC",92,"dpc_conflict_mid",26.4,100388.329113951,188,452,176449.648020413,41.5929203539823,43.1065291202297,"baseline"
"DRC",92,"no_pep",49.4,173286.747976891,0,494,173286.747976891,0,0,"baseline"
"DRC",92,"optimistic_hi",11,57376.8587002358,472,582,311946.229365523,81.0996563573883,81.6068112709885,"baseline"
"DRC",92,"optimistic_lo",9.9,28791.7363643906,425,524,163288.825545093,81.1068702290076,82.3676015377797,"baseline"
"DRC",92,"optimistic_mid",11.7,43460.8623905327,619,736,274128.097159552,84.1032608695652,84.1457833615513,"baseline"
"DRC",92,"with_conflict_hi",40.3,170055.027394289,181,584,263956.643642075,30.9931506849315,35.5746364069988,"baseline"
"DRC",92,"with_conflict_lo",32.6,176035.00566037,136,462,249787.632552062,29.4372294372294,29.5261323141448,"baseline"
"DRC",92,"with_conflict_mid",26,140976.46975523,104,364,188447.153270029,28.5714285714286,25.1904487231908,"baseline"
"DRC",93,"cov_conflict_hi",57.4,299693.725803314,259,833,445217.714261297,31.0924369747899,32.6860283848849,"baseline"
"DRC",93,"cov_conflict_lo",36.8,241343.362161863,181,549,364155.96883382,32.9690346083789,33.7252763054397,"baseline"
"DRC",93,"cov_conflict_mid",67.3,340011.472126027,333,1006,525542.054665902,33.1013916500994,35.3027090587109,"baseline"
"DRC",93,"dpc_conflict_hi",37,161948.805420175,445,815,341933.046775073,54.601226993865,52.6372759382024,"baseline"
"DRC",93,"dpc_conflict_lo",52.8,194046.154004482,240,768,288466.231725259,31.25,32.731761064742,"baseline"
"DRC",93,"dpc_conflict_mid",38.1,220921.896729964,491,872,455923.636027842,56.3073394495413,51.5441009694719,"baseline"
"DRC",93,"no_pep",40.9,172207.76801823,0,409,172207.76801823,0,0,"baseline"
"DRC",93,"optimistic_hi",18.8,61770.2999036141,882,1070,350959.69196547,82.4299065420561,82.3996027698555,"baseline"
"DRC",93,"optimistic_lo",13.1,62478.2946112435,612,743,332187.142016933,82.3687752355316,81.1918383619861,"baseline"
"DRC",93,"optimistic_mid",15.3,67051.111714289,735,888,384024.132915159,82.7702702702703,82.5398702927083,"baseline"
"DRC",93,"with_conflict_hi",57.4,158250.35929103,182,756,236660.755421504,24.0740740740741,33.1319808351079,"baseline"
"DRC",93,"with_conflict_lo",63.7,214862.91005798,141,778,277909.554954072,18.1233933161954,22.6860299591035,"baseline"
"DRC",93,"with_conflict_mid",46.1,203355.394001491,250,711,328864.940638116,35.1617440225035,38.1644654468462,"baseline"
"DRC",94,"cov_conflict_hi",37,120471.758262848,131,501,174773.144888103,26.1477045908184,31.0696398236819,"baseline"
"DRC",94,"cov_conflict_lo",52.7,220052.656867614,178,705,295206.365043084,25.2482269503546,25.4580243093681,"baseline"
"DRC",94,"cov_conflict_mid",54.4,240349.994833777,180,724,331181.759397952,24.8618784530387,27.4265601853483,"baseline"
"DRC",94,"dpc_conflict_hi",38.9,192501.814695346,401,790,352627.372633055,50.7594936708861,45.4092819686849,"baseline"
"DRC",94,"dpc_conflict_lo",56.2,216958.610044888,205,767,301530.668544618,26.7275097783572,28.0475809999457,"baseline"
"DRC",94,"dpc_conflict_mid",28.7,120874.571973943,253,540,220081.596707601,46.8518518518519,45.0773832150372,"baseline"
"DRC",94,"no_pep",60.6,347160.978265157,0,606,347160.978265157,0,0,"baseline"
"DRC",94,"optimistic_hi",8.2,33364.7074267601,401,483,193541.275316901,83.0227743271221,82.7609343939016,"baseline"
"DRC",94,"optimistic_lo",11.9,41316.4139595953,513,632,229297.557647236,81.1708860759494,81.9813109291122,"baseline"
"DRC",94,"optimistic_mid",4.1,25744.3745264928,275,316,172274.602514777,87.0253164556962,85.0561985628238,"baseline"
"DRC",94,"with_conflict_hi",46.7,129036.180546479,160,627,181950.33222363,25.518341307815,29.0816460901625,"baseline"
"DRC",94,"with_conflict_lo",36.3,100936.405986709,67,430,127277.939321221,15.5813953488372,20.6960715069649,"baseline"
"DRC",94,"with_conflict_mid",56,194714.699047893,221,781,288099.009827446,28.2970550576184,32.4139645032048,"baseline"
"DRC",95,"cov_conflict_hi",60.8,160509.588663979,211,819,231040.115385822,25.7631257631258,30.5273941731124,"baseline"
"DRC",95,"cov_conflict_lo",45.9,220646.183982831,203,662,317988.526915874,30.6646525679758,30.6119041077212,"baseline"
"DRC",95,"cov_conflict_mid",47,167537.214502476,198,668,260041.604905967,29.6407185628743,35.5729193553243,"baseline"
"DRC",95,"dpc_conflict_hi",13.5,59916.5640212799,158,293,116893.457790318,53.9249146757679,48.7425856383192,"baseline"
"DRC",95,"dpc_conflict_lo",50.5,158822.79985326,169,674,215664.390395334,25.0741839762611,26.3565025444753,"baseline"
"DRC",95,"dpc_conflict_mid",59.2,226687.892412335,500,1092,407853.311246842,45.7875457875458,44.4192590420975,"baseline"
"DRC",95,"no_pep",61.7,262882.70465239,0,617,262882.70465239,0,0,"baseline"
"DRC",95,"optimistic_hi",8.8,36193.0148700597,438,526,204170.903495398,83.2699619771863,82.2731769069751,"baseline"
"DRC",95,"optimistic_lo",10.8,43457.3754297737,512,620,247548.581226062,82.5806451612903,82.4449103224355,"baseline"
"DRC",95,"optimistic_mid",5.3,12463.9477181778,172,225,56607.7966128045,76.4444444444444,77.9819239327919,"baseline"
"DRC",95,"with_conflict_hi",43.1,227025.615802901,205,636,313900.698425636,32.2327044025157,27.6759762110934,"baseline"
"DRC",95,"with_conflict_lo",53,245899.663934223,172,702,322350.753743387,24.5014245014245,23.7167398932235,"baseline"
"DRC",95,"with_conflict_mid",32,174247.90091645,159,479,246269.044465022,33.1941544885177,29.2449031525766,"baseline"
"DRC",96,"cov_conflict_hi",58.2,293553.491766489,277,859,435417.02333021,32.2467986030268,32.5810714699906,"baseline"
"DRC",96,"cov_conflict_lo",65.7,184063.096158423,159,816,254944.592823701,19.4852941176471,27.8027064156229,"baseline"
"DRC",96,"cov_conflict_mid",127.1,304913.738608152,380,1651,442967.226107381,23.0163537250151,31.1656211481802,"baseline"
"DRC",96,"dpc_conflict_hi",54.6,196143.60927216,790,1336,449283.027441905,59.1317365269461,56.3429737399724,"baseline"
"DRC",96,"dpc_conflict_lo",76.1,307767.735459755,326,1087,476707.874655868,29.9908003679853,35.4389235374117,"baseline"
"DRC",96,"dpc_conflict_mid",45.7,155159.466226006,460,917,293864.463176885,50.1635768811341,47.2003301969143,"baseline"
"DRC",96,"no_pep",101.8,320794.771422482,0,1018,320794.771422482,0,0,"baseline"
"DRC",96,"optimistic_hi",12.2,34818.3282663625,557,679,208007.175367215,82.0324005891016,83.2609965474055,"baseline"
"DRC",96,"optimistic_lo",19.6,62318.8756832678,1004,1200,328138.747743377,83.6666666666667,81.0083764529983,"baseline"
"DRC",96,"optimistic_mid",19.6,63842.8469178495,798,994,351151.978394455,80.2816901408451,81.8190268470783,"baseline"
"DRC",96,"with_conflict_hi",51.1,268856.79466311,263,774,432979.179498115,33.9793281653747,37.9053757331349,"baseline"
"DRC",96,"with_conflict_lo",75.2,374658.056879642,263,1015,518366.297242472,25.9113300492611,27.723299359412,"baseline"
"DRC",96,"with_conflict_mid",86.6,277471.624584666,221,1087,371695.156414616,20.3311867525299,25.3496797587662,"baseline"
"DRC",97,"cov_conflict_hi",47.5,238270.498224547,230,705,334843.165502674,32.6241134751773,28.8411642307675,"baseline"
"DRC",97,"cov_conflict_lo",35.1,208130.461681771,164,515,296604.910723588,31.8446601941748,29.8290573901753,"baseline"
"DRC",97,"cov_conflict_mid",12.5,29205.1652125691,79,204,46634.4745365626,38.7254901960784,37.3743019455026,"baseline"
"DRC",97,"dpc_conflict_hi",37.6,173307.968172356,464,840,364663.752727226,55.2380952380952,52.4745832630113,"baseline"
"DRC",97,"dpc_conflict_lo",28.1,143232.923336499,174,455,222260.420942804,38.2417582417582,35.5562620061095,"baseline"
"DRC",97,"dpc_conflict_mid",53.9,231355.311584546,522,1061,456591.666662517,49.1988689915174,49.3299312106043,"baseline"
"DRC",97,"no_pep",28.5,134606.648072023,0,285,134606.648072023,0,0,"baseline"
"DRC",97,"optimistic_hi",12.8,52863.2601508237,597,725,304915.147950728,82.3448275862069,82.6629603330281,"baseline"
"DRC",97,"optimistic_lo",10,49450.6092861372,427,527,267342.036503724,81.0246679316888,81.5028680364495,"baseline"
"DRC",97,"optimistic_mid",8.9,37556.6385244835,454,543,207390.280888525,83.609576427256,81.8908396461112,"baseline"
"DRC",97,"with_conflict_hi",39.3,152122.595101149,149,542,216497.563321164,27.4907749077491,29.7347310669351,"baseline"
"DRC",97,"with_conflict_lo",34.7,180707.621145561,122,469,234599.232363917,26.0127931769723,22.971776452686,"baseline"
"DRC",97,"with_conflict_mid",52,128393.468426938,125,645,173699.881763241,19.3798449612403,26.08315726896,"baseline"
"DRC",98,"cov_conflict_hi",63.9,162068.832026454,244,883,255756.905297067,27.6330690826727,36.6316886583345,"baseline"
"DRC",98,"cov_conflict_lo",49.6,181515.519379271,186,682,255004.869107703,27.2727272727273,28.8188025529006,"baseline"
"DRC",98,"cov_conflict_mid",64.1,225425.222401528,213,854,308582.586949905,24.9414519906323,26.948171434533,"baseline"
"DRC",98,"dpc_conflict_hi",20,59777.5184941303,234,434,119399.511314992,53.9170506912442,49.9348717295591,"baseline"
"DRC",98,"dpc_conflict_lo",106.2,335920.200711183,347,1409,471691.603286999,24.6273953158268,28.7839345940629,"baseline"
"DRC",98,"dpc_conflict_mid",61.8,291136.027123674,672,1290,585836.609898734,52.093023255814,50.3042277992837,"baseline"
"DRC",98,"no_pep",92.6,337735.467694266,0,926,337735.467694266,0,0,"baseline"
