"scenario","particle_id","arm","n_hcw_deaths","hcw_days_lost","prevented_hcw","counterfactual_hcw","baseline_days_lost","pct_hcw_deaths_averted","pct_days_lost_averted","condition"
"DRC",112,"optimistic_mid",8.8,51671.7290980701,394,482,261207.754480977,81.7427385892116,80.2181488827763,"weak"
"DRC",112,"with_conflict_hi",48.8,189089.488158617,245,733,320891.670016689,33.4242837653479,41.0737311601817,"weak"
"DRC",112,"with_conflict_lo",44.9,197578.058351698,234,683,297841.271111375,34.2606149341142,33.6633040765478,"weak"
"DRC",112,"with_conflict_mid",11.8,52389.6369371744,118,236,99713.2657253157,50,47.459712049253,"weak"
"DRC",113,"cov_conflict_hi",60.7,272691.790956919,306,913,431917.732803046,33.5158817086528,36.8648772100159,"weak"
"DRC",113,"cov_conflict_lo",26.5,87490.6690129849,178,443,147097.285778024,40.1805869074492,40.521901168855,"weak"
"DRC",113,"cov_conflict_mid",35.6,109698.105558683,178,534,172846.626106324,33.3333333333333,36.5344247499491,"weak"
"DRC",113,"dpc_conflict_hi",15.7,85596.7385279227,450,607,312782.435373092,74.1350906095552,72.633777077085,"weak"
"DRC",113,"dpc_conflict_lo",36.8,158611.557882807,577,945,406130.132103168,61.0582010582011,60.945631622695,"weak"
"DRC",113,"dpc_conflict_mid",9.9,59464.8046551567,218,317,160131.097021922,68.7697160883281,62.864923952269,"weak"
"DRC",113,"no_pep",30.4,179257.467366559,0,304,179257.467366559,0,0,"weak"
"DRC",113,"optimistic_hi",10.7,35173.5733747038,486,593,193406.088394918,81.956155143339,81.8136162792959,"weak"
"DRC",113,"optimistic_lo",10.8,63906.0786602228,492,600,365293.477170069,82,82.5055516579974,"weak"
"DRC",113,"optimistic_mid",5.3,21783.6384172641,231,284,124015.821761753,81.3380281690141,82.4347908937678,"weak"
"DRC",113,"with_conflict_hi",28.2,102332.359239062,197,479,203882.100157711,41.1273486430063,49.8080708606083,"weak"
"DRC",113,"with_conflict_lo",25.5,101743.384840222,148,403,159769.107454325,36.7245657568238,36.3184870583895,"weak"
"DRC",113,"with_conflict_mid",17.9,86973.9096199632,119,298,145214.851818462,39.9328859060403,40.1067394065917,"weak"
"DRC",114,"cov_conflict_hi",34.7,125403.384489226,193,540,198910.555413802,35.7407407407407,36.9548869700033,"weak"
"DRC",114,"cov_conflict_lo",57.8,251066.987684066,292,870,364286.520422447,33.5632183908046,31.0798029548515,"weak"
"DRC",114,"cov_conflict_mid",48.4,215614.684242895,220,704,348572.27403241,31.25,38.1434783241401,"weak"
"DRC",114,"dpc_conflict_hi",16.9,63541.0325294474,455,624,213993.623855192,72.9166666666667,70.3070440208792,"weak"
"DRC",114,"dpc_conflict_lo",24.4,143214.783002088,344,588,323322.800309134,58.5034013605442,55.705325184256,"weak"
"DRC",114,"dpc_conflict_mid",14.5,55531.3166493927,227,372,133383.986109202,61.0215053763441,58.3673285907582,"weak"
"DRC",114,"no_pep",18.8,53615.5079211633,0,188,53615.5079211633,0,0,"weak"
"DRC",114,"optimistic_hi",4.2,19105.179589916,178,220,99205.2200526769,80.9090909090909,80.7417597785969,"weak"
"DRC",114,"optimistic_lo",9.3,50190.2429538946,427,520,292874.277170943,82.1153846153846,82.8628709087347,"weak"
"DRC",114,"optimistic_mid",15.9,48683.9533432475,728,887,281663.026060086,82.0744081172491,82.7155328037759,"weak"
"DRC",114,"with_conflict_hi",49.8,171740.620992091,218,716,287744.814538798,30.4469273743017,40.3149553651003,"weak"
"DRC",114,"with_conflict_lo",32.3,127224.336883764,153,476,194247.47202294,32.1428571428571,34.5039935095069,"weak"
"DRC",114,"with_conflict_mid",32,108021.196390351,147,467,166956.778999074,31.4775160599572,35.2999039404379,"weak"
"DRC",115,"cov_conflict_hi",26.4,109855.989807942,223,487,191967.225012135,45.7905544147844,42.7735699148657,"weak"
"DRC",115,"cov_conflict_lo",68.6,299565.295085946,345,1031,473660.3699201,33.462657613967,36.7552545853734,"weak"
"DRC",115,"cov_conflict_mid",74,344882.157973969,463,1203,547087.215144852,38.4871155444722,36.9602965621021,"weak"
"DRC",115,"dpc_conflict_hi",19.1,86679.8318856753,565,756,288794.669505723,74.7354497354497,69.9856538093209,"weak"
"DRC",115,"dpc_conflict_lo",38.3,188215.43720627,609,992,458197.372864975,61.3911290322581,58.9226284669827,"weak"
"DRC",115,"dpc_conflict_mid",29.1,126758.44857595,772,1063,418316.107386717,72.6246472248354,69.6979278737727,"weak"
"DRC",115,"no_pep",120,551084.072589597,0,1200,551084.072589597,0,0,"weak"
"DRC",115,"optimistic_hi",22,96479.1254829868,982,1202,560387.438443725,81.6971713810316,82.783496048569,"weak"
"DRC",115,"optimistic_lo",6.6,46717.9960592392,294,360,238887.579504157,81.6666666666667,80.4435223647003,"weak"
"DRC",115,"optimistic_mid",10,59790.6600250178,506,606,343273.649635238,83.4983498349835,82.5822168149081,"weak"
"DRC",115,"with_conflict_hi",36.6,218419.198007364,337,703,424485.413487725,47.9374110953058,48.5449461707639,"weak"
"DRC",115,"with_conflict_lo",41.6,214166.797168606,259,675,345631.646203064,38.3703703703704,38.0361145973364,"weak"
"DRC",115,"with_conflict_mid",62.6,306047.328062412,341,967,489655.219384619,35.2637021716649,37.4973826589573,"weak"
"DRC",116,"cov_conflict_hi",30.7,97095.7971151535,170,477,162622.234413625,35.6394129979036,40.2936520548641,"weak"
"DRC",116,"cov_conflict_lo",38.1,119081.443640462,198,579,183819.530437728,34.1968911917098,35.2182853710406,"weak"
"DRC",116,"cov_conflict_mid",47,220297.220594868,290,760,360182.236805232,38.1578947368421,38.83728899324,"weak"
"DRC",116,"dpc_conflict_hi",12.6,37524.036265288,355,481,141204.545775343,73.8045738045738,73.4257590226671,"weak"
"DRC",116,"dpc_conflict_lo",18.1,87319.5600927767,285,466,193275.691787678,61.1587982832618,54.8212404337422,"weak"
"DRC",116,"dpc_conflict_mid",6,27798.5390521029,117,177,77597.9068394114,66.1016949152542,64.1761740949638,"weak"
"DRC",116,"no_pep",95.4,340735.764815937,0,954,340735.764815937,0,0,"weak"
"DRC",116,"optimistic_hi",8.6,26247.8557851385,387,473,149985.706301598,81.8181818181818,82.4997618557343,"weak"
"DRC",116,"optimistic_lo",5.7,27311.8907849762,277,334,161615.864091317,82.934131736527,83.1007364663507,"weak"
"DRC",116,"optimistic_mid",6.5,32186.8598859111,287,352,151503.66966287,81.5340909090909,78.7550625291558,"weak"
"DRC",116,"with_conflict_hi",41.2,134432.177372802,200,612,227575.572026574,32.6797385620915,40.9285556548642,"weak"
"DRC",116,"with_conflict_lo",33.6,117621.013816434,150,486,186172.358506442,30.8641975308642,36.8214407552001,"weak"
"DRC",116,"with_conflict_mid",22.3,106914.723865194,191,414,208280.409430389,46.1352657004831,48.6678924064019,"weak"
"DRC",117,"cov_conflict_hi",29.8,145519.774101098,229,527,264894.775715395,43.4535104364326,45.0650645305872,"weak"
"DRC",117,"cov_conflict_lo",38.8,205541.035673625,211,599,295591.862843878,35.2253756260434,30.4645825848784,"weak"
"DRC",117,"cov_conflict_mid",26,97664.7620918304,189,449,179916.865224911,42.0935412026726,45.7167275731813,"weak"
"DRC",117,"dpc_conflict_hi",12.6,57807.793964961,341,467,203830.999448851,73.0192719486081,71.6393511677467,"weak"
"DRC",117,"dpc_conflict_lo",8.7,29968.6669859241,118,205,71825.4108741221,57.5609756097561,58.2756762248868,"weak"
"DRC",117,"dpc_conflict_mid",14.9,66592.8029994688,315,464,187941.063946654,67.8879310344828,64.5671884573503,"weak"
"DRC",117,"no_pep",63.6,330418.053322824,0,636,330418.053322824,0,0,"weak"
"DRC",117,"optimistic_hi",3.6,13009.4880750614,136,172,59075.7601139508,79.0697674418605,77.9782976131539,"weak"
"DRC",117,"optimistic_lo",14.9,68716.0193009347,671,820,382620.871615602,81.8292682926829,82.0407028474992,"weak"
"DRC",117,"optimistic_mid",6.4,30466.9152430292,253,317,173408.67632737,79.8107255520505,82.430570437253,"weak"
"DRC",117,"with_conflict_hi",20.7,78309.8976756436,138,345,143065.047406843,40,45.2627325156866,"weak"
"DRC",117,"with_conflict_lo",28.6,120438.62396834,148,434,179331.824356446,34.1013824884793,32.8403508966972,"weak"
"DRC",117,"with_conflict_mid",31.1,140386.41050373,208,519,239044.847302071,40.0770712909441,41.2719361709021,"weak"
"DRC",118,"cov_conflict_hi",49.5,181641.576882716,278,773,306517.478800149,35.9637774902975,40.7402221910004,"weak"
"DRC",118,"cov_conflict_lo",24.4,90153.0606536444,120,364,145928.515560235,32.967032967033,38.2210801586396,"weak"
"DRC",118,"cov_conflict_mid",27,113454.172072783,138,408,166137.638408154,33.8235294117647,31.7107350508633,"weak"
"DRC",118,"dpc_conflict_hi",18,89805.4245293218,520,700,313225.488085406,74.2857142857143,71.3288260549107,"weak"
"DRC",118,"dpc_conflict_lo",37.1,171075.524998055,622,993,422232.033933218,62.638469284995,59.4830540439022,"weak"
"DRC",118,"dpc_conflict_mid",20.7,97546.429650672,442,649,260686.643888198,68.1047765793528,62.5809637978587,"weak"
"DRC",118,"no_pep",75.5,496666.641395277,0,755,496666.641395277,0,0,"weak"
"DRC",118,"optimistic_hi",6.7,27424.3708009768,335,402,169791.236109417,83.3333333333333,83.8481823742046,"weak"
"DRC",118,"optimistic_lo",5.9,38779.5425667116,321,380,240456.108378768,84.4736842105263,83.8725067838053,"weak"
"DRC",118,"optimistic_mid",13.2,84381.785342255,652,784,468413.909331422,83.1632653061225,81.9856362799527,"weak"
"DRC",118,"with_conflict_hi",39.3,148400.160095944,208,601,252153.012144629,34.6089850249584,41.146782727773,"weak"
"DRC",118,"with_conflict_lo",45.9,206518.358219679,218,677,330848.406598141,32.2008862629247,37.5791588833243,"weak"
"DRC",118,"with_conflict_mid",52.8,303280.403265327,277,805,470531.910838792,34.4099378881988,35.5451997453934,"weak"
"DRC",119,"cov_conflict_hi",30.4,150537.668325808,217,521,269085.703763214,41.6506717850288,44.0558653913939,"weak"
"DRC",119,"cov_conflict_lo",11.8,32917.1271760351,101,219,62541.8322250009,46.1187214611872,47.3678240547667,"weak"
"DRC",119,"cov_conflict_mid",29.8,168035.165134071,254,552,310646.454679329,46.0144927536232,45.9079082980268,"weak"
"DRC",119,"dpc_conflict_hi",23.2,108618.862415197,684,916,383264.381572217,74.6724890829694,71.6595468721554,"weak"
"DRC",119,"dpc_conflict_lo",24.5,107502.329719074,400,645,256957.826176958,62.015503875969,58.1634343197467,"weak"
"DRC",119,"dpc_conflict_mid",17.4,76995.6328160204,522,696,274168.594550083,75,71.9166839869562,"weak"
"DRC",119,"no_pep",41.7,172966.31589175,0,417,172966.31589175,0,0,"weak"
"DRC",119,"optimistic_hi",6.1,38380.6882424298,275,336,207989.543552916,81.8452380952381,81.5468183703836,"weak"
"DRC",119,"optimistic_lo",5.3,26638.9426717901,230,283,150800.128826704,81.2720848056537,82.3349337437218,"weak"
"DRC",119,"optimistic_mid",10.6,79492.7496348934,515,621,417224.234937572,82.9307568438003,80.9472358079133,"weak"
"DRC",119,"with_conflict_hi",25.1,178729.13296496,250,501,337446.388661572,49.9001996007984,47.034806425441,"weak"
"DRC",119,"with_conflict_lo",63.3,207215.652494716,259,892,308263.291310213,29.0358744394619,32.7796535182679,"weak"
"DRC",119,"with_conflict_mid",29.8,129719.70047587,219,517,231488.627761433,42.3597678916828,43.9628193703079,"weak"
"DRC",120,"cov_conflict_hi",59.9,296429.970203765,381,980,515676.587405511,38.8775510204082,42.5163023795258,"weak"
"DRC",120,"cov_conflict_lo",50.8,210204.625997466,290,798,334913.908023864,36.3408521303258,37.2362207237785,"weak"
"DRC",120,"cov_conflict_mid",80.9,233058.806507362,365,1174,358452.947733425,31.0902896081772,34.9820365598767,"weak"
"DRC",120,"dpc_conflict_hi",7.3,25327.1534192451,205,278,96567.1666468212,73.7410071942446,73.7725002206235,"weak"
"DRC",120,"dpc_conflict_lo",12.5,65661.3411428071,206,331,186282.567893645,62.2356495468278,64.7517521981469,"weak"
"DRC",120,"dpc_conflict_mid",15.3,105743.946964973,434,587,373327.106269093,73.9352640545145,71.6752560450961,"weak"
"DRC",120,"no_pep",75.7,324911.72554542,0,757,324911.72554542,0,0,"weak"
"DRC",120,"optimistic_hi",16.3,63325.5864509394,728,891,370436.107378202,81.705948372615,82.9051258261155,"weak"
"DRC",120,"optimistic_lo",3.4,11382.0816685706,136,170,64410.9574516481,80,82.3289668110976,"weak"
"DRC",120,"optimistic_mid",10.1,30380.1475468454,459,560,176673.453700657,81.9642857142857,82.8043506760674,"weak"
"DRC",120,"with_conflict_hi",36.3,222030.244693407,271,634,369935.299145844,42.7444794952681,39.9813304634459,"weak"
"DRC",120,"with_conflict_lo",47.3,185166.946237741,188,661,268515.255532152,28.4417549167927,31.0404372106265,"weak"
"DRC",120,"with_conflict_mid",21.6,109126.781589989,164,380,205341.447968264,43.1578947368421,46.855940352162,"weak"
"DRC",121,"cov_conflict_hi",65.8,227985.676864567,259,917,365280.897584896,28.2442748091603,37.5862032830282,"weak"
"DRC",121,"cov_conflict_lo",56.1,198154.204874361,213,774,291604.325426901,27.5193798449612,32.0468910794556,"weak"
"DRC",121,"cov_conflict_mid",31.7,123616.810159242,178,495,193139.485948211,35.959595959596,35.996096524566,"weak"
"DRC",121,"dpc_conflict_hi",18.7,82262.4959527127,337,524,207602.406090178,64.3129770992366,60.3749795091586,"weak"
"DRC",121,"dpc_conflict_lo",26.2,168816.104583349,401,663,373513.510411742,60.4826546003017,54.803213303515,"weak"
"DRC",121,"dpc_conflict_mid",11.2,38529.0104538311,156,268,79657.7697046736,58.2089552238806,51.631823742147,"weak"
"DRC",121,"no_pep",50,235493.063919956,0,500,235493.063919956,0,0,"weak"
"DRC",121,"optimistic_hi",7.6,32297.0126450096,401,477,186321.91559943,84.0670859538784,82.6660151377767,"weak"
"DRC",121,"optimistic_lo",5.4,20870.7765381961,222,276,116857.180796186,80.4347826086957,82.1399280763092,"weak"
"DRC",121,"optimistic_mid",9.5,39917.1562016283,424,519,231074.978884115,81.6955684007707,82.7254528402892,"weak"
"DRC",121,"with_conflict_hi",61.2,271039.946429,320,932,429168.54053089,34.3347639484979,36.8453367775471,"weak"
"DRC",121,"with_conflict_lo",46.7,200761.299564356,185,652,279712.695360455,28.3742331288344,28.2258893163062,"weak"
"DRC",121,"with_conflict_mid",46.2,348644.655554616,327,789,573594.182942414,41.4448669201521,39.2175398700621,"weak"
"DRC",122,"cov_conflict_hi",31.9,121805.078628234,196,515,202438.230096332,38.0582524271845,39.8309901394256,"weak"
"DRC",122,"cov_conflict_lo",60.8,255142.408270518,267,875,395421.226580702,30.5142857142857,35.4757936297976,"weak"
"DRC",122,"cov_conflict_mid",30,92211.5223856444,142,442,149328.670495563,32.1266968325792,38.249284561611,"weak"
"DRC",122,"dpc_conflict_hi",15.3,85515.5718658102,508,661,314497.814018721,76.8532526475038,72.8088501560396,"weak"
"DRC",122,"dpc_conflict_lo",22.3,96636.4433235837,417,640,261410.984054872,65.15625,63.0327533202281,"weak"
"DRC",122,"dpc_conflict_mid",17.3,104240.813313867,555,728,359328.504611854,76.2362637362637,70.9901073875372,"weak"
"DRC",122,"no_pep",80.8,392245.065484547,0,808,392245.065484547,0,0,"weak"
"DRC",122,"optimistic_hi",9.2,46638.6939297781,465,557,322656.931822218,83.4829443447038,85.5454232251004,"weak"
"DRC",122,"optimistic_lo",13.3,71233.7221518308,578,711,384646.888751407,81.2939521800281,81.480749166317,"weak"
"DRC",122,"optimistic_mid",20.8,91635.8512387282,956,1164,529694.243486798,82.1305841924399,82.7002365297534,"weak"
"DRC",122,"with_conflict_hi",10.6,42628.8153706303,112,218,91578.7947603398,51.3761467889908,53.451215991443,"weak"
"DRC",122,"with_conflict_lo",27.5,129972.055383967,147,422,198961.115018037,34.8341232227488,34.6746446549698,"weak"
"DRC",122,"with_conflict_mid",40,200367.284143653,332,732,369156.759398871,45.3551912568306,45.722981079927,"weak"
"DRC",123,"cov_conflict_hi",28.5,137935.129393223,212,497,236201.960363083,42.6559356136821,41.6028854370249,"weak"
"DRC",123,"cov_conflict_lo",62.8,203683.977887254,249,877,310018.839830048,28.3922462941847,34.2994838639765,"weak"
"DRC",123,"cov_conflict_mid",42.9,245236.689856918,274,703,384791.338420512,38.9758179231863,36.267616921014,"weak"
"DRC",123,"dpc_conflict_hi",16.1,63676.5823937512,536,697,231638.446218477,76.9010043041607,72.5103567938404,"weak"
"DRC",123,"dpc_conflict_lo",28.6,99989.5573074742,409,695,230788.158488755,58.8489208633094,56.6747453759218,"weak"
"DRC",123,"dpc_conflict_mid",26.2,140494.238864862,764,1026,499263.713448578,74.4639376218324,71.8597135981659,"weak"
"DRC",123,"no_pep",74.7,214675.058798637,0,747,214675.058798637,0,0,"weak"
"DRC",123,"optimistic_hi",17,55701.0839915465,801,971,336073.850061339,82.4922760041195,83.4259392745433,"weak"
"DRC",123,"optimistic_lo",10.6,28161.5674091784,575,681,183459.403541738,84.4346549192364,84.6497007700281,"weak"
"DRC",123,"optimistic_mid",11.2,67566.5712430061,492,604,322458.769497445,81.4569536423841,79.0464463570616,"weak"
"DRC",123,"with_conflict_hi",45.7,115939.270803987,239,696,203275.457132346,34.3390804597701,42.9644520595012,"weak"
"DRC",123,"with_conflict_lo",27.6,69871.5423303198,95,371,99771.8428461,25.6064690026954,29.968676194447,"weak"
"DRC",123,"with_conflict_mid",57,235518.550337639,323,893,395441.035145221,36.1702127659574,40.4415502171776,"weak"
"DRC",124,"cov_conflict_hi",34.9,182202.903879558,194,543,275077.326041543,35.7274401473297,33.7630234736099,"weak"
"DRC",124,"cov_conflict_lo",29.8,164661.331787316,192,490,286238.076120332,39.1836734693878,42.4739943689064,"weak"
"DRC",124,"cov_conflict_mid",18.6,91312.9620764036,203,389,164219.735929703,52.1850899742931,44.3958659661397,"weak"
"DRC",124,"dpc_conflict_hi",9.3,48177.5879809502,274,367,170888.638667082,74.6594005449591,71.8076120468091,"weak"
"DRC",124,"dpc_conflict_lo",18.3,91935.7102716426,252,435,203247.198622893,57.9310344827586,54.7665547694848,"weak"
"DRC",124,"dpc_conflict_mid",15.6,72171.784110215,452,608,261647.474389219,74.3421052631579,72.4164033003986,"weak"
"DRC",124,"no_pep",34.8,136436.289667683,0,348,136436.289667683,0,0,"weak"
"DRC",124,"optimistic_hi",8.8,27180.7610956048,400,488,154808.519047528,81.9672131147541,82.4423350453601,"weak"
"DRC",124,"optimistic_lo",7.8,34617.9723610606,332,410,181430.114944192,80.9756097560976,80.9193901620417,"weak"
"DRC",124,"optimistic_mid",10.2,58971.9751749047,466,568,316521.416095064,82.0422535211268,81.3687250921458,"weak"
"DRC",124,"with_conflict_hi",30.2,99854.644470793,175,477,175402.629601664,36.6876310272537,43.0711816022594,"weak"
"DRC",124,"with_conflict_lo",45.9,203538.382030601,202,661,286705.146915301,30.5597579425113,29.0077683569695,"weak"
"DRC",124,"with_conflict_mid",27.3,106693.042984272,167,440,185546.024328621,37.9545454545455,42.4978016261305,"weak"
"DRC",125,"cov_conflict_hi",37.9,130071.273894809,242,621,230298.125994971,38.9694041867955,43.5204809709788,"weak"
"DRC",125,"cov_conflict_lo",59.8,249498.525426243,364,962,429147.430537622,37.8378378378378,41.8618153873882,"weak"
"DRC",125,"cov_conflict_mid",26.1,121996.677888853,213,474,209794.943729514,44.9367088607595,41.8495623773745,"weak"
"DRC",125,"dpc_conflict_hi",24.5,113580.800085524,547,792,339034.664015172,69.0656565656566,66.4987648341347,"weak"
"DRC",125,"dpc_conflict_lo",26,95340.7831930883,396,656,234627.895263431,60.3658536585366,59.3651116862966,"weak"
"DRC",125,"dpc_conflict_mid",29.4,190246.103387866,893,1187,702130.605892386,75.2316764953665,72.9044565510615,"weak"
"DRC",125,"no_pep",120,411594.761871379,0,1200,411594.761871379,0,0,"weak"
"DRC",125,"optimistic_hi",14.4,74170.8481379064,711,855,431936.23117381,83.1578947368421,82.8282874218856,"weak"
"DRC",125,"optimistic_lo",18.8,82464.6923826987,867,1055,466649.881884358,82.1800947867299,82.3283588866022,"weak"
"DRC",125,"optimistic_mid",12.8,68538.4864586607,687,815,396456.088355472,84.2944785276074,82.7122124059279,"weak"
"DRC",125,"with_conflict_hi",39.2,111729.457113116,201,593,185598.045520031,33.8954468802698,39.8003051163285,"weak"
"DRC",125,"with_conflict_lo",91.3,274370.117514709,363,1276,424620.921851398,28.448275862069,35.3846917579042,"weak"
"DRC",125,"with_conflict_mid",46.1,130850.501912876,203,664,212146.382081481,30.5722891566265,38.3206535840811,"weak"
"DRC",126,"cov_conflict_hi",24.1,98612.7691615429,154,395,176921.505396128,38.9873417721519,44.2618527686905,"weak"
"DRC",126,"cov_conflict_lo",47.7,131038.093661201,201,678,221287.804359431,29.646017699115,40.7838610715485,"weak"
"DRC",126,"cov_conflict_mid",25.3,111367.200305977,192,445,210270.204361902,43.1460674157303,47.0361477775994,"weak"
"DRC",126,"dpc_conflict_hi",14,64973.3519093248,290,430,191779.591005683,67.4418604651163,66.1208204853251,"weak"
"DRC",126,"dpc_conflict_lo",26.9,107040.53970047,453,722,270510.518507799,62.7423822714681,60.430174659776,"weak"
"DRC",126,"dpc_conflict_mid",17.3,88395.4443071421,452,625,297530.259504165,72.32,70.2902674657517,"weak"
"DRC",126,"no_pep",98.5,379466.805757829,0,985,379466.805757829,0,0,"weak"
"DRC",126,"optimistic_hi",9.9,40295.6227049937,443,542,222501.45840541,81.7343173431734,81.8897264791978,"weak"
"DRC",126,"optimistic_lo",6.3,31844.1693255257,276,339,185263.646898073,81.4159292035398,82.8114312447679,"weak"
"DRC",126,"optimistic_mid",6.1,22964.5740175696,427,488,160558.533007416,87.5,85.6970703534586,"weak"
"DRC",126,"with_conflict_hi",42.7,181325.03283577,335,762,343873.656854025,43.9632545931759,47.2698680978802,"weak"
"DRC",126,"with_conflict_lo",30.7,124753.063870394,171,478,204520.062493749,35.7740585774059,39.0020409981993,"weak"
"DRC",126,"with_conflict_mid",36.8,164593.193725448,251,619,268811.391794669,40.5492730210016,38.770007987172,"weak"
"DRC",127,"cov_conflict_hi",47.8,109919.341369453,203,681,173603.931673147,29.8091042584435,36.6838410224467,"weak"
"DRC",127,"cov_conflict_lo",43.8,175867.400418134,181,619,275486.036363538,29.2407108239095,36.1610473112856,"weak"
"DRC",127,"cov_conflict_mid",49.9,365798.985453751,362,861,620663.181582681,42.0441347270616,41.0632052442727,"weak"
"DRC",127,"dpc_conflict_hi",16.9,78622.541084079,361,530,217246.997569951,68.1132075471698,63.8096075142473,"weak"
"DRC",127,"dpc_conflict_lo",28.2,133642.376261495,447,729,329898.010819001,61.3168724279835,59.4897902143405,"weak"
"DRC",127,"dpc_conflict_mid",18.3,75076.9099298219,561,744,265886.693219115,75.4032258064516,71.7635700302039,"weak"
"DRC",127,"no_pep",90.2,638074.845795669,0,902,638074.845795669,0,0,"weak"
"DRC",127,"optimistic_hi",8.5,33550.6533535642,484,569,230224.837473753,85.0615114235501,85.4270053041566,"weak"
"DRC",127,"optimistic_lo",8.8,42169.1032410219,385,473,220329.51640692,81.3953488372093,80.8608923903137,"weak"
"DRC",127,"optimistic_mid",12.7,76472.7210153454,620,747,440769.925673732,82.9986613119143,82.6501953602088,"weak"
"DRC",127,"with_conflict_hi",49.9,289124.826608406,262,761,474316.686314497,34.4283837056505,39.0439267791855,"weak"
"DRC",127,"with_conflict_lo",76.6,354561.898584105,366,1132,550439.859034167,32.3321554770318,35.585715175816,"weak"
"DRC",127,"with_conflict_mid",46.5,147167.297242421,217,682,257606.902525218,31.8181818181818,42.8713688182272,"weak"
"DRC",128,"cov_conflict_hi",22.7,113815.160979038,210,437,212903.492462401,48.0549199084668,46.54143073809,"weak"
"DRC",128,"cov_conflict_lo",43.6,264017.891095723,315,751,451104.986745374,41.9440745672437,41.4730719337518,"weak"
"DRC",128,"cov_conflict_mid",26,108083.600912255,184,444,196522.438450951,41.4414414414414,45.0019032105428,"weak"
"DRC",128,"dpc_conflict_hi",8,29044.7091932117,141,221,78320.6586664773,63.8009049773756,62.9156474323123,"weak"
"DRC",128,"dpc_conflict_lo",15.4,67857.9141825093,208,362,151821.224255788,57.4585635359116,55.304066005829,"weak"
"DRC",128,"dpc_conflict_mid",14.3,71997.3513406354,432,575,273577.428277893,75.1304347826087,73.6830074784159,"weak"
"DRC",128,"no_pep",8.6,15902.0070721178,0,86,15902.0070721178,0,0,"weak"
"DRC",128,"optimistic_hi",4.1,11466.2213220295,189,230,76619.728950392,82.1739130434783,85.0348970440063,"weak"
"DRC",128,"optimistic_lo",11.7,44685.6905301216,477,594,239742.524597285,80.3030303030303,81.3609660592405,"weak"
"DRC",128,"optimistic_mid",7,45080.5245893021,337,407,227148.588298167,82.8009828009828,80.1537289194476,"weak"
"DRC",128,"with_conflict_hi",36.8,217364.765581102,268,636,369633.311160172,42.1383647798742,41.1944868012961,"weak"
"DRC",128,"with_conflict_lo",35,106661.01895916,171,521,172498.874658084,32.8214971209213,38.1671218606051,"weak"
"DRC",128,"with_conflict_mid",31,139858.998949965,210,520,226497.352113495,40.3846153846154,38.2513757247443,"weak"
"DRC",129,"cov_conflict_hi",46.5,119932.027388647,248,713,207047.627187156,34.7826086956522,42.0751500425374,"weak"
"DRC",129,"cov_conflict_lo",63.1,241409.465662547,286,917,373881.961737145,31.1886586695747,35.4316360861859,"weak"
"DRC",129,"cov_conflict_mid",40.6,250489.374774072,288,694,415306.561149399,41.4985590778098,39.6856688031079,"weak"
"DRC",129,"dpc_conflict_hi",29.6,189537.075826115,819,1115,615303.037579828,73.4529147982063,69.1961416976549,"weak"
"DRC",129,"dpc_conflict_lo",37.8,173245.751160426,541,919,400629.554418996,58.8683351468988,56.7566223586095,"weak"
"DRC",129,"dpc_conflict_mid",18.1,71376.791858567,388,569,190900.896612156,68.1898066783831,62.6105517966322,"weak"
"DRC",129,"no_pep",78.7,350105.673587488,0,787,350105.673587488,0,0,"weak"
"DRC",129,"optimistic_hi",15.4,53092.2817519681,712,866,293094.713726444,82.2170900692841,81.8856228838296,"weak"
"DRC",129,"optimistic_lo",5.9,27109.2923459886,242,301,155807.751464751,80.3986710963455,82.6008063840638,"weak"
"DRC",129,"optimistic_mid",17.2,76397.4931789189,716,888,385842.977481654,80.6306306306306,80.199848737029,"weak"
"DRC",129,"with_conflict_hi",43.9,209751.476096709,227,666,324195.413917045,34.0840840840841,35.3009120140176,"weak"
"DRC",129,"with_conflict_lo",62,224046.860369383,301,921,358803.682087081,32.6818675352877,37.5572571981,"weak"
"DRC",129,"with_conflict_mid",61.9,297172.214463732,391,1010,502490.304680402,38.7128712871287,40.8601097979907,"weak"
"DRC",130,"cov_conflict_hi",38.1,148665.499101929,234,615,254804.550887582,38.0487804878049,41.655084815373,"weak"
"DRC",130,"cov_conflict_lo",36.7,166821.360328847,166,533,252163.431947808,31.1444652908068,33.8439522970263,"weak"
"DRC",130,"cov_conflict_mid",28,134583.83327408,183,463,210542.017887076,39.524838012959,36.0774468561122,"weak"
"DRC",130,"dpc_conflict_hi",13.5,66579.3291735825,419,554,265600.455755855,75.6317689530686,74.9325245003407,"weak"
"DRC",130,"dpc_conflict_lo",24.7,130950.137649662,315,562,284150.565735971,56.0498220640569,53.9152289524775,"weak"
"DRC",130,"dpc_conflict_mid",17.7,76252.706645167,442,619,252220.857594465,71.40549273021,69.7674857771793,"weak"
"DRC",130,"no_pep",51.8,245134.307991868,0,518,245134.307991868,0,0,"weak"
"DRC",130,"optimistic_hi",7.9,38450.0691624304,354,433,209796.69197556,81.7551963048499,81.6726999837969,"weak"
"DRC",130,"optimistic_lo",13.3,28458.9104628357,429,562,132115.013115215,76.3345195729537,78.4589882771179,"weak"
"DRC",130,"optimistic_mid",9.3,27679.215770152,452,545,173128.842958233,82.9357798165138,84.012360218436,"weak"
