"analysis","scenario_key","scenario_label","r0_factor","hcw_factor","arm","efficacy","particle_id","n_reps","baseline_hcw_deaths","pep_hcw_deaths","hcw_deaths_averted","baseline_hcw_days_lost","pep_hcw_days_lost","hcw_days_lost_averted","pct_hcw_deaths_averted","pct_days_lost_averted"
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,131,10,49,8.9,40.1,21930.7155499726,4629.63379710997,17301.0817528627,81.8367346938775,78.8897275760993
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,132,10,87.5,18.6,68.9,29294.5139005233,6173.54230220474,23120.9715983185,78.7428571428571,78.9259438706902
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,133,10,105.7,22,83.7,40938.142700607,8111.40498629076,32826.7377143163,79.1863765373699,80.1861920175229
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,134,10,69.3,12.8,56.5,37252.2197113196,7406.67217183359,29845.547539486,81.5295815295815,80.1175011066979
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,135,10,66.6,13.6,53,27802.6007766751,5358.88604739685,22443.7147292782,79.5795795795796,80.725234698573
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,136,10,39.8,8.8,31,16428.972500309,3555.16040331182,12873.8120969971,77.8894472361809,78.3604214856105
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,137,10,100.6,22,78.6,42983.2665491846,9684.0754817802,33299.1910674044,78.1312127236581,77.470126727807
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,138,10,70.6,13.9,56.7,33434.4473029911,6575.9630322514,26858.4842707397,80.3116147308782,80.3317728788563
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,139,10,170.5,32.6,137.9,115451.627150708,22150.824301737,93300.8028489707,80.8797653958944,80.8137617040062
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,140,10,42.8,8.1,34.7,20582.0499230829,4198.08172079973,16383.9682022832,81.0747663551402,79.603189495272
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,141,10,59.6,12.1,47.5,34458.0719159915,6971.24722915899,27486.8246868325,79.6979865771812,79.7688992983855
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,142,10,42.6,8.7,33.9,20732.528041352,4278.89278616731,16453.6352551846,79.5774647887324,79.36145183244
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,143,10,63,14.3,48.7,33315.9071923478,6980.61398987687,26335.2932024709,77.3015873015873,79.0472042391803
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,144,10,109.9,21.6,88.3,52007.0736670971,11291.2732895685,40715.8003775285,80.3457688808007,78.2889663013051
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,145,10,41.9,9.6,32.3,22310.8365084476,4809.66322358719,17501.1732848604,77.0883054892601,78.4424791882362
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,146,10,67.6,13.7,53.9,31893.9007919594,6517.0230473779,25376.8777445815,79.7337278106509,79.5665538377141
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,147,10,53.5,11,42.5,31119.7550912544,6425.60424908367,24694.1508421707,79.4392523364486,79.3520089401685
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,148,10,37.4,7.4,30,13106.2916211732,2613.75363289798,10492.5379882752,80.2139037433155,80.0572602193937
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,149,10,41.9,9.8,32.1,19978.1837547891,4792.65446367851,15185.5292911106,76.6109785202864,76.0105597060112
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,150,10,46.6,11.3,35.3,15691.1200914725,3697.72231456013,11993.3977769124,75.7510729613734,76.4342998268831
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,151,10,59.7,11.7,48,23397.8079805646,4348.08139357838,19049.7265869862,80.4020100502512,81.4167147743493
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,152,10,53.7,10.9,42.8,24675.1048744648,5131.09504497825,19544.0098294866,79.7020484171322,79.2053769534808
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,153,10,65.8,12.7,53.1,27201.7700554744,5663.31182889441,21538.45822658,80.6990881458967,79.1803554792764
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,154,10,70.9,17.4,53.5,30459.4958158661,7020.32974511746,23439.1660707486,75.4583921015515,76.9519174330501
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,155,10,131,21.9,109.1,75613.8529417067,14097.9122159974,61515.9407257093,83.2824427480916,81.3553844070531
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,156,10,26.7,3.8,22.9,9055.93361008722,1505.27894172484,7550.65466836237,85.7677902621723,83.3779817019844
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,157,10,59,12.6,46.4,26515.1555878756,5363.19658477703,21151.9590030985,78.6440677966102,79.7730902728347
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,158,10,110.7,25.1,85.6,49852.1718421876,11471.4798696114,38380.6919725762,77.3261065943993,76.9890068061115
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,159,10,52.3,9.8,42.5,23998.8165886378,4460.82464664842,19537.9919419894,81.2619502868069,81.4123141023529
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,160,10,65.1,12.8,52.3,34597.1010806951,7369.59434556669,27227.5067351284,80.3379416282642,78.6988096824134
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,161,10,45.5,9.3,36.2,17824.2956680934,3826.21278809354,13998.0828799999,79.5604395604396,78.5337224014821
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,162,10,24.5,5.7,18.8,6708.9335982002,1154.63142225669,5554.30217594351,76.734693877551,82.7896430132139
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,163,10,64.6,12.2,52.4,40937.6121663928,8239.40163224291,32698.2105341499,81.1145510835913,79.8732725329619
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,164,10,16.8,2.9,13.9,4505.06955355486,1002.2367499908,3502.83280356406,82.7380952380952,77.7531348167543
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,165,10,67.4,14.5,52.9,28208.5125544845,5736.60609380803,22471.9064606765,78.486646884273,79.663564029731
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,166,10,84,15.2,68.8,37341.6824210361,6653.2295997298,30688.4528213063,81.9047619047619,82.1828338511557
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,167,10,38.8,8.5,30.3,16040.379628733,3407.11001176682,12633.2696169662,78.0927835051546,78.7591684821244
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,168,10,45.5,7.3,38.2,22813.3049348092,4501.31095873529,18311.9939760739,83.956043956044,80.2689221417145
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,169,10,64.2,12.3,51.9,32932.9063932511,6384.95470376512,26547.951689486,80.8411214953271,80.612234378823
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,170,10,50.4,9.7,40.7,19275.2583885029,3657.03046823811,15618.2279202648,80.7539682539683,81.0273336184203
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,171,10,90,19.2,70.8,38912.0391049311,8287.84269196476,30624.1964129663,78.6666666666667,78.701083565383
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,172,10,61.7,12.1,49.6,27323.3233522756,5490.22699776219,21833.0963545135,80.3889789303079,79.9064450287489
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,173,10,104.8,20.1,84.7,51617.9538178595,10006.5375899897,41611.4162278697,80.8206106870229,80.6142304181621
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,174,10,52.3,10.9,41.4,23070.5650022926,4992.20807114999,18078.3569311426,79.1586998087954,78.3611364929558
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,175,10,51.3,9.8,41.5,21333.4899407645,4279.5776240646,17053.9123166999,80.8966861598441,79.9396271498594
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,176,10,67.7,13.6,54.1,29641.63975475,5841.67186629293,23799.967888457,79.9113737075332,80.2923457857731
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,177,10,81.3,17.9,63.4,26365.5506180857,5683.68405809529,20681.8665599904,77.9827798277983,78.4427636637465
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,178,10,56.9,13.1,43.8,23758.3374549445,5002.07677120897,18756.2606837355,76.9771528998243,78.9460151380754
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,179,10,26.5,5.9,20.6,5782.17078625575,1215.12520615751,4567.04558009824,77.7358490566038,78.9849651441312
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,180,10,38.9,8.1,30.8,12654.699538022,2268.10429572011,10386.5952423018,79.1773778920308,82.0769802640874
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,181,10,134,28.5,105.5,57482.9310039611,11985.5623404495,45497.3686635116,78.7313432835821,79.1493541976425
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,182,10,66.1,13.9,52.2,32626.9320223811,6945.27842601041,25681.6535963707,78.9712556732224,78.7130508585786
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,183,10,71.9,13.9,58,51014.3946463292,9175.11992945353,41839.2747168757,80.6675938803894,82.0146450956392
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,184,10,126.8,22.1,104.7,47199.7602707003,8816.37137583798,38383.3888948623,82.5709779179811,81.3211522150234
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,185,10,26.4,4.5,21.9,7997.34213833225,1397.70349556724,6599.63864276501,82.9545454545455,82.5228998410876
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,186,10,65.3,10.7,54.6,16090.0701645563,2925.08368056737,13164.9864839889,83.614088820827,81.8205660345047
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,187,10,82.3,15.5,66.8,38545.8604033497,7663.66370161879,30882.1967017309,81.1664641555286,80.1180629478106
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,188,10,23.7,5.2,18.5,6267.19320281491,1290.20869486155,4976.98450795337,78.0590717299578,79.41329311051
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,189,10,62.2,12.6,49.6,29782.6409781093,6008.02847578692,23774.6125023224,79.7427652733119,79.8270795387054
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,190,10,114.1,23.5,90.6,58229.7144439356,12098.5755533069,46131.1388906286,79.4040315512708,79.2226775129464
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,191,10,85.3,16.7,68.6,37918.9196528158,7704.02455814694,30214.8950946688,80.42203985932,79.6829007031722
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,192,10,93.2,19,74.2,38248.0818815656,7882.25410796086,30365.8277736047,79.6137339055794,79.3917662789781
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,193,10,72.9,13.1,59.8,37495.4365332273,7792.58527388099,29702.8512593463,82.0301783264746,79.2172434984843
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,194,10,35.7,8.1,27.6,12218.3582547129,2375.17113885554,9843.18711585732,77.3109243697479,80.5606359762827
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,195,10,43.7,9.8,33.9,17924.0074333723,3822.90954505842,14101.0978883138,77.5743707093822,78.6715690714308
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,196,10,83,16.9,66.1,25809.0403924069,5015.66886120375,20793.3715312031,79.6385542168675,80.5662326652045
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,197,10,87,16.1,70.9,35432.2334528287,6968.6352484598,28463.5982043689,81.4942528735632,80.3324979280879
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,198,10,44.3,9.4,34.9,16833.5606444303,3616.99074907492,13216.5698953554,78.7810383747178,78.5132163926847
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,199,10,59.2,12.1,47.1,26923.2243909214,5558.68886361598,21364.5355273054,79.5608108108108,79.3535544520797
"hcw_exposure","hcw_exposure_150","HCW exposure +50%",1,1.5,"full_obv80",0.8,200,10,56.1,9.9,46.2,20902.1100458226,4341.1252205644,16560.9848252582,82.3529411764706,79.231162734061
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,1,10,33.7,6.9,26.8,9123.45460642246,1896.127023629,7227.32758279345,79.5252225519288,79.2170059979887
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,2,10,60.2,11,49.2,25099.9145065714,5335.07160138043,19764.8429051909,81.7275747508306,78.7446622577792
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,3,10,63.6,12.9,50.7,25313.9166092326,4806.5411951748,20507.3754140578,79.7169811320755,81.012257923684
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,4,10,96.1,18.9,77.2,42760.1895256726,7342.00959435545,35418.1799313172,80.3329864724246,82.8298010934975
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,5,10,52.2,12.9,39.3,25990.0084321621,5930.92168061728,20059.0867515448,75.2873563218391,77.1799932420265
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,6,10,88.1,17,71.1,40363.6031642818,8186.57357463157,32177.0295896502,80.7037457434733,79.7179316690043
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,7,10,59.4,13.9,45.5,25487.9477187275,5917.00219711159,19570.9455216159,76.5993265993266,76.785097559016
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,8,10,87.6,16.2,71.4,41708.2993757097,8307.8917729661,33400.4076027436,81.5068493150685,80.0809625486565
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,9,10,41.3,7.3,34,13936.3484436406,2555.83503938402,11380.5134042566,82.3244552058111,81.6606548715399
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,10,10,127.6,24.9,102.7,69517.8933492518,13558.0410347754,55959.8523144764,80.4858934169279,80.4970484841061
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,11,10,39.4,8.2,31.2,13704.2339918153,2970.45715793969,10733.7768338756,79.1878172588833,78.3245297787985
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,12,10,42.5,6.8,35.7,16475.5305017322,2852.14855637286,13623.3819453593,84,82.688578336989
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,13,10,23.3,4,19.3,4482.23671169498,902.14519039583,3580.09152129915,82.8326180257511,79.8728793586031
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,14,10,54.6,10,44.6,22993.5487577504,4341.70979212593,18651.8389656244,81.6849816849817,81.1177046315546
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,15,10,46.4,8.8,37.6,16724.9140277384,3229.98460085582,13494.9294268826,81.0344827586207,80.6875862231706
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,16,10,51.4,8.9,42.5,16515.4629185795,2939.54286297482,13575.9200556046,82.6848249027237,82.2012687293923
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,17,10,79.5,17.2,62.3,37677.6350837488,7915.03137003537,29762.6037137134,78.3647798742138,78.9927596239996
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,18,10,42.9,9.2,33.7,14899.5492331034,2897.03211123967,12002.5171218637,78.5547785547786,80.5562432398751
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,19,10,117.9,24.3,93.6,46041.599686625,9382.21345344018,36659.3862331848,79.3893129770992,79.6223121757307
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,20,10,86.7,17.7,69,33657.0299191312,7097.0446027314,26559.9853163998,79.5847750865052,78.9136337348135
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,21,10,28.2,4.8,23.4,5424.79144038636,844.070534332992,4580.72090605336,82.9787234042553,84.4404979692108
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,22,10,74.7,15.5,59.2,29403.4179790508,5697.65049509173,23705.7674839591,79.2503346720214,80.6224891978505
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,23,10,44.6,8.6,36,14928.3523657058,2970.76771170476,11957.584654001,80.7174887892377,80.0998285749915
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,24,10,45.8,9.4,36.4,17004.4712860082,3731.32415808414,13273.1471279241,79.4759825327511,78.0568057934598
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,25,10,66.7,13.6,53.1,29735.969324241,6067.45594655146,23668.5133776895,79.6101949025487,79.5955669701165
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,26,10,78.7,14.8,63.9,39400.7869147321,7574.27142542154,31826.5154893105,81.1944091486658,80.776344792775
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,27,10,86.1,15.8,70.3,40820.5868173441,7624.32588458177,33196.2609327623,81.6492450638792,81.3223511001995
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,28,10,43.3,8.3,35,16021.3415464761,2999.75423169133,13021.5873147847,80.8314087759815,81.2765103160095
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,29,10,113.8,22.9,90.9,48404.5206541379,8802.63531922528,39601.8853349126,79.8769771528998,81.8144355108436
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,30,10,105.2,20.9,84.3,48984.4640026831,9969.53237250176,39014.9316301813,80.1330798479087,79.6475625987136
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,31,10,54.7,10.4,44.3,18986.0785255353,3512.69063370669,15473.3878918286,80.9872029250457,81.498598412609
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,32,10,50.5,10.4,40.1,20516.8416241489,4398.90373149549,16117.9378926534,79.4059405940594,78.5595472632695
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,33,10,38.8,8.4,30.4,10197.8602489703,2348.21707555022,7849.64317342007,78.3505154639175,76.9734334632863
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,34,10,56.9,10.9,46,20273.6809406674,3992.15963749139,16281.521303176,80.8435852372584,80.3086590482766
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,35,10,31.9,6.5,25.4,8379.66815114987,1556.1930808488,6823.47507030107,79.6238244514107,81.4289414237095
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,36,10,86.1,16.5,69.6,35749.4231423767,6777.99914829771,28971.423994079,80.8362369337979,81.0402558908336
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,37,10,41.5,9.3,32.2,8964.25040465902,1713.54067280992,7250.7097318491,77.5903614457831,80.8847299499874
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,38,10,48.9,9.8,39.1,12795.4762506555,2616.37565807121,10179.1005925843,79.959100204499,79.5523386014087
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,39,10,49,9,40,16960.5097930889,3292.07482412242,13668.4349689665,81.6326530612245,80.589764905157
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,40,10,25.1,5.3,19.8,10191.6929875414,1816.89786384409,8374.79512369733,78.8844621513944,82.1727571065463
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,41,10,33.4,6.8,26.6,8053.693969625,1899.95250763835,6153.74146198666,79.6407185628743,76.4089309228271
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,42,10,39.5,7.5,32,17877.731864393,3456.23870639135,14421.4931580017,81.0126582278481,80.6673534841681
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,43,10,58.7,10.7,48,24403.742449145,5109.49566484401,19294.246784301,81.7717206132879,79.0626553468523
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,44,10,102.8,22.1,80.7,43479.1427471717,8416.37597504178,35062.76677213,78.5019455252918,80.6427278845344
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,45,10,40.9,7.6,33.3,13400.2110537279,2734.9910795065,10665.2199742214,81.4180929095354,79.5899402737718
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,46,10,116.9,25.6,91.3,43466.8851126447,9019.93631820963,34446.9487944351,78.1009409751925,79.2487170524541
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,47,10,99.5,19.2,80.3,30154.5329646666,5516.42381851927,24638.1091461473,80.7035175879397,81.7061540134509
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,48,10,58.3,12.3,46,25672.4492355055,5473.73827947087,20198.7109560346,78.9022298456261,78.6785505766992
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,49,10,55.1,11.8,43.3,25931.7708177126,5733.22497660855,20198.545841104,78.5843920145191,77.8911165885652
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,50,10,85.3,16,69.3,34845.7820015356,6947.78905227322,27897.9929492624,81.242672919109,80.0613197546635
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,51,10,47.9,10.4,37.5,18122.9840270798,3839.23666858914,14283.7473584907,78.2881002087683,78.815648334444
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,52,10,41.4,9,32.4,16314.743212837,3355.66623307622,12959.0769797608,78.2608695652174,79.4316944539105
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,53,10,76.4,15.8,60.6,41068.0890300102,8735.3387523689,32332.7502776413,79.3193717277487,78.7296196178361
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,54,10,55.1,10.7,44.4,26097.3754522271,5126.82451648806,20970.550935739,80.5807622504537,80.3550187417388
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,55,10,34.7,6.6,28.1,7662.86822125884,1398.99305025563,6263.87517100322,80.9798270893372,81.7432192507964
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,56,10,32.1,5.9,26.2,9835.26618721483,1584.53166700655,8250.73452020829,81.619937694704,83.8892853854192
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,57,10,92.6,18.9,73.7,35517.9587942586,7812.43331993299,27705.5254743256,79.5896328293737,78.0042728097431
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,58,10,31.1,5.6,25.5,12010.2656508073,2384.87411824978,9625.39153255751,81.9935691318328,80.1430360694022
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,59,10,45.8,8.6,37.2,20125.0100339289,4024.77460713419,16100.2354267947,81.2227074235808,80.0011299355936
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,60,10,50.2,9.5,40.7,17723.7529617036,3331.18465025507,14392.5683114485,81.0756972111554,81.2049702032471
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,61,10,96.3,19.7,76.6,39219.1851246431,7578.41331690246,31640.7718077407,79.5430944963655,80.6767700735816
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,62,10,99.8,19.9,79.9,58113.6565246002,11769.6120126812,46344.044511919,80.060120240481,79.7472526828543
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,63,10,70.2,14.1,56.1,34097.0877311452,7122.53475008062,26974.5529810646,79.9145299145299,79.111017321357
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,64,10,77.6,16.4,61.2,32420.0778684526,6721.07294732125,25699.0049211313,78.8659793814433,79.2687945581358
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,65,10,60,12.2,47.8,27598.0771919999,5759.41163487768,21838.6655571222,79.6666666666667,79.1311126684318
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,66,10,64.3,12,52.3,24898.7510485914,5190.76878502769,19707.9822635637,81.3374805598756,79.1524933323057
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,67,10,53.8,9.5,44.3,22224.0370580658,4166.7091662764,18057.3278917894,82.3420074349442,81.251339910072
"hcw_exposure","hcw_exposure_200","HCW exposure +100%",1,2,"full_obv80",0.8,68,10,60.5,12.6,47.9,27064.761988387,4765.23411106139,22299.5278773256,79.1735537190083,82.3932162673144
