"scenario","particle_id","rep","arm","n_eligible","n_received","pct_received","dpc_mean","dpc_median","dpc_min","dpc_max"
"DRC",117,3,"with_conflict_hi",70,35,50,1.46564274358044,1.41590847168493,1.15538464114105,1.97483793360186
"DRC",117,4,"with_conflict_hi",211,89,42.1800947867299,1.76774752317346,1.41590847168493,1,4.71018301229587
"DRC",117,5,"with_conflict_hi",78,55,70.5128205128205,1.2305897404407,1.15977636183789,1,1.69404356771966
"DRC",117,6,"with_conflict_hi",9,4,44.4444444444444,NA,NA,NA,NA
"DRC",117,7,"with_conflict_hi",69,44,63.768115942029,1.28974720231735,1,1,2.23777221782119
"DRC",117,8,"with_conflict_hi",21,13,61.9047619047619,2.73197326867572,2.73197326867572,2.73197326867572,2.73197326867572
"DRC",117,9,"with_conflict_hi",15,4,26.6666666666667,1,1,1,1
"DRC",117,10,"with_conflict_hi",5,1,20,1,1,1,1
"DRC",118,1,"with_conflict_hi",19,9,47.3684210526316,1.1354894044527,1.12538754273892,1.11747943358233,1.16360123703686
"DRC",118,2,"with_conflict_hi",197,71,36.0406091370558,2.03546810835816,1.56570648314319,1,4.32888859573361
"DRC",118,3,"with_conflict_hi",68,30,44.1176470588235,1.12615762372805,1.19608331287946,1,1.25039421817616
"DRC",118,4,"with_conflict_hi",12,5,41.6666666666667,1.08847675409222,1.08847675409222,1.08847675409222,1.08847675409222
"DRC",118,5,"with_conflict_hi",9,5,55.5555555555556,1,1,1,1
"DRC",118,6,"with_conflict_hi",188,60,31.9148936170213,2.09681576810212,1.83579702873194,1,4.50079852974764
"DRC",118,7,"with_conflict_hi",11,7,63.6363636363636,1.12598450656952,1.12598450656952,1.0857127417335,1.16625627140555
