"scenario","particle_id","rep","eff_name","efficacy","doses_B","n_prevented_hcw"
"WestAfrica",21,10,"obv_20",0.2,1415,294
"WestAfrica",22,1,"obv_20",0.2,907,187
"WestAfrica",22,2,"obv_20",0.2,2036,427
"WestAfrica",22,3,"obv_20",0.2,1888,354
"WestAfrica",22,4,"obv_20",0.2,76,19
"WestAfrica",22,5,"obv_20",0.2,229,38
"WestAfrica",22,6,"obv_20",0.2,2146,445
"WestAfrica",22,7,"obv_20",0.2,774,160
"WestAfrica",22,8,"obv_20",0.2,2,1
"WestAfrica",22,9,"obv_20",0.2,1584,290
"WestAfrica",22,10,"obv_20",0.2,1584,290
"WestAfrica",23,1,"obv_20",0.2,971,200
"WestAfrica",23,2,"obv_20",0.2,877,201
"WestAfrica",23,3,"obv_20",0.2,1549,314
"WestAfrica",23,4,"obv_20",0.2,359,76
"WestAfrica",23,5,"obv_20",0.2,1426,282
"WestAfrica",23,6,"obv_20",0.2,1175,231
"WestAfrica",23,7,"obv_20",0.2,1463,281
"WestAfrica",23,8,"obv_20",0.2,1606,329
"WestAfrica",23,9,"obv_20",0.2,662,139
"WestAfrica",23,10,"obv_20",0.2,824,174
"WestAfrica",24,1,"obv_20",0.2,277,62
"WestAfrica",24,2,"obv_20",0.2,878,175
"WestAfrica",24,3,"obv_20",0.2,640,139
"WestAfrica",24,4,"obv_20",0.2,734,132
"WestAfrica",24,5,"obv_20",0.2,1903,406
"WestAfrica",24,6,"obv_20",0.2,944,199
"WestAfrica",24,7,"obv_20",0.2,3,0
"WestAfrica",24,8,"obv_20",0.2,1724,329
"WestAfrica",24,9,"obv_20",0.2,1308,235
"WestAfrica",24,10,"obv_20",0.2,273,52
"WestAfrica",25,1,"obv_20",0.2,647,126
"WestAfrica",25,2,"obv_20",0.2,1898,380
"WestAfrica",25,3,"obv_20",0.2,1973,387
"WestAfrica",25,4,"obv_20",0.2,1843,371
"WestAfrica",25,5,"obv_20",0.2,1859,324
"WestAfrica",25,6,"obv_20",0.2,1815,351
"WestAfrica",25,7,"obv_20",0.2,1724,360
"WestAfrica",25,8,"obv_20",0.2,1936,420
"WestAfrica",25,9,"obv_20",0.2,164,28
"WestAfrica",25,10,"obv_20",0.2,1905,376
"WestAfrica",26,1,"obv_20",0.2,1806,384
"WestAfrica",26,2,"obv_20",0.2,60,12
"WestAfrica",26,3,"obv_20",0.2,369,65
"WestAfrica",26,4,"obv_20",0.2,1626,309
"WestAfrica",26,5,"obv_20",0.2,1211,255
"WestAfrica",26,6,"obv_20",0.2,770,158
"WestAfrica",26,7,"obv_20",0.2,138,25
"WestAfrica",26,8,"obv_20",0.2,994,193
"WestAfrica",26,9,"obv_20",0.2,1052,203
"WestAfrica",26,10,"obv_20",0.2,1209,260
"WestAfrica",27,1,"obv_20",0.2,166,36
"WestAfrica",27,2,"obv_20",0.2,517,96
"WestAfrica",27,3,"obv_20",0.2,308,62
"WestAfrica",27,4,"obv_20",0.2,669,131
"WestAfrica",27,5,"obv_20",0.2,181,34
"WestAfrica",27,6,"obv_20",0.2,268,57
"WestAfrica",27,7,"obv_20",0.2,287,58
"WestAfrica",27,8,"obv_20",0.2,1170,245
"WestAfrica",27,9,"obv_20",0.2,492,102
"WestAfrica",27,10,"obv_20",0.2,1193,245
"WestAfrica",28,1,"obv_20",0.2,1662,335
"WestAfrica",28,2,"obv_20",0.2,1619,328
"WestAfrica",28,3,"obv_20",0.2,1583,318
"WestAfrica",28,4,"obv_20",0.2,1692,335
"WestAfrica",28,5,"obv_20",0.2,552,100
"WestAfrica",28,6,"obv_20",0.2,1587,294
"WestAfrica",28,7,"obv_20",0.2,1675,329
"WestAfrica",28,8,"obv_20",0.2,1664,356
"WestAfrica",28,9,"obv_20",0.2,1676,324
"WestAfrica",28,10,"obv_20",0.2,1644,318
"WestAfrica",29,1,"obv_20",0.2,2160,416
"WestAfrica",29,2,"obv_20",0.2,2095,425
"WestAfrica",29,3,"obv_20",0.2,2074,423
"WestAfrica",29,4,"obv_20",0.2,2052,426
"WestAfrica",29,5,"obv_20",0.2,1,0
"WestAfrica",29,6,"obv_20",0.2,2260,422
"WestAfrica",29,7,"obv_20",0.2,2137,432
"WestAfrica",29,8,"obv_20",0.2,2140,425
"WestAfrica",29,9,"obv_20",0.2,966,177
"WestAfrica",29,10,"obv_20",0.2,2007,377
"WestAfrica",30,1,"obv_20",0.2,740,153
"WestAfrica",30,2,"obv_20",0.2,342,61
"WestAfrica",30,3,"obv_20",0.2,1552,308
"WestAfrica",30,4,"obv_20",0.2,5,0
"WestAfrica",30,5,"obv_20",0.2,981,177
"WestAfrica",30,6,"obv_20",0.2,701,128
"WestAfrica",30,7,"obv_20",0.2,633,133
"WestAfrica",30,8,"obv_20",0.2,1340,254
"WestAfrica",30,9,"obv_20",0.2,905,181
"WestAfrica",30,10,"obv_20",0.2,9,1
"WestAfrica",31,1,"obv_20",0.2,645,141
"WestAfrica",31,2,"obv_20",0.2,1517,304
"WestAfrica",31,3,"obv_20",0.2,929,191
"WestAfrica",31,4,"obv_20",0.2,488,101
"WestAfrica",31,5,"obv_20",0.2,1022,236
"WestAfrica",31,6,"obv_20",0.2,1523,288
"WestAfrica",31,7,"obv_20",0.2,1455,308
"WestAfrica",31,8,"obv_20",0.2,349,80
"WestAfrica",31,9,"obv_20",0.2,1542,325
"WestAfrica",31,10,"obv_20",0.2,1444,288
"WestAfrica",32,1,"obv_20",0.2,762,152
"WestAfrica",32,2,"obv_20",0.2,893,176
"WestAfrica",32,3,"obv_20",0.2,283,56
"WestAfrica",32,4,"obv_20",0.2,1603,361
"WestAfrica",32,5,"obv_20",0.2,1603,361
"WestAfrica",32,6,"obv_20",0.2,603,134
"WestAfrica",32,7,"obv_20",0.2,238,54
"WestAfrica",32,8,"obv_20",0.2,5,1
"WestAfrica",32,9,"obv_20",0.2,1618,322
"WestAfrica",32,10,"obv_20",0.2,1044,203
"WestAfrica",33,1,"obv_20",0.2,922,194
"WestAfrica",33,2,"obv_20",0.2,1248,265
"WestAfrica",33,3,"obv_20",0.2,165,40
"WestAfrica",33,4,"obv_20",0.2,91,14
"WestAfrica",33,5,"obv_20",0.2,750,147
"WestAfrica",33,6,"obv_20",0.2,32,4
"WestAfrica",33,7,"obv_20",0.2,32,4
"WestAfrica",33,8,"obv_20",0.2,1429,305
"WestAfrica",33,9,"obv_20",0.2,469,102
"WestAfrica",33,10,"obv_20",0.2,121,22
"WestAfrica",34,1,"obv_20",0.2,658,134
"WestAfrica",34,2,"obv_20",0.2,397,87
"WestAfrica",34,3,"obv_20",0.2,141,30
"WestAfrica",34,4,"obv_20",0.2,548,94
"WestAfrica",34,5,"obv_20",0.2,897,198
"WestAfrica",34,6,"obv_20",0.2,975,198
"WestAfrica",34,7,"obv_20",0.2,1949,408
"WestAfrica",34,8,"obv_20",0.2,902,180
"WestAfrica",34,9,"obv_20",0.2,122,31
"WestAfrica",34,10,"obv_20",0.2,1180,234
"WestAfrica",35,1,"obv_20",0.2,1434,298
"WestAfrica",35,2,"obv_20",0.2,1125,248
"WestAfrica",35,3,"obv_20",0.2,952,186
"WestAfrica",35,4,"obv_20",0.2,397,69
"WestAfrica",35,5,"obv_20",0.2,991,204
"WestAfrica",35,6,"obv_20",0.2,635,135
"WestAfrica",35,7,"obv_20",0.2,1460,333
"WestAfrica",35,8,"obv_20",0.2,870,151
"WestAfrica",35,9,"obv_20",0.2,1490,291
"WestAfrica",35,10,"obv_20",0.2,1441,289
"WestAfrica",36,1,"obv_20",0.2,179,29
"WestAfrica",36,2,"obv_20",0.2,500,100
"WestAfrica",36,3,"obv_20",0.2,500,100
"WestAfrica",36,4,"obv_20",0.2,456,94
"WestAfrica",36,5,"obv_20",0.2,412,80
"WestAfrica",36,6,"obv_20",0.2,816,167
"WestAfrica",36,7,"obv_20",0.2,459,84
"WestAfrica",36,8,"obv_20",0.2,1827,380
"WestAfrica",36,9,"obv_20",0.2,1086,214
"WestAfrica",36,10,"obv_20",0.2,631,134
"WestAfrica",37,1,"obv_20",0.2,1438,289
"WestAfrica",37,2,"obv_20",0.2,1421,252
"WestAfrica",37,3,"obv_20",0.2,10,3
"WestAfrica",37,4,"obv_20",0.2,1269,282
"WestAfrica",37,5,"obv_20",0.2,1515,285
"WestAfrica",37,6,"obv_20",0.2,91,22
"WestAfrica",37,7,"obv_20",0.2,412,71
"WestAfrica",37,8,"obv_20",0.2,276,67
"WestAfrica",37,9,"obv_20",0.2,206,43
"WestAfrica",37,10,"obv_20",0.2,852,184
"WestAfrica",38,1,"obv_20",0.2,2118,471
"WestAfrica",38,2,"obv_20",0.2,539,93
"WestAfrica",38,3,"obv_20",0.2,2027,411
"WestAfrica",38,4,"obv_20",0.2,2040,397
"WestAfrica",38,5,"obv_20",0.2,48,10
"WestAfrica",38,6,"obv_20",0.2,2075,407
"WestAfrica",38,7,"obv_20",0.2,1895,365
"WestAfrica",38,8,"obv_20",0.2,237,44
"WestAfrica",38,9,"obv_20",0.2,2071,430
"WestAfrica",38,10,"obv_20",0.2,2053,422
"WestAfrica",39,1,"obv_20",0.2,432,87
"WestAfrica",39,2,"obv_20",0.2,992,211
"WestAfrica",39,3,"obv_20",0.2,809,175
"WestAfrica",39,4,"obv_20",0.2,593,116
"WestAfrica",39,5,"obv_20",0.2,414,72
"WestAfrica",39,6,"obv_20",0.2,928,156
"WestAfrica",39,7,"obv_20",0.2,142,29
"WestAfrica",39,8,"obv_20",0.2,542,118
"WestAfrica",39,9,"obv_20",0.2,521,119
"WestAfrica",39,10,"obv_20",0.2,120,22
"WestAfrica",40,1,"obv_20",0.2,948,205
"WestAfrica",40,2,"obv_20",0.2,50,8
"WestAfrica",40,3,"obv_20",0.2,1658,302
"WestAfrica",40,4,"obv_20",0.2,458,105
"WestAfrica",40,5,"obv_20",0.2,413,88
"WestAfrica",40,6,"obv_20",0.2,917,168
"WestAfrica",40,7,"obv_20",0.2,917,168
"WestAfrica",40,8,"obv_20",0.2,531,101
"WestAfrica",40,9,"obv_20",0.2,3,3
"WestAfrica",40,10,"obv_20",0.2,606,114
"WestAfrica",41,1,"obv_20",0.2,1849,353
"WestAfrica",41,2,"obv_20",0.2,722,146
"WestAfrica",41,3,"obv_20",0.2,102,20
"WestAfrica",41,4,"obv_20",0.2,1258,241
"WestAfrica",41,5,"obv_20",0.2,2033,438
"WestAfrica",41,6,"obv_20",0.2,1948,388
"WestAfrica",41,7,"obv_20",0.2,1864,364
"WestAfrica",41,8,"obv_20",0.2,523,111
"WestAfrica",41,9,"obv_20",0.2,1772,347
"WestAfrica",41,10,"obv_20",0.2,1772,347
"WestAfrica",42,1,"obv_20",0.2,495,114
"WestAfrica",42,2,"obv_20",0.2,2078,407
"WestAfrica",42,3,"obv_20",0.2,358,65
"WestAfrica",42,4,"obv_20",0.2,280,57
"WestAfrica",42,5,"obv_20",0.2,2049,404
"WestAfrica",42,6,"obv_20",0.2,1165,241
"WestAfrica",42,7,"obv_20",0.2,301,63
"WestAfrica",42,8,"obv_20",0.2,720,125
"WestAfrica",42,9,"obv_20",0.2,1105,218
"WestAfrica",42,10,"obv_20",0.2,105,22
"WestAfrica",43,1,"obv_20",0.2,694,127
"WestAfrica",43,2,"obv_20",0.2,1775,331
"WestAfrica",43,3,"obv_20",0.2,1916,432
"WestAfrica",43,4,"obv_20",0.2,1164,232
"WestAfrica",43,5,"obv_20",0.2,655,132
"WestAfrica",43,6,"obv_20",0.2,1168,225
"WestAfrica",43,7,"obv_20",0.2,739,143
"WestAfrica",43,8,"obv_20",0.2,393,76
"WestAfrica",43,9,"obv_20",0.2,798,191
"WestAfrica",43,10,"obv_20",0.2,306,60
"WestAfrica",44,1,"obv_20",0.2,1561,328
"WestAfrica",44,2,"obv_20",0.2,1470,290
"WestAfrica",44,3,"obv_20",0.2,1170,237
"WestAfrica",44,4,"obv_20",0.2,1812,377
"WestAfrica",44,5,"obv_20",0.2,511,90
"WestAfrica",44,6,"obv_20",0.2,1802,354
"WestAfrica",44,7,"obv_20",0.2,1289,237
"WestAfrica",44,8,"obv_20",0.2,945,191
"WestAfrica",44,9,"obv_20",0.2,911,176
"WestAfrica",44,10,"obv_20",0.2,1686,351
"WestAfrica",45,1,"obv_20",0.2,871,198
"WestAfrica",45,2,"obv_20",0.2,1516,275
"WestAfrica",45,3,"obv_20",0.2,649,127
"WestAfrica",45,4,"obv_20",0.2,117,27
"WestAfrica",45,5,"obv_20",0.2,901,169
"WestAfrica",45,6,"obv_20",0.2,1491,318
"WestAfrica",45,7,"obv_20",0.2,1532,300
"WestAfrica",45,8,"obv_20",0.2,1566,320
"WestAfrica",45,9,"obv_20",0.2,1455,287
"WestAfrica",45,10,"obv_20",0.2,1534,323
"WestAfrica",46,1,"obv_20",0.2,767,159
"WestAfrica",46,2,"obv_20",0.2,539,106
"WestAfrica",46,3,"obv_20",0.2,273,60
"WestAfrica",46,4,"obv_20",0.2,706,134
"WestAfrica",46,5,"obv_20",0.2,453,92
"WestAfrica",46,6,"obv_20",0.2,1448,277
"WestAfrica",46,7,"obv_20",0.2,343,75
"WestAfrica",46,8,"obv_20",0.2,2052,402
"WestAfrica",46,9,"obv_20",0.2,285,55
"WestAfrica",46,10,"obv_20",0.2,1069,210
"WestAfrica",47,1,"obv_20",0.2,248,54
"WestAfrica",47,2,"obv_20",0.2,1089,234
"WestAfrica",47,3,"obv_20",0.2,982,164
"WestAfrica",47,4,"obv_20",0.2,1301,256
"WestAfrica",47,5,"obv_20",0.2,210,44
"WestAfrica",47,6,"obv_20",0.2,1553,311
"WestAfrica",47,7,"obv_20",0.2,1914,403
"WestAfrica",47,8,"obv_20",0.2,806,143
"WestAfrica",47,9,"obv_20",0.2,685,155
"WestAfrica",47,10,"obv_20",0.2,1085,210
"WestAfrica",48,1,"obv_20",0.2,930,178
"WestAfrica",48,2,"obv_20",0.2,2088,405
"WestAfrica",48,3,"obv_20",0.2,1886,383
"WestAfrica",48,4,"obv_20",0.2,546,121
"WestAfrica",48,5,"obv_20",0.2,1899,361
"WestAfrica",48,6,"obv_20",0.2,1435,290
"WestAfrica",48,7,"obv_20",0.2,1545,323
"WestAfrica",48,8,"obv_20",0.2,2041,394
"WestAfrica",48,9,"obv_20",0.2,1515,282
"WestAfrica",48,10,"obv_20",0.2,572,114
"WestAfrica",49,1,"obv_20",0.2,1979,386
"WestAfrica",49,2,"obv_20",0.2,2070,396
"WestAfrica",49,3,"obv_20",0.2,1964,385
"WestAfrica",49,4,"obv_20",0.2,1585,308
"WestAfrica",49,5,"obv_20",0.2,861,178
"WestAfrica",49,6,"obv_20",0.2,630,137
"WestAfrica",49,7,"obv_20",0.2,1897,423
"WestAfrica",49,8,"obv_20",0.2,329,77
"WestAfrica",49,9,"obv_20",0.2,112,24
"WestAfrica",49,10,"obv_20",0.2,1915,413
"WestAfrica",50,1,"obv_20",0.2,2029,390
"WestAfrica",50,2,"obv_20",0.2,577,97
"WestAfrica",50,3,"obv_20",0.2,415,85
"WestAfrica",50,4,"obv_20",0.2,1919,398
"WestAfrica",50,5,"obv_20",0.2,1013,197
"WestAfrica",50,6,"obv_20",0.2,2004,391
"WestAfrica",50,7,"obv_20",0.2,324,58
"WestAfrica",50,8,"obv_20",0.2,1953,368
"WestAfrica",50,9,"obv_20",0.2,1953,368
"WestAfrica",50,10,"obv_20",0.2,88,23
"WestAfrica",51,1,"obv_20",0.2,325,73
"WestAfrica",51,2,"obv_20",0.2,21,3
"WestAfrica",51,3,"obv_20",0.2,505,95
"WestAfrica",51,4,"obv_20",0.2,1796,362
"WestAfrica",51,5,"obv_20",0.2,124,22
"WestAfrica",51,6,"obv_20",0.2,621,109
"WestAfrica",51,7,"obv_20",0.2,572,109
"WestAfrica",51,8,"obv_20",0.2,818,149
"WestAfrica",51,9,"obv_20",0.2,533,95
"WestAfrica",51,10,"obv_20",0.2,395,72
"WestAfrica",52,1,"obv_20",0.2,1749,329
"WestAfrica",52,2,"obv_20",0.2,1755,330
"WestAfrica",52,3,"obv_20",0.2,1901,380
"WestAfrica",52,4,"obv_20",0.2,1831,360
"WestAfrica",52,5,"obv_20",0.2,1875,365
"WestAfrica",52,6,"obv_20",0.2,1034,190
"WestAfrica",52,7,"obv_20",0.2,1848,342
"WestAfrica",52,8,"obv_20",0.2,1725,360
"WestAfrica",52,9,"obv_20",0.2,498,104
"WestAfrica",52,10,"obv_20",0.2,1814,359
"WestAfrica",53,1,"obv_20",0.2,83,14
"WestAfrica",53,2,"obv_20",0.2,1742,342
"WestAfrica",53,3,"obv_20",0.2,541,105
"WestAfrica",53,4,"obv_20",0.2,92,13
"WestAfrica",53,5,"obv_20",0.2,943,181
"WestAfrica",53,6,"obv_20",0.2,796,158
"WestAfrica",53,7,"obv_20",0.2,520,103
"WestAfrica",53,8,"obv_20",0.2,93,17
"WestAfrica",53,9,"obv_20",0.2,123,26
"WestAfrica",53,10,"obv_20",0.2,123,26
"WestAfrica",54,1,"obv_20",0.2,525,97
"WestAfrica",54,2,"obv_20",0.2,723,124
"WestAfrica",54,3,"obv_20",0.2,617,122
"WestAfrica",54,4,"obv_20",0.2,137,20
"WestAfrica",54,5,"obv_20",0.2,1751,351
"WestAfrica",54,6,"obv_20",0.2,1400,270
"WestAfrica",54,7,"obv_20",0.2,1757,343
"WestAfrica",54,8,"obv_20",0.2,579,111
"WestAfrica",54,9,"obv_20",0.2,789,146
"WestAfrica",54,10,"obv_20",0.2,92,11
"WestAfrica",55,1,"obv_20",0.2,1137,222
"WestAfrica",55,2,"obv_20",0.2,2075,441
"WestAfrica",55,3,"obv_20",0.2,194,45
"WestAfrica",55,4,"obv_20",0.2,2126,404
"WestAfrica",55,5,"obv_20",0.2,1122,236
"WestAfrica",55,6,"obv_20",0.2,2050,409
"WestAfrica",55,7,"obv_20",0.2,1326,266
"WestAfrica",55,8,"obv_20",0.2,2002,373
"WestAfrica",55,9,"obv_20",0.2,1835,353
"WestAfrica",55,10,"obv_20",0.2,1916,389
"WestAfrica",56,1,"obv_20",0.2,748,134
"WestAfrica",56,2,"obv_20",0.2,1707,345
"WestAfrica",56,3,"obv_20",0.2,1739,367
"WestAfrica",56,4,"obv_20",0.2,1947,384
"WestAfrica",56,5,"obv_20",0.2,2045,416
"WestAfrica",56,6,"obv_20",0.2,839,181
"WestAfrica",56,7,"obv_20",0.2,1940,401
"WestAfrica",56,8,"obv_20",0.2,1875,376
"WestAfrica",56,9,"obv_20",0.2,1667,348
"WestAfrica",56,10,"obv_20",0.2,2013,406
"WestAfrica",57,1,"obv_20",0.2,1763,365
"WestAfrica",57,2,"obv_20",0.2,1846,349
"WestAfrica",57,3,"obv_20",0.2,1922,384
"WestAfrica",57,4,"obv_20",0.2,1879,382
"WestAfrica",57,5,"obv_20",0.2,1956,364
"WestAfrica",57,6,"obv_20",0.2,1925,377
"WestAfrica",57,7,"obv_20",0.2,899,175
"WestAfrica",57,8,"obv_20",0.2,1944,363
"WestAfrica",57,9,"obv_20",0.2,1033,198
"WestAfrica",57,10,"obv_20",0.2,48,9
"WestAfrica",58,1,"obv_20",0.2,1814,347
"WestAfrica",58,2,"obv_20",0.2,1197,216
"WestAfrica",58,3,"obv_20",0.2,1877,343
"WestAfrica",58,4,"obv_20",0.2,2263,483
"WestAfrica",58,5,"obv_20",0.2,2085,423
"WestAfrica",58,6,"obv_20",0.2,836,163
"WestAfrica",58,7,"obv_20",0.2,2094,428
"WestAfrica",58,8,"obv_20",0.2,2054,433
"WestAfrica",58,9,"obv_20",0.2,2157,418
"WestAfrica",58,10,"obv_20",0.2,2092,390
"WestAfrica",59,1,"obv_20",0.2,1268,261
"WestAfrica",59,2,"obv_20",0.2,1667,354
"WestAfrica",59,3,"obv_20",0.2,689,129
"WestAfrica",59,4,"obv_20",0.2,1959,378
"WestAfrica",59,5,"obv_20",0.2,1848,365
"WestAfrica",59,6,"obv_20",0.2,1959,410
"WestAfrica",59,7,"obv_20",0.2,1535,312
"WestAfrica",59,8,"obv_20",0.2,1923,384
"WestAfrica",59,9,"obv_20",0.2,1051,228
"WestAfrica",59,10,"obv_20",0.2,1813,333
"WestAfrica",60,1,"obv_20",0.2,1399,262
"WestAfrica",60,2,"obv_20",0.2,462,100
"WestAfrica",60,3,"obv_20",0.2,34,6
"WestAfrica",60,4,"obv_20",0.2,453,90
"WestAfrica",60,5,"obv_20",0.2,947,189
"WestAfrica",60,6,"obv_20",0.2,1024,193
"WestAfrica",60,7,"obv_20",0.2,407,85
"WestAfrica",60,8,"obv_20",0.2,730,149
"WestAfrica",60,9,"obv_20",0.2,946,190
"WestAfrica",60,10,"obv_20",0.2,310,64
"WestAfrica",61,1,"obv_20",0.2,1236,237
"WestAfrica",61,2,"obv_20",0.2,1002,201
"WestAfrica",61,3,"obv_20",0.2,1598,305
"WestAfrica",61,4,"obv_20",0.2,1727,351
"WestAfrica",61,5,"obv_20",0.2,1799,376
"WestAfrica",61,6,"obv_20",0.2,1746,322
"WestAfrica",61,7,"obv_20",0.2,1729,332
"WestAfrica",61,8,"obv_20",0.2,1702,358
"WestAfrica",61,9,"obv_20",0.2,469,98
"WestAfrica",61,10,"obv_20",0.2,517,97
"WestAfrica",62,1,"obv_20",0.2,491,106
"WestAfrica",62,2,"obv_20",0.2,252,51
"WestAfrica",62,3,"obv_20",0.2,874,160
"WestAfrica",62,4,"obv_20",0.2,1976,381
"WestAfrica",62,5,"obv_20",0.2,109,25
"WestAfrica",62,6,"obv_20",0.2,197,46
"WestAfrica",62,7,"obv_20",0.2,429,90
"WestAfrica",62,8,"obv_20",0.2,190,37
"WestAfrica",62,9,"obv_20",0.2,94,17
"WestAfrica",62,10,"obv_20",0.2,572,112
"WestAfrica",63,1,"obv_20",0.2,1270,249
"WestAfrica",63,2,"obv_20",0.2,1049,200
"WestAfrica",63,3,"obv_20",0.2,1236,266
"WestAfrica",63,4,"obv_20",0.2,578,99
"WestAfrica",63,5,"obv_20",0.2,846,166
"WestAfrica",63,6,"obv_20",0.2,1175,225
"WestAfrica",63,7,"obv_20",0.2,507,97
"WestAfrica",63,8,"obv_20",0.2,50,11
"WestAfrica",63,9,"obv_20",0.2,1301,264
"WestAfrica",63,10,"obv_20",0.2,621,123
"WestAfrica",64,1,"obv_20",0.2,927,180
"WestAfrica",64,2,"obv_20",0.2,1809,355
"WestAfrica",64,3,"obv_20",0.2,1822,362
"WestAfrica",64,4,"obv_20",0.2,1682,314
"WestAfrica",64,5,"obv_20",0.2,1501,291
"WestAfrica",64,6,"obv_20",0.2,1824,359
"WestAfrica",64,7,"obv_20",0.2,1545,329
"WestAfrica",64,8,"obv_20",0.2,1718,346
"WestAfrica",64,9,"obv_20",0.2,1107,223
"WestAfrica",64,10,"obv_20",0.2,1107,223
"WestAfrica",65,1,"obv_20",0.2,1645,323
"WestAfrica",65,2,"obv_20",0.2,37,7
"WestAfrica",65,3,"obv_20",0.2,1613,337
"WestAfrica",65,4,"obv_20",0.2,1735,339
"WestAfrica",65,5,"obv_20",0.2,1763,358
"WestAfrica",65,6,"obv_20",0.2,261,52
"WestAfrica",65,7,"obv_20",0.2,894,184
"WestAfrica",65,8,"obv_20",0.2,1622,332
"WestAfrica",65,9,"obv_20",0.2,1640,322
"WestAfrica",65,10,"obv_20",0.2,788,163
"WestAfrica",66,1,"obv_20",0.2,400,94
"WestAfrica",66,2,"obv_20",0.2,2067,420
"WestAfrica",66,3,"obv_20",0.2,1949,400
"WestAfrica",66,4,"obv_20",0.2,2062,419
"WestAfrica",66,5,"obv_20",0.2,1409,263
"WestAfrica",66,6,"obv_20",0.2,2031,394
"WestAfrica",66,7,"obv_20",0.2,1788,377
"WestAfrica",66,8,"obv_20",0.2,2082,418
"WestAfrica",66,9,"obv_20",0.2,2025,420
"WestAfrica",66,10,"obv_20",0.2,1678,336
"WestAfrica",67,1,"obv_20",0.2,1603,353
"WestAfrica",67,2,"obv_20",0.2,1566,333
"WestAfrica",67,3,"obv_20",0.2,1662,336
"WestAfrica",67,4,"obv_20",0.2,1547,308
"WestAfrica",67,5,"obv_20",0.2,1364,275
"WestAfrica",67,6,"obv_20",0.2,1638,305
"WestAfrica",67,7,"obv_20",0.2,1635,338
"WestAfrica",67,8,"obv_20",0.2,1618,346
"WestAfrica",67,9,"obv_20",0.2,1597,321
"WestAfrica",67,10,"obv_20",0.2,710,143
"WestAfrica",68,1,"obv_20",0.2,437,93
"WestAfrica",68,2,"obv_20",0.2,210,36
"WestAfrica",68,3,"obv_20",0.2,205,29
"WestAfrica",68,4,"obv_20",0.2,908,207
"WestAfrica",68,5,"obv_20",0.2,270,58
"WestAfrica",68,6,"obv_20",0.2,152,34
"WestAfrica",68,7,"obv_20",0.2,213,46
"WestAfrica",68,8,"obv_20",0.2,1272,277
"WestAfrica",68,9,"obv_20",0.2,507,104
"WestAfrica",68,10,"obv_20",0.2,538,103
"WestAfrica",69,1,"obv_20",0.2,1170,223
"WestAfrica",69,2,"obv_20",0.2,1851,385
"WestAfrica",69,3,"obv_20",0.2,1715,324
"WestAfrica",69,4,"obv_20",0.2,1705,361
"WestAfrica",69,5,"obv_20",0.2,1766,359
"WestAfrica",69,6,"obv_20",0.2,1697,349
"WestAfrica",69,7,"obv_20",0.2,185,37
"WestAfrica",69,8,"obv_20",0.2,1053,214
"WestAfrica",69,9,"obv_20",0.2,1766,374
"WestAfrica",69,10,"obv_20",0.2,647,132
"WestAfrica",70,1,"obv_20",0.2,1714,327
"WestAfrica",70,2,"obv_20",0.2,1685,344
"WestAfrica",70,3,"obv_20",0.2,1650,310
"WestAfrica",70,4,"obv_20",0.2,963,183
"WestAfrica",70,5,"obv_20",0.2,1519,299
"WestAfrica",70,6,"obv_20",0.2,795,177
"WestAfrica",70,7,"obv_20",0.2,1200,225
"WestAfrica",70,8,"obv_20",0.2,1721,353
"WestAfrica",70,9,"obv_20",0.2,445,88
"WestAfrica",70,10,"obv_20",0.2,1807,352
"WestAfrica",71,1,"obv_20",0.2,51,6
"WestAfrica",71,2,"obv_20",0.2,1219,210
"WestAfrica",71,3,"obv_20",0.2,1569,305
"WestAfrica",71,4,"obv_20",0.2,1127,208
"WestAfrica",71,5,"obv_20",0.2,955,173
"WestAfrica",71,6,"obv_20",0.2,1445,268
"WestAfrica",71,7,"obv_20",0.2,1659,316
"WestAfrica",71,8,"obv_20",0.2,396,77
"WestAfrica",71,9,"obv_20",0.2,293,67
"WestAfrica",71,10,"obv_20",0.2,256,46
"WestAfrica",72,1,"obv_20",0.2,391,78
"WestAfrica",72,2,"obv_20",0.2,59,10
"WestAfrica",72,3,"obv_20",0.2,429,68
"WestAfrica",72,4,"obv_20",0.2,1352,280
"WestAfrica",72,5,"obv_20",0.2,943,173
"WestAfrica",72,6,"obv_20",0.2,627,154
"WestAfrica",72,7,"obv_20",0.2,429,77
"WestAfrica",72,8,"obv_20",0.2,1725,358
"WestAfrica",72,9,"obv_20",0.2,1748,336
"WestAfrica",72,10,"obv_20",0.2,901,183
"WestAfrica",73,1,"obv_20",0.2,176,34
"WestAfrica",73,2,"obv_20",0.2,1093,220
"WestAfrica",73,3,"obv_20",0.2,2155,436
"WestAfrica",73,4,"obv_20",0.2,1339,243
"WestAfrica",73,5,"obv_20",0.2,1534,282
"WestAfrica",73,6,"obv_20",0.2,2140,424
"WestAfrica",73,7,"obv_20",0.2,17,3
"WestAfrica",73,8,"obv_20",0.2,1106,226
"WestAfrica",73,9,"obv_20",0.2,175,31
"WestAfrica",73,10,"obv_20",0.2,807,181
"WestAfrica",74,1,"obv_20",0.2,909,173
"WestAfrica",74,2,"obv_20",0.2,1012,221
"WestAfrica",74,3,"obv_20",0.2,192,37
"WestAfrica",74,4,"obv_20",0.2,489,101
"WestAfrica",74,5,"obv_20",0.2,1900,415
