"scenario","policy","dpc","stockpile_doses","deaths_averted_med","deaths_averted_lo","deaths_averted_hi"
"WestAfrica","A",0,20,0,0,0
"WestAfrica","A",0,40,0.823423366503537,0,0.823423366503537
"WestAfrica","A",0,60,0.823423366503537,0,0.823423366503537
"WestAfrica","A",0,80,0.823423366503537,0.823423366503537,1.64684673300707
"WestAfrica","A",0,100,0.823423366503537,0.823423366503537,1.64684673300707
"WestAfrica","A",0,120,1.64684673300707,0.823423366503537,1.64684673300707
"WestAfrica","A",0,140,1.64684673300707,0.823423366503537,2.47027009951061
"WestAfrica","A",0,160,1.64684673300707,0.823423366503537,2.47027009951061
"WestAfrica","A",0,180,1.64684673300707,1.64684673300707,2.47027009951061
"WestAfrica","A",0,200,2.47027009951061,1.64684673300707,3.29369346601415
"WestAfrica","A",0,220,2.47027009951061,1.64684673300707,3.29369346601415
"WestAfrica","A",0,240,2.47027009951061,1.64684673300707,3.29369346601415
"WestAfrica","A",0,260,2.47027009951061,1.64684673300707,4.11711683251769
"WestAfrica","A",0,280,3.29369346601415,1.64684673300707,4.11711683251769
"WestAfrica","A",0,300,3.29369346601415,2.47027009951061,4.11711683251769
"WestAfrica","A",0,320,3.29369346601415,2.47027009951061,4.94054019902122
"WestAfrica","A",0,340,3.29369346601415,2.47027009951061,4.94054019902122
"WestAfrica","A",0,360,4.11711683251769,2.47027009951061,4.94054019902122
"WestAfrica","A",0,380,4.11711683251769,2.47027009951061,5.76396356552476
"WestAfrica","A",0,400,4.11711683251769,2.47027009951061,5.76396356552476
"WestAfrica","A",0,420,4.11711683251769,3.29369346601415,5.76396356552476
"WestAfrica","A",0,440,4.94054019902122,3.29369346601415,6.5873869320283
"WestAfrica","A",0,460,4.94054019902122,3.29369346601415,6.5873869320283
"WestAfrica","A",0,480,4.94054019902122,3.29369346601415,6.5873869320283
"WestAfrica","A",0,500,4.94054019902122,3.29369346601415,7.41081029853183
"WestAfrica","A",0,520,5.76396356552476,3.29369346601415,7.41081029853183
"WestAfrica","A",0,540,5.76396356552476,4.11711683251769,7.41081029853183
"WestAfrica","A",0,560,5.76396356552476,4.11711683251769,8.23423366503537
"WestAfrica","A",0,580,5.76396356552476,4.11711683251769,8.23423366503537
"WestAfrica","A",0,600,6.5873869320283,4.11711683251769,8.23423366503537
"WestAfrica","A",0,620,6.5873869320283,4.11711683251769,9.05765703153891
"WestAfrica","A",0,640,6.5873869320283,4.11711683251769,9.05765703153891
"WestAfrica","A",0,660,6.5873869320283,4.94054019902122,9.05765703153891
"WestAfrica","A",0,680,7.41081029853183,4.94054019902122,9.88108039804245
"WestAfrica","A",0,700,7.41081029853183,4.94054019902122,9.88108039804245
"WestAfrica","A",0,720,7.41081029853183,4.94054019902122,9.88108039804245
"WestAfrica","A",0,740,7.41081029853183,4.94054019902122,9.88108039804245
"WestAfrica","A",0,760,8.23423366503537,4.94054019902122,10.704503764546
"WestAfrica","A",0,780,8.23423366503537,5.76396356552476,10.704503764546
"WestAfrica","A",0,800,8.23423366503537,5.76396356552476,10.704503764546
"WestAfrica","A",0,820,9.05765703153891,5.76396356552476,11.5279271310495
"WestAfrica","A",0,840,9.05765703153891,5.76396356552476,11.5279271310495
"WestAfrica","A",0,860,9.05765703153891,5.76396356552476,12.3513504975531
"WestAfrica","A",0,880,9.05765703153891,5.76396356552476,12.3513504975531
"WestAfrica","A",0,900,9.05765703153891,6.5873869320283,12.3513504975531
"WestAfrica","A",0,920,9.88108039804245,6.5873869320283,12.3513504975531
"WestAfrica","A",0,940,9.88108039804245,6.5873869320283,13.1747738640566
"WestAfrica","A",0,960,9.88108039804245,6.5873869320283,13.1747738640566
"WestAfrica","A",0,980,9.88108039804245,6.5873869320283,13.1747738640566
"WestAfrica","A",0,1000,10.704503764546,6.5873869320283,13.9981972305601
"WestAfrica","A",0,1020,10.704503764546,7.41081029853183,13.9981972305601
"WestAfrica","A",0,1040,10.704503764546,7.41081029853183,13.9981972305601
"WestAfrica","A",0,1060,10.704503764546,7.41081029853183,14.8216205970637
"WestAfrica","A",0,1080,11.5279271310495,7.41081029853183,14.8216205970637
"WestAfrica","A",0,1100,11.5279271310495,7.41081029853183,15.6450439635672
"WestAfrica","A",0,1120,11.5279271310495,7.41081029853183,15.6450439635672
"WestAfrica","A",0,1140,11.5279271310495,8.23423366503537,15.6450439635672
"WestAfrica","A",0,1160,11.5279271310495,8.23423366503537,15.6450439635672
"WestAfrica","A",0,1180,12.3513504975531,8.23423366503537,16.4684673300707
"WestAfrica","A",0,1200,12.3513504975531,8.23423366503537,16.4684673300707
"WestAfrica","A",0,1220,12.3513504975531,8.23423366503537,16.4684673300707
"WestAfrica","A",0,1240,13.1747738640566,9.05765703153891,17.2918906965743
"WestAfrica","A",0,1260,13.1747738640566,9.05765703153891,17.2918906965743
"WestAfrica","A",0,1280,13.1747738640566,9.05765703153891,17.2918906965743
"WestAfrica","A",0,1300,13.1747738640566,9.05765703153891,18.1153140630778
"WestAfrica","A",0,1320,13.1747738640566,9.05765703153891,18.1153140630778
"WestAfrica","A",0,1340,13.9981972305601,9.05765703153891,18.1153140630778
"WestAfrica","A",0,1360,13.9981972305601,9.05765703153891,18.1153140630778
"WestAfrica","A",0,1380,13.9981972305601,9.88108039804245,18.9387374295814
"WestAfrica","A",0,1400,13.9981972305601,9.88108039804245,18.9387374295814
"WestAfrica","A",0,1420,14.8216205970637,9.88108039804245,18.9387374295814
"WestAfrica","A",0,1440,14.8216205970637,9.88108039804245,19.7621607960849
"WestAfrica","A",0,1460,14.8216205970637,9.88108039804245,19.7621607960849
"WestAfrica","A",0,1480,14.8216205970637,9.88108039804245,19.7621607960849
"WestAfrica","A",0,1500,15.6450439635672,10.704503764546,20.5855841625884
"WestAfrica","A",0,1520,15.6450439635672,10.704503764546,20.5855841625884
"WestAfrica","A",0,1540,15.6450439635672,10.704503764546,20.5855841625884
"WestAfrica","A",0,1560,15.6450439635672,10.704503764546,21.409007529092
"WestAfrica","A",0,1580,16.4684673300707,10.704503764546,21.409007529092
"WestAfrica","A",0,1600,16.4684673300707,10.704503764546,21.409007529092
"WestAfrica","A",0,1620,16.4684673300707,11.5279271310495,21.6148633707178
"WestAfrica","A",0,1640,16.4684673300707,11.5279271310495,22.2324308955955
"WestAfrica","A",0,1660,17.2918906965743,11.5279271310495,22.2324308955955
"WestAfrica","A",0,1680,17.2918906965743,11.5279271310495,22.2324308955955
"WestAfrica","A",0,1700,17.2918906965743,11.5279271310495,23.055854262099
"WestAfrica","A",0,1720,17.2918906965743,11.5279271310495,23.055854262099
"WestAfrica","A",0,1740,17.2918906965743,12.3513504975531,23.055854262099
"WestAfrica","A",0,1760,18.1153140630778,12.3513504975531,23.8792776286026
"WestAfrica","A",0,1780,18.1153140630778,12.3513504975531,23.8792776286026
"WestAfrica","A",0,1800,18.1153140630778,12.3513504975531,23.8792776286026
"WestAfrica","A",0,1820,18.1153140630778,12.3513504975531,24.7027009951061
"WestAfrica","A",0,1840,18.9387374295814,12.3513504975531,24.7027009951061
"WestAfrica","A",0,1860,18.9387374295814,12.3513504975531,24.7027009951061
"WestAfrica","A",0,1880,18.9387374295814,13.1747738640566,25.5261243616097
"WestAfrica","A",0,1900,18.9387374295814,13.1747738640566,25.5261243616097
"WestAfrica","A",0,1920,18.9387374295814,13.1747738640566,25.5261243616097
"WestAfrica","A",0,1940,19.7621607960849,13.1747738640566,25.5261243616097
"WestAfrica","A",0,1960,19.7621607960849,13.1747738640566,26.3495477281132
"WestAfrica","A",0,1980,19.7621607960849,13.7923413889342,26.3495477281132
"WestAfrica","A",0,2000,19.7621607960849,13.9981972305601,26.3495477281132
"WestAfrica","A",0,2020,20.5855841625884,13.9981972305601,27.1729710946167
"WestAfrica","A",0,2040,20.5855841625884,13.9981972305601,27.1729710946167
"WestAfrica","A",0,2060,20.5855841625884,13.9981972305601,27.1729710946167
"WestAfrica","A",0,2080,20.5855841625884,13.9981972305601,27.9963944611203
"WestAfrica","A",0,2100,21.409007529092,14.8216205970637,27.9963944611203
"WestAfrica","A",0,2120,21.409007529092,14.8216205970637,27.9963944611203
"WestAfrica","A",0,2140,21.409007529092,14.8216205970637,28.8198178276238
"WestAfrica","A",0,2160,21.409007529092,14.8216205970637,28.8198178276238
"WestAfrica","A",0,2180,22.2324308955955,14.8216205970637,28.8198178276238
"WestAfrica","A",0,2200,22.2324308955955,14.8216205970637,28.8198178276238
"WestAfrica","A",0,2220,22.2324308955955,14.8216205970637,29.6432411941273
"WestAfrica","A",0,2240,22.2324308955955,15.6450439635672,29.6432411941273
"WestAfrica","A",0,2260,23.055854262099,15.6450439635672,30.4666645606309
"WestAfrica","A",0,2280,23.055854262099,15.6450439635672,30.4666645606309
"WestAfrica","A",0,2300,23.055854262099,15.6450439635672,30.4666645606309
"WestAfrica","A",0,2320,23.055854262099,15.6450439635672,30.4666645606309
"WestAfrica","A",0,2340,23.8792776286026,15.6450439635672,31.2900879271344
"WestAfrica","A",0,2360,23.8792776286026,16.4684673300707,31.2900879271344
"WestAfrica","A",0,2380,23.8792776286026,16.4684673300707,31.2900879271344
"WestAfrica","A",0,2400,24.7027009951061,16.4684673300707,32.1135112936379
"WestAfrica","A",0,2420,24.7027009951061,16.4684673300707,32.1135112936379
"WestAfrica","A",0,2440,24.7027009951061,16.4684673300707,32.1135112936379
"WestAfrica","A",0,2460,24.7027009951061,16.4684673300707,32.3193671352638
"WestAfrica","A",0,2480,24.7027009951061,17.2918906965743,32.9369346601415
"WestAfrica","A",0,2500,25.5261243616097,17.2918906965743,32.9369346601415
"WestAfrica","A",0,2520,25.5261243616097,17.2918906965743,32.9369346601415
"WestAfrica","A",0,2540,25.5261243616097,17.2918906965743,33.760358026645
"WestAfrica","A",0,2560,25.5261243616097,17.2918906965743,33.760358026645
"WestAfrica","A",0,2580,25.5261243616097,17.2918906965743,33.9662138682709
"WestAfrica","A",0,2600,26.3495477281132,17.2918906965743,34.5837813931486
"WestAfrica","A",0,2620,26.3495477281132,18.1153140630778,34.5837813931486
"WestAfrica","A",0,2640,26.3495477281132,18.1153140630778,34.5837813931486
"WestAfrica","A",0,2660,26.3495477281132,18.1153140630778,35.4072047596521
"WestAfrica","A",0,2680,27.1729710946167,18.1153140630778,35.4072047596521
"WestAfrica","A",0,2700,27.1729710946167,18.1153140630778,35.4072047596521
"WestAfrica","A",0,2720,27.1729710946167,18.1153140630778,36.2306281261556
"WestAfrica","A",0,2740,27.1729710946167,18.9387374295814,36.2306281261556
"WestAfrica","A",0,2760,27.9963944611203,18.9387374295814,36.2306281261556
"WestAfrica","A",0,2780,27.9963944611203,18.9387374295814,37.0540514926592
"WestAfrica","A",0,2800,27.9963944611203,18.9387374295814,37.0540514926592
"WestAfrica","A",0,2820,27.9963944611203,18.9387374295814,37.0540514926592
"WestAfrica","A",0,2840,27.9963944611203,18.9387374295814,37.8774748591627
"WestAfrica","A",0,2860,28.8198178276238,19.7621607960849,37.8774748591627
"WestAfrica","A",0,2880,28.8198178276238,19.7621607960849,37.8774748591627
"WestAfrica","A",0,2900,28.8198178276238,19.7621607960849,38.7008982256662
"WestAfrica","A",0,2920,28.8198178276238,19.7621607960849,38.7008982256662
"WestAfrica","A",0,2940,29.6432411941273,19.7621607960849,38.7008982256662
"WestAfrica","A",0,2960,29.6432411941273,19.7621607960849,38.7008982256662
"WestAfrica","A",0,2980,29.6432411941273,20.3797283209625,39.5243215921698
"WestAfrica","A",0,3000,29.6432411941273,20.5855841625884,39.5243215921698
"WestAfrica","A",0,3020,30.4666645606309,20.5855841625884,39.5243215921698
"WestAfrica","A",0,3040,30.4666645606309,20.5855841625884,40.3477449586733
"WestAfrica","A",0,3060,30.4666645606309,20.5855841625884,40.3477449586733
"WestAfrica","A",0,3080,30.8783762438826,20.5855841625884,40.3477449586733
"WestAfrica","A",0,3100,31.2900879271344,20.5855841625884,41.1711683251769
"WestAfrica","A",0,3120,31.2900879271344,21.409007529092,41.1711683251769
"WestAfrica","A",0,3140,31.2900879271344,21.409007529092,41.1711683251769
"WestAfrica","A",0,3160,31.2900879271344,21.409007529092,41.1711683251769
"WestAfrica","A",0,3180,31.2900879271344,21.409007529092,41.9945916916804
"WestAfrica","A",0,3200,32.1135112936379,21.409007529092,41.9945916916804
"WestAfrica","A",0,3220,32.1135112936379,21.409007529092,41.9945916916804
"WestAfrica","A",0,3240,32.1135112936379,21.409007529092,42.2004475333063
"WestAfrica","A",0,3260,32.1135112936379,22.2324308955955,42.8180150581839
"WestAfrica","A",0,3280,32.9369346601415,22.2324308955955,42.8180150581839
"WestAfrica","A",0,3300,32.9369346601415,22.2324308955955,42.8180150581839
"WestAfrica","A",0,3320,32.9369346601415,22.2324308955955,43.6414384246875
"WestAfrica","A",0,3340,32.9369346601415,22.2324308955955,43.6414384246875
"WestAfrica","A",0,3360,33.760358026645,22.2324308955955,43.6414384246875
"WestAfrica","A",0,3380,33.760358026645,22.2324308955955,44.464861791191
"WestAfrica","A",0,3400,33.760358026645,23.055854262099,44.464861791191
"WestAfrica","A",0,3420,33.760358026645,23.055854262099,44.464861791191
"WestAfrica","A",0,3440,33.760358026645,23.055854262099,44.6707176328169
"WestAfrica","A",0,3460,34.5837813931486,23.055854262099,45.2882851576945
"WestAfrica","A",0,3480,34.5837813931486,23.055854262099,45.2882851576945
"WestAfrica","A",0,3500,34.5837813931486,23.055854262099,46.1117085241981
"WestAfrica","A",0,3520,34.5837813931486,23.8792776286026,46.1117085241981
"WestAfrica","A",0,3540,34.5837813931486,23.8792776286026,46.1117085241981
"WestAfrica","A",0,3560,35.4072047596521,23.8792776286026,46.1117085241981
"WestAfrica","A",0,3580,35.4072047596521,23.8792776286026,46.9351318907016
"WestAfrica","A",0,3600,35.4072047596521,23.8792776286026,46.9351318907016
"WestAfrica","A",0,3620,35.4072047596521,23.8792776286026,46.9351318907016
"WestAfrica","A",0,3640,36.2306281261556,23.8792776286026,46.9351318907016
"WestAfrica","A",0,3660,36.2306281261556,24.7027009951061,47.7585552572052
"WestAfrica","A",0,3680,36.2306281261556,24.7027009951061,47.7585552572052
"WestAfrica","A",0,3700,36.2306281261556,24.7027009951061,47.7585552572052
"WestAfrica","A",0,3720,36.2306281261556,24.7027009951061,48.5819786237087
