"scenario","policy","dpc","supply_ratio","pct_averted_med","pct_averted_lo","pct_averted_hi"
"WestAfrica","A",0,1.65,44.5469994822526,34.3127110265329,58.2043788433379
"WestAfrica","A",0,1.7,45.5728725178729,35.0638415760722,59.4745492137405
"WestAfrica","A",0,1.75,46.6121688375881,35.8997380466479,60.5520105066696
"WestAfrica","A",0,1.8,47.6316816369937,36.8456868389521,61.6859278562497
"WestAfrica","A",0,1.85,48.707085213836,37.715576177857,62.7659688958743
"WestAfrica","A",0,1.9,49.7770770972654,38.5641909048613,64.028310661961
"WestAfrica","A",0,1.95,50.7269647128637,39.4851781781177,65.0996445220551
"WestAfrica","A",0,2,51.5999358106283,40.3906094184493,65.9481470804776
"WestAfrica","A",0,2.05,52.6017855010271,41.3009500546632,67.1432244632842
"WestAfrica","A",0,2.1,53.4533295969942,42.2337388275969,68.1653040476692
"WestAfrica","A",0,2.15,54.4968776239714,43.1863659943888,68.9753972446759
"WestAfrica","A",0,2.2,55.2953347012369,43.9308848005594,69.6933536580886
"WestAfrica","A",0,2.25,56.1160479083083,44.6734685184729,70.3245215756648
"WestAfrica","A",0,2.3,56.8685866035948,45.3898182399278,71.3401816120935
"WestAfrica","A",0,2.35,57.632356898173,46.2866837368431,72.3342232986067
"WestAfrica","A",0,2.4,58.6611051487258,47.2660589380916,73.264178536499
"WestAfrica","A",0,2.45,59.5716740104516,47.895961329106,74.2125939428518
"WestAfrica","A",0,2.5,60.464923380236,48.5872851188885,75.0689079996053
"WestAfrica","A",0,2.55,61.3341910980802,49.3058477955472,75.6180144327527
"WestAfrica","A",0,2.6,62.1031267213914,49.981336862833,76.401452317119
"WestAfrica","A",0,2.65,62.8952318629198,50.6445421053506,77.1697216322999
"WestAfrica","A",0,2.7,63.6582380600556,51.4280744373001,77.5845281230237
"WestAfrica","A",0,2.75,64.2086115620476,52.1885057956499,78.1598623789397
"WestAfrica","A",0,2.8,64.7198673168033,52.9189009667675,78.8504001359088
"WestAfrica","A",0,2.85,65.4035323395125,53.5858952108752,79.6352318176993
"WestAfrica","A",0,2.9,66.0326490591442,54.2746869438645,80.3021994625445
"WestAfrica","A",0,2.95,66.7842407905427,54.8985669569097,80.562981822826
"WestAfrica","A",0,3,67.5357736721871,55.5241655301903,80.8237048519897
"WestAfrica","A",0,3.05,68.2467846849048,56.1868448474298,81.2465518498738
"WestAfrica","A",0,3.1,68.9492312220002,56.5507218778955,81.5895531577465
"WestAfrica","A",0,3.15,69.5390219417377,57.2714554139008,81.8191396601886
"WestAfrica","A",0,3.2,70.0711948887251,57.9111662171604,81.9883634196536
"WestAfrica","A",0,3.25,70.3755666688424,58.6341739780694,82.2261165642667
"WestAfrica","A",0,3.3,70.6632384835,59.4206547833967,82.3423366503537
"WestAfrica","A",0,3.35,70.9349902902107,60.082160347883,82.3423366503537
"WestAfrica","A",0,3.4,71.4195201916581,60.6640348812357,82.3423366503537
"WestAfrica","A",0,3.45,72.0096850714415,61.0022508010452,82.3423366503537
"WestAfrica","A",0,3.5,72.6856930088035,61.3563298888552,82.3423366503537
"WestAfrica","A",5,0,1.24601091616355,0.740334515723675,1.70547886557421
"WestAfrica","A",5,0.05,1.41081117706374,0.873521776597234,1.86173122428132
"WestAfrica","A",5,0.1,2.34744644519043,1.59953011583801,3.16339577697254
"WestAfrica","A",5,0.15,3.44675268808206,2.3759442605466,4.40634015668205
"WestAfrica","A",5,0.2,4.5323713743305,3.14493893898103,5.86962229846908
"WestAfrica","A",5,0.25,5.57058790867995,3.94035152640612,7.23043505688356
"WestAfrica","A",5,0.3,6.65479138290321,4.63848031000996,8.61711852192257
"WestAfrica","A",5,0.35,7.65206065410914,5.34407907433362,9.97852637647798
"WestAfrica","A",5,0.4,8.6889927314395,6.11718804852404,11.2164063752279
"WestAfrica","A",5,0.45,9.59877599371503,6.89527508920167,12.5154011527648
"WestAfrica","A",5,0.5,10.5170871949879,7.64390257719686,13.7515538085278
"WestAfrica","A",5,0.55,11.5519772123179,8.42297198190513,14.9756531686989
