"scenario","policy","dpc","supply_ratio","pct_averted_med","pct_averted_lo","pct_averted_hi"
"WestAfrica","A",5,0.6,12.5340773389771,9.14092843050423,16.1862066135813
"WestAfrica","A",5,0.65,13.3764210981661,9.83739704834744,17.3768542991021
"WestAfrica","A",5,0.7,14.259231938514,10.534512032764,18.5621592694989
"WestAfrica","A",5,0.75,15.1738919664175,11.2010437755926,19.7296905792779
"WestAfrica","A",5,0.8,16.0481949216531,11.9154592455953,20.7831218819983
"WestAfrica","A",5,0.85,16.8416923944072,12.5835554402086,21.8752225219904
"WestAfrica","A",5,0.9,17.7313538774109,13.2518223482109,23.0295884565643
"WestAfrica","A",5,0.95,18.6100790084782,13.9351531760435,24.171359771346
"WestAfrica","A",5,1,19.4074130150368,14.608166447959,25.3323961234154
"WestAfrica","A",5,1.05,20.2562479182295,15.2532895660356,26.2757137231827
"WestAfrica","A",5,1.1,21.086891464683,15.8258721445363,27.1407465290356
"WestAfrica","A",5,1.15,21.8709906046778,16.520068954133,28.1586431730208
"WestAfrica","A",5,1.2,22.6060222785338,17.1273401166183,29.1454002037461
"WestAfrica","A",5,1.25,23.360922614902,17.6899774831653,30.1241885436505
"WestAfrica","A",5,1.3,24.1492403140336,18.230642398027,31.108040736683
"WestAfrica","A",5,1.35,24.7989374634663,18.8559614993143,32.0792234287935
"WestAfrica","A",5,1.4,25.5063722818477,19.4421672531928,33.0285374824585
"WestAfrica","A",5,1.45,26.1550502341076,19.9887835182049,34.0187137062915
"WestAfrica","A",5,1.5,26.7674541483867,20.5108416095033,35.0120556091189
"WestAfrica","A",5,1.55,27.4096159108454,21.1047108753696,35.912068127816
"WestAfrica","A",5,1.6,28.1195799952302,21.679946356988,36.8044117237338
"WestAfrica","A",5,1.65,28.8393076639237,22.2137257633194,37.6809663582243
"WestAfrica","A",5,1.7,29.503448199588,22.7000006026061,38.5032626862235
"WestAfrica","A",5,1.75,30.1762788428772,23.2411521003568,39.2008009735134
"WestAfrica","A",5,1.8,30.8363018215535,23.8535504340862,39.9348883798499
"WestAfrica","A",5,1.85,31.5325079628402,24.4167085944521,40.6340967708394
"WestAfrica","A",5,1.9,32.2252106248099,24.9660937715607,41.4513249341796
"WestAfrica","A",5,1.95,32.8401589156214,25.5623322530903,42.1448963791955
"WestAfrica","A",5,2,33.4053121776312,26.148499905501,42.6942089394214
"WestAfrica","A",5,2.05,34.0539002259897,26.7378458545408,43.4678907749103
"WestAfrica","A",5,2.1,34.605181848959,27.3417245157469,44.1295754659935
"WestAfrica","A",5,2.15,35.2807650074626,27.9584463661841,44.6540221675998
"WestAfrica","A",5,2.2,35.7976785948047,28.4404408251215,45.1188203837837
"WestAfrica","A",5,2.25,36.3290005908463,28.921182526157,45.5274325456383
"WestAfrica","A",5,2.3,36.8161870504197,29.3849405851086,46.1849612818709
"WestAfrica","A",5,2.35,37.3106447415305,29.9655628559532,46.8284945020947
"WestAfrica","A",5,2.4,37.9766466642466,30.5996011318302,47.4305387594175
"WestAfrica","A",5,2.45,38.5661403643321,31.0073940037147,48.0445339558371
"WestAfrica","A",5,2.5,39.1444215885497,31.4549505103403,48.5989036064686
"WestAfrica","A",5,2.55,39.7071773172989,31.9201412156363,48.9543899366329
"WestAfrica","A",5,2.6,40.2049789935545,32.3574464721404,49.4615802400296
"WestAfrica","A",5,2.65,40.7177803975596,32.7867992962494,49.9589505546808
"WestAfrica","A",5,2.7,41.2117434191868,33.2940507441214,50.2274923677324
"WestAfrica","A",5,2.75,41.5680500377806,33.7863468393833,50.599958343192
"WestAfrica","A",5,2.8,41.8990321954503,34.2591977900853,51.0470059795816
"WestAfrica","A",5,2.85,42.3416304884472,34.6910035781171,51.5550986142959
"WestAfrica","A",5,2.9,42.7489147240825,35.1369208550363,51.9868871822158
"WestAfrica","A",5,2.95,43.2354881281588,35.5408148961771,52.1557152247078
"WestAfrica","A",5,3,43.7220234334588,35.9458215170189,52.3245048567933
"WestAfrica","A",5,3.05,44.1823252626846,36.3748338620592,52.5982520184087
"WestAfrica","A",5,3.1,44.6370825311023,36.6104044224875,52.8203078327584
"WestAfrica","A",5,3.15,45.0189074850055,37.0770005216669,52.9689399708679
"WestAfrica","A",5,3.2,45.3634312358072,37.4911432672067,53.078493838019
"WestAfrica","A",5,3.25,45.560478657924,37.959211678157,53.2324129833094
"WestAfrica","A",5,3.3,45.746714679779,38.4683719399079,53.3076527718103
"WestAfrica","A",5,3.35,45.9226442385157,38.896624408477,53.3076527718103
"WestAfrica","A",5,3.4,46.2363243306121,39.273324497915,53.3076527718103
"WestAfrica","A",5,3.45,46.618391512203,39.4922822971291,53.3076527718103
"WestAfrica","A",5,3.5,47.0560326803047,39.7215097618157,53.3076527718103
"WestAfrica","B",0,0,4.38426190034068,3.52434646082552,6.11451461503295
"WestAfrica","B",0,0.05,4.63645023526353,4.45194821313377,6.11451461503295
"WestAfrica","B",0,0.1,8.7902761435838,8.44107639585897,9.00486944973133
"WestAfrica","B",0,0.15,12.8991608550544,12.2416683382281,13.2849096647883
"WestAfrica","B",0,0.2,16.8169835650855,15.9451345510957,17.4382124705338
"WestAfrica","B",0,0.25,20.5471143498738,19.5721806363468,21.5476759357665
"WestAfrica","B",0,0.3,24.2244152946575,22.9834159394498,25.537426539328
"WestAfrica","B",0,0.35,27.649987879677,26.1645417976177,29.4070382389356
"WestAfrica","B",0,0.4,30.9967344415638,29.2474285579049,33.0609275483378
"WestAfrica","B",0,0.45,34.2286516813812,32.3427620480685,36.4966601002743
"WestAfrica","B",0,0.5,37.3729552354922,35.2194005822092,40.0209298550535
"WestAfrica","B",0,0.55,40.4713839488555,38.0161490901615,43.3168441671039
"WestAfrica","B",0,0.6,43.4918159672094,40.6107139175592,46.626993381485
"WestAfrica","B",0,0.65,46.3743522870132,43.1096640911933,49.9979065488986
"WestAfrica","B",0,0.7,49.2502239817767,45.7493447738446,53.2359194472504
"WestAfrica","B",0,0.75,51.9270327013367,48.029028986304,56.2444781758896
"WestAfrica","B",0,0.8,54.3845644126931,50.3542467415911,58.9154047944298
"WestAfrica","B",0,0.85,56.9030065349609,52.6475348889739,61.6350379195142
"WestAfrica","B",0,0.9,59.2952763181895,54.6779582527343,64.1373772805242
"WestAfrica","B",0,0.95,61.6166370421354,56.4326869640747,66.337101343679
"WestAfrica","B",0,1,63.6224768440436,58.4428558564555,68.4605216810174
"WestAfrica","B",0,1.05,65.4808913682797,60.5809889779382,70.7240359299331
"WestAfrica","B",0,1.1,67.452820004987,62.4670648625968,72.8685200589711
"WestAfrica","B",0,1.15,69.4397344897993,64.0312162074197,75.1269264916298
"WestAfrica","B",0,1.2,71.2020808128319,65.7838076817592,76.9847649772492
"WestAfrica","B",0,1.25,72.6563485879584,67.2287546341348,78.8836160272571
"WestAfrica","B",0,1.3,74.0970196496683,69.0457451433928,80.1253227077699
"WestAfrica","B",0,1.35,75.3968016970308,70.1614177274406,81.096686155136
"WestAfrica","B",0,1.4,76.8178101989965,71.054157119796,81.777440394119
"WestAfrica","B",0,1.45,78.0630358180671,72.2153518671145,82.2853120955189
"WestAfrica","B",0,1.5,79.1230068541318,73.6779826924202,82.3423366503537
"WestAfrica","B",0,1.55,80.0909333394493,74.8215633848376,82.3423366503537
"WestAfrica","B",0,1.6,80.9539645260285,75.7398712118402,82.3423366503537
"WestAfrica","B",0,1.65,81.6882388739895,76.6337877347222,82.3423366503537
"WestAfrica","B",0,1.7,82.1521327256279,77.2266545484249,82.3423366503537
"WestAfrica","B",0,1.75,82.3365542883637,78.1344950329756,82.3423366503537
"WestAfrica","B",0,1.8,82.3423366503537,79.0070072691062,82.3423366503537
"WestAfrica","B",0,1.85,82.3423366503537,79.6836981653235,82.3423366503537
"WestAfrica","B",0,1.9,82.3423366503537,80.0294244047523,82.3423366503537
"WestAfrica","B",0,1.95,82.3423366503537,80.5679321794454,82.3423366503537
"WestAfrica","B",0,2,82.3423366503537,81.0493608724656,82.3423366503537
"WestAfrica","B",0,2.05,82.3423366503537,81.4192165604402,82.3423366503537
"WestAfrica","B",0,2.1,82.3423366503537,81.9307773019546,82.3423366503537
"WestAfrica","B",0,2.15,82.3423366503537,82.24504835502,82.3423366503537
"WestAfrica","B",0,2.2,82.3423366503537,82.3423366503537,82.3423366503537
"WestAfrica","B",0,2.25,82.3423366503537,82.3423366503537,82.3423366503537
"WestAfrica","B",0,2.3,82.3423366503537,82.3423366503537,82.3423366503537
"WestAfrica","B",0,2.35,82.3423366503537,82.3423366503537,82.3423366503537
"WestAfrica","B",0,2.4,82.3423366503537,82.3423366503537,82.3423366503537
"WestAfrica","B",0,2.45,82.3423366503537,82.3423366503537,82.3423366503537
"WestAfrica","B",0,2.5,82.3423366503537,82.3423366503537,82.3423366503537
"WestAfrica","B",0,2.55,82.3423366503537,82.3423366503537,82.3423366503537
"WestAfrica","B",0,2.6,82.3423366503537,82.3423366503537,82.3423366503537
"WestAfrica","B",0,2.65,82.3423366503537,82.3423366503537,82.3423366503537
"WestAfrica","B",0,2.7,82.3423366503537,82.3423366503537,82.3423366503537
"WestAfrica","B",0,2.75,82.3423366503537,82.3423366503537,82.3423366503537
"WestAfrica","B",0,2.8,82.3423366503537,82.3423366503537,82.3423366503537
"WestAfrica","B",0,2.85,82.3423366503537,82.3423366503537,82.3423366503537
"WestAfrica","B",0,2.9,82.3423366503537,82.3423366503537,82.3423366503537
"WestAfrica","B",0,2.95,82.3423366503537,82.3423366503537,82.3423366503537
"WestAfrica","B",0,3,82.3423366503537,82.3423366503537,82.3423366503537
"WestAfrica","B",0,3.05,82.3423366503537,82.3423366503537,82.3423366503537
"WestAfrica","B",0,3.1,82.3423366503537,82.3423366503537,82.3423366503537
"WestAfrica","B",0,3.15,82.3423366503537,82.3423366503537,82.3423366503537
"WestAfrica","B",0,3.2,82.3423366503537,82.3423366503537,82.3423366503537
"WestAfrica","B",0,3.25,82.3423366503537,82.3423366503537,82.3423366503537
"WestAfrica","B",0,3.3,82.3423366503537,82.3423366503537,82.3423366503537
"WestAfrica","B",0,3.35,82.3423366503537,82.3423366503537,82.3423366503537
"WestAfrica","B",0,3.4,82.3423366503537,82.3423366503537,82.3423366503537
"WestAfrica","B",0,3.45,82.3423366503537,82.3423366503537,82.3423366503537
"WestAfrica","B",0,3.5,82.3423366503537,82.3423366503537,82.3423366503537
"WestAfrica","B",5,0,2.83832983798419,2.28162868609144,3.95847913996421
"WestAfrica","B",5,0.05,3.00159418944719,2.88214931902588,3.95847913996421
"WestAfrica","B",5,0.1,5.69074193777424,5.46467331187693,5.82966762189518
"WestAfrica","B",5,0.15,8.35079517877651,7.92514071944451,8.60052532298839
"WestAfrica","B",5,0.2,10.8871566805721,10.3227298450238,11.2893344196381
"WestAfrica","B",5,0.25,13.3020081987319,12.6708453001502,13.949762340372
"WestAfrica","B",5,0.3,15.6826581763293,14.8792468886662,16.5326892826069
"WestAfrica","B",5,0.35,17.9003415860467,16.9386777910307,19.037839430584
"WestAfrica","B",5,0.4,20.0669937712267,18.9345096272104,21.4033329360613
"WestAfrica","B",5,0.45,22.1593065354245,20.9383993590169,23.6275938126156
"WestAfrica","B",5,0.5,24.1948990251477,22.8007080372262,25.9091728399355
"WestAfrica","B",5,0.55,26.200792575285,24.6112966653466,28.042916705603
"WestAfrica","B",5,0.6,28.1561918000965,26.2909934840095,30.1858761128929
"WestAfrica","B",5,0.65,30.0223186491646,27.9087902768768,32.3681735307502
"WestAfrica","B",5,0.7,31.8841308827876,29.6176946750693,34.4644325668392
"WestAfrica","B",5,0.75,33.6170716221885,31.0935407509851,36.4121451357806
"WestAfrica","B",5,0.8,35.2080544928954,32.5988648134297,38.1412778584128
"WestAfrica","B",5,0.85,36.8384701896204,34.0835179486145,39.9019427143826
"WestAfrica","B",5,0.9,38.3872031030712,35.3979949000607,41.5219336352181
"WestAfrica","B",5,0.95,39.8900301597733,36.5339897316144,42.9460142640006
"WestAfrica","B",5,1,41.1885919449463,37.835354129163,44.3206965797586
"WestAfrica","B",5,1.05,42.391711994657,39.2195613627261,45.7860743736583
"WestAfrica","B",5,1.1,43.6683200110501,40.4405891164998,47.1743931896622
"WestAfrica","B",5,1.15,44.9546297242832,41.4532059569284,48.6364642314521
"WestAfrica","B",5,1.2,46.0955561258597,42.5878171613885,49.8392113591908
"WestAfrica","B",5,1.25,47.0370353787848,43.5232622015019,51.0685096346214
"WestAfrica","B",5,1.3,47.9697122475763,44.6995647342864,51.8723788380214
"WestAfrica","B",5,1.35,48.8111788961856,45.4218406513519,52.5012303799359
"WestAfrica","B",5,1.4,49.7311264090942,45.9997917209879,52.941944258979
"WestAfrica","B",5,1.45,50.5372737401548,46.7515382575642,53.2707356123968
"WestAfrica","B",5,1.5,51.2234889999749,47.6984316703638,53.3076527718103
"WestAfrica","B",5,1.55,51.8501154850483,48.438775033788,53.3076527718103
"WestAfrica","B",5,1.6,52.4088337422282,49.0332788670634,53.3076527718103
"WestAfrica","B",5,1.65,52.8841960354622,49.6119919999093,53.3076527718103
"WestAfrica","B",5,1.7,53.1845165433817,49.9958083880571,53.3076527718103
"WestAfrica","B",5,1.75,53.3039093251496,50.5835357624711,53.3076527718103
"WestAfrica","B",5,1.8,53.3076527718103,51.1483919617833,53.3076527718103
"WestAfrica","B",5,1.85,53.3076527718103,51.5864752710118,53.3076527718103
"WestAfrica","B",5,1.9,53.3076527718103,51.8102951803718,53.3076527718103
"WestAfrica","B",5,1.95,53.3076527718103,52.1589200389322,53.3076527718103
"WestAfrica","B",5,2,53.3076527718103,52.4705924379179,53.3076527718103
"WestAfrica","B",5,2.05,53.3076527718103,52.710033524876,53.3076527718103
"WestAfrica","B",5,2.1,53.3076527718103,53.0412131280993,53.3076527718103
"WestAfrica","B",5,2.15,53.3076527718103,53.2446692462342,53.3076527718103
"WestAfrica","B",5,2.2,53.3076527718103,53.3076527718103,53.3076527718103
"WestAfrica","B",5,2.25,53.3076527718103,53.3076527718103,53.3076527718103
"WestAfrica","B",5,2.3,53.3076527718103,53.3076527718103,53.3076527718103
"WestAfrica","B",5,2.35,53.3076527718103,53.3076527718103,53.3076527718103
"WestAfrica","B",5,2.4,53.3076527718103,53.3076527718103,53.3076527718103
"WestAfrica","B",5,2.45,53.3076527718103,53.3076527718103,53.3076527718103
"WestAfrica","B",5,2.5,53.3076527718103,53.3076527718103,53.3076527718103
"WestAfrica","B",5,2.55,53.3076527718103,53.3076527718103,53.3076527718103
"WestAfrica","B",5,2.6,53.3076527718103,53.3076527718103,53.3076527718103
"WestAfrica","B",5,2.65,53.3076527718103,53.3076527718103,53.3076527718103
"WestAfrica","B",5,2.7,53.3076527718103,53.3076527718103,53.3076527718103
"WestAfrica","B",5,2.75,53.3076527718103,53.3076527718103,53.3076527718103
"WestAfrica","B",5,2.8,53.3076527718103,53.3076527718103,53.3076527718103
"WestAfrica","B",5,2.85,53.3076527718103,53.3076527718103,53.3076527718103
"WestAfrica","B",5,2.9,53.3076527718103,53.3076527718103,53.3076527718103
"WestAfrica","B",5,2.95,53.3076527718103,53.3076527718103,53.3076527718103
"WestAfrica","B",5,3,53.3076527718103,53.3076527718103,53.3076527718103
"WestAfrica","B",5,3.05,53.3076527718103,53.3076527718103,53.3076527718103
"WestAfrica","B",5,3.1,53.3076527718103,53.3076527718103,53.3076527718103
"WestAfrica","B",5,3.15,53.3076527718103,53.3076527718103,53.3076527718103
"WestAfrica","B",5,3.2,53.3076527718103,53.3076527718103,53.3076527718103
"WestAfrica","B",5,3.25,53.3076527718103,53.3076527718103,53.3076527718103
"WestAfrica","B",5,3.3,53.3076527718103,53.3076527718103,53.3076527718103
"WestAfrica","B",5,3.35,53.3076527718103,53.3076527718103,53.3076527718103
"WestAfrica","B",5,3.4,53.3076527718103,53.3076527718103,53.3076527718103
"WestAfrica","B",5,3.45,53.3076527718103,53.3076527718103,53.3076527718103
"WestAfrica","B",5,3.5,53.3076527718103,53.3076527718103,53.3076527718103
