"scenario","arm","week","metric","n","q025","q25","q50","q75","q975","method","iqr_width","ci95_width"
"DRC","obv",60.5,"hcw_deaths",2000,0,4,12,33,75,"pooled",29,75
"DRC","obv",60.5,"hcw_deaths_incidence",2000,0,0,0,0,2,"pooled",0,2
"DRC","obv",60.5,"infections",2000,0,0,0,18,144,"pooled",18,144
"DRC","obv",61.5,"deaths",2000,0,0,0,13,84,"pooled",13,84
"DRC","obv",61.5,"hcw_deaths",2000,0,4,12,34,76,"pooled",30,76
"DRC","obv",61.5,"hcw_deaths_incidence",2000,0,0,0,0,2,"pooled",0,2
"DRC","obv",61.5,"infections",2000,0,0,0,16,132.025,"pooled",16,132.025
"DRC","obv",62.5,"deaths",2000,0,0,0,11,83,"pooled",11,83
"DRC","obv",62.5,"hcw_deaths",2000,0,4,12,34,76,"pooled",30,76
"DRC","obv",62.5,"hcw_deaths_incidence",2000,0,0,0,0,2,"pooled",0,2
"DRC","obv",62.5,"infections",2000,0,0,0,13,126.05,"pooled",13,126.05
"DRC","obv",63.5,"deaths",2000,0,0,0,9,75.0249999999999,"pooled",9,75.0249999999999
"DRC","obv",63.5,"hcw_deaths",2000,0,4,12,35,76.0249999999999,"pooled",31,76.0249999999999
"DRC","obv",63.5,"hcw_deaths_incidence",2000,0,0,0,0,2,"pooled",0,2
"DRC","obv",63.5,"infections",2000,0,0,0,11,115,"pooled",11,115
"DRC","obv",64.5,"deaths",2000,0,0,0,8,67,"pooled",8,67
"DRC","obv",64.5,"hcw_deaths",2000,0,4,12,35,77,"pooled",31,77
"DRC","obv",64.5,"hcw_deaths_incidence",2000,0,0,0,0,2,"pooled",0,2
"DRC","obv",64.5,"infections",2000,0,0,0,8,107,"pooled",8,107
"DRC","obv",65.5,"deaths",2000,0,0,0,7,65,"pooled",7,65
"DRC","obv",65.5,"hcw_deaths",2000,0,4,12,35,77,"pooled",31,77
"DRC","obv",65.5,"hcw_deaths_incidence",2000,0,0,0,0,2,"pooled",0,2
"DRC","obv",65.5,"infections",2000,0,0,0,6.25,97.0249999999999,"pooled",6.25,97.0249999999999
"DRC","obv",66.5,"deaths",2000,0,0,0,5,59.0249999999999,"pooled",5,59.0249999999999
"DRC","obv",66.5,"hcw_deaths",2000,0,4,12,36,77,"pooled",32,77
"DRC","obv",66.5,"hcw_deaths_incidence",2000,0,0,0,0,1,"pooled",0,1
"DRC","obv",66.5,"infections",2000,0,0,0,5,95,"pooled",5,95
"DRC","obv",67.5,"deaths",2000,0,0,0,4,57,"pooled",4,57
"DRC","obv",67.5,"hcw_deaths",2000,0,4,12,36,78,"pooled",32,78
"DRC","obv",67.5,"hcw_deaths_incidence",2000,0,0,0,0,1,"pooled",0,1
"DRC","obv",67.5,"infections",2000,0,0,0,4,84.0249999999999,"pooled",4,84.0249999999999
"DRC","obv",68.5,"deaths",2000,0,0,0,3,51,"pooled",3,51
"DRC","obv",68.5,"hcw_deaths",2000,0,4,12,36,78,"pooled",32,78
"DRC","obv",68.5,"hcw_deaths_incidence",2000,0,0,0,0,1,"pooled",0,1
"DRC","obv",68.5,"infections",2000,0,0,0,2,79.0249999999999,"pooled",2,79.0249999999999
"DRC","obv",69.5,"deaths",2000,0,0,0,2,49,"pooled",2,49
"DRC","obv",69.5,"hcw_deaths",2000,0,4,12,36,78,"pooled",32,78
"DRC","obv",69.5,"hcw_deaths_incidence",2000,0,0,0,0,1,"pooled",0,1
"DRC","obv",69.5,"infections",2000,0,0,0,1.25,76.0249999999999,"pooled",1.25,76.0249999999999
"DRC","obv",70.5,"deaths",2000,0,0,0,1,45.0249999999999,"pooled",1,45.0249999999999
"DRC","obv",70.5,"hcw_deaths",2000,0,4,12,37,78,"pooled",33,78
"DRC","obv",70.5,"hcw_deaths_incidence",2000,0,0,0,0,1,"pooled",0,1
"DRC","obv",70.5,"infections",2000,0,0,0,0,69.0749999999996,"pooled",0,69.0749999999996
"DRC","obv",71.5,"deaths",2000,0,0,0,1,42,"pooled",1,42
"DRC","obv",71.5,"hcw_deaths",2000,0,4,12,37,78,"pooled",33,78
"DRC","obv",71.5,"hcw_deaths_incidence",2000,0,0,0,0,1,"pooled",0,1
"DRC","obv",71.5,"infections",2000,0,0,0,0,68,"pooled",0,68
"DRC","obv",72.5,"deaths",2000,0,0,0,0,40,"pooled",0,40
"DRC","obv",72.5,"hcw_deaths",2000,0,4,12,37,78,"pooled",33,78
"DRC","obv",72.5,"hcw_deaths_incidence",2000,0,0,0,0,1,"pooled",0,1
"DRC","obv",72.5,"infections",2000,0,0,0,0,65.0249999999999,"pooled",0,65.0249999999999
"DRC","obv",73.5,"deaths",2000,0,0,0,0,38,"pooled",0,38
"DRC","obv",73.5,"hcw_deaths",2000,0,4,12,37,78,"pooled",33,78
"DRC","obv",73.5,"hcw_deaths_incidence",2000,0,0,0,0,1,"pooled",0,1
"DRC","obv",73.5,"infections",2000,0,0,0,0,62.0249999999999,"pooled",0,62.0249999999999
"DRC","obv",74.5,"deaths",2000,0,0,0,0,36,"pooled",0,36
"DRC","obv",74.5,"hcw_deaths",2000,0,4,12,38,78,"pooled",34,78
"DRC","obv",74.5,"hcw_deaths_incidence",2000,0,0,0,0,1,"pooled",0,1
"DRC","obv",74.5,"infections",2000,0,0,0,0,57,"pooled",0,57
"DRC","obv",75.5,"deaths",2000,0,0,0,0,35,"pooled",0,35
"DRC","obv",75.5,"hcw_deaths",2000,0,4,12,38,78,"pooled",34,78
"DRC","obv",75.5,"hcw_deaths_incidence",2000,0,0,0,0,1,"pooled",0,1
"DRC","obv",75.5,"infections",2000,0,0,0,0,53.0249999999999,"pooled",0,53.0249999999999
"DRC","obv",76.5,"deaths",2000,0,0,0,0,34.0249999999999,"pooled",0,34.0249999999999
"DRC","obv",76.5,"hcw_deaths",2000,0,4,12,38,78,"pooled",34,78
"DRC","obv",76.5,"hcw_deaths_incidence",2000,0,0,0,0,1,"pooled",0,1
"DRC","obv",76.5,"infections",2000,0,0,0,0,50,"pooled",0,50
"DRC","obv",77.5,"deaths",2000,0,0,0,0,31,"pooled",0,31
"DRC","obv",77.5,"hcw_deaths",2000,0,4,12,38,79,"pooled",34,79
"DRC","obv",77.5,"hcw_deaths_incidence",2000,0,0,0,0,1,"pooled",0,1
"DRC","obv",77.5,"infections",2000,0,0,0,0,46.0249999999999,"pooled",0,46.0249999999999
"DRC","obv",78.5,"deaths",2000,0,0,0,0,28.0249999999999,"pooled",0,28.0249999999999
"DRC","obv",78.5,"hcw_deaths",2000,0,4,12,38,79,"pooled",34,79
"DRC","obv",78.5,"hcw_deaths_incidence",2000,0,0,0,0,1,"pooled",0,1
"DRC","obv",78.5,"infections",2000,0,0,0,0,44,"pooled",0,44
"DRC","obv",79.5,"deaths",2000,0,0,0,0,27,"pooled",0,27
"DRC","obv",79.5,"hcw_deaths",2000,0,4,12,38,79,"pooled",34,79
"DRC","obv",79.5,"hcw_deaths_incidence",2000,0,0,0,0,1,"pooled",0,1
"DRC","obv",79.5,"infections",2000,0,0,0,0,42.0499999999997,"pooled",0,42.0499999999997
"WestAfrica","baseline",0.5,"deaths",2000,0,0,0,0,1,"pooled",0,1
"WestAfrica","baseline",0.5,"hcw_deaths",2000,0,0,0,0,0,"pooled",0,0
"WestAfrica","baseline",0.5,"hcw_deaths_incidence",2000,0,0,0,0,0,"pooled",0,0
"WestAfrica","baseline",0.5,"infections",2000,26,30,33,37,47,"pooled",7,21
"WestAfrica","baseline",1.5,"deaths",2000,1,3,5,6,9,"pooled",3,8
"WestAfrica","baseline",1.5,"hcw_deaths",2000,0,0,0,0,0,"pooled",0,0
"WestAfrica","baseline",1.5,"hcw_deaths_incidence",2000,0,0,0,0,0,"pooled",0,0
"WestAfrica","baseline",1.5,"infections",2000,4,13,19,27,51,"pooled",14,47
"WestAfrica","baseline",2.5,"deaths",2000,6,10,12,14,20,"pooled",4,14
"WestAfrica","baseline",2.5,"hcw_deaths",2000,0,0,0,0,0,"pooled",0,0
"WestAfrica","baseline",2.5,"hcw_deaths_incidence",2000,0,0,0,0,0,"pooled",0,0
"WestAfrica","baseline",2.5,"infections",2000,6.975,18,26,38,69,"pooled",20,62.025
"WestAfrica","baseline",3.5,"deaths",2000,4,9,12,16,27,"pooled",7,23
"WestAfrica","baseline",3.5,"hcw_deaths",2000,0,0,0,0,1,"pooled",0,1
"WestAfrica","baseline",3.5,"hcw_deaths_incidence",2000,0,0,0,0,1,"pooled",0,1
"WestAfrica","baseline",3.5,"infections",2000,6.975,20,31,46,85,"pooled",26,78.025
"WestAfrica","baseline",4.5,"deaths",2000,4,10,15,21,39,"pooled",11,35
"WestAfrica","baseline",4.5,"hcw_deaths",2000,0,0,0,0,2,"pooled",0,2
"WestAfrica","baseline",4.5,"hcw_deaths_incidence",2000,0,0,0,0,1,"pooled",0,1
"WestAfrica","baseline",4.5,"infections",2000,7,23,37,56,109,"pooled",33,102
"WestAfrica","baseline",5.5,"deaths",2000,4,12,18,26,49,"pooled",14,45
"WestAfrica","baseline",5.5,"hcw_deaths",2000,0,0,0,1,3,"pooled",1,3
"WestAfrica","baseline",5.5,"hcw_deaths_incidence",2000,0,0,0,1,2,"pooled",1,2
"WestAfrica","baseline",5.5,"infections",2000,7,27,44.5,69,135.025,"pooled",42,128.025
"WestAfrica","baseline",6.5,"deaths",2000,4,14,22,33,63,"pooled",19,59
"WestAfrica","baseline",6.5,"hcw_deaths",2000,0,0,1,2,5,"pooled",2,5
"WestAfrica","baseline",6.5,"hcw_deaths_incidence",2000,0,0,0,1,3,"pooled",1,3
"WestAfrica","baseline",6.5,"infections",2000,7.975,31.75,52,83,171,"pooled",51.25,163.025
"WestAfrica","baseline",7.5,"deaths",2000,5,16,26,40,77.0249999999999,"pooled",24,72.0249999999999
"WestAfrica","baseline",7.5,"hcw_deaths",2000,0,1,2,3,7,"pooled",2,7
"WestAfrica","baseline",7.5,"hcw_deaths_incidence",2000,0,0,0,1,4,"pooled",1,4
"WestAfrica","baseline",7.5,"infections",2000,8,36,62,101,218,"pooled",65,210
"WestAfrica","baseline",8.5,"deaths",2000,5,18,31,48,99.0249999999999,"pooled",30,94.0249999999999
"WestAfrica","baseline",8.5,"hcw_deaths",2000,0,1,2,4,10,"pooled",3,10
"WestAfrica","baseline",8.5,"hcw_deaths_incidence",2000,0,0,1,2,4,"pooled",2,4
"WestAfrica","baseline",8.5,"infections",2000,9,41,76,124,251.05,"pooled",83,242.05
"WestAfrica","baseline",9.5,"deaths",2000,5,21,37,58,122.025,"pooled",37,117.025
"WestAfrica","baseline",9.5,"hcw_deaths",2000,0,2,3,6,13,"pooled",4,13
"WestAfrica","baseline",9.5,"hcw_deaths_incidence",2000,0,0,1,2,5,"pooled",2,5
"WestAfrica","baseline",9.5,"infections",2000,9,47.75,90,148.25,305.025,"pooled",100.5,296.025
"WestAfrica","baseline",10.5,"deaths",2000,5,25,45,73,150.025,"pooled",48,145.025
"WestAfrica","baseline",10.5,"hcw_deaths",2000,0,2,5,8,17,"pooled",6,17
"WestAfrica","baseline",10.5,"hcw_deaths_incidence",2000,0,0,1,2,6,"pooled",2,6
"WestAfrica","baseline",10.5,"infections",2000,11,55,105,177,371.025,"pooled",122,360.025
"WestAfrica","baseline",11.5,"deaths",2000,6,29,52,86,178,"pooled",57,172
"WestAfrica","baseline",11.5,"hcw_deaths",2000,0,3,6,10,23,"pooled",7,23
"WestAfrica","baseline",11.5,"hcw_deaths_incidence",2000,0,0,1,3,7,"pooled",3,7
"WestAfrica","baseline",11.5,"infections",2000,11,64,124,212,453,"pooled",148,442
"WestAfrica","baseline",12.5,"deaths",2000,6,33,62,104,212,"pooled",71,206
"WestAfrica","baseline",12.5,"hcw_deaths",2000,0,4,8,13,29,"pooled",9,29
"WestAfrica","baseline",12.5,"hcw_deaths_incidence",2000,0,0,1,3,8,"pooled",3,8
"WestAfrica","baseline",12.5,"infections",2000,11.975,74,147,245,537,"pooled",171,525.025
"WestAfrica","baseline",13.5,"deaths",2000,7,38,73,122.25,260.025,"pooled",84.25,253.025
"WestAfrica","baseline",13.5,"hcw_deaths",2000,1,5,10,17,36.0249999999999,"pooled",12,35.0249999999999
"WestAfrica","baseline",13.5,"hcw_deaths_incidence",2000,0,1,2,4,10,"pooled",3,10
"WestAfrica","baseline",13.5,"infections",2000,12,86.75,171.5,294,633.025,"pooled",207.25,621.025
"WestAfrica","baseline",14.5,"deaths",2000,7,44,86,145,310.174999999999,"pooled",101,303.174999999999
"WestAfrica","baseline",14.5,"hcw_deaths",2000,1,7,13,21,47,"pooled",14,46
"WestAfrica","baseline",14.5,"hcw_deaths_incidence",2000,0,1,2,5,12,"pooled",4,12
"WestAfrica","baseline",14.5,"infections",2000,11,102,202.5,341.25,771.075,"pooled",239.25,760.075
"WestAfrica","baseline",15.5,"deaths",2000,8,51,100,168,364,"pooled",117,356
"WestAfrica","baseline",15.5,"hcw_deaths",2000,2,8,16,26,59,"pooled",18,57
"WestAfrica","baseline",15.5,"hcw_deaths_incidence",2000,0,1,3,5,13,"pooled",4,13
"WestAfrica","baseline",15.5,"infections",2000,10.975,116,232,403,919.075,"pooled",287,908.1
"WestAfrica","baseline",16.5,"deaths",2000,8,59.75,118,199,443.075,"pooled",139.25,435.075
"WestAfrica","baseline",16.5,"hcw_deaths",2000,2,10,20,32,72,"pooled",22,70
"WestAfrica","baseline",16.5,"hcw_deaths_incidence",2000,0,1,4,7,17,"pooled",6,17
"WestAfrica","baseline",16.5,"infections",2000,13.975,133.75,272,465,1061,"pooled",331.25,1047.025
"WestAfrica","baseline",17.5,"deaths",2000,7,68,137,234,531.05,"pooled",166,524.05
"WestAfrica","baseline",17.5,"hcw_deaths",2000,2,13,24,40,90.0249999999999,"pooled",27,88.0249999999999
"WestAfrica","baseline",17.5,"hcw_deaths_incidence",2000,0,2,4,8,19,"pooled",6,19
"WestAfrica","baseline",17.5,"infections",2000,14,147.75,311,541,1245.05,"pooled",393.25,1231.05
"WestAfrica","baseline",18.5,"deaths",2000,8,78,157.5,270.25,623.025,"pooled",192.25,615.025
"WestAfrica","baseline",18.5,"hcw_deaths",2000,3,15,29,49.25,112,"pooled",34.25,109
"WestAfrica","baseline",18.5,"hcw_deaths_incidence",2000,0,2,5,9,23,"pooled",7,23
"WestAfrica","baseline",18.5,"infections",2000,13.975,170,350.5,611,1432.5,"pooled",441,1418.525
"WestAfrica","baseline",19.5,"deaths",2000,9,88,180,312.25,713.299999999998,"pooled",224.25,704.299999999998
"WestAfrica","baseline",19.5,"hcw_deaths",2000,3,18,35,59,136,"pooled",41,133
"WestAfrica","baseline",19.5,"hcw_deaths_incidence",2000,0,2,6,11,26.0249999999999,"pooled",9,26.0249999999999
"WestAfrica","baseline",19.5,"infections",2000,16,192,401,698,1702,"pooled",506,1686
"WestAfrica","baseline",20.5,"deaths",2000,8.975,99,206,352.5,820.099999999999,"pooled",253.5,811.124999999999
"WestAfrica","baseline",20.5,"hcw_deaths",2000,4,21,42.5,71,163.025,"pooled",50,159.025
"WestAfrica","baseline",20.5,"hcw_deaths_incidence",2000,0,3,7,12,32,"pooled",9,32
"WestAfrica","baseline",20.5,"infections",2000,15.95,215.5,448,795,1917.05,"pooled",579.5,1901.1
"WestAfrica","baseline",21.5,"deaths",2000,10.975,112,234.5,406,940.124999999999,"pooled",294,929.149999999999
"WestAfrica","baseline",21.5,"hcw_deaths",2000,4,25,51,85,192.05,"pooled",60,188.05
"WestAfrica","baseline",21.5,"hcw_deaths_incidence",2000,0,3,8,14,36,"pooled",11,36
"WestAfrica","baseline",21.5,"infections",2000,17,241,503.5,888,2174.075,"pooled",647,2157.075
"WestAfrica","baseline",22.5,"deaths",2000,10,128,258.5,460,1104.025,"pooled",332,1094.025
"WestAfrica","baseline",22.5,"hcw_deaths",2000,5,30,59,101,235,"pooled",71,230
"WestAfrica","baseline",22.5,"hcw_deaths_incidence",2000,0,4,9,17,44.0249999999999,"pooled",13,44.0249999999999
"WestAfrica","baseline",22.5,"infections",2000,17,262,561.5,994.5,2483,"pooled",732.5,2466
"WestAfrica","baseline",23.5,"deaths",2000,10,137,290,510,1244.1,"pooled",373,1234.1
"WestAfrica","baseline",23.5,"hcw_deaths",2000,5,35,70,118,276.124999999999,"pooled",83,271.124999999999
"WestAfrica","baseline",23.5,"hcw_deaths_incidence",2000,0,5,10,19,50,"pooled",14,50
"WestAfrica","baseline",23.5,"infections",2000,15,281.75,609.5,1106.75,2716.1,"pooled",825,2701.1
"WestAfrica","baseline",24.5,"deaths",2000,9.975,152,323,568.25,1403.175,"pooled",416.25,1393.2
"WestAfrica","baseline",24.5,"hcw_deaths",2000,6,41,82,140,335,"pooled",99,329
"WestAfrica","baseline",24.5,"hcw_deaths_incidence",2000,0,5,12,22,55,"pooled",17,55
"WestAfrica","baseline",24.5,"infections",2000,15.95,303.75,657.5,1209.5,2998.2,"pooled",905.75,2982.25
"WestAfrica","baseline",25.5,"deaths",2000,9.975,163.75,352,630,1597.125,"pooled",466.25,1587.15
"WestAfrica","baseline",25.5,"hcw_deaths",2000,7,48,96,164,396.075,"pooled",116,389.075
"WestAfrica","baseline",25.5,"hcw_deaths_incidence",2000,0,6,13,25,66,"pooled",19,66
"WestAfrica","baseline",25.5,"infections",2000,16.975,323,704.5,1302.5,3247,"pooled",979.5,3230.025
"WestAfrica","baseline",26.5,"deaths",2000,9.975,176.75,378.5,686,1723.425,"pooled",509.25,1713.45
"WestAfrica","baseline",26.5,"hcw_deaths",2000,7,55,111.5,191,470,"pooled",136,463
"WestAfrica","baseline",26.5,"hcw_deaths_incidence",2000,0,7,15,27,71,"pooled",20,71
"WestAfrica","baseline",26.5,"infections",2000,16.95,339,740.5,1379.75,3369.025,"pooled",1040.75,3352.075
"WestAfrica","baseline",27.5,"deaths",2000,9.975,186,402.5,741.25,1858.075,"pooled",555.25,1848.1
"WestAfrica","baseline",27.5,"hcw_deaths",2000,7,63,126.5,219,548.199999999999,"pooled",156,541.199999999999
"WestAfrica","baseline",27.5,"hcw_deaths_incidence",2000,0,7,15,30,80,"pooled",23,80
"WestAfrica","baseline",27.5,"infections",2000,16,360.75,756,1445.25,3437.95,"pooled",1084.5,3421.95
"WestAfrica","baseline",28.5,"deaths",2000,10.975,197.5,425,797,1948.075,"pooled",599.5,1937.1
"WestAfrica","baseline",28.5,"hcw_deaths",2000,8,71,145,251,643,"pooled",180,635
"WestAfrica","baseline",28.5,"hcw_deaths_incidence",2000,0,8,17,33,87,"pooled",25,87
"WestAfrica","baseline",28.5,"infections",2000,12.975,359.75,775,1498.25,3365.45,"pooled",1138.5,3352.475
"WestAfrica","baseline",29.5,"deaths",2000,10.975,205,444.5,831.25,1971,"pooled",626.25,1960.025
"WestAfrica","baseline",29.5,"hcw_deaths",2000,9,80.75,164,286,733.05,"pooled",205.25,724.05
"WestAfrica","baseline",29.5,"hcw_deaths_incidence",2000,0,8,18,36,88,"pooled",28,88
"WestAfrica","baseline",29.5,"infections",2000,9,358,792.5,1497.25,3245.05,"pooled",1139.25,3236.05
"WestAfrica","baseline",30.5,"deaths",2000,8,208,448,862.25,1957.275,"pooled",654.25,1949.275
"WestAfrica","baseline",30.5,"hcw_deaths",2000,10.975,89,184,327,833.05,"pooled",238,822.075
"WestAfrica","baseline",30.5,"hcw_deaths_incidence",2000,0,9,20,38,90,"pooled",29,90
"WestAfrica","baseline",30.5,"infections",2000,4,347.75,777.5,1483,3152.275,"pooled",1135.25,3148.275
"WestAfrica","baseline",31.5,"deaths",2000,7.975,208.75,457.5,871,1853.1,"pooled",662.25,1845.125
"WestAfrica","baseline",31.5,"hcw_deaths",2000,11,99,203,366,905.025,"pooled",267,894.025
"WestAfrica","baseline",31.5,"hcw_deaths_incidence",2000,0,9,20,39,89.0249999999999,"pooled",30,89.0249999999999
"WestAfrica","baseline",31.5,"infections",2000,1,341.75,762,1451,3040.275,"pooled",1109.25,3039.275
"WestAfrica","baseline",32.5,"deaths",2000,5.975,205,450.5,866,1788.025,"pooled",661,1782.05
"WestAfrica","baseline",32.5,"hcw_deaths",2000,11,109,223.5,411.25,959.025,"pooled",302.25,948.025
"WestAfrica","baseline",32.5,"hcw_deaths_incidence",2000,0,9,21,40,88,"pooled",31,88
"WestAfrica","baseline",32.5,"infections",2000,0,315.75,728.5,1404.75,2803.125,"pooled",1089,2803.125
"WestAfrica","baseline",33.5,"deaths",2000,2.975,196,444.5,837.25,1711.025,"pooled",641.25,1708.05
"WestAfrica","baseline",33.5,"hcw_deaths",2000,11,119.75,245,454.25,1005.075,"pooled",334.5,994.075
"WestAfrica","baseline",33.5,"hcw_deaths_incidence",2000,0,9,20.5,39,84,"pooled",30,84
"WestAfrica","baseline",33.5,"infections",2000,0,292,683.5,1303.25,2595.2,"pooled",1011.25,2595.2
"WestAfrica","baseline",34.5,"deaths",2000,2,184.75,422,813.5,1596,"pooled",628.75,1594
"WestAfrica","baseline",34.5,"hcw_deaths",2000,12,130,270,497,1047.125,"pooled",367,1035.125
"WestAfrica","baseline",34.5,"hcw_deaths_incidence",2000,0,8,19,38,80.0499999999997,"pooled",30,80.0499999999997
"WestAfrica","baseline",34.5,"infections",2000,0,261,622.5,1210,2452.15,"pooled",949,2452.15
"WestAfrica","baseline",35.5,"deaths",2000,0,173.75,394,768.25,1460.075,"pooled",594.5,1460.075
"WestAfrica","baseline",35.5,"hcw_deaths",2000,12,139.75,290,540,1081,"pooled",400.25,1069
"WestAfrica","baseline",35.5,"hcw_deaths_incidence",2000,0,8,19,37,77,"pooled",29,77
"WestAfrica","baseline",35.5,"infections",2000,0,217,552,1117,2241.05,"pooled",900,2241.05
"WestAfrica","baseline",36.5,"deaths",2000,0,158.75,368,699.25,1378.05,"pooled",540.5,1378.05
"WestAfrica","baseline",36.5,"hcw_deaths",2000,12,151.75,310.5,585,1102.025,"pooled",433.25,1090.025
"WestAfrica","baseline",36.5,"hcw_deaths_incidence",2000,0,7,17,35,73.0249999999999,"pooled",28,73.0249999999999
"WestAfrica","baseline",36.5,"infections",2000,0,178,506,1018,2018.1,"pooled",840,2018.1
"WestAfrica","baseline",37.5,"deaths",2000,0,136,329,642.25,1246.15,"pooled",506.25,1246.15
"WestAfrica","baseline",37.5,"hcw_deaths",2000,12.975,159.75,333,624,1109.125,"pooled",464.25,1096.15
"WestAfrica","baseline",37.5,"hcw_deaths_incidence",2000,0,6,16,31,68,"pooled",25,68
"WestAfrica","baseline",37.5,"infections",2000,0,143.5,449,924.25,1874.2,"pooled",780.75,1874.2
"WestAfrica","baseline",38.5,"deaths",2000,0,112.75,290.5,585.5,1132.1,"pooled",472.75,1132.1
"WestAfrica","baseline",38.5,"hcw_deaths",2000,12.975,167,353,660,1122.05,"pooled",493,1109.075
"WestAfrica","baseline",38.5,"hcw_deaths_incidence",2000,0,5,14,29,64,"pooled",24,64
"WestAfrica","baseline",38.5,"infections",2000,0,111.75,401.5,830.25,1651.25,"pooled",718.5,1651.25
"WestAfrica","baseline",39.5,"deaths",2000,0,92,254,529,1036.15,"pooled",437,1036.15
"WestAfrica","baseline",39.5,"hcw_deaths",2000,13,174.75,370.5,696,1133.075,"pooled",521.25,1120.075
"WestAfrica","baseline",39.5,"hcw_deaths_incidence",2000,0,4,12,26,57.0249999999999,"pooled",22,57.0249999999999
"WestAfrica","baseline",39.5,"infections",2000,0,88.75,349,731,1516.075,"pooled",642.25,1516.075
"WestAfrica","baseline",40.5,"deaths",2000,0,70.75,225.5,473.25,921.249999999999,"pooled",402.5,921.249999999999
"WestAfrica","baseline",40.5,"hcw_deaths",2000,13,181,384,731.25,1144.075,"pooled",550.25,1131.075
"WestAfrica","baseline",40.5,"hcw_deaths_incidence",2000,0,3,11,23,54.0249999999999,"pooled",20,54.0249999999999
"WestAfrica","baseline",40.5,"infections",2000,0,71,294,634,1331.225,"pooled",563,1331.225
"WestAfrica","baseline",41.5,"deaths",2000,0,55.75,201,414,835.199999999999,"pooled",358.25,835.199999999999
"WestAfrica","baseline",41.5,"hcw_deaths",2000,14,189.75,399,759.25,1158.025,"pooled",569.5,1144.025
"WestAfrica","baseline",41.5,"hcw_deaths_incidence",2000,0,3,10,21,47,"pooled",18,47
"WestAfrica","baseline",41.5,"infections",2000,0,52,254,535.5,1167.225,"pooled",483.5,1167.225
"WestAfrica","baseline",42.5,"deaths",2000,0,41,171,349,733.025,"pooled",308,733.025
"WestAfrica","baseline",42.5,"hcw_deaths",2000,14.975,195,414.5,780.5,1169,"pooled",585.5,1154.025
"WestAfrica","baseline",42.5,"hcw_deaths_incidence",2000,0,2,8,18,40,"pooled",16,40
"WestAfrica","baseline",42.5,"infections",2000,0,36,217,459.25,1034.15,"pooled",423.25,1034.15
"WestAfrica","baseline",43.5,"deaths",2000,0,33,145,300,650.05,"pooled",267,650.05
"WestAfrica","baseline",43.5,"hcw_deaths",2000,14.975,198.75,425.5,800,1171.1,"pooled",601.25,1156.125
"WestAfrica","baseline",43.5,"hcw_deaths_incidence",2000,0,1,7,15,37,"pooled",14,37
"WestAfrica","baseline",43.5,"infections",2000,0,23,178,398,908.075,"pooled",375,908.075
"WestAfrica","baseline",44.5,"deaths",2000,0,24,124,259,571.224999999999,"pooled",235,571.224999999999
"WestAfrica","baseline",44.5,"hcw_deaths",2000,15.95,204,437.5,813.25,1176,"pooled",609.25,1160.05
"WestAfrica","baseline",44.5,"hcw_deaths_incidence",2000,0,1,6,13,31,"pooled",12,31
"WestAfrica","baseline",44.5,"infections",2000,0,13,146.5,336.25,801.025,"pooled",323.25,801.025
"WestAfrica","baseline",45.5,"deaths",2000,0,16.75,100,221,498.274999999998,"pooled",204.25,498.274999999998
"WestAfrica","baseline",45.5,"hcw_deaths",2000,15.95,208,446,825.5,1181.025,"pooled",617.5,1165.075
"WestAfrica","baseline",45.5,"hcw_deaths_incidence",2000,0,0,4,11,27,"pooled",11,27
"WestAfrica","baseline",45.5,"infections",2000,0,7,119,284,685.05,"pooled",277,685.05
"WestAfrica","baseline",46.5,"deaths",2000,0,9.75,83,187.25,425.224999999999,"pooled",177.5,425.224999999999
"WestAfrica","baseline",46.5,"hcw_deaths",2000,15.95,212,453,837.25,1183,"pooled",625.25,1167.05
"WestAfrica","baseline",46.5,"hcw_deaths_incidence",2000,0,0,4,9,24,"pooled",9,24
"WestAfrica","baseline",46.5,"infections",2000,0,4,97,236,584.025,"pooled",232,584.025
"WestAfrica","baseline",47.5,"deaths",2000,0,5,67.5,157.25,373.025,"pooled",152.25,373.025
"WestAfrica","baseline",47.5,"hcw_deaths",2000,15.95,214.75,460,846,1183,"pooled",631.25,1167.05
"WestAfrica","baseline",47.5,"hcw_deaths_incidence",2000,0,0,3,8,22,"pooled",8,22
"WestAfrica","baseline",47.5,"infections",2000,0,1.75,81,193.25,504.099999999999,"pooled",191.5,504.099999999999
"WestAfrica","baseline",48.5,"deaths",2000,0,4,56,129,324.05,"pooled",125,324.05
"WestAfrica","baseline",48.5,"hcw_deaths",2000,15.95,217,465.5,852.25,1184.05,"pooled",635.25,1168.1
"WestAfrica","baseline",48.5,"hcw_deaths_incidence",2000,0,0,2.5,7,18.0249999999999,"pooled",7,18.0249999999999
"WestAfrica","baseline",48.5,"infections",2000,0,0,62,164,447.075,"pooled",164,447.075
"WestAfrica","baseline",49.5,"deaths",2000,0,1,42,107,280.025,"pooled",106,280.025
"WestAfrica","baseline",49.5,"hcw_deaths",2000,15.95,219,472,857,1187.025,"pooled",638,1171.075
"WestAfrica","baseline",49.5,"hcw_deaths_incidence",2000,0,0,2,5,16.0249999999999,"pooled",5,16.0249999999999
"WestAfrica","baseline",49.5,"infections",2000,0,0,49,135,380.075,"pooled",135,380.075
"WestAfrica","baseline",50.5,"deaths",2000,0,0,35,89,243,"pooled",89,243
