"scenario","particle_id","eff_name","efficacy","doses_B","n_prevented_hcw","ppe_efficacy","averted","base_pool","dda_B","dda_A","scenario_label"
"WestAfrica",15,"obv_60",0.6,1040.9,633.3,0.754802547702596,379.98,4245.15014429055,54.787094057582,223.440715000292,"West Africa (Worst)"
"WestAfrica",15,"obv_70",0.7,1166.4,821.1,0.754802547702596,574.77,4756.98254231963,40.5866694503889,165.526472930725,"West Africa (Worst)"
"WestAfrica",15,"obv_80",0.8,432.2,344.3,0.754802547702596,275.44,1762.66105520451,31.3825152483299,127.988749288739,"West Africa (Worst)"
"WestAfrica",16,"obv_20",0.2,1183,229,0.506279160833559,45.8,2396.09088001487,516.593886462882,1046.327895203,"West Africa (Worst)"
"WestAfrica",16,"obv_30",0.3,432,123,0.506279160833559,36.9,874.988385601374,234.146341463415,474.24844748042,"West Africa (Worst)"
"WestAfrica",16,"obv_40",0.4,1061,393,0.506279160833559,157.2,2148.9876785256,134.98727735369,273.408101593587,"West Africa (Worst)"
"WestAfrica",16,"obv_50",0.5,1888,969,0.506279160833559,484.5,3824.02331485045,77.9360165118679,157.85441960167,"West Africa (Worst)"
"WestAfrica",16,"obv_60",0.6,1065,624,0.506279160833559,374.4,2157.08942283672,56.8910256410256,115.229135835295,"West Africa (Worst)"
"WestAfrica",16,"obv_70",0.7,1699,1216,0.506279160833559,851.2,3441.21589614985,39.9201127819549,80.8556366576562,"West Africa (Worst)"
"WestAfrica",16,"obv_80",0.8,1685,1364,0.506279160833559,1091.2,3412.85979106092,30.883431085044,62.55241552531,"West Africa (Worst)"
"WestAfrica",17,"obv_20",0.2,743.4,145.6,0.795567445566212,29.12,3636.40713710679,510.576923076923,2497.53237438653,"West Africa (Worst)"
"WestAfrica",17,"obv_30",0.3,517.8,153.8,0.795567445566212,46.14,2532.86469679028,224.44733420026,1097.90407316441,"West Africa (Worst)"
"WestAfrica",17,"obv_40",0.4,774.4,307.5,0.795567445566212,123,3788.04639087369,125.918699186992,615.942502581088,"West Africa (Worst)"
"WestAfrica",17,"obv_50",0.5,426.3,208.1,0.795567445566212,104.05,2085.28431873638,81.94137433926,400.823511530299,"West Africa (Worst)"
"WestAfrica",17,"obv_60",0.6,601.4,361.8,0.795567445566212,217.08,2941.80152307779,55.4081444628708,271.033860611552,"West Africa (Worst)"
"WestAfrica",17,"obv_70",0.7,616.8,430.4,0.795567445566212,301.28,3017.13199107811,40.9453000531067,200.287572429508,"West Africa (Worst)"
"WestAfrica",17,"obv_80",0.8,595.7,481.6,0.795567445566212,385.28,2913.91946674,30.9229651162791,151.262430790075,"West Africa (Worst)"
"WestAfrica",18,"obv_20",0.2,856,171.2,0.876431007090306,34.24,6927.30417108422,500,4046.32252983891,"West Africa (Worst)"
"WestAfrica",18,"obv_30",0.3,787.1,241.5,0.876431007090306,72.45,6369.72092647242,217.28088336784,1758.37706734918,"West Africa (Worst)"
"WestAfrica",18,"obv_40",0.4,996.3,399.6,0.876431007090306,159.84,8062.70227295702,124.662162162162,1008.84663075038,"West Africa (Worst)"
"WestAfrica",18,"obv_50",0.5,894.2,434.9,0.876431007090306,217.45,7236.44321236391,82.2441940676018,665.573070808362,"West Africa (Worst)"
"WestAfrica",18,"obv_60",0.6,898.4,539.2,0.876431007090306,323.52,7270.43232161456,55.5390702274975,449.457982295658,"West Africa (Worst)"
"WestAfrica",18,"obv_70",0.7,1118.6,779.9,0.876431007090306,545.93,9052.43276375562,40.9796127708681,331.633460837676,"West Africa (Worst)"
"WestAfrica",18,"obv_80",0.8,652.4,521,0.876431007090306,416.8,5279.64163693381,31.3051823416507,253.341729219473,"West Africa (Worst)"
"WestAfrica",19,"obv_20",0.2,1285.1,250,0.666532376500957,50,3853.7474388535,514.04,1541.4989755414,"West Africa (Worst)"
"WestAfrica",19,"obv_30",0.3,1140.8,342.5,0.666532376500957,102.75,3421.02177125832,222.053527980535,665.892315573396,"West Africa (Worst)"
"WestAfrica",19,"obv_40",0.4,816.5,324.6,0.666532376500957,129.84,2448.51356612239,125.770178681454,377.158589975722,"West Africa (Worst)"
"WestAfrica",19,"obv_50",0.5,1032.1,518.7,0.666532376500957,259.35,3095.05309442121,79.5912859070754,238.677701516962,"West Africa (Worst)"
"WestAfrica",19,"obv_60",0.6,1125.6,677.7,0.666532376500957,406.62,3375.44013475488,55.3637302641287,166.024304498297,"West Africa (Worst)"
"WestAfrica",19,"obv_70",0.7,1448.7,1011.4,0.666532376500957,707.98,4344.34978964055,40.9248848837538,122.725212283978,"West Africa (Worst)"
"WestAfrica",19,"obv_80",0.8,1038.1,831.9,0.666532376500957,665.52,3113.04584567257,31.1966582521938,93.5522853008946,"West Africa (Worst)"
"WestAfrica",20,"obv_20",0.2,1701,337,0.722533951294615,67.4,6130.47977558556,504.747774480712,1819.13346456545,"West Africa (Worst)"
"WestAfrica",20,"obv_30",0.3,85,25,0.722533951294615,7.5,306.343786551894,226.666666666667,816.916764138385,"West Africa (Worst)"
"WestAfrica",20,"obv_40",0.4,393,164,0.722533951294615,65.6,1416.38950723405,119.817073170732,431.826069278675,"West Africa (Worst)"
"WestAfrica",20,"obv_50",0.5,1318,637,0.722533951294615,318.5,4750.1307138282,82.7629513343799,298.281363505695,"West Africa (Worst)"
"WestAfrica",20,"obv_60",0.6,122,75,0.722533951294615,45,439.69343481566,54.2222222222222,195.419304362516,"West Africa (Worst)"
"WestAfrica",20,"obv_70",0.7,5,1,0.722533951294615,0.7,18.0202227383467,142.857142857143,514.863506809907,"West Africa (Worst)"
"WestAfrica",20,"obv_80",0.8,610,484,0.722533951294615,387.2,2198.4671740783,31.5082644628099,113.557188743714,"West Africa (Worst)"
"WestAfrica",21,"obv_20",0.2,1038.6,207.6,0.429933423794854,41.52,1821.89246546222,500.28901734104,877.597526715905,"West Africa (Worst)"
"WestAfrica",21,"obv_30",0.3,974.5,294,0.429933423794854,88.2,1709.44945849503,220.975056689342,387.630262697285,"West Africa (Worst)"
"WestAfrica",21,"obv_40",0.4,1076.3,424.5,0.429933423794854,169.8,1888.02509202483,126.772673733804,222.382225209049,"West Africa (Worst)"
"WestAfrica",21,"obv_50",0.5,867.6,434.7,0.429933423794854,217.35,1521.92750147797,79.8343685300207,140.043938484285,"West Africa (Worst)"
"WestAfrica",21,"obv_60",0.6,1080.2,640.8,0.429933423794854,384.48,1894.86639822096,56.1901789429879,98.5677485549813,"West Africa (Worst)"
"WestAfrica",21,"obv_70",0.7,880.2,613.1,0.429933423794854,429.17,1544.03018303471,41.0187105342871,71.9542457783492,"West Africa (Worst)"
"WestAfrica",21,"obv_80",0.8,729.7,583.1,0.429933423794854,466.48,1280.02593110705,31.2853712913737,54.8802062728113,"West Africa (Worst)"
"WestAfrica",22,"obv_20",0.2,1122.6,221.1,0.422628725429363,44.22,1944.32949722832,507.734056987788,879.389189157991,"West Africa (Worst)"
"WestAfrica",22,"obv_30",0.3,1101.3,328.7,0.422628725429363,98.61,1907.43815722212,223.364770307271,386.865055718916,"West Africa (Worst)"
"WestAfrica",22,"obv_40",0.4,1252.2,502,0.422628725429363,200.8,2168.79511529423,124.721115537849,216.015449730501,"West Africa (Worst)"
"WestAfrica",22,"obv_50",0.5,1129,562.2,0.422628725429363,281.1,1955.41421910812,80.3272856634649,139.125878271655,"West Africa (Worst)"
"WestAfrica",22,"obv_60",0.6,1285.5,777.7,0.422628725429363,466.62,2226.47030882505,55.0983669795551,95.4296990624085,"West Africa (Worst)"
"WestAfrica",22,"obv_70",0.7,1694.8,1178.9,0.422628725429363,825.23,2935.37291279401,41.0746095028053,71.1407222906101,"West Africa (Worst)"
"WestAfrica",22,"obv_80",0.8,1200,959.7,0.422628725429363,767.76,2078.38535246213,31.2597686777118,54.1415377842588,"West Africa (Worst)"
"WestAfrica",23,"obv_20",0.2,971,200,0.730320250309757,40,3600.56697291992,485.5,1800.28348645996,"West Africa (Worst)"
"WestAfrica",23,"obv_30",0.3,1297,369,0.730320250309757,110.7,4809.40820172723,234.327009936766,868.908437529761,"West Africa (Worst)"
"WestAfrica",23,"obv_40",0.4,340,137,0.730320250309757,54.8,1260.7546558113,124.087591240876,460.129436427482,"West Africa (Worst)"
"WestAfrica",23,"obv_50",0.5,425,206,0.730320250309757,103,1575.94331976413,82.5242718446602,306.008411604685,"West Africa (Worst)"
"WestAfrica",23,"obv_60",0.6,581,350,0.730320250309757,210,2154.40722066578,55.3333333333333,205.181640063408,"West Africa (Worst)"
"WestAfrica",23,"obv_70",0.7,255,180,0.730320250309757,126,945.565991858475,40.4761904761905,150.089839977536,"West Africa (Worst)"
"WestAfrica",23,"obv_80",0.8,826,668,0.730320250309757,534.4,3062.89219323569,30.9131736526946,114.629198848641,"West Africa (Worst)"
"WestAfrica",24,"obv_20",0.2,277,62,0.586623430774235,12.4,670.0911967962,446.774193548387,1080.7922528971,"West Africa (Worst)"
"WestAfrica",24,"obv_30",0.3,612,181,0.586623430774235,54.3,1480.49029761471,225.414364640884,545.30029378074,"West Africa (Worst)"
"WestAfrica",24,"obv_40",0.4,589,229,0.586623430774235,91.6,1424.85095636448,128.602620087336,311.102828900542,"West Africa (Worst)"
"WestAfrica",24,"obv_50",0.5,1914,955,0.586623430774235,477.5,4630.1608327362,80.1675392670157,193.933438020364,"West Africa (Worst)"
"WestAfrica",24,"obv_60",0.6,671,406,0.586623430774235,243.6,1623.21730343051,55.0903119868637,133.26907253124,"West Africa (Worst)"
"WestAfrica",24,"obv_70",0.7,85,53,0.586623430774235,37.1,205.623652446487,45.822102425876,110.848330159831,"West Africa (Worst)"
"WestAfrica",24,"obv_80",0.8,797,619,0.586623430774235,495.2,1928.02412941,32.18901453958,77.868502803312,"West Africa (Worst)"
"WestAfrica",25,"obv_20",0.2,1576.4,312.3,0.881765876390812,62.46,13332.8683114415,504.771053474223,4269.25017977634,"West Africa (Worst)"
"WestAfrica",25,"obv_30",0.3,1521.2,460.5,0.881765876390812,138.15,12865.9980178665,220.224393774882,1862.61281474724,"West Africa (Worst)"
"WestAfrica",25,"obv_40",0.4,1866.3,752.3,0.881765876390812,300.92,15784.7831322274,124.039611856972,1049.10163048168,"West Africa (Worst)"
"WestAfrica",25,"obv_50",0.5,1691.7,830.6,0.881765876390812,415.3,14308.0520949414,81.4688177221286,689.046573317668,"West Africa (Worst)"
"WestAfrica",25,"obv_60",0.6,1321.8,799.2,0.881765876390812,479.52,11179.5136602787,55.1301301301301,466.279348526807,"West Africa (Worst)"
"WestAfrica",25,"obv_70",0.7,1340.1,936.9,0.881765876390812,655.83,11334.291311953,40.8672979278167,345.647235166218,"West Africa (Worst)"
"WestAfrica",25,"obv_80",0.8,1545.2,1229.2,0.881765876390812,983.36,13068.9851020296,31.4269443540514,265.802658274275,"West Africa (Worst)"
"WestAfrica",26,"obv_20",0.2,923.5,186.4,0.503936870706094,37.28,1861.65821538582,495.43991416309,998.743677782094,"West Africa (Worst)"
"WestAfrica",26,"obv_30",0.3,704.5,215.5,0.503936870706094,64.65,1420.18214698355,217.942768754834,439.344825052917,"West Africa (Worst)"
"WestAfrica",26,"obv_40",0.4,1235.7,507.9,0.503936870706094,203.16,2491.01359691636,121.647962197283,245.226776621024,"West Africa (Worst)"
"WestAfrica",26,"obv_50",0.5,1097.5,555,0.503936870706094,277.5,2212.42002315749,79.0990990990991,159.453695362702,"West Africa (Worst)"
"WestAfrica",26,"obv_60",0.6,1054.8,629.2,0.503936870706094,377.52,2126.34226918134,55.8804831532104,112.647926953875,"West Africa (Worst)"
"WestAfrica",26,"obv_70",0.7,710.3,498.6,0.503936870706094,349.02,1431.87420724261,40.7025385364736,82.0511264249963,"West Africa (Worst)"
"WestAfrica",26,"obv_80",0.8,952.4,760,0.503936870706094,608,1919.91692943526,31.3289473684211,63.1551621524755,"West Africa (Worst)"
"WestAfrica",27,"obv_20",0.2,166,36,0.51114267595557,7.2,339.567378528041,461.111111111111,943.242718133446,"West Africa (Worst)"
"WestAfrica",27,"obv_30",0.3,809,240,0.51114267595557,72,1654.87957366979,224.722222222222,459.68877046383,"West Africa (Worst)"
"WestAfrica",27,"obv_40",0.4,356,147,0.51114267595557,58.8,728.228835879412,121.08843537415,247.696882952181,"West Africa (Worst)"
"WestAfrica",27,"obv_50",0.5,1511,773,0.51114267595557,386.5,3090.88137925223,78.1888745148771,159.942115355872,"West Africa (Worst)"
"WestAfrica",27,"obv_60",0.6,143,86,0.51114267595557,51.6,292.518886322348,55.4263565891473,113.379413303236,"West Africa (Worst)"
"WestAfrica",27,"obv_70",0.7,210,147,0.51114267595557,102.9,429.573189704148,40.8163265306123,83.4933313321959,"West Africa (Worst)"
"WestAfrica",27,"obv_80",0.8,70,56,0.51114267595557,44.8,143.191063234716,31.25,63.9245818012125,"West Africa (Worst)"
"WestAfrica",28,"obv_20",0.2,1662,335,0.770884628519022,67,7253.98732200727,496.119402985075,2165.36934985292,"West Africa (Worst)"
"WestAfrica",28,"obv_30",0.3,1541,511,0.770884628519022,153.3,6725.86911143995,201.043705153294,877.478031499015,"West Africa (Worst)"
"WestAfrica",28,"obv_40",0.4,1651,667,0.770884628519022,266.8,7205.97657559206,123.76311844078,540.178154092358,"West Africa (Worst)"
"WestAfrica",28,"obv_50",0.5,1183,594,0.770884628519022,297,5163.33754629037,79.6632996632997,347.699498066692,"West Africa (Worst)"
"WestAfrica",28,"obv_60",0.6,1623,979,0.770884628519022,587.4,7083.76740289879,55.2604698672114,241.190582325461,"West Africa (Worst)"
"WestAfrica",28,"obv_70",0.7,802,583,0.770884628519022,408.1,3500.4198749999,39.3040921342808,171.547163685366,"West Africa (Worst)"
"WestAfrica",28,"obv_80",0.8,1023,821,0.770884628519022,656.8,4464.99941661458,31.1510353227771,135.962223404829,"West Africa (Worst)"
"WestAfrica",29,"obv_20",0.2,1789.2,352.3,0.702847508445535,70.46,6021.15092705544,507.862617087709,1709.09762334812,"West Africa (Worst)"
"WestAfrica",29,"obv_30",0.3,1239.3,369.2,0.702847508445535,110.76,4170.58592885077,223.781148429036,753.085216477207,"West Africa (Worst)"
"WestAfrica",29,"obv_40",0.4,1764.9,714.7,0.702847508445535,285.88,5939.37473237209,123.471386595774,415.515232431236,"West Africa (Worst)"
"WestAfrica",29,"obv_50",0.5,1779,887.2,0.702847508445535,443.6,5986.82511694144,80.2073940486925,269.919978220985,"West Africa (Worst)"
"WestAfrica",29,"obv_60",0.6,1510,904.2,0.702847508445535,542.52,5081.56600707227,55.6661505566615,187.331932724039,"West Africa (Worst)"
"WestAfrica",29,"obv_70",0.7,1639.3,1139.2,0.702847508445535,797.44,5516.69612939972,41.1140650080257,138.36015573334,"West Africa (Worst)"
"WestAfrica",29,"obv_80",0.8,1501.6,1201,0.702847508445535,960.8,5053.29769286074,31.2572855953372,105.189377453388,"West Africa (Worst)"
"WestAfrica",30,"obv_20",0.2,720.8,139.6,0.660368705736338,27.92,2122.30148450463,516.332378223496,1520.27326970246,"West Africa (Worst)"
"WestAfrica",30,"obv_30",0.3,599.8,178.8,0.660368705736338,53.64,1766.03278358196,223.639075316928,658.476056518256,"West Africa (Worst)"
"WestAfrica",30,"obv_40",0.4,988.3,391.2,0.660368705736338,156.48,2909.92030679235,126.316462167689,371.92232960025,"West Africa (Worst)"
"WestAfrica",30,"obv_50",0.5,507.5,248.8,0.660368705736338,124.4,1494.26748527484,81.5916398713826,240.235930108495,"West Africa (Worst)"
"WestAfrica",30,"obv_60",0.6,518.3,310.8,0.660368705736338,186.48,1526.06667510926,55.5877305877306,163.670814576282,"West Africa (Worst)"
"WestAfrica",30,"obv_70",0.7,607.7,423.9,0.660368705736338,296.73,1789.29330207196,40.9597950999225,120.600768514943,"West Africa (Worst)"
"WestAfrica",30,"obv_80",0.8,707.2,566.3,0.660368705736338,453.04,2082.2580602687,31.2202013067279,91.9238062982826,"West Africa (Worst)"
"WestAfrica",31,"obv_20",0.2,1091.4,226.2,0.847648246283512,45.24,7163.68517838653,482.493368700265,3166.96957488352,"West Africa (Worst)"
"WestAfrica",31,"obv_30",0.3,652.7,195.8,0.847648246283512,58.74,4284.16466550567,222.233571671774,1458.68732226955,"West Africa (Worst)"
"WestAfrica",31,"obv_40",0.4,828.2,338,0.847648246283512,135.2,5436.10414581246,122.514792899408,804.157418019595,"West Africa (Worst)"
"WestAfrica",31,"obv_50",0.5,713.5,362.1,0.847648246283512,181.05,4683.24113503646,78.8180060756697,517.342296054842,"West Africa (Worst)"
"WestAfrica",31,"obv_60",0.6,865.7,523.1,0.847648246283512,313.86,5682.24506040793,55.1647231249602,362.08787742356,"West Africa (Worst)"
"WestAfrica",31,"obv_70",0.7,746.2,522.6,0.847648246283512,365.82,4897.87601256371,40.7960199004975,267.775190671024,"West Africa (Worst)"
"WestAfrica",31,"obv_80",0.8,855,678.5,0.847648246283512,542.8,5612.01285277669,31.5033161385409,206.780134590151,"West Africa (Worst)"
"WestAfrica",32,"obv_20",0.2,762,152,0.370206635888967,30.4,1209.92065560357,501.315789473684,796.000431318139,"West Africa (Worst)"
"WestAfrica",32,"obv_30",0.3,341,103,0.370206635888967,30.9,541.447432494512,220.711974110032,350.451412617807,"West Africa (Worst)"
"WestAfrica",32,"obv_40",0.4,1847,703,0.370206635888967,281.2,2932.70794081338,131.365576102418,208.585202049316,"West Africa (Worst)"
"WestAfrica",32,"obv_50",0.5,1598,805,0.370206635888967,402.5,2537.3401675256,79.4037267080745,126.079014535434,"West Africa (Worst)"
"WestAfrica",32,"obv_60",0.6,848,529,0.370206635888967,317.4,1346.47338051421,53.4341524889729,84.8439433216264,"West Africa (Worst)"
"WestAfrica",32,"obv_70",0.7,1681,1189,0.370206635888967,832.3,2669.12942528819,40.3940886699507,64.1386381181832,"West Africa (Worst)"
"WestAfrica",32,"obv_80",0.8,163,128,0.370206635888967,102.4,258.815048377142,31.8359375,50.5498141361605,"West Africa (Worst)"
"WestAfrica",33,"obv_20",0.2,525.9,109.7,0.730320250309757,21.94,1950.09080438577,479.398359161349,1777.65798029697,"West Africa (Worst)"
"WestAfrica",33,"obv_30",0.3,812.1,236.7,0.730320250309757,71.01,3011.34957642458,228.728348119983,848.148028847931,"West Africa (Worst)"
"WestAfrica",33,"obv_40",0.4,635.7,250.7,0.730320250309757,100.28,2357.24039617425,126.785001994416,470.131710445602,"West Africa (Worst)"
"WestAfrica",33,"obv_50",0.5,630.8,308.4,0.730320250309757,154.2,2339.07069672285,81.8158236057069,303.381413323327,"West Africa (Worst)"
"WestAfrica",33,"obv_60",0.6,758.8,453.7,0.730320250309757,272.22,2813.70774361651,55.7490265226655,206.723072780583,"West Africa (Worst)"
"WestAfrica",33,"obv_70",0.7,612.2,425.5,0.730320250309757,297.85,2270.10000084611,41.107940238375,152.432432489247,"West Africa (Worst)"
"WestAfrica",33,"obv_80",0.8,380,302.1,0.730320250309757,241.68,1409.07873296557,31.4465408805031,116.606978894867,"West Africa (Worst)"
"WestAfrica",34,"obv_20",0.2,776.9,159.4,0.690509449744335,31.88,2510.25434979587,487.390213299875,1574.81452308398,"West Africa (Worst)"
"WestAfrica",34,"obv_30",0.3,865.3,260.4,0.690509449744335,78.12,2795.88504167636,221.530977982591,715.792381381557,"West Africa (Worst)"
"WestAfrica",34,"obv_40",0.4,762.8,304.1,0.690509449744335,121.64,2464.69560821765,125.419269976981,405.244263107143,"West Africa (Worst)"
"WestAfrica",34,"obv_50",0.5,867.1,435.6,0.690509449744335,217.8,2801.70105123954,79.623507805326,257.272823805284,"West Africa (Worst)"
"WestAfrica",34,"obv_60",0.6,963.5,574.4,0.690509449744335,344.64,3113.18067451193,55.9134168987929,180.662759662949,"West Africa (Worst)"
"WestAfrica",34,"obv_70",0.7,666.2,464.1,0.690509449744335,324.87,2152.56976166046,41.0133284082864,132.518839022406,"West Africa (Worst)"
"WestAfrica",34,"obv_80",0.8,650.6,519.8,0.690509449744335,415.84,2102.16434544625,31.2908811081185,101.104479869481,"West Africa (Worst)"
"WestAfrica",35,"obv_20",0.2,1079.5,220.4,0.731261740150947,44.08,4016.9196623002,489.791288566243,1822.55883044473,"West Africa (Worst)"
"WestAfrica",35,"obv_30",0.3,940.5,284,0.731261740150947,85.2,3499.68776507025,220.774647887324,821.522949547007,"West Africa (Worst)"
"WestAfrica",35,"obv_40",0.4,1177.7,476.4,0.731261740150947,190.56,4382.3309738684,123.604114189757,459.942377610034,"West Africa (Worst)"
"WestAfrica",35,"obv_50",0.5,787.8,390.9,0.731261740150947,195.45,2931.47689667447,80.6139677666923,299.972053893525,"West Africa (Worst)"
"WestAfrica",35,"obv_60",0.6,958,568.3,0.731261740150947,340.98,3564.80688882222,56.1909789430465,209.091846373525,"West Africa (Worst)"
"WestAfrica",35,"obv_70",0.7,1043.5,733.5,0.731261740150947,513.45,3882.96032201042,40.6466062907781,151.249793436963,"West Africa (Worst)"
"WestAfrica",35,"obv_80",0.8,932.7,745.6,0.731261740150947,596.48,3470.6632413408,31.2734710300429,116.371487437661,"West Africa (Worst)"
"WestAfrica",36,"obv_20",0.2,179,29,0.497602027126198,5.8,356.291246511385,617.241379310345,1228.59050521167,"West Africa (Worst)"
"WestAfrica",36,"obv_30",0.3,1317,404,0.497602027126198,121.2,2621.4277746117,217.326732673267,432.578840695,"West Africa (Worst)"
"WestAfrica",36,"obv_40",0.4,349,145,0.497602027126198,58,694.668408002645,120.344827586207,239.54083034574,"West Africa (Worst)"
"WestAfrica",36,"obv_50",0.5,1188,591,0.497602027126198,295.5,2364.65922265657,80.4060913705584,160.044617438685,"West Africa (Worst)"
"WestAfrica",36,"obv_60",0.6,908,553,0.497602027126198,331.8,1807.33213314155,54.7317661241712,108.941056850003,"West Africa (Worst)"
"WestAfrica",36,"obv_70",0.7,4,4,0.497602027126198,2.8,7.96181556450023,28.5714285714286,56.8701111750016,"West Africa (Worst)"
"WestAfrica",36,"obv_80",0.8,816,653,0.497602027126198,522.4,1624.21037515805,31.2404287901991,62.182633045867,"West Africa (Worst)"
"WestAfrica",37,"obv_20",0.2,749,149.8,0.540749555267394,29.96,1630.91839886208,500,1088.73057333917,"West Africa (Worst)"
"WestAfrica",37,"obv_30",0.3,981.6,289.8,0.540749555267394,86.94,2137.39586157946,225.810904071774,491.694470112598,"West Africa (Worst)"
"WestAfrica",37,"obv_40",0.4,1074.7,424.5,0.540749555267394,169.8,2340.11749433522,126.584216725559,275.632213702617,"West Africa (Worst)"
"WestAfrica",37,"obv_50",0.5,951.1,476.9,0.540749555267394,238.45,2070.98329660577,79.7735374292304,173.70377828524,"West Africa (Worst)"
"WestAfrica",37,"obv_60",0.6,971.5,579.7,0.540749555267394,347.82,2115.40350399801,55.8622275889828,121.637830141913,"West Africa (Worst)"
"WestAfrica",37,"obv_70",0.7,605.9,426.3,0.540749555267394,298.41,1319.32370877241,40.6085586944137,88.423558779693,"West Africa (Worst)"
"WestAfrica",37,"obv_80",0.8,1086,871.4,0.540749555267394,697.12,2364.72280529268,31.1567592380078,67.8426326971736,"West Africa (Worst)"
"WestAfrica",38,"obv_20",0.2,1510.3,305,0.702847508445535,61,5082.57558972268,495.180327868852,1666.41822613859,"West Africa (Worst)"
"WestAfrica",38,"obv_30",0.3,1647.1,485.8,0.702847508445535,145.74,5542.94527831042,226.032660902978,760.662176246799,"West Africa (Worst)"
"WestAfrica",38,"obv_40",0.4,1315.1,525.2,0.702847508445535,210.08,4425.6738118548,125.199923838538,421.332236467517,"West Africa (Worst)"
"WestAfrica",38,"obv_50",0.5,1975.2,977.4,0.702847508445535,488.7,6647.0921703107,80.8348680171885,272.031600994913,"West Africa (Worst)"
"WestAfrica",38,"obv_60",0.6,1662.1,996.1,0.702847508445535,597.66,5593.42441083101,55.6202523173711,187.177472503798,"West Africa (Worst)"
"WestAfrica",38,"obv_70",0.7,1371.6,959.4,0.702847508445535,671.58,4615.81187768234,40.8469579201287,137.461266794197,"West Africa (Worst)"
"WestAfrica",38,"obv_80",0.8,1200.1,961.2,0.702847508445535,768.96,4038.66712919698,31.2135871826883,105.042320255851,"West Africa (Worst)"
"WestAfrica",39,"obv_20",0.2,432,87,0.640236451671484,17.4,1200.78869025809,496.551724137931,1380.21688535412,"West Africa (Worst)"
"WestAfrica",39,"obv_30",0.3,927,287,0.640236451671484,86.1,2576.69239784547,215.331010452962,598.534819476301,"West Africa (Worst)"
"WestAfrica",39,"obv_40",0.4,1604,636,0.640236451671484,254.4,4458.48393327308,126.100628930818,350.509743181846,"West Africa (Worst)"
"WestAfrica",39,"obv_50",0.5,929,438,0.640236451671484,219,2582.25160474482,84.8401826484018,235.822064360257,"West Africa (Worst)"
"WestAfrica",39,"obv_60",0.6,259,150,0.640236451671484,90,719.917293464917,57.5555555555556,159.981620769982,"West Africa (Worst)"
"WestAfrica",39,"obv_70",0.7,690,493,0.640236451671484,345.1,1917.92638027333,39.9884091567662,111.151920039022,"West Africa (Worst)"
"WestAfrica",39,"obv_80",0.8,1136,903,0.640236451671484,722.4,3157.62951882682,31.4507198228128,87.4205293141422,"West Africa (Worst)"
"WestAfrica",40,"obv_20",0.2,948,205,0.714006527932361,41,3314.76097390011,462.439024390244,1616.9565726342,"West Africa (Worst)"
"WestAfrica",40,"obv_30",0.3,1014,303,0.714006527932361,90.9,3545.53547208303,223.102310231023,780.09581343961,"West Africa (Worst)"
"WestAfrica",40,"obv_40",0.4,62,24,0.714006527932361,9.6,216.788164959712,129.166666666667,451.642010332732,"West Africa (Worst)"
"WestAfrica",40,"obv_50",0.5,1060,530,0.714006527932361,265,3706.37830414991,80,279.726664464144,"West Africa (Worst)"
"WestAfrica",40,"obv_60",0.6,99,60,0.714006527932361,36,346.161747274378,55,192.312081819099,"West Africa (Worst)"
"WestAfrica",40,"obv_70",0.7,107,74,0.714006527932361,51.8,374.134413720793,41.3127413127413,144.45344159104,"West Africa (Worst)"
"WestAfrica",40,"obv_80",0.8,677,526,0.714006527932361,420.8,2367.18689802782,32.1768060836502,112.508882986113,"West Africa (Worst)"
"WestAfrica",41,"obv_20",0.2,1384.3,275.5,0.617062889854064,55.1,3614.95390058291,502.468239564428,1312.14297661812,"West Africa (Worst)"
"WestAfrica",41,"obv_30",0.3,1145.6,339.6,0.617062889854064,101.88,2991.61394821049,224.892029839026,587.281890108067,"West Africa (Worst)"
"WestAfrica",41,"obv_40",0.4,1452.7,581.7,0.617062889854064,232.68,3793.57330880358,124.866769812618,326.076440502285,"West Africa (Worst)"
"WestAfrica",41,"obv_50",0.5,1317.3,661.9,0.617062889854064,330.95,3439.99044516208,79.6071914186433,207.885810253034,"West Africa (Worst)"
"WestAfrica",41,"obv_60",0.6,898.7,546.8,0.617062889854064,328.08,2346.86055801045,54.7854181906852,143.066359303246,"West Africa (Worst)"
"WestAfrica",41,"obv_70",0.7,1377.5,962.4,0.617062889854064,673.68,3597.19641555513,40.8947868424178,106.792436039518,"West Africa (Worst)"
"WestAfrica",41,"obv_80",0.8,1086.8,872.9,0.617062889854064,698.32,2838.06393061729,31.1261312865162,81.2826191607654,"West Africa (Worst)"
"WestAfrica",42,"obv_20",0.2,865.6,171.6,0.465000593768734,34.32,1617.94572090763,504.428904428904,942.858811717734,"West Africa (Worst)"
"WestAfrica",42,"obv_30",0.3,335.8,100.5,0.465000593768734,30.15,627.664248013843,222.752902155887,416.361026874854,"West Africa (Worst)"
"WestAfrica",42,"obv_40",0.4,605.3,241.1,0.465000593768734,96.44,1131.40312484449,125.52882621319,234.633580432287,"West Africa (Worst)"
"WestAfrica",42,"obv_50",0.5,901.3,453.3,0.465000593768734,226.65,1684.67476692935,79.5323185528348,148.658704339674,"West Africa (Worst)"
"WestAfrica",42,"obv_60",0.6,600.6,360,0.465000593768734,216,1122.61806836544,55.6111111111111,103.946117441244,"West Africa (Worst)"
