"scenario","particle_id","eff_name","efficacy","doses_B","n_prevented_hcw","ppe_efficacy","averted","base_pool","dda_B","dda_A","scenario_label"
"DRC",81,"obv_60",0.6,93.4,56.6,0.589001041718348,33.96,227.251184262113,55.0058892815077,133.83461970678,"DRC (Middle, PlusPlus)"
"DRC",81,"obv_70",0.7,99.8,70.4,0.589001041718348,49.28,242.822999886069,40.5032467532467,98.5482954083072,"DRC (Middle, PlusPlus)"
"DRC",81,"obv_80",0.8,114.9,93.2,0.589001041718348,74.56,279.562752373841,30.8208154506438,74.9900086839702,"DRC (Middle, PlusPlus)"
"DRC",85,"obv_20",0.2,106.9,21.1,0.432642065361142,4.22,188.417211558071,506.635071090047,892.97256662593,"DRC (Middle, PlusPlus)"
"DRC",85,"obv_30",0.3,46.1,13.3,0.432642065361142,3.99,81.2538208870634,231.077694235589,407.287322742173,"DRC (Middle, PlusPlus)"
"DRC",85,"obv_40",0.4,99.7,40.7,0.432642065361142,16.28,175.726810031241,122.481572481572,215.880602003982,"DRC (Middle, PlusPlus)"
"DRC",85,"obv_50",0.5,69.3,32.6,0.432642065361142,16.3,122.145114695737,85.0306748466258,149.871306375138,"DRC (Middle, PlusPlus)"
"DRC",85,"obv_60",0.6,62.3,37.2,0.432642065361142,22.32,109.807224322431,55.8243727598566,98.3935701813894,"DRC (Middle, PlusPlus)"
"DRC",85,"obv_70",0.7,127.2,90.5,0.432642065361142,63.35,224.197093640661,40.1578531965272,70.7804557665859,"DRC (Middle, PlusPlus)"
"DRC",85,"obv_80",0.8,42.1,35,0.432642065361142,28,74.2035978166024,30.0714285714286,53.0025698690017,"DRC (Middle, PlusPlus)"
"DRC",86,"obv_20",0.2,103,20.2,0.347246702400967,4.04,157.793151530381,509.90099009901,781.154215496935,"DRC (Middle, PlusPlus)"
"DRC",86,"obv_30",0.3,55.5,17.9,0.347246702400967,5.37,85.024465145011,206.703910614525,316.664674655535,"DRC (Middle, PlusPlus)"
"DRC",86,"obv_40",0.4,113.6,44.7,0.347246702400967,17.88,174.032058386905,127.069351230425,194.666731976404,"DRC (Middle, PlusPlus)"
"DRC",86,"obv_50",0.5,82.9,39.1,0.347246702400967,19.55,127.000507396782,84.8081841432225,129.923792733281,"DRC (Middle, PlusPlus)"
"DRC",86,"obv_60",0.6,49.8,31.3,0.347246702400967,18.78,76.2922227787667,53.035143769968,81.2483735663117,"DRC (Middle, PlusPlus)"
"DRC",86,"obv_70",0.7,106.9,71.9,0.347246702400967,50.33,163.767843675706,42.479634412875,65.0776251443298,"DRC (Middle, PlusPlus)"
"DRC",86,"obv_80",0.8,31.2,25.1,0.347246702400967,20.08,47.7975371626008,31.0756972111554,47.60710872769,"DRC (Middle, PlusPlus)"
"DRC",89,"obv_20",0.2,62.3,13.9,0.556277139583657,2.78,140.402953189169,448.201438848921,1010.09318841129,"DRC (Middle, PlusPlus)"
"DRC",89,"obv_30",0.3,137.1,41.9,0.556277139583657,12.57,308.97664337456,218.138424821002,491.609615552203,"DRC (Middle, PlusPlus)"
"DRC",89,"obv_40",0.4,253.9,94.5,0.556277139583657,37.8,572.204009867256,134.338624338624,302.753444374209,"DRC (Middle, PlusPlus)"
"DRC",89,"obv_50",0.5,95.3,47.9,0.556277139583657,23.95,214.773698859194,79.5824634655532,179.351731823962,"DRC (Middle, PlusPlus)"
"DRC",89,"obv_60",0.6,76,45.5,0.556277139583657,27.3,171.278080937028,55.6776556776557,125.478447572914,"DRC (Middle, PlusPlus)"
"DRC",89,"obv_70",0.7,111.7,76.7,0.556277139583657,53.69,251.733705798237,41.6092382194077,93.7730325193657,"DRC (Middle, PlusPlus)"
"DRC",89,"obv_80",0.8,103.5,84.5,0.556277139583657,67.6,233.253702328716,30.6213017751479,69.0099711031704,"DRC (Middle, PlusPlus)"
"DRC",93,"obv_20",0.2,115.9,23.3,0.556277139583657,4.66,261.199073428968,497.424892703863,1121.02606621875,"DRC (Middle, PlusPlus)"
"DRC",93,"obv_30",0.3,132.8,38.7,0.556277139583657,11.61,299.28590984786,228.768303186908,515.565736172023,"DRC (Middle, PlusPlus)"
"DRC",93,"obv_40",0.4,108.1,40.3,0.556277139583657,16.12,243.620533543325,134.119106699752,302.258726480553,"DRC (Middle, PlusPlus)"
"DRC",93,"obv_50",0.5,31.3,16,0.556277139583657,8,70.5395254385392,78.25,176.348813596348,"DRC (Middle, PlusPlus)"
"DRC",93,"obv_60",0.6,75.2,46.1,0.556277139583657,27.66,169.47515376927,54.3745480838756,122.541687468742,"DRC (Middle, PlusPlus)"
"DRC",93,"obv_70",0.7,134.1,97.3,0.556277139583657,68.11,302.215666495467,39.3774776097489,88.7434052255077,"DRC (Middle, PlusPlus)"
"DRC",93,"obv_80",0.8,88.9,69.9,0.556277139583657,55.92,200.350281517129,31.7954220314735,71.6560377386012,"DRC (Middle, PlusPlus)"
"DRC",94,"obv_20",0.2,114.3,23.1,0.820892839992742,4.62,638.16544238303,494.805194805195,2762.6209626971,"DRC (Middle, PlusPlus)"
"DRC",94,"obv_30",0.3,104.1,32.9,0.820892839992742,9.87,581.216295293731,210.942249240122,1177.74325287483,"DRC (Middle, PlusPlus)"
"DRC",94,"obv_40",0.4,165.9,64.8,0.820892839992742,25.92,926.261127658309,128.009259259259,714.707660230177,"DRC (Middle, PlusPlus)"
"DRC",94,"obv_50",0.5,94.7,49.1,0.820892839992742,24.55,528.733747976141,77.1486761710794,430.740324216816,"DRC (Middle, PlusPlus)"
"DRC",94,"obv_60",0.6,95.6,57.8,0.820892839992742,34.68,533.758672719315,55.1326412918108,307.819303759697,"DRC (Middle, PlusPlus)"
"DRC",94,"obv_70",0.7,122,84.5,0.820892839992742,59.15,681.156465185737,41.251056635672,230.314950189598,"DRC (Middle, PlusPlus)"
"DRC",94,"obv_80",0.8,95.2,75.5,0.820892839992742,60.4,531.52537283346,31.523178807947,176.001779083927,"DRC (Middle, PlusPlus)"
"DRC",97,"obv_20",0.2,142.2,28.6,0.519232448221735,5.72,295.77703294249,497.202797202797,1034.18542986884,"DRC (Middle, PlusPlus)"
"DRC",97,"obv_30",0.3,130.9,38.7,0.519232448221735,11.61,272.272950859155,225.495262704565,469.031784425763,"DRC (Middle, PlusPlus)"
"DRC",97,"obv_40",0.4,113.2,47.1,0.519232448221735,18.84,235.456822286145,120.169851380042,249.954163785717,"DRC (Middle, PlusPlus)"
"DRC",97,"obv_50",0.5,137,68.7,0.519232448221735,34.35,284.960995169628,79.7671033478894,165.916154392796,"DRC (Middle, PlusPlus)"
"DRC",97,"obv_60",0.6,117.9,72.5,0.519232448221735,43.5,245.232856427001,54.2068965517241,112.750738587127,"DRC (Middle, PlusPlus)"
"DRC",97,"obv_70",0.7,71.2,48,0.519232448221735,33.6,148.096517197646,42.3809523809524,88.1526888081226,"DRC (Middle, PlusPlus)"
"DRC",97,"obv_80",0.8,94.6,78.1,0.519232448221735,62.48,196.768687175524,30.2816901408451,62.9861354595147,"DRC (Middle, PlusPlus)"
"DRC",101,"obv_20",0.2,156.5,31.9,0.772741378913066,6.38,688.64274213885,490.595611285266,2158.75467755125,"DRC (Middle, PlusPlus)"
"DRC",101,"obv_30",0.3,201,61.5,0.772741378913066,18.45,884.454895654369,217.886178861789,958.758694476281,"DRC (Middle, PlusPlus)"
"DRC",101,"obv_40",0.4,143.6,56.1,0.772741378913066,22.44,631.879218984913,127.985739750446,563.172209433968,"DRC (Middle, PlusPlus)"
"DRC",101,"obv_50",0.5,186.6,95.9,0.772741378913066,47.95,821.09096283137,77.8310740354536,342.477982411416,"DRC (Middle, PlusPlus)"
"DRC",101,"obv_60",0.6,149.5,88.3,0.772741378913066,52.98,657.840830349892,56.4363910909777,248.33553429592,"DRC (Middle, PlusPlus)"
"DRC",101,"obv_70",0.7,55.6,35.6,0.772741378913066,24.92,244.655185066582,44.6227929373997,196.35247597639,"DRC (Middle, PlusPlus)"
"DRC",101,"obv_80",0.8,115.1,90.7,0.772741378913066,72.56,506.471435272726,31.7254685777288,139.600726370652,"DRC (Middle, PlusPlus)"
"DRC",105,"obv_20",0.2,149.3,29.1,0.601348187793552,5.82,374.512282218556,513.058419243986,1286.98378769263,"DRC (Middle, PlusPlus)"
"DRC",105,"obv_30",0.3,169.7,48.8,0.601348187793552,14.64,425.684757484856,231.830601092896,581.53655394106,"DRC (Middle, PlusPlus)"
"DRC",105,"obv_40",0.4,133.9,53.1,0.601348187793552,21.24,335.88208030184,126.08286252354,316.273145293634,"DRC (Middle, PlusPlus)"
"DRC",105,"obv_50",0.5,193,95.5,0.601348187793552,47.75,484.131751293914,80.8376963350785,202.777696877032,"DRC (Middle, PlusPlus)"
"DRC",105,"obv_60",0.6,68.7,42.1,0.601348187793552,25.26,172.330835823274,54.3942992874109,136.44563406435,"DRC (Middle, PlusPlus)"
"DRC",105,"obv_70",0.7,154.3,108.7,0.601348187793552,76.09,387.054555568139,40.557234853463,101.735985167076,"DRC (Middle, PlusPlus)"
"DRC",105,"obv_80",0.8,191.7,152.5,0.601348187793552,122,480.870760223022,31.4262295081967,78.8312721677085,"DRC (Middle, PlusPlus)"
"DRC",106,"obv_20",0.2,178.8,36.3,0.693359336159924,7.26,583.092919774171,492.561983471074,1606.31658339992,"DRC (Middle, PlusPlus)"
"DRC",106,"obv_30",0.3,136.6,39.3,0.693359336159924,11.79,445.472555039999,231.721798134012,755.678634503814,"DRC (Middle, PlusPlus)"
"DRC",106,"obv_40",0.4,212.7,89.2,0.693359336159924,35.68,693.645772013234,119.226457399103,388.814894626252,"DRC (Middle, PlusPlus)"
"DRC",106,"obv_50",0.5,102.7,51.6,0.693359336159924,25.8,334.919702800936,79.6124031007752,259.627676589873,"DRC (Middle, PlusPlus)"
"DRC",106,"obv_60",0.6,114.8,69.8,0.693359336159924,41.88,374.379570414289,54.8233046800382,178.786805355439,"DRC (Middle, PlusPlus)"
"DRC",106,"obv_70",0.7,91.3,60.9,0.693359336159924,42.63,297.742637446207,42.8336851982172,139.686904736668,"DRC (Middle, PlusPlus)"
"DRC",106,"obv_80",0.8,158.8,128.6,0.693359336159924,102.88,517.869998099208,30.8709175738725,100.674571947746,"DRC (Middle, PlusPlus)"
"DRC",109,"obv_20",0.2,52.9,11.5,0.734793149493635,2.3,199.466944006148,460,1734.49516527085,"DRC (Middle, PlusPlus)"
"DRC",109,"obv_30",0.3,83.4,26.9,0.734793149493635,8.07,314.471514746933,206.691449814126,779.359392185707,"DRC (Middle, PlusPlus)"
"DRC",109,"obv_40",0.4,125.1,49.7,0.734793149493635,19.88,471.707272120399,125.855130784708,474.554599718711,"DRC (Middle, PlusPlus)"
"DRC",109,"obv_50",0.5,31.4,13.5,0.734793149493635,6.75,118.398148238054,93.037037037037,350.809328112752,"DRC (Middle, PlusPlus)"
"DRC",109,"obv_60",0.6,125.5,75.6,0.734793149493635,45.36,473.215528785852,55.3350970017637,208.648822215984,"DRC (Middle, PlusPlus)"
"DRC",109,"obv_70",0.7,82.5,57.2,0.734793149493635,40.04,311.077937249664,41.2087912087912,155.383585039792,"DRC (Middle, PlusPlus)"
"DRC",109,"obv_80",0.8,119,92.3,0.734793149493635,73.84,448.706357972242,32.2318526543879,121.534766514692,"DRC (Middle, PlusPlus)"
"DRC",113,"obv_20",0.2,96.7,20,0.467837847118366,4,181.711531863688,483.5,908.557659318441,"DRC (Middle, PlusPlus)"
"DRC",113,"obv_30",0.3,139.1,43.7,0.467837847118366,13.11,261.386495162762,212.204424103738,398.758955244487,"DRC (Middle, PlusPlus)"
"DRC",113,"obv_40",0.4,86.2,33.4,0.467837847118366,13.36,161.98070368821,129.041916167665,242.486083365584,"DRC (Middle, PlusPlus)"
"DRC",113,"obv_50",0.5,48.8,25.5,0.467837847118366,12.75,91.7013728536503,76.5490196078431,143.845290750824,"DRC (Middle, PlusPlus)"
"DRC",113,"obv_60",0.6,63.8,39.7,0.467837847118366,23.82,119.88827024719,53.568429890848,100.661855791092,"DRC (Middle, PlusPlus)"
"DRC",113,"obv_70",0.7,83.3,62.4,0.467837847118366,43.68,156.531236858792,38.1410256410256,71.6718117485314,"DRC (Middle, PlusPlus)"
"DRC",113,"obv_80",0.8,50.4,42.1,0.467837847118366,33.68,94.7079752422946,29.9287410926366,56.2398902863982,"DRC (Middle, PlusPlus)"
"DRC",114,"obv_20",0.2,124.4,23.4,0.597531908760057,4.68,309.092826754893,531.623931623932,1320.90951604655,"DRC (Middle, PlusPlus)"
"DRC",114,"obv_30",0.3,161.2,50.2,0.597531908760057,15.06,400.528646888173,214.077025232404,531.910553636351,"DRC (Middle, PlusPlus)"
"DRC",114,"obv_40",0.4,121.5,48.1,0.597531908760057,19.24,301.887286581346,126.299376299376,313.812148213457,"DRC (Middle, PlusPlus)"
"DRC",114,"obv_50",0.5,90.3,47.5,0.597531908760057,23.75,224.365612990087,76.0421052631579,188.939463570599,"DRC (Middle, PlusPlus)"
"DRC",114,"obv_60",0.6,158.3,98.3,0.597531908760057,58.98,393.323106714626,53.6792132926416,133.375078573966,"DRC (Middle, PlusPlus)"
"DRC",114,"obv_70",0.7,116.8,77.3,0.597531908760057,54.11,290.20934216215,43.1713176861948,107.266435838902,"DRC (Middle, PlusPlus)"
"DRC",114,"obv_80",0.8,107.7,87.6,0.597531908760057,70.08,267.598854031366,30.736301369863,76.3695359678556,"DRC (Middle, PlusPlus)"
"DRC",117,"obv_20",0.2,93.3,20.8,0.348938862327486,4.16,143.304514125262,448.557692307692,688.964010217606,"DRC (Middle, PlusPlus)"
"DRC",117,"obv_30",0.3,100.1,30.4,0.348938862327486,9.12,153.749001757114,219.517543859649,337.168863502443,"DRC (Middle, PlusPlus)"
"DRC",117,"obv_40",0.4,47.9,19.2,0.348938862327486,7.68,73.5721996420156,124.739583333333,191.594269901082,"DRC (Middle, PlusPlus)"
"DRC",117,"obv_50",0.5,58.8,28.6,0.348938862327486,14.3,90.3140989342488,82.2377622377622,126.313425082865,"DRC (Middle, PlusPlus)"
"DRC",117,"obv_60",0.6,60,37.3,0.348938862327486,22.38,92.157243810458,53.6193029490617,82.3567862470581,"DRC (Middle, PlusPlus)"
"DRC",117,"obv_70",0.7,60.3,43.2,0.348938862327486,30.24,92.6180300295102,39.8809523809524,61.2553108660782,"DRC (Middle, PlusPlus)"
"DRC",117,"obv_80",0.8,29.7,22.6,0.348938862327486,18.08,45.6178356861767,32.853982300885,50.4622076174521,"DRC (Middle, PlusPlus)"
"DRC",121,"obv_20",0.2,180.3,34.6,0.827573386229451,6.92,1045.66224469227,521.098265895954,3022.14521587362,"DRC (Middle, PlusPlus)"
"DRC",121,"obv_30",0.3,148.7,44.4,0.827573386229451,13.32,862.395872355747,223.273273273273,1294.88869723085,"DRC (Middle, PlusPlus)"
"DRC",121,"obv_40",0.4,72,26.9,0.827573386229451,10.76,417.56894962753,133.828996282528,776.150463991692,"DRC (Middle, PlusPlus)"
"DRC",121,"obv_50",0.5,154.5,80.1,0.827573386229451,40.05,896.033371075742,77.1535580524345,447.45736383308,"DRC (Middle, PlusPlus)"
"DRC",121,"obv_60",0.6,105.5,62.5,0.827573386229451,37.5,611.854502579228,56.2666666666667,326.322401375588,"DRC (Middle, PlusPlus)"
"DRC",121,"obv_70",0.7,129.2,88.6,0.827573386229451,62.02,749.304281831624,41.6639793614963,241.633112490043,"DRC (Middle, PlusPlus)"
"DRC",121,"obv_80",0.8,67.2,53.6,0.827573386229451,42.88,389.731019652362,31.3432835820896,181.77752782293,"DRC (Middle, PlusPlus)"
"DRC",125,"obv_20",0.2,160.5,34.6,0.485387491419457,6.92,311.885151106621,463.872832369942,901.402170828384,"DRC (Middle, PlusPlus)"
"DRC",125,"obv_30",0.3,235.3,70.5,0.485387491419457,21.15,457.237233989956,222.505910165485,432.375634978682,"DRC (Middle, PlusPlus)"
"DRC",125,"obv_40",0.4,118.9,48.9,0.485387491419457,19.56,231.047629075248,121.574642126789,236.245019504343,"DRC (Middle, PlusPlus)"
"DRC",125,"obv_50",0.5,102.2,48.8,0.485387491419457,24.4,198.596027682845,83.7704918032787,162.783629248234,"DRC (Middle, PlusPlus)"
"DRC",125,"obv_60",0.6,94.6,56.9,0.485387491419457,34.14,183.827634234806,55.418863503222,107.690471139312,"DRC (Middle, PlusPlus)"
"DRC",125,"obv_70",0.7,166.6,116.7,0.485387491419457,81.69,323.738730058337,40.7883461868038,79.260308497573,"DRC (Middle, PlusPlus)"
"DRC",125,"obv_80",0.8,164.3,131.4,0.485387491419457,105.12,319.269347830641,31.2595129375951,60.7437876390108,"DRC (Middle, PlusPlus)"
"DRC",126,"obv_20",0.2,154.4,31.5,0.575758621395363,6.3,363.943754161449,490.15873015873,1155.37699733793,"DRC (Middle, PlusPlus)"
"DRC",126,"obv_30",0.3,97.5,27.3,0.575758621395363,8.19,229.821995017754,238.095238095238,561.225873059229,"DRC (Middle, PlusPlus)"
"DRC",126,"obv_40",0.4,85.5,34.7,0.575758621395363,13.88,201.536211015569,123.198847262248,290.397998581511,"DRC (Middle, PlusPlus)"
"DRC",126,"obv_50",0.5,97.3,48.5,0.575758621395363,24.25,229.350565284384,80.2474226804124,189.155105389183,"DRC (Middle, PlusPlus)"
"DRC",126,"obv_60",0.6,180.5,108.1,0.575758621395363,64.86,425.465334366201,55.6583410422448,131.194984386741,"DRC (Middle, PlusPlus)"
"DRC",126,"obv_70",0.7,74.3,52.3,0.575758621395363,36.61,175.136145946863,40.5900027314941,95.6766708259289,"DRC (Middle, PlusPlus)"
"DRC",126,"obv_80",0.8,177.2,141.5,0.575758621395363,113.2,417.6867437656,31.3074204946996,73.7962444815548,"DRC (Middle, PlusPlus)"
"DRC",129,"obv_20",0.2,90.8,18.2,0.608757760899499,3.64,232.081280918842,498.901098901099,1275.17187318045,"DRC (Middle, PlusPlus)"
"DRC",129,"obv_30",0.3,176.3,53.1,0.608757760899499,15.93,450.615967246606,221.343377275581,565.745093843824,"DRC (Middle, PlusPlus)"
"DRC",129,"obv_40",0.4,128.6,50.9,0.608757760899499,20.36,328.696615926906,126.326129666012,322.884691480261,"DRC (Middle, PlusPlus)"
"DRC",129,"obv_50",0.5,108.3,52.6,0.608757760899499,26.3,276.810602681834,82.3574144486692,210.502359453866,"DRC (Middle, PlusPlus)"
"DRC",129,"obv_60",0.6,117,69.2,0.608757760899499,41.52,299.047465501151,56.3583815028902,144.049838873387,"DRC (Middle, PlusPlus)"
"DRC",129,"obv_70",0.7,71.5,50.6,0.608757760899499,35.42,182.75122891737,40.3726708074534,103.190981884455,"DRC (Middle, PlusPlus)"
"DRC",129,"obv_80",0.8,134.3,108.7,0.608757760899499,86.96,343.265595015423,30.8877644894204,78.9479289363899,"DRC (Middle, PlusPlus)"
"DRC",133,"obv_20",0.2,159.1,34,0.424047535484791,6.8,276.238074845148,467.941176470588,812.464926015142,"DRC (Middle, PlusPlus)"
"DRC",133,"obv_30",0.3,201.1,58.3,0.424047535484791,17.49,349.160759593711,229.959977129788,399.26902183386,"DRC (Middle, PlusPlus)"
"DRC",133,"obv_40",0.4,160.4,64.3,0.424047535484791,25.72,278.495205563556,124.727838258165,216.559257825471,"DRC (Middle, PlusPlus)"
"DRC",133,"obv_50",0.5,147.1,71.5,0.424047535484791,35.75,255.403022059845,82.2937062937063,142.882809543969,"DRC (Middle, PlusPlus)"
"DRC",133,"obv_60",0.6,223.5,129.9,0.424047535484791,77.94,388.052858126277,57.3518090839107,99.5773307996605,"DRC (Middle, PlusPlus)"
"DRC",133,"obv_70",0.7,231.9,159.3,0.424047535484791,111.51,402.637395075989,41.5926822706484,72.2154775492762,"DRC (Middle, PlusPlus)"
"DRC",133,"obv_80",0.8,232.5,186.4,0.424047535484791,149.12,403.679147715255,31.1829399141631,54.1415165927112,"DRC (Middle, PlusPlus)"
"DRC",137,"obv_20",0.2,196.1,38.5,0.347161941341499,7.7,300.380771922153,509.350649350649,780.209797200396,"DRC (Middle, PlusPlus)"
"DRC",137,"obv_30",0.3,92,27.9,0.347161941341499,8.37,140.923156638644,219.832735961768,336.733946567846,"DRC (Middle, PlusPlus)"
"DRC",137,"obv_40",0.4,77.8,30.8,0.347161941341499,12.32,119.171973766157,126.298701298701,193.460996373632,"DRC (Middle, PlusPlus)"
"DRC",137,"obv_50",0.5,53.8,26.3,0.347161941341499,13.15,82.4094111647721,81.8250950570342,125.337507474939,"DRC (Middle, PlusPlus)"
"DRC",137,"obv_60",0.6,51.1,29.6,0.347161941341499,17.76,78.2736228721162,57.545045045045,88.1459717028336,"DRC (Middle, PlusPlus)"
"DRC",137,"obv_70",0.7,116.4,81,0.347161941341499,56.7,178.298428616719,41.0582010582011,62.8918619459326,"DRC (Middle, PlusPlus)"
"DRC",137,"obv_80",0.8,153.1,120.5,0.347161941341499,96.4,234.514513928004,31.7634854771784,48.6544634705402,"DRC (Middle, PlusPlus)"
"DRC",141,"obv_20",0.2,188.4,34.6,0.391123327735577,6.92,309.422266580418,544.508670520231,894.284007457855,"DRC (Middle, PlusPlus)"
"DRC",141,"obv_30",0.3,120.3,35.6,0.391123327735577,10.68,197.576956845139,225.280898876405,369.994301208126,"DRC (Middle, PlusPlus)"
"DRC",141,"obv_40",0.4,103,39.1,0.391123327735577,15.64,169.16397801371,131.713554987212,216.322222523926,"DRC (Middle, PlusPlus)"
"DRC",141,"obv_50",0.5,156.9,74.4,0.391123327735577,37.2,257.687651945157,84.3548387096774,138.541748357611,"DRC (Middle, PlusPlus)"
"DRC",141,"obv_60",0.6,183.5,108.5,0.391123327735577,65.1,301.374659859377,56.3748079877112,92.5882211549546,"DRC (Middle, PlusPlus)"
"DRC",141,"obv_70",0.7,135.5,94.7,0.391123327735577,66.29,222.540961367551,40.880977523005,67.1416386687437,"DRC (Middle, PlusPlus)"
"DRC",141,"obv_80",0.8,192.3,154.7,0.391123327735577,123.76,315.827504582879,31.076276664512,51.0387046837231,"DRC (Middle, PlusPlus)"
"DRC",142,"obv_20",0.2,132.6,23.4,0.33794254096245,4.68,200.284730864243,566.666666666667,855.917653265994,"DRC (Middle, PlusPlus)"
"DRC",142,"obv_30",0.3,198.7,58.3,0.33794254096245,17.49,300.125007712858,227.215551743854,343.196120883772,"DRC (Middle, PlusPlus)"
"DRC",142,"obv_40",0.4,155.6,61.2,0.33794254096245,24.48,235.024917967392,127.124183006536,192.013821868784,"DRC (Middle, PlusPlus)"
"DRC",142,"obv_50",0.5,107.5,52,0.33794254096245,26,162.372613634284,82.6923076923077,124.902010487911,"DRC (Middle, PlusPlus)"
"DRC",142,"obv_60",0.6,84.4,49.8,0.33794254096245,29.88,127.481382239382,56.4926372155288,85.3289037746869,"DRC (Middle, PlusPlus)"
"DRC",142,"obv_70",0.7,96.3,67.8,0.33794254096245,47.46,145.455652957968,40.5815423514539,61.2961032271252,"DRC (Middle, PlusPlus)"
"DRC",142,"obv_80",0.8,115.5,93,0.33794254096245,74.4,174.45615697451,31.0483870967742,46.8968163909973,"DRC (Middle, PlusPlus)"
"DRC",145,"obv_20",0.2,112.1,21.2,0.785171791758489,4.24,521.812293262608,528.77358490566,2461.37874180475,"DRC (Middle, PlusPlus)"
"DRC",145,"obv_30",0.3,119.1,38.1,0.785171791758489,11.43,554.396468577847,208.398950131234,970.072560941114,"DRC (Middle, PlusPlus)"
"DRC",145,"obv_40",0.4,107.6,43.2,0.785171791758489,17.28,500.865323417097,124.537037037037,579.705235436455,"DRC (Middle, PlusPlus)"
"DRC",145,"obv_50",0.5,89.7,43.1,0.785171791758489,21.55,417.542932253844,83.2482598607889,387.510841998927,"DRC (Middle, PlusPlus)"
"DRC",145,"obv_60",0.6,104.9,63.5,0.785171791758489,38.1,488.297141509791,55.0656167979003,256.323958797791,"DRC (Middle, PlusPlus)"
"DRC",145,"obv_70",0.7,123.7,84.7,0.785171791758489,59.29,575.808926642147,41.7271040647664,194.234753463365,"DRC (Middle, PlusPlus)"
"DRC",145,"obv_80",0.8,63.7,51.1,0.785171791758489,40.88,296.515995368672,31.1643835616438,145.066533937706,"DRC (Middle, PlusPlus)"
"DRC",149,"obv_20",0.2,73.5,14.4,0.827573386229451,2.88,426.26830274477,510.416666666667,2960.19654683868,"DRC (Middle, PlusPlus)"
"DRC",149,"obv_30",0.3,116.9,33.4,0.827573386229451,10.02,677.969586270254,233.333333333333,1353.23270712626,"DRC (Middle, PlusPlus)"
"DRC",149,"obv_40",0.4,128.8,50.2,0.827573386229451,20.08,746.984454333693,128.286852589641,744.008420651089,"DRC (Middle, PlusPlus)"
"DRC",149,"obv_50",0.5,55.8,29.7,0.827573386229451,14.85,323.615935961336,75.1515151515152,435.846378399106,"DRC (Middle, PlusPlus)"
"DRC",149,"obv_60",0.6,83.6,51.4,0.827573386229451,30.84,484.843947067521,54.2153047989624,314.425387203321,"DRC (Middle, PlusPlus)"
"DRC",149,"obv_70",0.7,88.3,63.4,0.827573386229451,44.38,512.101920168207,39.7926994141505,230.780495794595,"DRC (Middle, PlusPlus)"
"DRC",149,"obv_80",0.8,46.8,38.4,0.827573386229451,30.72,271.419817257895,30.46875,176.705610193942,"DRC (Middle, PlusPlus)"
"DRC",153,"obv_20",0.2,126.8,27.6,0.556277139583657,5.52,285.763956089673,459.420289855072,1035.37665249882,"DRC (Middle, PlusPlus)"
"DRC",153,"obv_30",0.3,127.7,41.6,0.556277139583657,12.48,287.792249153401,204.647435897436,461.205527489425,"DRC (Middle, PlusPlus)"
"DRC",153,"obv_40",0.4,92.2,37.5,0.556277139583657,15,207.787356084131,122.933333333333,277.049808112175,"DRC (Middle, PlusPlus)"
"DRC",153,"obv_50",0.5,101.4,48.7,0.556277139583657,24.35,228.521018513351,83.2854209445585,187.696935123902,"DRC (Middle, PlusPlus)"
"DRC",153,"obv_60",0.6,69.2,44.4,0.556277139583657,26.64,155.953200011083,51.951951951952,117.081981990303,"DRC (Middle, PlusPlus)"
"DRC",153,"obv_70",0.7,128.4,92.7,0.556277139583657,64.89,289.36981042519,39.5746648173833,89.1877979427306,"DRC (Middle, PlusPlus)"
"DRC",153,"obv_80",0.8,97.6,79.4,0.556277139583657,63.52,219.957114466499,30.7304785894206,69.2560184088473,"DRC (Middle, PlusPlus)"
"DRC",154,"obv_20",0.2,122.4,24,0.841978315290164,4.8,774.577237451647,510,3227.40515604853,"DRC (Middle, PlusPlus)"
"DRC",154,"obv_30",0.3,111.7,30.5,0.841978315290164,9.15,706.865011628668,244.153005464481,1545.06013470747,"DRC (Middle, PlusPlus)"
"DRC",154,"obv_40",0.4,80.3,30.2,0.841978315290164,12.08,508.158105942543,132.94701986755,841.321367454541,"DRC (Middle, PlusPlus)"
"DRC",154,"obv_50",0.5,161.1,78.6,0.841978315290164,39.3,1019.48033458709,81.9847328244275,518.819508695723,"DRC (Middle, PlusPlus)"
"DRC",154,"obv_60",0.6,29.5,19.8,0.841978315290164,11.88,186.683239418493,49.6632996632997,314.281547842582,"DRC (Middle, PlusPlus)"
"DRC",154,"obv_70",0.7,65.3,46.6,0.841978315290164,32.62,413.234424882292,40.0367872470877,253.362614887978,"DRC (Middle, PlusPlus)"
"DRC",154,"obv_80",0.8,122.2,96.3,0.841978315290164,77.04,773.311588370844,31.723779854621,200.755864063044,"DRC (Middle, PlusPlus)"
"DRC",157,"obv_20",0.2,141.3,29,0.848796901199967,5.8,934.504657122604,487.241379310345,3222.42985214691,"DRC (Middle, PlusPlus)"
"DRC",157,"obv_30",0.3,38,10.8,0.848796901199967,3.24,251.317600641606,234.567901234568,1551.34321383707,"DRC (Middle, PlusPlus)"
"DRC",157,"obv_40",0.4,49.6,20.2,0.848796901199967,8.08,328.035605047991,122.772277227723,811.96931942572,"DRC (Middle, PlusPlus)"
"DRC",157,"obv_50",0.5,92.4,44.9,0.848796901199967,22.45,611.098586823274,82.3162583518931,544.408540599798,"DRC (Middle, PlusPlus)"
