"scenario","particle_id","rep","arm","n_hcw_deaths","hcw_days_lost","counterfactual_hcw","prevented_hcw","baseline_days_lost"
"DRC",59,1,"obv_60",16,7205.32121775899,45,29,18653.9280389617
"DRC",59,2,"obv_60",95,23539.3311518456,223,128,57406.0245640019
"DRC",59,3,"obv_60",6,2303.57437323947,16,10,5460.98721834233
"DRC",59,4,"obv_60",33,28702.8239521704,111,78,77558.8279490095
"DRC",59,5,"obv_60",26,8234.26558318368,51,25,18624.6319126087
"DRC",59,6,"obv_60",10,1572.21717298326,26,16,4025.09845051858
"DRC",59,7,"obv_60",6,1145.49778589809,15,9,3083.78063679665
"DRC",59,8,"obv_60",6,1145.49778589809,15,9,3083.78063679665
"DRC",59,9,"obv_60",17,7466.56168129765,44,27,18832.4096252653
"DRC",59,10,"obv_60",9,3691.64214568312,22,13,8690.9642362348
"DRC",60,1,"obv_60",13,4587.11996430566,38,25,13926.0051619204
"DRC",60,2,"obv_60",7,1225.78194587075,16,9,2717.5514358806
"DRC",60,3,"obv_60",26,11161.0037766026,77,51,29757.9886945421
"DRC",60,4,"obv_60",48,19495.3753592083,115,67,47745.2800208863
"DRC",60,5,"obv_60",0,0,3,3,365.52084627526
"DRC",60,6,"obv_60",53,28226.0180101683,111,58,67478.3329436728
"DRC",60,7,"obv_60",3,820.154527978848,5,2,1594.90548206129
"DRC",60,8,"obv_60",3,820.154527978848,5,2,1594.90548206129
"DRC",60,9,"obv_60",10,2251.514101736,24,14,5158.63139243069
"DRC",60,10,"obv_60",2,406.184235735621,14,12,2904.29654888586
"DRC",61,1,"obv_60",18,9207.33808466477,49,31,24603.3023878259
"DRC",61,2,"obv_60",7,754.114717775521,12,5,1509.25078935691
"DRC",61,3,"obv_60",1,1331.51286140426,8,7,3046.40449532259
"DRC",61,4,"obv_60",54,26050.209817095,139,85,71226.6347691646
"DRC",61,5,"obv_60",13,5932.87884107658,37,24,16608.9854679578
"DRC",61,6,"obv_60",13,5932.87884107658,37,24,16608.9854679578
"DRC",61,7,"obv_60",13,5932.87884107658,37,24,16608.9854679578
"DRC",61,8,"obv_60",62,13964.1101546451,146,84,27546.1910869007
"DRC",61,9,"obv_60",13,4466.59682515749,36,23,12031.2504629897
"DRC",61,10,"obv_60",4,606.640750548906,8,4,1042.13464278774
"DRC",62,1,"obv_60",2,993.60285406889,12,10,3122.70991671535
"DRC",62,2,"obv_60",2,993.60285406889,12,10,3122.70991671535
"DRC",62,3,"obv_60",8,2540.34931892978,21,13,8864.87411980828
"DRC",62,4,"obv_60",58,9093.49841596083,143,85,23046.6429812309
"DRC",62,5,"obv_60",12,2796.52818944998,29,17,7106.65660640079
"DRC",62,6,"obv_60",67,55723.7954775539,166,99,131863.056741529
"DRC",62,7,"obv_60",12,3727.59350327671,39,27,13722.429251702
"DRC",62,8,"obv_60",2,210.074242559076,5,3,478.864157378844
"DRC",62,9,"obv_60",0,0,2,2,189.574395725182
"DRC",62,10,"obv_60",0,0,2,2,189.574395725182
"DRC",63,1,"obv_60",3,702.878394278307,13,10,3380.28597033908
"DRC",63,2,"obv_60",15,4381.95566340891,43,28,11214.135195937
"DRC",63,3,"obv_60",35,16374.3002329202,92,57,41068.2269012363
"DRC",63,4,"obv_60",107,26917.5898931496,244,137,61693.7358605186
"DRC",63,5,"obv_60",5,1252.78937420934,17,12,2805.89186037057
"DRC",63,6,"obv_60",48,27452.8341793932,133,85,77133.9819635482
"DRC",63,7,"obv_60",90,71103.7351972621,220,130,174036.955417766
"DRC",63,8,"obv_60",39,17527.0545357811,83,44,40006.665425538
"DRC",63,9,"obv_60",4,255.503613153871,10,6,1130.1531475657
"DRC",63,10,"obv_60",58,29045.5172023579,174,116,77841.514876201
"DRC",64,1,"obv_60",101,60598.5566656122,230,129,136747.762437671
"DRC",64,2,"obv_60",45,27277.4116823407,114,69,61567.8995230081
"DRC",64,3,"obv_60",45,27277.4116823407,114,69,61567.8995230081
"DRC",64,4,"obv_60",84,23862.5763329801,232,148,56884.8938263325
"DRC",64,5,"obv_60",3,551.522294758777,9,6,1271.86137213496
"DRC",64,6,"obv_60",7,706.480467139777,11,4,1434.40622929758
"DRC",64,7,"obv_60",63,12078.335737189,183,120,32710.9437656192
"DRC",64,8,"obv_60",1,297.398815821929,2,1,368.766434924736
"DRC",64,9,"obv_60",47,23482.5750462027,101,54,58264.1142151893
"DRC",64,10,"obv_60",8,1428.65264081901,26,18,4939.1933502452
"DRC",65,1,"obv_60",25,7271.23373254377,51,26,17539.5020768238
"DRC",65,2,"obv_60",70,32961.2161072768,147,77,72059.3210677047
"DRC",65,3,"obv_60",53,32769.1375894959,132,79,90406.2550463906
"DRC",65,4,"obv_60",81,19517.5885344885,182,101,41683.8379537777
"DRC",65,5,"obv_60",43,26268.8766477317,108,65,60941.9811925263
"DRC",65,6,"obv_60",8,3783.8825695126,21,13,11359.6172530726
"DRC",65,7,"obv_60",26,8188.9896269414,64,38,20133.0951332419
"DRC",65,8,"obv_60",10,1841.56639313569,15,5,3656.06545240936
"DRC",65,9,"obv_60",21,12162.9207213954,45,24,25057.2104297908
"DRC",65,10,"obv_60",9,4002.21774122912,21,12,9484.49249270687
"DRC",66,1,"obv_60",1,488.29571591928,7,6,1383.35966022398
"DRC",66,2,"obv_60",70,17394.1918219229,173,103,42076.6352969854
"DRC",66,3,"obv_60",13,3866.23628130387,35,22,10768.9470941506
"DRC",66,4,"obv_60",0,244.019812519527,4,4,844.401384301495
"DRC",66,5,"obv_60",28,11561.0284607351,62,34,29131.8815956657
"DRC",66,6,"obv_60",7,592.420794178477,14,7,1466.43874954354
"DRC",66,7,"obv_60",78,15387.2985892909,171,93,37868.2714131343
"DRC",66,8,"obv_60",4,525.490614022196,10,6,1640.1893945785
"DRC",66,9,"obv_60",30,20138.4448646937,75,45,49940.1630234387
"DRC",66,10,"obv_60",82,22180.7448076685,199,117,52080.9352532002
"DRC",67,1,"obv_60",1,571.186038071442,4,3,1645.39221773645
"DRC",67,2,"obv_60",1,311.866816055848,7,6,989.03531988781
"DRC",67,3,"obv_60",23,12486.1376715182,60,37,29177.9819473132
"DRC",67,4,"obv_60",6,750.395072458308,9,3,1179.25366503534
"DRC",67,5,"obv_60",64,51088.0617415309,166,102,130806.759136203
"DRC",67,6,"obv_60",6,657.716882310018,19,13,1866.29803012818
"DRC",67,7,"obv_60",58,27339.8821691183,154,96,76865.093210408
"DRC",67,8,"obv_60",5,957.962581778177,7,2,1176.25346234138
"DRC",67,9,"obv_60",14,6805.44158075073,33,19,16256.418618881
"DRC",67,10,"obv_60",39,22670.6559972354,119,80,58132.5624975428
"DRC",68,1,"obv_60",7,1026.29937460326,15,8,2985.23024055198
"DRC",68,2,"obv_60",24,11285.5443694017,57,33,30859.8508742952
"DRC",68,3,"obv_60",9,2124.5704993343,31,22,5687.19115335755
"DRC",68,4,"obv_60",5,980.266331184762,10,5,1760.8351671079
"DRC",68,5,"obv_60",5,980.266331184762,10,5,1760.8351671079
"DRC",68,6,"obv_60",2,840.249145719055,6,4,1708.03026797699
"DRC",68,7,"obv_60",72,11982.0516346328,183,111,32782.2744713365
"DRC",68,8,"obv_60",3,709.987312682222,5,2,1051.77700926315
"DRC",68,9,"obv_60",12,2310.38752224839,27,15,4662.33844755511
"DRC",68,10,"obv_60",45,28311.7713132362,110,65,67319.5034938292
"DRC",69,1,"obv_60",8,1381.41386607397,23,15,3966.35918987204
"DRC",69,2,"obv_60",30,11903.1479378452,67,37,29906.4977657531
"DRC",69,3,"obv_60",15,9387.62541561558,29,14,18945.7212599863
"DRC",69,4,"obv_60",2,1282.37502233297,14,12,3404.63179427758
"DRC",69,5,"obv_60",13,3286.69960336297,24,11,7550.58502839078
"DRC",69,6,"obv_60",5,1176.33896141717,15,10,3385.31584998367
"DRC",69,7,"obv_60",7,1909.04951793098,25,18,5429.26040148792
"DRC",69,8,"obv_60",2,804.995669924481,14,12,2181.49962905924
"DRC",69,9,"obv_60",7,1354.63896172275,19,12,3268.18215541007
"DRC",69,10,"obv_60",10,1541.82567587075,21,11,3778.04608235513
"DRC",70,1,"obv_60",1,277.265849513223,10,9,1926.41527419398
"DRC",70,2,"obv_60",77,44878.9082178578,188,111,108171.01875888
"DRC",70,3,"obv_60",2,439.736256902337,8,6,1138.77361811332
"DRC",70,4,"obv_60",3,712.134692649996,9,6,1509.13374696357
"DRC",70,5,"obv_60",7,582.106967518258,12,5,1336.6328525703
"DRC",70,6,"obv_60",53,29605.8242253462,152,99,82515.9253372051
"DRC",70,7,"obv_60",4,394.184846402994,12,8,1481.64353735197
"DRC",70,8,"obv_60",0,26.0474075453488,2,2,139.950830997867
"DRC",70,9,"obv_60",14,5335.54777888337,28,14,13434.3464764549
"DRC",70,10,"obv_60",28,12598.2902999441,57,29,26497.9754650773
"DRC",71,1,"obv_60",4,1398.37650436026,13,9,3184.49860044942
"DRC",71,2,"obv_60",35,23201.0103299146,96,61,59338.6338837527
"DRC",71,3,"obv_60",6,1749.93856049121,15,9,4537.35791402299
"DRC",71,4,"obv_60",7,1381.89058579755,12,5,3388.87525694261
"DRC",71,5,"obv_60",7,988.954639054803,12,5,1788.5765979361
"DRC",71,6,"obv_60",17,5270.22740672468,32,15,10081.8547233198
"DRC",71,7,"obv_60",29,12479.9975262612,68,39,30027.2359058467
"DRC",71,8,"obv_60",6,689.226020203416,11,5,1502.62649096341
"DRC",71,9,"obv_60",5,1290.99449527505,16,11,4670.16441109652
"DRC",71,10,"obv_60",48,25316.3022463085,115,67,68989.4783842064
"DRC",72,1,"obv_60",62,36131.1980487366,163,101,100207.499201748
"DRC",72,2,"obv_60",8,1949.01792945563,20,12,4514.4685957506
"DRC",72,3,"obv_60",0,145.023419319481,5,5,926.596740115503
"DRC",72,4,"obv_60",91,19649.0398521388,219,128,50560.9867842376
"DRC",72,5,"obv_60",70,74462.608610638,184,114,198973.303863389
"DRC",72,6,"obv_60",27,15390.1370511604,72,45,38059.6518980747
"DRC",72,7,"obv_60",13,6280.19462612307,38,25,18415.1740907189
"DRC",72,8,"obv_60",40,25042.3169581848,95,55,56916.1645830114
"DRC",72,9,"obv_60",4,448.092630535841,11,7,1586.30834277854
"DRC",72,10,"obv_60",27,19731.9911692349,73,46,48288.4257100616
"DRC",73,1,"obv_60",5,673.911453497973,6,1,1263.11463766151
"DRC",73,2,"obv_60",9,2538.49844436499,26,17,8136.9461429087
"DRC",73,3,"obv_60",1,170.907738011139,2,1,323.291233412912
"DRC",73,4,"obv_60",4,431.255387431092,15,11,1940.38117887362
"DRC",73,5,"obv_60",14,2331.62740840404,38,24,6724.61320802156
"DRC",73,6,"obv_60",13,2872.71884614741,28,15,6669.03726349882
"DRC",73,7,"obv_60",1,98.3805119773092,1,0,292.204726676263
"DRC",73,8,"obv_60",20,3773.83424154131,36,16,6922.19507214211
"DRC",73,9,"obv_60",3,449.977150595573,4,1,557.488093721102
"DRC",73,10,"obv_60",1,489.794182783743,8,7,1513.09619420182
"DRC",74,1,"obv_60",88,26117.9895480593,215,127,62306.0708154513
"DRC",74,2,"obv_60",66,54332.3127947035,159,93,123182.334207615
"DRC",74,3,"obv_60",15,7054.43853571025,40,25,17873.1537073703
"DRC",74,4,"obv_60",3,699.279128976045,12,9,2581.90461840085
"DRC",74,5,"obv_60",31,20721.0071471571,64,33,44081.2061040363
"DRC",74,6,"obv_60",79,17673.7317022217,192,113,46172.8245914435
"DRC",74,7,"obv_60",8,1736.22802947823,19,11,3797.53752100835
"DRC",74,8,"obv_60",6,948.302770700565,17,11,2725.29371539289
"DRC",74,9,"obv_60",18,3355.92489876477,38,20,8274.24939404973
"DRC",74,10,"obv_60",89,40324.9668178638,230,141,107357.090915831
"DRC",75,1,"obv_60",5,997.204558335074,12,7,2670.0239362079
