"scenario","particle_id","rep","arm","n_hcw_deaths","hcw_days_lost","counterfactual_hcw","prevented_hcw","baseline_days_lost"
"DRC",29,1,"obv_90",3,1560.08717191854,32,29,12232.8749005099
"DRC",29,2,"obv_90",18,7508.69568768218,161,143,64104.0817655505
"DRC",29,3,"obv_90",21,5541.87356344154,225,204,54236.3303544254
"DRC",29,4,"obv_90",16,4694.11719528961,186,170,38703.7579725881
"DRC",29,5,"obv_90",1,133.267375749174,7,6,1088.99059011552
"DRC",29,6,"obv_90",17,6077.63665902811,237,220,81612.2934568405
"DRC",29,7,"obv_90",11,8977.13765105261,110,99,84604.8350955719
"DRC",29,8,"obv_90",27,10461.8918573503,214,187,99013.4360859471
"DRC",29,9,"obv_90",8,7628.74129614734,159,151,85788.6607516766
"DRC",29,10,"obv_90",1,376.879557042455,19,18,4794.57013306593
"DRC",30,1,"obv_90",8,2277.54234084924,63,55,30185.1089962011
"DRC",30,2,"obv_90",6,2551.21164550581,23,17,11819.7516877024
"DRC",30,3,"obv_90",1,1089.61265349678,22,21,6466.09694048706
"DRC",30,4,"obv_90",8,12042.173618999,132,124,132159.593667089
"DRC",30,5,"obv_90",0,370.892984519229,11,11,3344.55411755686
"DRC",30,6,"obv_90",13,7433.29381452479,107,94,74688.9508262639
"DRC",30,7,"obv_90",18,9094.25688387766,184,166,95111.3783791759
"DRC",30,8,"obv_90",6,865.733487686962,19,13,3305.01193713892
"DRC",30,9,"obv_90",18,2813.62841757132,202,184,34855.0352062356
"DRC",30,10,"obv_90",14,10877.8686282945,138,124,98790.4452922292
"DRC",31,1,"obv_90",0,155.745406094995,11,11,2065.70445442216
"DRC",31,2,"obv_90",1,178.890781740133,15,14,2633.13289120788
"DRC",31,3,"obv_90",1,505.575582493757,14,13,3508.7774762813
"DRC",31,4,"obv_90",7,2284.70900993297,55,48,21435.719469784
"DRC",31,5,"obv_90",3,837.691509515331,31,28,10644.1592445382
"DRC",31,6,"obv_90",8,2135.12327128693,44,36,18090.2522986049
"DRC",31,7,"obv_90",0,55.9585074718155,4,4,315.995961158842
"DRC",31,8,"obv_90",2,163.392918741183,8,6,1401.90499906408
"DRC",31,9,"obv_90",11,4500.25361743822,189,178,45271.2757235066
"DRC",31,10,"obv_90",1,194.649832799599,10,9,2319.05099622086
"DRC",32,1,"obv_90",0,0,5,5,1273.19877440989
"DRC",32,2,"obv_90",1,714.72318229517,24,23,11057.5421418792
"DRC",32,3,"obv_90",0,72.9500971987485,16,16,2445.5199685835
"DRC",32,4,"obv_90",6,965.795526360788,42,36,8160.50047977539
"DRC",32,5,"obv_90",4,2643.68884974876,52,48,29240.8508042872
"DRC",32,6,"obv_90",8,2355.06994431886,49,41,21853.565890948
"DRC",32,7,"obv_90",6,1745.55619881307,32,26,12491.4673709539
"DRC",32,8,"obv_90",11,6768.91825332065,186,175,73523.6220438182
"DRC",32,9,"obv_90",11,9936.5530231687,122,111,117463.414947443
"DRC",32,10,"obv_90",9,3792.55849245465,80,71,44384.1882431333
"DRC",33,1,"obv_90",0,0,2,2,308.190846663778
"DRC",33,2,"obv_90",0,93.8718034274095,9,9,2107.86368062458
"DRC",33,3,"obv_90",14,3098.79774042,173,159,31694.2521325364
"DRC",33,4,"obv_90",2,115.060774521781,7,5,520.62677950191
"DRC",33,5,"obv_90",2,115.060774521781,7,5,520.62677950191
"DRC",33,6,"obv_90",4,957.684165567147,59,55,12032.43516314
"DRC",33,7,"obv_90",19,4853.87959305378,176,157,39857.7054153498
"DRC",33,8,"obv_90",11,8961.59728898188,151,140,98654.7097237732
"DRC",33,9,"obv_90",3,557.363934382318,23,20,3641.4692673608
"DRC",33,10,"obv_90",1,99.2327838686991,8,7,880.741521202443
"DRC",34,1,"obv_90",0,0,10,10,2097.28292917413
"DRC",34,2,"obv_90",3,1061.5086903726,26,23,8973.68305029927
"DRC",34,3,"obv_90",0,0,2,2,269.609678251769
"DRC",34,4,"obv_90",0,0,2,2,269.609678251769
"DRC",34,5,"obv_90",4,1349.83626799631,26,22,12949.2990956775
"DRC",34,6,"obv_90",1,793.530253904562,43,42,23652.917639182
"DRC",34,7,"obv_90",4,1723.83079726386,39,35,13373.7696958592
"DRC",34,8,"obv_90",10,5295.3782642361,105,95,52370.6928967812
"DRC",34,9,"obv_90",14,5393.37088541046,186,172,62140.8243053856
"DRC",34,10,"obv_90",4,4134.23280484188,86,82,44427.6272945882
"DRC",35,1,"obv_90",11,8754.17608772916,101,90,79131.4730962069
"DRC",35,2,"obv_90",0,291.940356074476,28,28,5777.18200676902
"DRC",35,3,"obv_90",2,253.649717948619,13,11,1749.51059843928
"DRC",35,4,"obv_90",3,1254.24450406216,29,26,9845.41933325353
"DRC",35,5,"obv_90",5,2743.59966244052,61,56,28575.2296407231
"DRC",35,6,"obv_90",23,13001.574678019,194,171,109167.978792284
"DRC",35,7,"obv_90",15,4600.47307992277,184,169,44342.6596706623
"DRC",35,8,"obv_90",0,36.9977871467318,11,11,2181.26630306674
"DRC",35,9,"obv_90",1,228.859976196357,8,7,814.284326825611
"DRC",35,10,"obv_90",9,2978.92244672562,55,46,26417.7963061438
"DRC",36,1,"obv_90",7,3599.32773495694,60,53,45680.0769220675
"DRC",36,2,"obv_90",0,140.214023280532,1,1,752.861627248382
"DRC",36,3,"obv_90",2,1705.34446283584,45,43,15068.8701626819
"DRC",36,4,"obv_90",4,1787.91831117098,50,46,18663.7097118374
"DRC",36,5,"obv_90",0,0,2,2,474.44185257805
"DRC",36,6,"obv_90",0,0,2,2,474.44185257805
"DRC",36,7,"obv_90",0,0,2,2,474.44185257805
"DRC",36,8,"obv_90",14,6674.56880095778,165,151,96594.5265368754
"DRC",36,9,"obv_90",1,449.322209219427,16,15,3980.43368427425
"DRC",36,10,"obv_90",0,0,9,9,756.464002953823
"DRC",37,1,"obv_90",1,104.125369621054,2,1,550.989970337823
"DRC",37,2,"obv_90",0,0,10,10,1442.00379330393
"DRC",37,3,"obv_90",1,181.351289053067,11,10,2716.69702523186
"DRC",37,4,"obv_90",11,7377.54050255179,147,136,85566.4933483682
"DRC",37,5,"obv_90",16,4959.06515875501,182,166,50840.0047133007
"DRC",37,6,"obv_90",4,1341.79400011702,30,26,12031.3942839434
"DRC",37,7,"obv_90",7,3334.37878577609,78,71,35155.8192923509
"DRC",37,8,"obv_90",3,378.727881319438,27,24,4698.08115593119
"DRC",37,9,"obv_90",2,630.49683989914,12,10,5132.37708249972
"DRC",37,10,"obv_90",0,456.587259587573,28,28,5892.68083448474
"DRC",38,1,"obv_90",1,81.4854363335515,2,1,271.091786108737
"DRC",38,2,"obv_90",2,355.966303412,19,17,5589.14099756063
"DRC",38,3,"obv_90",10,5579.48570532021,109,99,54516.802688348
"DRC",38,4,"obv_90",0,166.654836308602,11,11,3057.04030000711
"DRC",38,5,"obv_90",2,553.211799978932,28,26,5388.44515740618
"DRC",38,6,"obv_90",0,157.364356035145,16,16,3540.65547050233
"DRC",38,7,"obv_90",1,58.6130879647914,7,6,1094.8637258169
"DRC",38,8,"obv_90",1,58.6130879647914,7,6,1094.8637258169
"DRC",38,9,"obv_90",3,1100.94273176646,34,31,15193.01870627
"DRC",38,10,"obv_90",5,1469.54815640177,22,17,7853.83708118252
"DRC",39,1,"obv_90",0,0,6,6,1020.92230372076
"DRC",39,2,"obv_90",6,8825.89314851871,112,106,80354.2140099264
"DRC",39,3,"obv_90",15,3458.3319611726,150,135,30997.9048497769
"DRC",39,4,"obv_90",4,2180.24015240352,23,19,11070.6709109965
"DRC",39,5,"obv_90",1,540.552100960196,20,19,11325.5314559707
"DRC",39,6,"obv_90",8,4231.46537335102,55,47,34985.284628904
"DRC",39,7,"obv_90",13,2637.76446778578,182,169,34558.1289645877
"DRC",39,8,"obv_90",2,520.266329010611,15,13,6992.50350383888
"DRC",39,9,"obv_90",14,3024.88352250055,179,165,49884.2441235642
"DRC",39,10,"obv_90",19,8131.02760606846,192,173,104812.012895736
"DRC",40,1,"obv_90",2,1060.85756314199,44,42,23032.6569491188
"DRC",40,2,"obv_90",15,4089.54402230405,173,158,56392.2838306769
"DRC",40,3,"obv_90",23,3492.28466624414,186,163,32981.4888664378
"DRC",40,4,"obv_90",2,197.304266292132,3,1,489.910341456024
"DRC",40,5,"obv_90",0,109.518302751991,11,11,1740.53396098512
"DRC",40,6,"obv_90",10,4011.98395265815,59,49,34655.1256690139
"DRC",40,7,"obv_90",19,4876.5039156092,193,174,47417.6759576413
"DRC",40,8,"obv_90",1,110.170003427104,17,16,2890.58195196157
"DRC",40,9,"obv_90",4,1761.71785565413,29,25,12819.6388796359
"DRC",40,10,"obv_90",1,24.3658091705821,16,15,2311.47763702356
"DRC",41,1,"obv_90",14,5063.92106640387,119,105,48735.0783070949
"DRC",41,2,"obv_90",14,8376.7657752299,131,117,76116.4756840695
"DRC",41,3,"obv_90",0,0,3,3,1102.64962040652
"DRC",41,4,"obv_90",1,138.406716071621,27,26,4843.28872214098
"DRC",41,5,"obv_90",1,138.406716071621,27,26,4843.28872214098
"DRC",41,6,"obv_90",16,7879.59282771407,144,128,75542.3395863744
"DRC",41,7,"obv_90",1,235.821095714645,30,29,5322.80460523066
"DRC",41,8,"obv_90",15,8329.52064613608,113,98,62446.0942038984
"DRC",41,9,"obv_90",1,586.030147486689,17,16,6261.13195832497
"DRC",41,10,"obv_90",22,12243.0422949303,218,196,126579.966030515
"DRC",42,1,"obv_90",1,99.994946553953,22,21,2391.9798063333
"DRC",42,2,"obv_90",6,1587.03783089328,42,36,17974.3134963251
"DRC",42,3,"obv_90",2,279.150612816116,25,23,4433.2846624115
"DRC",42,4,"obv_90",9,5343.13813464675,164,155,84063.6274613164
"DRC",42,5,"obv_90",3,834.062867232468,48,45,17836.5130963408
"DRC",42,6,"obv_90",3,834.062867232468,48,45,17836.5130963408
"DRC",42,7,"obv_90",9,4930.32229083212,80,71,50978.5949703271
"DRC",42,8,"obv_90",1,620.304036114844,11,10,2159.57141521902
"DRC",42,9,"obv_90",6,980.07122596421,24,18,4822.04264871149
"DRC",42,10,"obv_90",19,18557.8679213212,135,116,129526.916147503
"DRC",43,1,"obv_90",0,76.116000093664,12,12,1416.2313703277
"DRC",43,2,"obv_90",15,4899.42396931071,130,115,65743.8630140057
"DRC",43,3,"obv_90",1,97.4430167268335,4,3,713.37388945401
"DRC",43,4,"obv_90",3,967.657406875258,33,30,10916.7557877065
"DRC",43,5,"obv_90",3,568.777724356887,29,26,6235.60842946184
"DRC",43,6,"obv_90",3,568.777724356887,29,26,6235.60842946184
"DRC",43,7,"obv_90",0,0,3,3,443.404907666764
"DRC",43,8,"obv_90",3,2232.42611457536,32,29,16550.3051853003
"DRC",43,9,"obv_90",9,3376.14238931335,88,79,42092.6354765721
"DRC",43,10,"obv_90",4,2165.16977032558,47,43,22237.6448271851
"DRC",44,1,"obv_90",15,9379.54234525216,129,114,76527.3145235104
"DRC",44,2,"obv_90",2,119.615361218524,13,11,1706.67872950233
"DRC",44,3,"obv_90",2,3321.01056235182,44,42,29606.3747454483
"DRC",44,4,"obv_90",4,1970.33020003855,44,40,19779.243809477
"DRC",44,5,"obv_90",0,0,6,6,650.65732001703
"DRC",44,6,"obv_90",0,0,17,17,3051.49930634509
"DRC",44,7,"obv_90",4,2187.13597882372,38,34,20631.922026439
"DRC",44,8,"obv_90",16,3826.70875112555,170,154,49677.9699182401
"DRC",44,9,"obv_90",19,7415.87833374788,159,140,67715.0558172607
"DRC",44,10,"obv_90",20,5259.04741488202,177,157,47125.0436429958
"DRC",45,1,"obv_90",0,0,2,2,181.226095887416
"DRC",45,2,"obv_90",0,90.0603855498123,10,10,1497.79208367463
"DRC",45,3,"obv_90",20,8302.02793015607,128,108,68242.8138225768
"DRC",45,4,"obv_90",6,4712.39534573391,58,52,50560.6525837294
"DRC",45,5,"obv_90",0,308.099284560024,15,15,2477.0147652007
"DRC",45,6,"obv_90",0,0,2,2,273.584679479105
"DRC",45,7,"obv_90",16,5823.43413142517,201,185,58737.8531192979
"DRC",45,8,"obv_90",0,140.361198604555,7,7,1213.58516512408
"DRC",45,9,"obv_90",0,0,7,7,876.513280875551
"DRC",45,10,"obv_90",2,1466.60219324556,61,59,27380.1714238581
"DRC",46,1,"obv_90",4,955.165092012074,31,27,8600.83098339499
"DRC",46,2,"obv_90",14,6059.2676838615,115,101,63019.5185147102
"DRC",46,3,"obv_90",6,1070.06045532274,49,43,11353.9712997248
"DRC",46,4,"obv_90",0,46.6223128553392,16,16,2428.72564890571
"DRC",46,5,"obv_90",4,881.480476725198,31,27,8691.99647042079
"DRC",46,6,"obv_90",2,231.559629118993,34,32,6806.27476158792
"DRC",46,7,"obv_90",27,7267.89911325548,215,188,64900.0781841376
"DRC",46,8,"obv_90",1,280.751615046145,19,18,3809.21548161807
"DRC",46,9,"obv_90",24,4292.78522017907,199,175,42098.384178313
"DRC",46,10,"obv_90",24,4292.78522017907,199,175,42098.384178313
"DRC",47,1,"obv_90",3,612.09419256481,21,18,4931.31100410756
"DRC",47,2,"obv_90",2,629.203818498163,33,31,13959.0149099895
"DRC",47,3,"obv_90",8,3958.72025469163,74,66,32649.6359112479
"DRC",47,4,"obv_90",1,360.246353623205,17,16,5136.98690240905
"DRC",47,5,"obv_90",6,2597.86892591005,95,89,42811.95011133
"DRC",47,6,"obv_90",20,12831.3260102607,167,147,115619.357801245
"DRC",47,7,"obv_90",20,12831.3260102607,167,147,115619.357801245
"DRC",47,8,"obv_90",0,0,5,5,328.792975635104
"DRC",47,9,"obv_90",1,204.308200293257,9,8,1958.73101703704
"DRC",47,10,"obv_90",4,2574.78710844232,47,43,22919.9321350285
"DRC",48,1,"obv_90",4,2066.98465485295,53,49,28727.2291158649
"DRC",48,2,"obv_90",18,19004.8355125265,204,186,184332.081628769
"DRC",48,3,"obv_90",6,2193.69160817933,49,43,20812.0381714463
"DRC",48,4,"obv_90",6,2699.81873885012,74,68,33816.5293921372
"DRC",48,5,"obv_90",2,150.748022229854,27,25,6652.73650209373
"DRC",48,6,"obv_90",0,127.209388718029,9,9,704.49582625104
"DRC",48,7,"obv_90",8,2726.26536843479,68,60,30557.5754691694
"DRC",48,8,"obv_90",1,138.050319704395,6,5,1284.24072450415
"DRC",48,9,"obv_90",3,2418.67627869557,63,60,34920.3563210072
"DRC",48,10,"obv_90",5,1207.82956269676,45,40,12030.7740382851
"DRC",49,1,"obv_90",0,1036.20565247244,9,9,4452.80709537281
"DRC",49,2,"obv_90",3,2467.97645350181,48,45,20712.5520078848
"DRC",49,3,"obv_90",3,566.972368482333,18,15,3430.65827270621
"DRC",49,4,"obv_90",0,0,9,9,2307.88122174224
"DRC",49,5,"obv_90",9,4696.28516245825,79,70,35974.2013674747
"DRC",49,6,"obv_90",9,4635.65989503947,140,131,64814.7368454343
"DRC",49,7,"obv_90",9,5146.67281686864,91,82,48096.0064072921
"DRC",49,8,"obv_90",9,5146.67281686864,91,82,48096.0064072921
"DRC",49,9,"obv_90",0,0,10,10,1126.16030478634
"DRC",49,10,"obv_90",1,561.174800142119,5,4,1375.145347578
"DRC",50,1,"obv_90",23,5672.80230430629,239,216,45351.7819055057
"DRC",50,2,"obv_90",17,11398.2744987299,167,150,102128.488695286
"DRC",50,3,"obv_90",4,3660.32729517008,62,58,34155.3184253545
"DRC",50,4,"obv_90",28,16569.910561461,220,192,154905.999773219
"DRC",50,5,"obv_90",5,1548.25833115657,41,36,18850.4347805516
"DRC",50,6,"obv_90",1,1253.71295949029,28,27,13276.6232011155
"DRC",50,7,"obv_90",0,0,5,5,357.838703922723
"DRC",50,8,"obv_90",13,7262.03021477628,155,142,91781.8127807887
"DRC",50,9,"obv_90",20,12548.6661534065,230,210,139490.424217478
"DRC",50,10,"obv_90",11,3069.78951362893,73,62,25975.5643138567
"DRC",51,1,"obv_90",17,14189.417364229,204,187,134345.825326936
"DRC",51,2,"obv_90",17,14189.417364229,204,187,134345.825326936
"DRC",51,3,"obv_90",2,474.807556263866,12,10,4124.74131505293
"DRC",51,4,"obv_90",16,9239.40807771911,182,166,108332.046655528
"DRC",51,5,"obv_90",8,2169.38334549485,60,52,14527.0693973326
"DRC",51,6,"obv_90",18,8787.99788832769,170,152,89087.9051494478
"DRC",51,7,"obv_90",8,1773.4093517087,50,42,11461.8644853113
"DRC",51,8,"obv_90",2,230.931959778366,15,13,2184.82163652082
"DRC",51,9,"obv_90",0,119.248437468978,10,10,1415.2404383669
"DRC",51,10,"obv_90",22,25906.204559574,214,192,230496.921763491
"DRC",52,1,"obv_90",17,4662.51844259622,199,182,50185.1667546034
"DRC",52,2,"obv_90",21,2518.78681470758,187,166,28543.5795290597
"DRC",52,3,"obv_90",10,9343.31793277513,118,108,91869.4861297845
"DRC",52,4,"obv_90",2,1658.76555656582,48,46,22410.1468479568
"DRC",52,5,"obv_90",0,183.870873374601,7,7,1067.73697745669
"DRC",52,6,"obv_90",17,12118.2142451547,148,131,92778.0957712025
"DRC",52,7,"obv_90",24,5038.08879996999,190,166,41387.8097135818
"DRC",52,8,"obv_90",19,4686.65769076044,212,193,44320.6754310744
"DRC",52,9,"obv_90",13,12126.1920610542,167,154,121219.310008187
"DRC",52,10,"obv_90",2,421.972823691251,37,35,17035.5264240633
"DRC",53,1,"obv_90",1,420.33568707247,21,20,5098.93788504814
"DRC",53,2,"obv_90",8,3939.88703045802,55,47,27974.5446540294
"DRC",53,3,"obv_90",2,321.660415048413,17,15,4319.58902941587
"DRC",53,4,"obv_90",11,4796.90996514955,89,78,40966.0469176972
"DRC",53,5,"obv_90",2,640.280551147694,33,31,10731.6284730864
"DRC",53,6,"obv_90",6,2914.64368320111,41,35,24824.6751696763
"DRC",53,7,"obv_90",6,2956.59711391817,60,54,27060.6703445796
"DRC",53,8,"obv_90",0,0,6,6,480.472520886315
"DRC",53,9,"obv_90",0,0,6,6,480.472520886315
"DRC",53,10,"obv_90",2,174.951310639093,34,32,6646.10421565782
"DRC",54,1,"obv_90",3,2165.26207116277,64,61,32914.6224235692
"DRC",54,2,"obv_90",6,3467.53712066568,89,83,48678.6568651454
"DRC",54,3,"obv_90",1,112.761291706508,15,14,2360.69073178762
"DRC",54,4,"obv_90",6,1544.89205836755,61,55,19570.1514640211
"DRC",54,5,"obv_90",4,1212.42921840237,47,43,14974.4298846824
"DRC",54,6,"obv_90",13,8203.00471719507,131,118,79463.8243833611
"DRC",54,7,"obv_90",13,5159.80240964523,124,111,41615.3986448493
"DRC",54,8,"obv_90",10,3849.24172695075,71,61,32645.8069180691
"DRC",54,9,"obv_90",3,2142.58518310097,37,34,22855.2485629139
"DRC",54,10,"obv_90",4,2927.78097255269,52,48,29758.9581360641
"DRC",55,1,"obv_90",6,1934.55676187628,43,37,14003.9164508004
"DRC",55,2,"obv_90",1,70.7892224460747,6,5,662.901749311658
"DRC",55,3,"obv_90",0,65.1624208353988,8,8,956.300719883835
"DRC",55,4,"obv_90",0,65.1624208353988,8,8,956.300719883835
"DRC",55,5,"obv_90",26,6712.2449712127,196,170,56919.4885301181
"DRC",55,6,"obv_90",1,229.698978800056,15,14,2687.71516456691
"DRC",55,7,"obv_90",0,180.090886245398,9,9,1648.76020330413
"DRC",55,8,"obv_90",0,0,6,6,807.732406665004
"DRC",55,9,"obv_90",15,3194.03330377886,203,188,37682.4123141004
"DRC",55,10,"obv_90",23,6330.72951167542,219,196,61667.5505369998
"DRC",56,1,"obv_90",9,10428.1041599724,157,148,124035.680394947
"DRC",56,2,"obv_90",9,10428.1041599724,157,148,124035.680394947
"DRC",56,3,"obv_90",2,1068.1166031605,20,18,6311.00310503121
"DRC",56,4,"obv_90",2,1068.1166031605,20,18,6311.00310503121
"DRC",56,5,"obv_90",16,4021.06135508338,192,176,50394.8123010403
"DRC",56,6,"obv_90",0,0,3,3,725.558629608092
"DRC",56,7,"obv_90",22,4894.57613222907,199,177,59574.6455426955
"DRC",56,8,"obv_90",3,1002.77853304899,27,24,8934.60670570472
"DRC",56,9,"obv_90",19,15416.5978966511,179,160,160716.744802412
"DRC",56,10,"obv_90",4,1076.76738437438,43,39,11850.873562487
"DRC",57,1,"obv_90",6,1388.04674899828,33,27,8880.66976378361
"DRC",57,2,"obv_90",5,3476.09908659686,51,46,29983.6943963397
"DRC",57,3,"obv_90",1,58.8795082616834,3,2,771.325367254955
"DRC",57,4,"obv_90",3,804.007844981076,16,13,3824.72121233021
"DRC",57,5,"obv_90",12,5849.45387364803,127,115,59361.3689236956
"DRC",57,6,"obv_90",2,1351.9105571546,53,51,24600.3922257703
"DRC",57,7,"obv_90",4,2261.68220174208,80,76,40989.9488731358
"DRC",57,8,"obv_90",7,2628.7149430908,54,47,23712.8058642939
"DRC",57,9,"obv_90",12,7410.33609489788,113,101,62894.9648100592
"DRC",57,10,"obv_90",20,12913.9677535187,194,174,133147.976020715
"DRC",58,1,"obv_90",0,0,3,3,224.774738617471
"DRC",58,2,"obv_90",6,2346.13271357526,38,32,15783.3174862069
"DRC",58,3,"obv_90",0,46.0053598896698,1,1,424.816233207504
"DRC",58,4,"obv_90",3,961.218592555041,23,20,12429.9636748092
"DRC",58,5,"obv_90",4,2763.85801310915,70,66,45912.8720288821
"DRC",58,6,"obv_90",1,40.1489618395638,2,1,174.75248327104
"DRC",58,7,"obv_90",3,366.767194795321,17,14,2489.42192884124
"DRC",58,8,"obv_90",7,3875.43511057665,63,56,38114.3428703933
"DRC",58,9,"obv_90",5,918.274748946531,48,43,7997.17331323252
"DRC",58,10,"obv_90",4,1474.63117030604,18,14,6098.07358195931
"DRC",59,1,"obv_90",3,725.921768560281,28,25,7847.94628527896
"DRC",59,2,"obv_90",3,348.009086668557,17,14,2690.89299331711
"DRC",59,3,"obv_90",4,1788.50615447752,29,25,11055.2422017619
"DRC",59,4,"obv_90",18,12412.8795421848,139,121,117853.209868733
"DRC",59,5,"obv_90",3,343.420471248597,12,9,2046.89502698901
"DRC",59,6,"obv_90",3,343.420471248597,12,9,2046.89502698901
"DRC",59,7,"obv_90",1,946.383046196359,34,33,11671.6251815195
"DRC",59,8,"obv_90",2,2203.03627689562,103,101,50345.8548215906
"DRC",59,9,"obv_90",1,64.1504019023678,3,2,439.681687406179
"DRC",59,10,"obv_90",3,1538.51675770879,52,49,25353.4171953897
"DRC",60,1,"obv_90",11,5676.94991198458,107,96,56623.7677882676
"DRC",60,2,"obv_90",5,770.904850655296,26,21,4532.55954513929
"DRC",60,3,"obv_90",1,94.9542858295158,13,12,1757.58895312521
"DRC",60,4,"obv_90",6,855.38601178044,34,28,5468.17131113527
"DRC",60,5,"obv_90",1,846.198832258163,39,38,22021.8100499241
"DRC",60,6,"obv_90",2,287.138571889606,16,14,1760.89345951196
"DRC",60,7,"obv_90",0,0,6,6,783.988629352244
"DRC",60,8,"obv_90",3,371.073350376302,13,10,2723.50711890177
"DRC",60,9,"obv_90",7,3838.60611803705,67,60,39004.9019914074
"DRC",60,10,"obv_90",2,405.285187398254,16,14,2579.78932793446
"DRC",61,1,"obv_90",4,2020.18762378813,37,33,15615.024126902
"DRC",61,2,"obv_90",25,8174.51229938916,197,172,76388.229388882
"DRC",61,3,"obv_90",6,3199.84866303584,143,137,56754.4226759294
"DRC",61,4,"obv_90",1,45.9265092028679,14,13,2226.45270579503
"DRC",61,5,"obv_90",2,208.915266542145,17,15,4024.0348545151
"DRC",61,6,"obv_90",2,862.797812044749,28,26,8469.47579048439
"DRC",61,7,"obv_90",17,11115.8594081082,164,147,85660.595859379
"DRC",61,8,"obv_90",24,3388.13751881611,188,164,33813.2616602666
"DRC",61,9,"obv_90",7,5636.4551158223,48,41,33439.6085529167
"DRC",61,10,"obv_90",2,688.876984339295,24,22,6318.1108868027
"DRC",62,1,"obv_90",0,0,1,1,235.689277168318
"DRC",62,2,"obv_90",19,14788.1013972074,128,109,113381.263329384
"DRC",62,3,"obv_90",1,291.260542850574,28,27,12264.9209461979
"DRC",62,4,"obv_90",2,765.86593359832,15,13,2804.41366369565
"DRC",62,5,"obv_90",1,421.319377583441,20,19,6740.60498921646
"DRC",62,6,"obv_90",1,421.319377583441,20,19,6740.60498921646
"DRC",62,7,"obv_90",1,38.1969681130976,8,7,545.633535953338
"DRC",62,8,"obv_90",0,0,5,5,776.066162459781
"DRC",62,9,"obv_90",18,12290.4932101313,174,156,132806.781337788
"DRC",62,10,"obv_90",0,0,1,1,74.440835435689
"DRC",63,1,"obv_90",16,14034.0719331206,159,143,112365.332689079
"DRC",63,2,"obv_90",2,495.501846629581,16,14,3329.27682487029
"DRC",63,3,"obv_90",3,488.736661056168,24,21,4099.94163321176
"DRC",63,4,"obv_90",4,1507.69811613657,38,34,11974.8222247064
"DRC",63,5,"obv_90",26,10972.8595478662,183,157,81849.846960134
"DRC",63,6,"obv_90",5,1199.00402851988,44,39,22299.5409834484
"DRC",63,7,"obv_90",1,281.224245720393,56,55,12887.6813990785
"DRC",63,8,"obv_90",2,946.231947179205,25,23,9319.98326990487
"DRC",63,9,"obv_90",8,2700.226544014,57,49,24022.324511721
"DRC",63,10,"obv_90",2,322.722975604497,21,19,4218.56727191883
"DRC",64,1,"obv_90",3,423.353673754007,27,24,5131.71977919932
"DRC",64,2,"obv_90",33,17101.4028540569,247,214,150106.605562826
"DRC",64,3,"obv_90",0,72.7049278190883,8,8,965.713804856232
"DRC",64,4,"obv_90",1,830.267059654949,20,19,10617.2837406553
"DRC",64,5,"obv_90",1,354.647518823821,6,5,1301.47110134444
"DRC",64,6,"obv_90",6,3216.93944700202,70,64,34715.9821058759
"DRC",64,7,"obv_90",21,18354.3952901,224,203,170499.920075696
"DRC",64,8,"obv_90",0,70.3834317442979,8,8,968.052211601791
"DRC",64,9,"obv_90",27,6286.54018548422,210,183,51572.7330874036
"DRC",64,10,"obv_90",3,254.300388991015,14,11,1788.04977564215
"DRC",65,1,"obv_90",0,0,4,4,454.70880763434
"DRC",65,2,"obv_90",16,7353.05404564337,105,89,54051.0450314177
"DRC",65,3,"obv_90",13,8996.59650406765,168,155,98756.2763420367
"DRC",65,4,"obv_90",5,4155.47280368415,77,72,35862.7828102724
"DRC",65,5,"obv_90",0,77.1419084958157,10,10,1365.24755346373
"DRC",65,6,"obv_90",7,4286.08660108808,81,74,50375.7269960872
"DRC",65,7,"obv_90",8,4830.65231115144,138,130,65599.0704759948
"DRC",65,8,"obv_90",10,5838.52615813324,115,105,65651.9725728197
"DRC",65,9,"obv_90",4,635.07672503595,22,18,3707.82861976714
"DRC",65,10,"obv_90",0,307.603250302028,25,25,5362.52553555387
"DRC",66,1,"obv_90",4,898.475778212708,30,26,6433.52786403371
"DRC",66,2,"obv_90",4,898.475778212708,30,26,6433.52786403371
"DRC",66,3,"obv_90",3,1026.26321377045,26,23,5814.00452985375
"DRC",66,4,"obv_90",3,919.191730987037,25,22,9280.55198439112
"DRC",66,5,"obv_90",3,776.68352260261,37,34,10412.847576572
"DRC",66,6,"obv_90",4,589.922575960718,22,18,4229.84791640353
"DRC",66,7,"obv_90",18,16051.7796689311,144,126,134502.517739533
"DRC",66,8,"obv_90",1,301.406934911518,13,12,8024.88252368843
"DRC",66,9,"obv_90",2,1576.91455799842,14,12,6585.19878311193
"DRC",66,10,"obv_90",9,5338.8668781163,84,75,45270.9068848309
"DRC",67,1,"obv_90",18,6705.48907025972,234,216,90915.5054612274
"DRC",67,2,"obv_90",6,1597.14402158059,27,21,8295.64631605754
"DRC",67,3,"obv_90",3,344.035588659106,6,3,727.445706170985
"DRC",67,4,"obv_90",5,2638.98537188148,103,98,42908.5324988531
"DRC",67,5,"obv_90",0,0,6,6,825.560539414991
"DRC",67,6,"obv_90",0,327.770313542983,15,15,2860.88268944113
"DRC",67,7,"obv_90",2,396.192755804174,13,11,5535.10842873121
"DRC",67,8,"obv_90",23,8597.26120663208,195,172,74060.0242968334
