"scenario","policy","dpc","stockpile_doses","deaths_averted_med","deaths_averted_lo","deaths_averted_hi","pct_averted_med","pct_averted_lo","pct_averted_hi","supply_ratio_med"
"WestAfrica","A",0,77000,400.183756120719,193.710346969957,623.331488443178,82.3423366503537,65.7651700712648,82.3423366503537,3.34637177501605
"WestAfrica","A",0,78000,401.830602853726,194.327914494835,623.331488443178,82.3423366503537,66.7700185035563,82.3423366503537,3.38983114871756
"WestAfrica","A",0,79000,402.242314536978,194.533770336461,625.18419101781,82.3423366503537,67.7007044382292,82.3423366503537,3.43329052241907
"WestAfrica","A",0,80000,405.12429631974,194.739626178087,633.21256884122,82.3423366503537,68.4197572447236,82.3423366503537,3.47674989612058
"WestAfrica","A",0,81000,407.594566419251,194.945482019712,634.859415574227,82.3423366503537,69.3620017169465,82.3423366503537,3.52020926982208
"WestAfrica","A",0,82000,408.006278102503,195.768905386216,635.065271415853,82.3423366503537,70.2502418074287,82.3423366503537,3.56366864352359
"WestAfrica","A",0,83000,408.006278102503,196.180617069468,635.065271415853,82.3423366503537,70.8109713951102,82.3423366503537,3.6071280172251
"WestAfrica","A",0,84000,408.006278102503,196.798184594345,635.065271415853,82.3423366503537,71.8259312340556,82.3423366503537,3.6505873909266
"WestAfrica","A",0,85000,408.006278102503,197.209896277597,635.065271415853,82.3423366503537,72.5387640649699,82.3423366503537,3.69404676462811
"WestAfrica","A",0,86000,408.006278102503,198.856743010604,635.065271415853,82.3423366503537,73.2755991620339,82.3423366503537,3.73750613832962
"WestAfrica","A",0,87000,408.006278102503,201.327013110115,639.388244089997,82.3423366503537,74.1806871744021,82.3423366503537,3.78096551203113
"WestAfrica","A",0,88000,409.65312483551,204.414850734503,641.858514189507,82.3423366503537,74.8255652380667,82.3423366503537,3.82442488573263
"WestAfrica","A",0,89000,411.299971568517,204.414850734503,643.917072605766,82.3423366503537,75.5322597842611,82.3423366503537,3.86788425943414
"WestAfrica","A",0,90000,415.005376717783,206.267553309136,652.563017954053,82.3423366503537,76.2874438502629,82.3423366503537,3.91134363313565
"WestAfrica","A",0,91000,418.299070183797,208.120255883769,660.591395777463,82.3423366503537,77.2859863062178,82.3423366503537,3.95480300683715
"WestAfrica","A",0,92000,422.416187016315,209.355390933524,666.355359342987,82.3423366503537,77.9163680263682,82.3423366503537,3.99826238053866
