"scenario","arm","week","metric","q025","q25","q50","q75","q975"
"DRC","obv",5.5,"infections",28.6125,39.575,44.9,50.025,65.9375
"DRC","obv",6.5,"deaths",14.8125,19.975,22.9,25.7,31.7625
"DRC","obv",6.5,"hcw_deaths",0,0.1,0.2,0.4,0.8125
"DRC","obv",6.5,"hcw_deaths_incidence",0,0,0.1,0.2,0.4125
"DRC","obv",6.5,"infections",31.35,45.575,51.9,56.825,78.5375
"DRC","obv",7.5,"deaths",16.8375,23.275,26.25,29.825,37.375
"DRC","obv",7.5,"hcw_deaths",0,0.2,0.4,0.6,1
"DRC","obv",7.5,"hcw_deaths_incidence",0,0.1,0.1,0.2,0.5
"DRC","obv",7.5,"infections",36.9125,53.25,61,67.625,94.55
"DRC","obv",8.5,"deaths",18.375,26.7,30.25,33.825,47.6625
"DRC","obv",8.5,"hcw_deaths",0.0875,0.4,0.6,0.8,1.3125
"DRC","obv",8.5,"hcw_deaths_incidence",0,0.1,0.2,0.3,0.5
"DRC","obv",8.5,"infections",43.4,60.675,71.25,82.65,118.375
"DRC","obv",9.5,"deaths",21.6625,31.35,35.85,39.9,56.725
"DRC","obv",9.5,"hcw_deaths",0.2,0.6,0.8,1.1,1.6125
"DRC","obv",9.5,"hcw_deaths_incidence",0,0.1,0.2,0.3,0.6
"DRC","obv",9.5,"infections",49.8375,67.875,81.55,93.55,133.2875
"DRC","obv",10.5,"deaths",24.675,36.05,42.4,48.225,68.0875
"DRC","obv",10.5,"hcw_deaths",0.3,0.775,1.1,1.4,2
"DRC","obv",10.5,"hcw_deaths_incidence",0,0.1,0.2,0.4,0.6
"DRC","obv",10.5,"infections",50.3375,71.375,88.85,104.4,147.0125
"DRC","obv",11.5,"deaths",28.475,41.1,48,55.525,77.5
"DRC","obv",11.5,"hcw_deaths",0.4875,1,1.3,1.7,2.425
"DRC","obv",11.5,"hcw_deaths_incidence",0,0.1,0.2,0.4,0.7125
"DRC","obv",11.5,"infections",51.45,73.25,89.6,105.925,158.575
"DRC","obv",12.5,"deaths",32.3625,44.05,54.4,62.425,88
"DRC","obv",12.5,"hcw_deaths",0.6,1.3,1.6,2,3.0125
"DRC","obv",12.5,"hcw_deaths_incidence",0,0.2,0.3,0.4,0.8
"DRC","obv",12.5,"infections",43.2125,70.125,85.35,99.725,150.35
"DRC","obv",13.5,"deaths",29.7625,42.3,50.35,61.125,86.475
"DRC","obv",13.5,"hcw_deaths",0.7,1.575,1.95,2.4,3.8125
"DRC","obv",13.5,"hcw_deaths_incidence",0,0.2,0.3,0.5,0.9
"DRC","obv",13.5,"infections",37.975,64.625,77.95,93.35,141.6875
"DRC","obv",14.5,"deaths",24.325,39.775,47.15,55.5,84.2875
"DRC","obv",14.5,"hcw_deaths",0.8875,1.8,2.3,2.8,4.3
"DRC","obv",14.5,"hcw_deaths_incidence",0,0.2,0.3,0.5,0.8
"DRC","obv",14.5,"infections",33.975,58.5,70.55,86.8,133.3125
"DRC","obv",15.5,"deaths",22.15,36.9,44.9,53.325,82.35
"DRC","obv",15.5,"hcw_deaths",1,2.2,2.6,3.3,4.9125
"DRC","obv",15.5,"hcw_deaths_incidence",0,0.2,0.3,0.5,1.0125
"DRC","obv",15.5,"infections",32.725,50.25,64.35,76.575,119.1125
"DRC","obv",16.5,"deaths",19.8,31.8,39.05,46.725,72.925
"DRC","obv",16.5,"hcw_deaths",1.2,2.5,3,3.7,5.2375
"DRC","obv",16.5,"hcw_deaths_incidence",0,0.2,0.3,0.4,0.8125
"DRC","obv",16.5,"infections",27.1125,45.825,56.45,67.725,107.1625
"DRC","obv",17.5,"deaths",18.0875,27.975,35.35,42.525,66.4625
"DRC","obv",17.5,"hcw_deaths",1.4,2.7,3.2,4,5.8125
"DRC","obv",17.5,"hcw_deaths_incidence",0,0.1,0.3,0.4,0.7
"DRC","obv",17.5,"infections",21.4625,40.275,51.7,64.3,105.35
"DRC","obv",18.5,"deaths",15.6125,25.65,33,39.5,61.3375
"DRC","obv",18.5,"hcw_deaths",1.4875,2.975,3.55,4.3,6.325
"DRC","obv",18.5,"hcw_deaths_incidence",0,0.1,0.25,0.4,0.7
"DRC","obv",18.5,"infections",20.125,36.1,46.95,58.2,96.45
"DRC","obv",19.5,"deaths",13.45,23.175,29.45,36.35,60.3875
"DRC","obv",19.5,"hcw_deaths",1.6,3.1,3.8,4.525,6.8
"DRC","obv",19.5,"hcw_deaths_incidence",0,0.1,0.2,0.4,0.6
"DRC","obv",19.5,"infections",16.8,32,42.05,54.225,83.85
"DRC","obv",20.5,"deaths",11.9375,19.925,26.55,33.35,51.6625
"DRC","obv",20.5,"hcw_deaths",1.7,3.2,4,4.8,7.1125
"DRC","obv",20.5,"hcw_deaths_incidence",0,0.1,0.2,0.3,0.6
"DRC","obv",20.5,"infections",13.675,26.675,36.95,48.15,71.225
"DRC","obv",21.5,"deaths",9.9,18.375,23.35,30,48.525
"DRC","obv",21.5,"hcw_deaths",1.8,3.4,4.3,5,7.3
"DRC","obv",21.5,"hcw_deaths_incidence",0,0.1,0.2,0.3,0.5125
"DRC","obv",21.5,"infections",11.475,22.1,30.6,41.4,63.5
"DRC","obv",22.5,"deaths",7.4875,14.775,20.2,27.2,41.1375
"DRC","obv",22.5,"hcw_deaths",1.9875,3.6,4.4,5.2,7.7
"DRC","obv",22.5,"hcw_deaths_incidence",0,0.075,0.1,0.2,0.5
"DRC","obv",22.5,"infections",9.0375,18.675,25.2,34.65,55.6875
"DRC","obv",23.5,"deaths",6.9,12,16.5,21.8,37.6125
"DRC","obv",23.5,"hcw_deaths",2,3.7,4.55,5.3,7.9
"DRC","obv",23.5,"hcw_deaths_incidence",0,0,0.1,0.2,0.5
"DRC","obv",23.5,"infections",6.8875,15.775,21.3,30.85,47.8125
"DRC","obv",24.5,"deaths",4.8875,10.3,13.75,19,30.3
"DRC","obv",24.5,"hcw_deaths",2,3.8,4.7,5.425,8.1
"DRC","obv",24.5,"hcw_deaths_incidence",0,0,0.1,0.2,0.4
"DRC","obv",24.5,"infections",5.2125,13.525,18.85,26.825,48.225
"DRC","obv",25.5,"deaths",3.9875,8.975,12,17.15,26.675
"DRC","obv",25.5,"hcw_deaths",2,3.875,4.8,5.625,8.4125
"DRC","obv",25.5,"hcw_deaths_incidence",0,0,0.1,0.2,0.4125
"DRC","obv",25.5,"infections",4.975,11.775,16.3,23.875,42.7
"DRC","obv",26.5,"deaths",2.95,7.375,10.4,14.8,25.925
"DRC","obv",26.5,"hcw_deaths",2,4,4.9,5.725,8.5125
"DRC","obv",26.5,"hcw_deaths_incidence",0,0,0.1,0.2,0.3125
"DRC","obv",26.5,"infections",3.3875,9.3,14.65,21.7,40.4
"DRC","obv",27.5,"deaths",2.8,6.375,9,12.525,22.7375
"DRC","obv",27.5,"hcw_deaths",2,4,4.9,5.8,8.725
"DRC","obv",27.5,"hcw_deaths_incidence",0,0,0.1,0.1,0.4
"DRC","obv",27.5,"infections",3,7.775,12.65,20.425,33.9125
"DRC","obv",28.5,"deaths",2,5.3,8.05,12.225,22.475
"DRC","obv",28.5,"hcw_deaths",2,4.1,5,5.8,8.825
"DRC","obv",28.5,"hcw_deaths_incidence",0,0,0.05,0.1,0.3
"DRC","obv",28.5,"infections",2.575,7.35,11.6,18.925,29.7
"DRC","obv",29.5,"deaths",1.5875,4.2,6.7,10.2,16.725
"DRC","obv",29.5,"hcw_deaths",2,4.2,5.05,5.9,9
"DRC","obv",29.5,"hcw_deaths_incidence",0,0,0,0.1,0.3
"DRC","obv",29.5,"infections",1.875,7.8,13.6,20.075,32.4375
"DRC","obv",30.5,"deaths",1.3,3.9,6.65,10.725,17.8625
"DRC","obv",30.5,"hcw_deaths",2.0875,4.3,5.2,6,9.1125
"DRC","obv",30.5,"hcw_deaths_incidence",0,0,0,0.1,0.4
"DRC","obv",30.5,"infections",2.7,9.575,15.55,23.35,40.4875
"DRC","obv",31.5,"deaths",1.475,4.975,8.3,12.35,19.8625
"DRC","obv",31.5,"hcw_deaths",2.0875,4.3,5.2,6.1,9.4125
"DRC","obv",31.5,"hcw_deaths_incidence",0,0,0.1,0.1,0.4
"DRC","obv",31.5,"infections",2.4625,11.075,18.45,28.525,49.25
"DRC","obv",32.5,"deaths",1.2875,5.5,9,13.9,23.4875
"DRC","obv",32.5,"hcw_deaths",2.0875,4.4,5.3,6.2,9.625
"DRC","obv",32.5,"hcw_deaths_incidence",0,0,0.1,0.2,0.4
"DRC","obv",32.5,"infections",3.5625,12.6,22,32.625,59.725
"DRC","obv",33.5,"deaths",1.575,6.275,11.25,16.2,29.925
"DRC","obv",33.5,"hcw_deaths",2.0875,4.5,5.4,6.3,9.725
"DRC","obv",33.5,"hcw_deaths_incidence",0,0,0.1,0.1,0.3
"DRC","obv",33.5,"infections",3.825,15.15,26.6,39.1,69.6875
"DRC","obv",34.5,"deaths",1.6875,7.775,12.8,19.325,35.65
"DRC","obv",34.5,"hcw_deaths",2.175,4.6,5.4,6.4,9.9125
"DRC","obv",34.5,"hcw_deaths_incidence",0,0,0,0.1,0.4
"DRC","obv",34.5,"infections",3.85,17.925,32,46.475,89.625
"DRC","obv",35.5,"deaths",2.3625,8.8,15.65,22.55,42.875
"DRC","obv",35.5,"hcw_deaths",2.175,4.6,5.5,6.425,10.0125
"DRC","obv",35.5,"hcw_deaths_incidence",0,0,0,0.1,0.3
"DRC","obv",35.5,"infections",4.5625,19.2,37.1,53.775,108.7625
"DRC","obv",36.5,"deaths",2.3,10.6,18.35,27.45,50.4625
"DRC","obv",36.5,"hcw_deaths",2.1875,4.675,5.6,6.7,10.2375
"DRC","obv",36.5,"hcw_deaths_incidence",0,0,0.1,0.2,0.5
"DRC","obv",36.5,"infections",4.875,24.425,45.2,65.425,125.8125
"DRC","obv",37.5,"deaths",2.575,12.2,22.7,31.875,64.375
"DRC","obv",37.5,"hcw_deaths",2.1875,4.8,5.7,6.8,10.4125
"DRC","obv",37.5,"hcw_deaths_incidence",0,0,0.1,0.2,0.5125
"DRC","obv",37.5,"infections",5.375,28.25,53.4,76.925,153.6
"DRC","obv",38.5,"deaths",3.075,13.65,25.85,38.625,73.1125
"DRC","obv",38.5,"hcw_deaths",2.1875,4.9,5.85,7.025,10.75
"DRC","obv",38.5,"hcw_deaths_incidence",0,0,0.1,0.2,0.5125
"DRC","obv",38.5,"infections",5.5,32.775,62.6,93.175,187.7375
"DRC","obv",39.5,"deaths",3.3625,15.275,30.95,46.325,90.2125
"DRC","obv",39.5,"hcw_deaths",2.275,4.975,5.95,7.225,11.425
"DRC","obv",39.5,"hcw_deaths_incidence",0,0,0.15,0.3,0.6
"DRC","obv",39.5,"infections",7.0375,37.9,75.05,110.625,212.3125
"DRC","obv",40.5,"deaths",3.575,19.625,37.25,55.025,109.975
"DRC","obv",40.5,"hcw_deaths",2.3,5.075,6.2,7.5,11.8625
"DRC","obv",40.5,"hcw_deaths_incidence",0,0,0.1,0.3,0.9
"DRC","obv",40.5,"infections",7.675,45.35,85.8,127.65,242.8
"DRC","obv",41.5,"deaths",3.7,22.475,43.8,62.775,129.8125
"DRC","obv",41.5,"hcw_deaths",2.3,5.175,6.4,7.8,12.8125
"DRC","obv",41.5,"hcw_deaths_incidence",0,0.1,0.2,0.4,1
"DRC","obv",41.5,"infections",9.4,50.8,101.4,149.05,269.1
"DRC","obv",42.5,"deaths",4.6625,25.525,51.3,76.325,144.1
"DRC","obv",42.5,"hcw_deaths",2.4,5.3,6.8,8.125,13.3
"DRC","obv",42.5,"hcw_deaths_incidence",0,0.1,0.2,0.5,1.0125
"DRC","obv",42.5,"infections",10.7875,59.45,120.2,171.65,306.9375
"DRC","obv",43.5,"deaths",5.6,33.475,63.25,92.65,168.7125
"DRC","obv",43.5,"hcw_deaths",2.575,5.5,7.2,8.725,13.95
"DRC","obv",43.5,"hcw_deaths_incidence",0,0.1,0.3,0.6,1.3
"DRC","obv",43.5,"infections",12.7125,59.85,120,173.975,338.125
"DRC","obv",44.5,"deaths",7.325,36.875,74.45,109.125,190.6625
"DRC","obv",44.5,"hcw_deaths",2.575,5.775,7.55,9.1,15.125
"DRC","obv",44.5,"hcw_deaths_incidence",0,0.2,0.3,0.525,1.1125
"DRC","obv",44.5,"infections",8.95,50.25,104.3,147.325,301.6625
"DRC","obv",45.5,"deaths",6.1,32.2,63.25,93.825,170.25
"DRC","obv",45.5,"hcw_deaths",2.9375,5.875,7.9,9.525,16.1125
"DRC","obv",45.5,"hcw_deaths_incidence",0,0.1,0.3,0.5,1.1
"DRC","obv",45.5,"infections",8.7125,43.8,88.4,122.475,253.4
"DRC","obv",46.5,"deaths",6.1625,28.725,56.6,81.975,164.5625
"DRC","obv",46.5,"hcw_deaths",3.1375,6.1,8.25,10.1,16.9
"DRC","obv",46.5,"hcw_deaths_incidence",0,0.2,0.35,0.6,1.2375
"DRC","obv",46.5,"infections",7.7875,38.75,76.9,116.775,220.7
"DRC","obv",47.5,"deaths",4.35,24.875,50.05,70.6,140.7
"DRC","obv",47.5,"hcw_deaths",3.1375,6.3,8.65,10.9,18.025
"DRC","obv",47.5,"hcw_deaths_incidence",0,0.1,0.4,0.6,1.125
"DRC","obv",47.5,"infections",8.375,36.775,66.8,107.95,178.55
"DRC","obv",48.5,"deaths",4.85,22.95,43.7,65.6,130.5
"DRC","obv",48.5,"hcw_deaths",3.2375,6.675,8.95,11.4,19.125
"DRC","obv",48.5,"hcw_deaths_incidence",0,0.1,0.4,0.6,1.3
"DRC","obv",48.5,"infections",6.775,36.05,61.3,95.925,162.575
"DRC","obv",49.5,"deaths",4.1625,20.875,39.55,62.1,109.725
"DRC","obv",49.5,"hcw_deaths",3.25,6.7,9.3,11.9,20.2
"DRC","obv",49.5,"hcw_deaths_incidence",0,0.1,0.3,0.6,1.325
"DRC","obv",49.5,"infections",6,33.075,55.65,86.65,145.575
"DRC","obv",50.5,"deaths",3.8,19.8,33.7,54.8,93
"DRC","obv",50.5,"hcw_deaths",3.45,6.8,9.55,12.35,20.825
"DRC","obv",50.5,"hcw_deaths_incidence",0,0.1,0.2,0.5,1
"DRC","obv",50.5,"infections",5.625,27.075,49.3,78.175,118.5875
"DRC","obv",51.5,"deaths",4.0875,19.1,31.85,51.275,83.2
"DRC","obv",51.5,"hcw_deaths",3.4625,6.9,9.75,12.725,21.3125
"DRC","obv",51.5,"hcw_deaths_incidence",0,0.1,0.2,0.4,1
"DRC","obv",51.5,"infections",5.0875,24.175,44.85,67.35,110.6
"DRC","obv",52.5,"deaths",3.0375,16.275,28.55,45.35,68.8625
"DRC","obv",52.5,"hcw_deaths",3.4625,7.1,9.9,13.2,21.675
"DRC","obv",52.5,"hcw_deaths_incidence",0,0.1,0.2,0.4,0.9
"DRC","obv",52.5,"infections",3.5875,22.85,40.4,61.825,103.6375
"DRC","obv",53.5,"deaths",2.475,14.5,25.95,39.525,63.6125
"DRC","obv",53.5,"hcw_deaths",3.4625,7.3,10.1,13.5,22.1375
"DRC","obv",53.5,"hcw_deaths_incidence",0,0.1,0.2,0.4,0.8
"DRC","obv",53.5,"infections",3.4,21.05,36.5,54.275,94.275
"DRC","obv",54.5,"deaths",2.5,13.3,23.6,35.575,56.9875
"DRC","obv",54.5,"hcw_deaths",3.4875,7.5,10.35,13.925,22.3625
"DRC","obv",54.5,"hcw_deaths_incidence",0,0.1,0.2,0.3,0.8
"DRC","obv",54.5,"infections",3.3,17.675,31.5,47.725,83.25
"DRC","obv",55.5,"deaths",2.1625,11.3,20.1,30.75,50.9375
"DRC","obv",55.5,"hcw_deaths",3.4875,7.7,10.6,14.2,22.9
"DRC","obv",55.5,"hcw_deaths_incidence",0,0,0.1,0.3,0.6
"DRC","obv",55.5,"infections",2.4375,15.05,26.55,42.25,76.9375
"DRC","obv",56.5,"deaths",1.8,10.075,17.75,27,44.425
"DRC","obv",56.5,"hcw_deaths",3.575,7.8,10.6,14.3,23.025
"DRC","obv",56.5,"hcw_deaths_incidence",0,0,0.1,0.2,0.6
"DRC","obv",56.5,"infections",1.7,13.175,24.3,37.325,69.1
"DRC","obv",57.5,"deaths",1.3,8.1,15.05,24.7,44.8125
"DRC","obv",57.5,"hcw_deaths",3.5875,7.975,10.85,14.45,23.1125
"DRC","obv",57.5,"hcw_deaths_incidence",0,0,0.1,0.2,0.5
"DRC","obv",57.5,"infections",1.075,11.75,21.7,33.325,65.7
"DRC","obv",58.5,"deaths",1.1,7.6,13.7,21.425,38.7375
"DRC","obv",58.5,"hcw_deaths",3.6,8.075,11,14.725,23.2125
"DRC","obv",58.5,"hcw_deaths_incidence",0,0,0.1,0.2,0.5
"DRC","obv",58.5,"infections",0.8,10.9,19.95,30.575,60.3375
"DRC","obv",59.5,"deaths",1.0375,6.8,12.5,19.125,36.7375
"DRC","obv",59.5,"hcw_deaths",3.6,8.075,11.05,15.125,23.5125
"DRC","obv",59.5,"hcw_deaths_incidence",0,0,0.1,0.2,0.6125
"DRC","obv",59.5,"infections",1.1625,9.95,17.85,29.5,55.025
"DRC","obv",60.5,"deaths",0.6625,6.225,11.25,18.025,32.575
"DRC","obv",60.5,"hcw_deaths",3.7,8.2,11.2,15.225,23.7
"DRC","obv",60.5,"hcw_deaths_incidence",0,0,0.1,0.2,0.5125
"DRC","obv",60.5,"infections",0.775,8.7,16.35,27.125,49.1125
"DRC","obv",61.5,"deaths",0.65,5.65,10.35,17.175,30.8375
"DRC","obv",61.5,"hcw_deaths",3.7875,8.3,11.35,15.4,23.975
"DRC","obv",61.5,"hcw_deaths_incidence",0,0,0.1,0.1,0.3125
"DRC","obv",61.5,"infections",0.6,8.175,15.45,25.125,46.925
"DRC","obv",62.5,"deaths",0.575,5,9.3,15.4,27.1
"DRC","obv",62.5,"hcw_deaths",3.7875,8.4,11.4,15.425,24.15
"DRC","obv",62.5,"hcw_deaths_incidence",0,0,0.1,0.2,0.4
"DRC","obv",62.5,"infections",0.2875,8.2,14.85,21.65,40.85
"DRC","obv",63.5,"deaths",0.2875,4.65,8.65,13.925,24.5125
"DRC","obv",63.5,"hcw_deaths",3.7875,8.5,11.4,15.525,24.325
"DRC","obv",63.5,"hcw_deaths_incidence",0,0,0,0.1,0.3
"DRC","obv",63.5,"infections",0.2,6.375,13.3,20.65,41.6125
"DRC","obv",64.5,"deaths",0.1875,4.275,8.3,13.2,23.725
"DRC","obv",64.5,"hcw_deaths",3.8,8.575,11.7,15.625,24.625
"DRC","obv",64.5,"hcw_deaths_incidence",0,0,0,0.1,0.4
"DRC","obv",64.5,"infections",0.1,5.975,11.8,18.525,39.3
"DRC","obv",65.5,"deaths",0.1875,3.875,7.35,11.1,23.7375
"DRC","obv",65.5,"hcw_deaths",3.8,8.65,11.7,15.75,24.6375
"DRC","obv",65.5,"hcw_deaths_incidence",0,0,0,0.1,0.3
"DRC","obv",65.5,"infections",0.0875,5.525,10.6,17.225,39.5125
"DRC","obv",66.5,"deaths",0,3.7,6.55,10.8,21.625
"DRC","obv",66.5,"hcw_deaths",3.8,8.775,11.7,15.75,24.6375
"DRC","obv",66.5,"hcw_deaths_incidence",0,0,0,0.1,0.3
"DRC","obv",66.5,"infections",0,4.425,8.4,15.25,36.15
"DRC","obv",67.5,"deaths",0,3.075,6.15,9.725,23.1875
"DRC","obv",67.5,"hcw_deaths",3.8,8.775,11.7,15.75,24.75
"DRC","obv",67.5,"hcw_deaths_incidence",0,0,0,0.1,0.3
"DRC","obv",67.5,"infections",0,4.05,8.25,14.1,34.8
"DRC","obv",68.5,"deaths",0,2.7,5.1,9.125,18.825
"DRC","obv",68.5,"hcw_deaths",3.8,8.85,11.7,15.9,24.8625
"DRC","obv",68.5,"hcw_deaths_incidence",0,0,0,0.1,0.3
"DRC","obv",68.5,"infections",0,3.6,8.05,13.5,31.95
"DRC","obv",69.5,"deaths",0,2.4,4.5,8.25,19.6125
"DRC","obv",69.5,"hcw_deaths",3.8,8.85,11.8,15.925,25.0625
"DRC","obv",69.5,"hcw_deaths_incidence",0,0,0,0.1,0.2
"DRC","obv",69.5,"infections",0,3.575,7.65,11.775,30.075
"DRC","obv",70.5,"deaths",0,2.3,4.75,7.5,17.7125
"DRC","obv",70.5,"hcw_deaths",3.8,8.925,11.8,16.2,25.15
"DRC","obv",70.5,"hcw_deaths_incidence",0,0,0,0.1,0.3
"DRC","obv",70.5,"infections",0,3.375,7.15,10.725,26.5125
"DRC","obv",71.5,"deaths",0,1.8,4.2,6.525,15.75
"DRC","obv",71.5,"hcw_deaths",3.8,9.025,11.8,16.3,25.15
"DRC","obv",71.5,"hcw_deaths_incidence",0,0,0,0.1,0.3
"DRC","obv",71.5,"infections",0,2.7,6.4,10.125,28.55
"DRC","obv",72.5,"deaths",0,1.875,3.9,6.4,15.3375
"DRC","obv",72.5,"hcw_deaths",3.8,9.025,11.8,16.3,25.25
"DRC","obv",72.5,"hcw_deaths_incidence",0,0,0,0.1,0.2
"DRC","obv",72.5,"infections",0,2,5.95,10.2,25.6125
"DRC","obv",73.5,"deaths",0,1.4,3.8,5.8,14.3
"DRC","obv",73.5,"hcw_deaths",3.8,9.025,11.85,16.325,25.2625
"DRC","obv",73.5,"hcw_deaths_incidence",0,0,0,0,0.2125
"DRC","obv",73.5,"infections",0,1.9,5.1,9.525,23.1625
"DRC","obv",74.5,"deaths",0,1.1,3.4,5.7,14.3
"DRC","obv",74.5,"hcw_deaths",3.8,9.05,11.95,16.4,25.35
"DRC","obv",74.5,"hcw_deaths_incidence",0,0,0,0,0.2
"DRC","obv",74.5,"infections",0,1.6,4.55,8.525,21.75
"DRC","obv",75.5,"deaths",0,1.175,2.85,5.2,13.5
"DRC","obv",75.5,"hcw_deaths",3.8,9.125,11.95,16.425,25.4375
"DRC","obv",75.5,"hcw_deaths_incidence",0,0,0,0,0.2
"DRC","obv",75.5,"infections",0,1.2,4.45,7.875,19.4875
"DRC","obv",76.5,"deaths",0,0.9,2.45,4.925,11.675
"DRC","obv",76.5,"hcw_deaths",3.8,9.15,11.95,16.425,25.625
"DRC","obv",76.5,"hcw_deaths_incidence",0,0,0,0.1,0.2
"DRC","obv",76.5,"infections",0,0.8,3.55,7.825,18.0125
"DRC","obv",77.5,"deaths",0,0.675,2.35,4.6,10.85
"DRC","obv",77.5,"hcw_deaths",3.8,9.175,12,16.425,25.7125
"DRC","obv",77.5,"hcw_deaths_incidence",0,0,0,0,0.2
"DRC","obv",77.5,"infections",0,0.5,3.3,6.825,16.1625
"DRC","obv",78.5,"deaths",0,0.5,2.1,4.125,10.3625
"DRC","obv",78.5,"hcw_deaths",3.8,9.175,12,16.425,25.7375
"DRC","obv",78.5,"hcw_deaths_incidence",0,0,0,0,0.2
"DRC","obv",78.5,"infections",0,0.275,2.85,6.15,18.475
"DRC","obv",79.5,"deaths",0,0.3,1.9,3.925,9.0875
"DRC","obv",79.5,"hcw_deaths",3.8,9.175,12.05,16.425,25.825
"DRC","obv",79.5,"hcw_deaths_incidence",0,0,0,0,0.2
"DRC","obv",79.5,"infections",0,0.075,2.45,5.625,16.1
"WestAfrica","baseline",0.5,"deaths",0,0,0,0.1,0.3
"WestAfrica","baseline",0.5,"hcw_deaths",0,0,0,0,0
"WestAfrica","baseline",0.5,"hcw_deaths_incidence",0,0,0,0,0
"WestAfrica","baseline",0.5,"infections",30.0925,32.3,33.4,34.8,38.205
"WestAfrica","baseline",1.5,"deaths",3.6,4.3,4.75,5.2,5.8025
"WestAfrica","baseline",1.5,"hcw_deaths",0,0,0,0,0.00250000000000057
"WestAfrica","baseline",1.5,"hcw_deaths_incidence",0,0,0,0,0.00250000000000057
"WestAfrica","baseline",1.5,"infections",13.7925,18,20.7,23.325,30.0175
"WestAfrica","baseline",2.5,"deaths",9.5975,11.1,11.9,12.8,14.0025
"WestAfrica","baseline",2.5,"hcw_deaths",0,0,0,0,0.1
"WestAfrica","baseline",2.5,"hcw_deaths_incidence",0,0,0,0,0.1
"WestAfrica","baseline",2.5,"infections",19.4825,25.55,29.15,32,39.4125
"WestAfrica","baseline",3.5,"deaths",9.3925,11.7,12.9,14.4,17.3075
"WestAfrica","baseline",3.5,"hcw_deaths",0,0,0.1,0.1,0.3
"WestAfrica","baseline",3.5,"hcw_deaths_incidence",0,0,0,0.1,0.2
"WestAfrica","baseline",3.5,"infections",22.6875,30.35,34.85,39.725,48.105
"WestAfrica","baseline",4.5,"deaths",11.0975,14.575,16.3,18.1,22.6025
"WestAfrica","baseline",4.5,"hcw_deaths",0,0.1,0.2,0.4,0.6
"WestAfrica","baseline",4.5,"hcw_deaths_incidence",0,0.1,0.2,0.3,0.5
"WestAfrica","baseline",4.5,"infections",26.335,35.775,41.35,47.9,61.0375
"WestAfrica","baseline",5.5,"deaths",13.4,17.8,20.5,22.8,28.3
"WestAfrica","baseline",5.5,"hcw_deaths",0.1,0.4,0.6,0.8,1.3025
"WestAfrica","baseline",5.5,"hcw_deaths_incidence",0,0.2,0.3,0.5,0.802500000000001
"WestAfrica","baseline",5.5,"infections",31.495,42.65,50.35,58.175,76
"WestAfrica","baseline",6.5,"deaths",15.2975,21,24.6,28.5,34.615
"WestAfrica","baseline",6.5,"hcw_deaths",0.4,0.9,1.1,1.4,2.3
"WestAfrica","baseline",6.5,"hcw_deaths_incidence",0.1,0.375,0.5,0.7,1.3
"WestAfrica","baseline",6.5,"infections",36.3975,50.1,58.45,70.975,92.7275
"WestAfrica","baseline",7.5,"deaths",17.8975,25.1,29.2,34.1,43.8225
"WestAfrica","baseline",7.5,"hcw_deaths",0.8,1.5,1.9,2.5,3.7025
"WestAfrica","baseline",7.5,"hcw_deaths_incidence",0.2,0.5,0.8,1,1.7025
"WestAfrica","baseline",7.5,"infections",41.7725,59.975,72.1,85.65,115.505
"WestAfrica","baseline",8.5,"deaths",21.3875,29.825,35.25,41.65,54.6125
"WestAfrica","baseline",8.5,"hcw_deaths",1.4,2.3,2.9,3.6,5.3025
"WestAfrica","baseline",8.5,"hcw_deaths_incidence",0.3,0.7,0.85,1.2,2.1
"WestAfrica","baseline",8.5,"infections",48,70.475,86.45,105.35,141.8175
"WestAfrica","baseline",9.5,"deaths",24.4975,35.475,41.5,49.925,66.3075
"WestAfrica","baseline",9.5,"hcw_deaths",2.1975,3.3,3.9,4.9,7.1125
"WestAfrica","baseline",9.5,"hcw_deaths_incidence",0.4,0.8,1.1,1.5,2.4025
"WestAfrica","baseline",9.5,"infections",55.2425,82.925,102.3,124.425,175.55
"WestAfrica","baseline",10.5,"deaths",28.3,42.45,50.35,61.125,81.525
"WestAfrica","baseline",10.5,"hcw_deaths",2.8975,4.3,5.25,6.6,9.71
"WestAfrica","baseline",10.5,"hcw_deaths_incidence",0.4975,1,1.35,1.825,3
"WestAfrica","baseline",10.5,"infections",62.3975,97.95,120.15,150.95,211.46
"WestAfrica","baseline",11.5,"deaths",33.5875,48.525,59.7,72.375,101.6325
"WestAfrica","baseline",11.5,"hcw_deaths",3.7975,5.6,7.15,8.525,12.705
"WestAfrica","baseline",11.5,"hcw_deaths_incidence",0.5975,1.2,1.6,2.1,3.605
"WestAfrica","baseline",11.5,"infections",73.8475,113.475,144,182.725,251.205
"WestAfrica","baseline",12.5,"deaths",36.2825,57.725,70.7,87.625,121.2575
"WestAfrica","baseline",12.5,"hcw_deaths",4.9975,7.175,8.9,11,17.2025
"WestAfrica","baseline",12.5,"hcw_deaths_incidence",0.8,1.5,1.95,2.6,4.2075
"WestAfrica","baseline",12.5,"infections",82.595,130.775,170.25,214.125,293.8325
"WestAfrica","baseline",13.5,"deaths",43.88,68.825,84.5,105.775,145.94
"WestAfrica","baseline",13.5,"hcw_deaths",6.595,9.075,11.6,13.975,22.4125
"WestAfrica","baseline",13.5,"hcw_deaths_incidence",0.9975,1.8,2.6,3.3,5.1025
