"scenario","arm","week","metric","q025","q25","q50","q75","q975"
"DRC","optimistic_lo",76.5,"deaths",0,0,0,0,35.025
"DRC","optimistic_lo",76.5,"hcw_deaths",0,2,7,20.25,40.075
"DRC","optimistic_lo",76.5,"hcw_deaths_incidence",0,0,0,0,0
"DRC","optimistic_lo",76.5,"infections",0,0,0,0,43.9500000000002
"DRC","optimistic_lo",77.5,"deaths",0,0,0,0,29.075
"DRC","optimistic_lo",77.5,"hcw_deaths",0,2,7,21,40.075
"DRC","optimistic_lo",77.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_lo",77.5,"infections",0,0,0,0,50.5750000000001
"DRC","optimistic_lo",78.5,"deaths",0,0,0,0,33.05
"DRC","optimistic_lo",78.5,"hcw_deaths",0,2,7,21,40.075
"DRC","optimistic_lo",78.5,"hcw_deaths_incidence",0,0,0,0,0
"DRC","optimistic_lo",78.5,"infections",0,0,0,0,46.2500000000001
"DRC","optimistic_lo",79.5,"deaths",0,0,0,0,31.3000000000001
"DRC","optimistic_lo",79.5,"hcw_deaths",0,2,7,21,40.075
"DRC","optimistic_lo",79.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_lo",79.5,"infections",0,0,0,0,47.125
"DRC","optimistic_mid",0.5,"deaths",0,0,0,0,1
"DRC","optimistic_mid",0.5,"hcw_deaths",0,0,0,0,0
"DRC","optimistic_mid",0.5,"hcw_deaths_incidence",0,0,0,0,0
"DRC","optimistic_mid",0.5,"infections",26.975,30,33,37,44.025
"DRC","optimistic_mid",1.5,"deaths",1,3,5,6,9
"DRC","optimistic_mid",1.5,"hcw_deaths",0,0,0,0,0
"DRC","optimistic_mid",1.5,"hcw_deaths_incidence",0,0,0,0,0
"DRC","optimistic_mid",1.5,"infections",4,11.75,18.7,26,49.125
"DRC","optimistic_mid",2.5,"deaths",6,9,12,14,17.05
"DRC","optimistic_mid",2.5,"hcw_deaths",0,0,0,0,0
"DRC","optimistic_mid",2.5,"hcw_deaths_incidence",0,0,0,0,0
"DRC","optimistic_mid",2.5,"infections",9,16,24.5,36,64
"DRC","optimistic_mid",3.5,"deaths",4,9,13,18,24.05
"DRC","optimistic_mid",3.5,"hcw_deaths",0,0,0,0,0
"DRC","optimistic_mid",3.5,"hcw_deaths_incidence",0,0,0,0,0
"DRC","optimistic_mid",3.5,"infections",7.975,18.75,29,41.25,82.15
"DRC","optimistic_mid",4.5,"deaths",4,10,14,20,38.025
"DRC","optimistic_mid",4.5,"hcw_deaths",0,0,0,0,1
"DRC","optimistic_mid",4.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",4.5,"infections",8,19.75,29.6,48,103.025
"DRC","optimistic_mid",5.5,"deaths",5.975,11,16,23,44.05
"DRC","optimistic_mid",5.5,"hcw_deaths",0,0,0,0,1
"DRC","optimistic_mid",5.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",5.5,"infections",7,22,37,55,104.375
"DRC","optimistic_mid",6.5,"deaths",5.975,12,19,29,56.05
"DRC","optimistic_mid",6.5,"hcw_deaths",0,0,0,0,2
"DRC","optimistic_mid",6.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",6.5,"infections",8.975,23,40.5,64.25,127.025
"DRC","optimistic_mid",7.5,"deaths",4.95,12.75,21,31.25,63.05
"DRC","optimistic_mid",7.5,"hcw_deaths",0,0,0,0.625,2
"DRC","optimistic_mid",7.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",7.5,"infections",5.975,25.75,46,72.25,146.05
"DRC","optimistic_mid",8.5,"deaths",5.975,14,25,37.25,75.05
"DRC","optimistic_mid",8.5,"hcw_deaths",0,0,0,1,3
"DRC","optimistic_mid",8.5,"hcw_deaths_incidence",0,0,0,0,1.02500000000001
"DRC","optimistic_mid",8.5,"infections",7.95,27,54,86,174.1
"DRC","optimistic_mid",9.5,"deaths",4.975,15,26.65,43,84.05
"DRC","optimistic_mid",9.5,"hcw_deaths",0,0,0,1,3
"DRC","optimistic_mid",9.5,"hcw_deaths_incidence",0,0,0,0,2
"DRC","optimistic_mid",9.5,"infections",5.975,35,62,101.25,205.875
"DRC","optimistic_mid",10.5,"deaths",4,16,33.375,50,106.2
"DRC","optimistic_mid",10.5,"hcw_deaths",0,0,0.45,1,4
"DRC","optimistic_mid",10.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",10.5,"infections",7,33.75,73,108.5,248.025
"DRC","optimistic_mid",11.5,"deaths",5,21,37,57.25,122.025
"DRC","optimistic_mid",11.5,"hcw_deaths",0,0,1,2,4
"DRC","optimistic_mid",11.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",11.5,"infections",5.975,38.5,72.75,123.75,231.025
"DRC","optimistic_mid",12.5,"deaths",4,22.5,42,68.25,140.075
"DRC","optimistic_mid",12.5,"hcw_deaths",0,0,1,2,5
"DRC","optimistic_mid",12.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",12.5,"infections",3.975,27,64.25,111.25,245.125
"DRC","optimistic_mid",13.5,"deaths",3.975,20,41,66,125.025
"DRC","optimistic_mid",13.5,"hcw_deaths",0,0,1,2,5.02500000000001
"DRC","optimistic_mid",13.5,"hcw_deaths_incidence",0,0,0,0,1.02500000000001
"DRC","optimistic_mid",13.5,"infections",3.975,25,57.2,100,214.15
"DRC","optimistic_mid",14.5,"deaths",2.975,17,37.625,62,123.375
"DRC","optimistic_mid",14.5,"hcw_deaths",0,0,1,3,6
"DRC","optimistic_mid",14.5,"hcw_deaths_incidence",0,0,0,0,2
"DRC","optimistic_mid",14.5,"infections",2,20,54.5,88,193
"DRC","optimistic_mid",15.5,"deaths",1.975,15,33,59,120.375
"DRC","optimistic_mid",15.5,"hcw_deaths",0,0,1.85,3,7.02500000000001
"DRC","optimistic_mid",15.5,"hcw_deaths_incidence",0,0,0,0,2
"DRC","optimistic_mid",15.5,"infections",1.975,17,44.5,81,174.05
"DRC","optimistic_mid",16.5,"deaths",1.975,12.75,30,50.5,103.05
"DRC","optimistic_mid",16.5,"hcw_deaths",0,1,2,4,8
"DRC","optimistic_mid",16.5,"hcw_deaths_incidence",0,0,0,0.125,2
"DRC","optimistic_mid",16.5,"infections",0,15,37.25,73.375,163.05
"DRC","optimistic_mid",17.5,"deaths",1,10,25,47,95.025
"DRC","optimistic_mid",17.5,"hcw_deaths",0,1,2,4,8.02500000000001
"DRC","optimistic_mid",17.5,"hcw_deaths_incidence",0,0,0,0,2
"DRC","optimistic_mid",17.5,"infections",0,11.75,33,67.25,139
"DRC","optimistic_mid",18.5,"deaths",0,8.75,21.5,42,84.1
"DRC","optimistic_mid",18.5,"hcw_deaths",0,1,2,4,9
"DRC","optimistic_mid",18.5,"hcw_deaths_incidence",0,0,0,0,2
"DRC","optimistic_mid",18.5,"infections",0,9.75,29.45,60,126.025
"DRC","optimistic_mid",19.5,"deaths",0,7.75,19,37.25,75.025
"DRC","optimistic_mid",19.5,"hcw_deaths",0,1,2.2,4,9
"DRC","optimistic_mid",19.5,"hcw_deaths_incidence",0,0,0,0.025,2
"DRC","optimistic_mid",19.5,"infections",0,8,23,51.375,127.05
"DRC","optimistic_mid",20.5,"deaths",0,5,17,34,74.025
"DRC","optimistic_mid",20.5,"hcw_deaths",0,1,3,5,9
"DRC","optimistic_mid",20.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",20.5,"infections",0,5.75,22,47,109.025
"DRC","optimistic_mid",21.5,"deaths",0,4,14,30.5,74.025
"DRC","optimistic_mid",21.5,"hcw_deaths",0,1,3,5,10
"DRC","optimistic_mid",21.5,"hcw_deaths_incidence",0,0,0,0,2
"DRC","optimistic_mid",21.5,"infections",0,4,20.25,37,109.175
"DRC","optimistic_mid",22.5,"deaths",0,3,11.75,25,58.15
"DRC","optimistic_mid",22.5,"hcw_deaths",0,1,3,5,11
"DRC","optimistic_mid",22.5,"hcw_deaths_incidence",0,0,0,0,1.02500000000001
"DRC","optimistic_mid",22.5,"infections",0,2,13,30.25,86.1
"DRC","optimistic_mid",23.5,"deaths",0,3,9,21,54.1
"DRC","optimistic_mid",23.5,"hcw_deaths",0,1,3,5,11
"DRC","optimistic_mid",23.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",23.5,"infections",0,0.916666666666667,11.9,27.25,88.025
"DRC","optimistic_mid",24.5,"deaths",0,1,8,16.25,52
"DRC","optimistic_mid",24.5,"hcw_deaths",0,1,3,5.25,11.025
"DRC","optimistic_mid",24.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",24.5,"infections",0,0,7.55,23,72.025
"DRC","optimistic_mid",25.5,"deaths",0,1,6,15,49.025
"DRC","optimistic_mid",25.5,"hcw_deaths",0,1,3,6,11.025
"DRC","optimistic_mid",25.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",25.5,"infections",0,0,7.475,20,72.075
"DRC","optimistic_mid",26.5,"deaths",0,0,5,14,38.1
"DRC","optimistic_mid",26.5,"hcw_deaths",0,1,3,6,11.025
"DRC","optimistic_mid",26.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",26.5,"infections",0,0,6,17,58.075
"DRC","optimistic_mid",27.5,"deaths",0,0,4,11,34.025
"DRC","optimistic_mid",27.5,"hcw_deaths",0,1,3,6,11.025
"DRC","optimistic_mid",27.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",27.5,"infections",0,0,4,15,56.15
"DRC","optimistic_mid",28.5,"deaths",0,0,3.1,9,33.075
"DRC","optimistic_mid",28.5,"hcw_deaths",0,1,3,6,11.025
"DRC","optimistic_mid",28.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",28.5,"infections",0,0,3,13,54
"DRC","optimistic_mid",29.5,"deaths",0,0,2,8.25,27.05
"DRC","optimistic_mid",29.5,"hcw_deaths",0,1,3,6,12
"DRC","optimistic_mid",29.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",29.5,"infections",0,0,2,14,54.1
"DRC","optimistic_mid",30.5,"deaths",0,0,2,7.25,26.1
"DRC","optimistic_mid",30.5,"hcw_deaths",0,1,3,6,12
"DRC","optimistic_mid",30.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",30.5,"infections",0,0,2.5,15,62.025
"DRC","optimistic_mid",31.5,"deaths",0,0,2,8,37.075
"DRC","optimistic_mid",31.5,"hcw_deaths",0,1,3,6,12.025
"DRC","optimistic_mid",31.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",31.5,"infections",0,0,2,15,80.125
"DRC","optimistic_mid",32.5,"deaths",0,0,1,9,40.075
"DRC","optimistic_mid",32.5,"hcw_deaths",0,1,3,6,12.025
"DRC","optimistic_mid",32.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",32.5,"infections",0,0,2,17.25,96
"DRC","optimistic_mid",33.5,"deaths",0,0,1.5,10,43.05
"DRC","optimistic_mid",33.5,"hcw_deaths",0,1,3.2,6,14
"DRC","optimistic_mid",33.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",33.5,"infections",0,0,2,20.75,130
"DRC","optimistic_mid",34.5,"deaths",0,0,1.25,12,56.025
"DRC","optimistic_mid",34.5,"hcw_deaths",0,1,3.55,6,14
"DRC","optimistic_mid",34.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",34.5,"infections",0,0,1.625,24.5,158.3
"DRC","optimistic_mid",35.5,"deaths",0,0,2,13,76.025
"DRC","optimistic_mid",35.5,"hcw_deaths",0,1,3.55,7,14
"DRC","optimistic_mid",35.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",35.5,"infections",0,0,2,27.25,193.15
"DRC","optimistic_mid",36.5,"deaths",0,0,1,14,87.2750000000001
"DRC","optimistic_mid",36.5,"hcw_deaths",0,1,3.75,7,14
"DRC","optimistic_mid",36.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",36.5,"infections",0,0,1.5,37.25,211.35
"DRC","optimistic_mid",37.5,"deaths",0,0,1,17,109.225
"DRC","optimistic_mid",37.5,"hcw_deaths",0,1,3.8,7,14
"DRC","optimistic_mid",37.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",37.5,"infections",0,0,1,51.25,258.425
"DRC","optimistic_mid",38.5,"deaths",0,0,1,22.5,125.025
"DRC","optimistic_mid",38.5,"hcw_deaths",0,1,4,7,14
"DRC","optimistic_mid",38.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",38.5,"infections",0,0,1,58.5,274.725
"DRC","optimistic_mid",39.5,"deaths",0,0,1,28.5,154.3
"DRC","optimistic_mid",39.5,"hcw_deaths",0,1,4,7,14
"DRC","optimistic_mid",39.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",39.5,"infections",0,0,1,66,324.325
"DRC","optimistic_mid",40.5,"deaths",0,0,1,32,175.275
"DRC","optimistic_mid",40.5,"hcw_deaths",0,1,4,7,16
"DRC","optimistic_mid",40.5,"hcw_deaths_incidence",0,0,0,0,2
"DRC","optimistic_mid",40.5,"infections",0,0,0,70.25,370.1
"DRC","optimistic_mid",41.5,"deaths",0,0,0.5,42.55,193.45
"DRC","optimistic_mid",41.5,"hcw_deaths",0,1,4,7,17
"DRC","optimistic_mid",41.5,"hcw_deaths_incidence",0,0,0,0,2
"DRC","optimistic_mid",41.5,"infections",0,0,0,96.75,447.6
"DRC","optimistic_mid",42.5,"deaths",0,0,0,41.5,212.2
"DRC","optimistic_mid",42.5,"hcw_deaths",0,1,4,7.25,18.025
"DRC","optimistic_mid",42.5,"hcw_deaths_incidence",0,0,0,0,2
"DRC","optimistic_mid",42.5,"infections",0,0,0,93.25,556.225
"DRC","optimistic_mid",43.5,"deaths",0,0,0,58.35,285.475
"DRC","optimistic_mid",43.5,"hcw_deaths",0,1,4,7.25,19
"DRC","optimistic_mid",43.5,"hcw_deaths_incidence",0,0,0,0,2
"DRC","optimistic_mid",43.5,"infections",0,0,0,108.25,567.775
"DRC","optimistic_mid",44.5,"deaths",0,0,0,62,336.375
"DRC","optimistic_mid",44.5,"hcw_deaths",0,1,4,7.25,21.025
"DRC","optimistic_mid",44.5,"hcw_deaths_incidence",0,0,0,0,2
"DRC","optimistic_mid",44.5,"infections",0,0,0,99.625,536.5
"DRC","optimistic_mid",45.5,"deaths",0,0,0,57.25,302.05
"DRC","optimistic_mid",45.5,"hcw_deaths",0,1,4,8,21.025
"DRC","optimistic_mid",45.5,"hcw_deaths_incidence",0,0,0,0,2
"DRC","optimistic_mid",45.5,"infections",0,0,0,84.25,421.35
"DRC","optimistic_mid",46.5,"deaths",0,0,0,54.5,284.075
"DRC","optimistic_mid",46.5,"hcw_deaths",0,1,4.2,8,24
"DRC","optimistic_mid",46.5,"hcw_deaths_incidence",0,0,0,0,3
"DRC","optimistic_mid",46.5,"infections",0,0,0,76.25,408.45
"DRC","optimistic_mid",47.5,"deaths",0,0,0,45.5,232.05
"DRC","optimistic_mid",47.5,"hcw_deaths",0,1,4.5,9,26
"DRC","optimistic_mid",47.5,"hcw_deaths_incidence",0,0,0,0,3
"DRC","optimistic_mid",47.5,"infections",0,0,0,68.25,410.2
"DRC","optimistic_mid",48.5,"deaths",0,0,0,41,222.025
"DRC","optimistic_mid",48.5,"hcw_deaths",0,1,4.75,9,27.025
"DRC","optimistic_mid",48.5,"hcw_deaths_incidence",0,0,0,0,3
"DRC","optimistic_mid",48.5,"infections",0,0,0,64.75,351.975
"DRC","optimistic_mid",49.5,"deaths",0,0,0,38,206.6
"DRC","optimistic_mid",49.5,"hcw_deaths",0,1,5,9,27.025
"DRC","optimistic_mid",49.5,"hcw_deaths_incidence",0,0,0,0,3
"DRC","optimistic_mid",49.5,"infections",0,0,0,68,330.475
"DRC","optimistic_mid",50.5,"deaths",0,0,0,35,205.575
"DRC","optimistic_mid",50.5,"hcw_deaths",0,1.75,5,10,28.025
"DRC","optimistic_mid",50.5,"hcw_deaths_incidence",0,0,0,0,2
"DRC","optimistic_mid",50.5,"infections",0,0,0,58.25,300.1
"DRC","optimistic_mid",51.5,"deaths",0,0,0,32.5,190.3
"DRC","optimistic_mid",51.5,"hcw_deaths",0,1.75,5,10,29.025
"DRC","optimistic_mid",51.5,"hcw_deaths_incidence",0,0,0,0,3
"DRC","optimistic_mid",51.5,"infections",0,0,0,56.25,280.4
"DRC","optimistic_mid",52.5,"deaths",0,0,0,36,190.1
"DRC","optimistic_mid",52.5,"hcw_deaths",0,2,5,11,29.05
"DRC","optimistic_mid",52.5,"hcw_deaths_incidence",0,0,0,0,3
"DRC","optimistic_mid",52.5,"infections",0,0,0,46.5,247.125
"DRC","optimistic_mid",53.5,"deaths",0,0,0,36.5,146.175
"DRC","optimistic_mid",53.5,"hcw_deaths",0,2,5,11,31.025
"DRC","optimistic_mid",53.5,"hcw_deaths_incidence",0,0,0,0,2
"DRC","optimistic_mid",53.5,"infections",0,0,0,43.5,202.375
"DRC","optimistic_mid",54.5,"deaths",0,0,0,29.25,125.525
"DRC","optimistic_mid",54.5,"hcw_deaths",0,2,5,11,31.025
"DRC","optimistic_mid",54.5,"hcw_deaths_incidence",0,0,0,0,2
"DRC","optimistic_mid",54.5,"infections",0,0,0,32.25,194.1
"DRC","optimistic_mid",55.5,"deaths",0,0,0,21.25,116.05
"DRC","optimistic_mid",55.5,"hcw_deaths",0,2,5,11.25,32
"DRC","optimistic_mid",55.5,"hcw_deaths_incidence",0,0,0,0,1.02500000000001
"DRC","optimistic_mid",55.5,"infections",0,0,0,28.4375,188.55
"DRC","optimistic_mid",56.5,"deaths",0,0,0,21,105.15
"DRC","optimistic_mid",56.5,"hcw_deaths",0,2,5,12,32.025
"DRC","optimistic_mid",56.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",56.5,"infections",0,0,0,22.0625,152.875
"DRC","optimistic_mid",57.5,"deaths",0,0,0,15.725,102.05
"DRC","optimistic_mid",57.5,"hcw_deaths",0,2,5,12,34.025
"DRC","optimistic_mid",57.5,"hcw_deaths_incidence",0,0,0,0,1.02500000000001
"DRC","optimistic_mid",57.5,"infections",0,0,0,19.5,155.7
"DRC","optimistic_mid",58.5,"deaths",0,0,0,13.7,78.8500000000002
"DRC","optimistic_mid",58.5,"hcw_deaths",0,2,5,12,35
"DRC","optimistic_mid",58.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",58.5,"infections",0,0,0,17.5,137.225
"DRC","optimistic_mid",59.5,"deaths",0,0,0,13.25,90.2
"DRC","optimistic_mid",59.5,"hcw_deaths",0,2,5,12,36.075
"DRC","optimistic_mid",59.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",59.5,"infections",0,0,0,15.5,135.05
"DRC","optimistic_mid",60.5,"deaths",0,0,0,9.25,85.2250000000001
"DRC","optimistic_mid",60.5,"hcw_deaths",0,2,5,12.25,37.05
"DRC","optimistic_mid",60.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",60.5,"infections",0,0,0,12.6,138.075
"DRC","optimistic_mid",61.5,"deaths",0,0,0,7.2,73.3750000000001
"DRC","optimistic_mid",61.5,"hcw_deaths",0,2,5,12.25,38.025
"DRC","optimistic_mid",61.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",61.5,"infections",0,0,0,10.725,118.025
"DRC","optimistic_mid",62.5,"deaths",0,0,0,7.25,74.075
"DRC","optimistic_mid",62.5,"hcw_deaths",0,2,5,12.25,38.025
"DRC","optimistic_mid",62.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",62.5,"infections",0,0,0,9,96.05
"DRC","optimistic_mid",63.5,"deaths",0,0,0,6.05,63.3750000000001
"DRC","optimistic_mid",63.5,"hcw_deaths",0,2,5,12.25,39.025
"DRC","optimistic_mid",63.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",63.5,"infections",0,0,0,6.125,89
"DRC","optimistic_mid",64.5,"deaths",0,0,0,4.25,59.025
"DRC","optimistic_mid",64.5,"hcw_deaths",0,2,5,13,39.025
"DRC","optimistic_mid",64.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",64.5,"infections",0,0,0,4.25,88.025
"DRC","optimistic_mid",65.5,"deaths",0,0,0,4,49.05
"DRC","optimistic_mid",65.5,"hcw_deaths",0,2,5,13,40
"DRC","optimistic_mid",65.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",65.5,"infections",0,0,0,3.125,86.1
"DRC","optimistic_mid",66.5,"deaths",0,0,0,4,51.025
"DRC","optimistic_mid",66.5,"hcw_deaths",0,2,5,13,40
"DRC","optimistic_mid",66.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",66.5,"infections",0,0,0,2,73.2500000000001
"DRC","optimistic_mid",67.5,"deaths",0,0,0,2,46
"DRC","optimistic_mid",67.5,"hcw_deaths",0,2,5,13,40
"DRC","optimistic_mid",67.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",67.5,"infections",0,0,0,2.475,70.3000000000001
"DRC","optimistic_mid",68.5,"deaths",0,0,0,1,47.025
"DRC","optimistic_mid",68.5,"hcw_deaths",0,2,5,13,40
"DRC","optimistic_mid",68.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",68.5,"infections",0,0,0,1.075,67.2250000000001
"DRC","optimistic_mid",69.5,"deaths",0,0,0,1,40.025
"DRC","optimistic_mid",69.5,"hcw_deaths",0,2,5,13,40
"DRC","optimistic_mid",69.5,"hcw_deaths_incidence",0,0,0,0,0.00250000000000057
"DRC","optimistic_mid",69.5,"infections",0,0,0,0,67.1
"DRC","optimistic_mid",70.5,"deaths",0,0,0,1,33.05
"DRC","optimistic_mid",70.5,"hcw_deaths",0,2,5,13,40
"DRC","optimistic_mid",70.5,"hcw_deaths_incidence",0,0,0,0,0
"DRC","optimistic_mid",70.5,"infections",0,0,0,0,65.025
"DRC","optimistic_mid",71.5,"deaths",0,0,0,0,29.2500000000001
"DRC","optimistic_mid",71.5,"hcw_deaths",0,2,5,13,40
"DRC","optimistic_mid",71.5,"hcw_deaths_incidence",0,0,0,0,0.00250000000000057
"DRC","optimistic_mid",71.5,"infections",0,0,0,0,62
"DRC","optimistic_mid",72.5,"deaths",0,0,0,0,40
"DRC","optimistic_mid",72.5,"hcw_deaths",0,2,5,13,40
"DRC","optimistic_mid",72.5,"hcw_deaths_incidence",0,0,0,0,1
"DRC","optimistic_mid",72.5,"infections",0,0,0,0,62.075
"DRC","optimistic_mid",73.5,"deaths",0,0,0,0,37.025
"DRC","optimistic_mid",73.5,"hcw_deaths",0,2,5,13,40
"DRC","optimistic_mid",73.5,"hcw_deaths_incidence",0,0,0,0,0
"DRC","optimistic_mid",73.5,"infections",0,0,0,0,56.075
"DRC","optimistic_mid",74.5,"deaths",0,0,0,0,35.025
"DRC","optimistic_mid",74.5,"hcw_deaths",0,2,5,13,40
"DRC","optimistic_mid",74.5,"hcw_deaths_incidence",0,0,0,0,0
"DRC","optimistic_mid",74.5,"infections",0,0,0,0,43.2750000000001
"DRC","optimistic_mid",75.5,"deaths",0,0,0,0,30.075
"DRC","optimistic_mid",75.5,"hcw_deaths",0,2,5,13,40
"DRC","optimistic_mid",75.5,"hcw_deaths_incidence",0,0,0,0,0.220000000000005
"DRC","optimistic_mid",75.5,"infections",0,0,0,0,50.4000000000001
"DRC","optimistic_mid",76.5,"deaths",0,0,0,0,29.025
"DRC","optimistic_mid",76.5,"hcw_deaths",0,2,5,13,40
"DRC","optimistic_mid",76.5,"hcw_deaths_incidence",0,0,0,0,0.122500000000005
"DRC","optimistic_mid",76.5,"infections",0,0,0,0,56.125
"DRC","optimistic_mid",77.5,"deaths",0,0,0,0,27.175
"DRC","optimistic_mid",77.5,"hcw_deaths",0,2,5,13,40
"DRC","optimistic_mid",77.5,"hcw_deaths_incidence",0,0,0,0,0.1
"DRC","optimistic_mid",77.5,"infections",0,0,0,0,52.6750000000002
"DRC","optimistic_mid",78.5,"deaths",0,0,0,0,33.075
"DRC","optimistic_mid",78.5,"hcw_deaths",0,2,5,13,40
"DRC","optimistic_mid",78.5,"hcw_deaths_incidence",0,0,0,0,0
"DRC","optimistic_mid",78.5,"infections",0,0,0,0,55.2750000000001
"DRC","optimistic_mid",79.5,"deaths",0,0,0,0,31.175
"DRC","optimistic_mid",79.5,"hcw_deaths",0,2,5,13,40
"DRC","optimistic_mid",79.5,"hcw_deaths_incidence",0,0,0,0,0
"DRC","optimistic_mid",79.5,"infections",0,0,0,0,58.05
"DRC","with_conflict_hi",0.5,"deaths",0,0,0,0,1
"DRC","with_conflict_hi",0.5,"hcw_deaths",0,0,0,0,0
"DRC","with_conflict_hi",0.5,"hcw_deaths_incidence",0,0,0,0,0
"DRC","with_conflict_hi",0.5,"infections",26,31.5416666666667,34,35.7,43.025
"DRC","with_conflict_hi",1.5,"deaths",2,4,4.6,5.5,8
"DRC","with_conflict_hi",1.5,"hcw_deaths",0,0,0,0,0
"DRC","with_conflict_hi",1.5,"hcw_deaths_incidence",0,0,0,0,0
"DRC","with_conflict_hi",1.5,"infections",6,15.85,20.75,25,39.05
"DRC","with_conflict_hi",2.5,"deaths",6,10,11.7571428571429,13,17
"DRC","with_conflict_hi",2.5,"hcw_deaths",0,0,0,0,0.1
"DRC","with_conflict_hi",2.5,"hcw_deaths_incidence",0,0,0,0,0.1
"DRC","with_conflict_hi",2.5,"infections",9,21.75,27.7,33.625,59.025
"DRC","with_conflict_hi",3.5,"deaths",5,11,13,15,22.05
"DRC","with_conflict_hi",3.5,"hcw_deaths",0,0,0,0,0.512500000000003
"DRC","with_conflict_hi",3.5,"hcw_deaths_incidence",0,0,0,0,0.415000000000003
"DRC","with_conflict_hi",3.5,"infections",9.975,25,32.8,40,68.025
"DRC","with_conflict_hi",4.5,"deaths",5.975,12.3,15.5,19.025,30.05
"DRC","with_conflict_hi",4.5,"hcw_deaths",0,0,0,0.3,1.12250000000001
"DRC","with_conflict_hi",4.5,"hcw_deaths_incidence",0,0,0,0.2,1
"DRC","with_conflict_hi",4.5,"infections",8.95,28,38.9,48.7222222222222,85.025
"DRC","with_conflict_hi",5.5,"deaths",7,14.8,18.8285714285714,23,38.025
"DRC","with_conflict_hi",5.5,"hcw_deaths",0,0,0.5,1,3
"DRC","with_conflict_hi",5.5,"hcw_deaths_incidence",0,0,0.171428571428571,0.5,2.5125
"DRC","with_conflict_hi",5.5,"infections",11,33.3,44.3,59,108.075
"DRC","with_conflict_hi",6.5,"deaths",6,17.575,22,27.7125,49.025
"DRC","with_conflict_hi",6.5,"hcw_deaths",0,0.575,1,1.51785714285714,4.0125
"DRC","with_conflict_hi",6.5,"hcw_deaths_incidence",0,0,0.5,1,2
"DRC","with_conflict_hi",6.5,"infections",12.95,38.625,52.05,68.25,121.15
"DRC","with_conflict_hi",7.5,"deaths",6,19,26.45,33.275,61.15
"DRC","with_conflict_hi",7.5,"hcw_deaths",0,1,1.82857142857143,2.25892857142857,6
"DRC","with_conflict_hi",7.5,"hcw_deaths_incidence",0,0,0.7,1,2
"DRC","with_conflict_hi",7.5,"infections",11,41.6,61.8,83.1770833333333,146.075
"DRC","with_conflict_hi",8.5,"deaths",7,22.075,30,39.7,71.025
"DRC","with_conflict_hi",8.5,"hcw_deaths",0,1.8,2.52777777777778,3.34375,8.5125
