"scenario","arm","week","metric","q025","q25","q50","q75","q975"
"DRC","cov_conflict_hi",18.5,"deaths",18.285,26.775,34.45,42.6722222222222,63.2325
"DRC","cov_conflict_hi",18.5,"hcw_deaths",6.7925,9.5,11.65,14.2111111111111,19.1025
"DRC","cov_conflict_hi",18.5,"hcw_deaths_incidence",0.1,0.3,0.5,0.7,1.3
"DRC","cov_conflict_hi",18.5,"infections",23.3975,38.5,49.55,62.225,97.1613888888889
"DRC","cov_conflict_hi",19.5,"deaths",15.8825,24.7388888888889,31.1,40.8020833333333,57.82
"DRC","cov_conflict_hi",19.5,"hcw_deaths",7.02166666666667,9.89305555555556,12.3,14.725,19.71
"DRC","cov_conflict_hi",19.5,"hcw_deaths_incidence",0,0.3,0.5,0.7,1.11333333333333
"DRC","cov_conflict_hi",19.5,"infections",21.4725,34.0083333333333,44.25,57.6,86.2650000000001
"DRC","cov_conflict_hi",20.5,"deaths",14.2975,21.95,28.95,35.3,54.6125
"DRC","cov_conflict_hi",20.5,"hcw_deaths",7.1975,10.25625,12.7,15.3,20.8025
"DRC","cov_conflict_hi",20.5,"hcw_deaths_incidence",0,0.2,0.4,0.555555555555556,1.10027777777778
"DRC","cov_conflict_hi",20.5,"infections",18.48,30.325,40.35,51,79.115
"DRC","cov_conflict_hi",21.5,"deaths",12.6975,19.5888888888889,25.7944444444444,33.7194444444444,52.605
"DRC","cov_conflict_hi",21.5,"hcw_deaths",7.2975,10.6,13.0611111111111,15.925,21.11
"DRC","cov_conflict_hi",21.5,"hcw_deaths_incidence",0,0.2,0.3875,0.555555555555556,1.0025
"DRC","cov_conflict_hi",21.5,"infections",14.3925,26.075,34.7388888888889,45.875,68.4508333333333
"DRC","cov_conflict_hi",22.5,"deaths",10.7677083333333,17.5928571428571,22.7785714285714,29.7222222222222,44.7808333333333
"DRC","cov_conflict_hi",22.5,"hcw_deaths",7.43956349206349,10.925,13.3722222222222,16.325,21.8025
"DRC","cov_conflict_hi",22.5,"hcw_deaths_incidence",0,0.2,0.3,0.5,0.9
"DRC","cov_conflict_hi",22.5,"infections",12,22.7944444444444,29.1625,39.6666666666667,62.165625
"DRC","cov_conflict_hi",23.5,"deaths",8.893125,14.325,19.3666666666667,25.4583333333333,39.3822916666667
"DRC","cov_conflict_hi",23.5,"hcw_deaths",7.59964285714286,11.1826388888889,13.7,16.6125,22.2008333333333
"DRC","cov_conflict_hi",23.5,"hcw_deaths_incidence",0,0.125,0.333333333333333,0.5,1.0025
"DRC","cov_conflict_hi",23.5,"infections",11.33125,19.0333333333333,25.5277777777778,34.8055555555556,57.38
"DRC","cov_conflict_hi",24.5,"deaths",7.70753968253968,13.1416666666667,17.2,22.5694444444444,37.1111111111111
"DRC","cov_conflict_hi",24.5,"hcw_deaths",7.86493055555556,11.575,14.1166666666667,17.2,22.8025
"DRC","cov_conflict_hi",24.5,"hcw_deaths_incidence",0,0.2,0.333333333333333,0.5,0.888888888888889
"DRC","cov_conflict_hi",24.5,"infections",9.24017857142857,16.6111111111111,23.825,30.6473214285714,54.6805555555556
"DRC","cov_conflict_hi",25.5,"deaths",7.39,11.5888888888889,15.375,19.9166666666667,32.2794642857143
"DRC","cov_conflict_hi",25.5,"hcw_deaths",8.01337301587302,11.8583333333333,14.5222222222222,17.525,23.075
"DRC","cov_conflict_hi",25.5,"hcw_deaths_incidence",0,0.2,0.333333333333333,0.555555555555556,0.902500000000001
"DRC","cov_conflict_hi",25.5,"infections",7.09472222222222,15.2777777777778,21.65,29.0277777777778,51.7380555555556
"DRC","cov_conflict_hi",26.5,"deaths",5.24375,9.52857142857143,13.9375,17.8916666666667,29.69375
"DRC","cov_conflict_hi",26.5,"hcw_deaths",8.28782738095238,12.125,14.8013888888889,18.1255952380952,23.6880555555556
"DRC","cov_conflict_hi",26.5,"hcw_deaths_incidence",0,0.142857142857143,0.285714285714286,0.444444444444444,0.891666666666667
"DRC","cov_conflict_hi",26.5,"infections",5.995,13.5277777777778,19.1339285714286,27.09375,48.8607142857143
"DRC","cov_conflict_hi",27.5,"deaths",4.59333333333333,8.66666666666667,12.5,16.3571428571429,28.7642857142857
"DRC","cov_conflict_hi",27.5,"hcw_deaths",8.32412698412698,12.2548611111111,15.0833333333333,18.5166666666667,23.9332142857143
"DRC","cov_conflict_hi",27.5,"hcw_deaths_incidence",0,0.125,0.285714285714286,0.5,0.857936507936508
"DRC","cov_conflict_hi",27.5,"infections",4.89,11.8428571428571,17.0555555555556,24.96875,46.5
"DRC","cov_conflict_hi",28.5,"deaths",3.56714285714286,8.16071428571428,11.4166666666667,15.6875,28.1607142857143
"DRC","cov_conflict_hi",28.5,"hcw_deaths",8.4302380952381,12.6269841269841,15.3847222222222,19.0063492063492,24.5183333333333
"DRC","cov_conflict_hi",28.5,"hcw_deaths_incidence",0,0.125,0.25,0.5,1
"DRC","cov_conflict_hi",28.5,"infections",3.815625,10.68125,16.6111111111111,24.525,41.6266666666667
"DRC","cov_conflict_hi",29.5,"deaths",2.99444444444444,6.75,9.7,13.8678571428571,24.2291666666667
"DRC","cov_conflict_hi",29.5,"hcw_deaths",8.57549603174603,12.6951388888889,15.6809523809524,19.3298611111111,24.9566666666667
"DRC","cov_conflict_hi",29.5,"hcw_deaths_incidence",0,0.111111111111111,0.25,0.428571428571429,1
"DRC","cov_conflict_hi",29.5,"infections",4.74513888888889,11.8333333333333,18.6696428571429,27,49.3129464285714
"DRC","cov_conflict_hi",30.5,"deaths",2.99722222222222,7.53968253968254,10.3809523809524,14.9444444444444,25.6875
"DRC","cov_conflict_hi",30.5,"hcw_deaths",8.85997023809524,13.046130952381,15.7472222222222,19.6675595238095,25.6026388888889
"DRC","cov_conflict_hi",30.5,"hcw_deaths_incidence",0,0.142857142857143,0.292857142857143,0.513888888888889,1.003125
"DRC","cov_conflict_hi",30.5,"infections",4.99444444444444,14.8095238095238,22.5119047619048,33.1354166666667,55.8214285714286
"DRC","cov_conflict_hi",31.5,"deaths",3.425,8.65625,12.3541666666667,18,33.1208333333333
"DRC","cov_conflict_hi",31.5,"hcw_deaths",9.0475,13.3298611111111,16.3111111111111,20.1409722222222,26.3902281746032
"DRC","cov_conflict_hi",31.5,"hcw_deaths_incidence",0,0.166666666666667,0.444444444444444,0.714285714285714,1.66785714285714
"DRC","cov_conflict_hi",31.5,"infections",6.4975,19.3333333333333,28.2916666666667,40.7901785714286,70.7107142857143
"DRC","cov_conflict_hi",32.5,"deaths",3.9875,9.65625,14.7857142857143,20.4642857142857,38.0214285714286
"DRC","cov_conflict_hi",32.5,"hcw_deaths",9.42026785714286,13.7916666666667,16.7448412698413,20.5664682539683,27.4679761904762
"DRC","cov_conflict_hi",32.5,"hcw_deaths_incidence",0,0.166666666666667,0.428571428571429,0.666666666666667,1.67
"DRC","cov_conflict_hi",32.5,"infections",8.53214285714286,22.5,34.4166666666667,50.35,88.0964285714286
"DRC","cov_conflict_hi",33.5,"deaths",5.24375,11.8348214285714,18.2142857142857,26,48.6725
"DRC","cov_conflict_hi",33.5,"hcw_deaths",9.51901785714286,14.2794642857143,17.4505952380952,21.1517857142857,28.2316765873016
"DRC","cov_conflict_hi",33.5,"hcw_deaths_incidence",0,0.166666666666667,0.3875,0.714285714285714,1.3375
"DRC","cov_conflict_hi",33.5,"infections",10.59125,28.8928571428571,44.5208333333333,62.6071428571429,117.440833333333
"DRC","cov_conflict_hi",34.5,"deaths",5.15892857142857,14.25,22.2666666666667,31.0416666666667,53.1722222222223
"DRC","cov_conflict_hi",34.5,"hcw_deaths",9.75967261904762,14.6238095238095,17.8065476190476,21.8843253968254,29.2976984126984
"DRC","cov_conflict_hi",34.5,"hcw_deaths_incidence",0,0.166666666666667,0.4,0.714285714285714,1.60166666666667
"DRC","cov_conflict_hi",34.5,"infections",12.4625,33.3645833333333,52.1625,76.875,142.801428571429
"DRC","cov_conflict_hi",35.5,"deaths",6.33214285714286,17.09375,26.9166666666667,38,71.3950000000001
"DRC","cov_conflict_hi",35.5,"hcw_deaths",10.2202380952381,15.0868055555556,18.2470238095238,22.7657738095238,30.7561111111111
"DRC","cov_conflict_hi",35.5,"hcw_deaths_incidence",0,0.25,0.5,0.888888888888889,1.61
"DRC","cov_conflict_hi",35.5,"infections",17.4825,38.9375,63.5,93.2142857142857,165.977142857143
"DRC","cov_conflict_hi",36.5,"deaths",7.82916666666667,21.5166666666667,34.2321428571429,47.0714285714286,83.6078571428572
"DRC","cov_conflict_hi",36.5,"hcw_deaths",10.2874305555556,15.4889880952381,18.8972222222222,23.5670634920635,31.9783333333333
"DRC","cov_conflict_hi",36.5,"hcw_deaths_incidence",0,0.333333333333333,0.666666666666667,1,2.14285714285714
"DRC","cov_conflict_hi",36.5,"infections",17.1625,45.85625,80.6111111111111,112.166666666667,197.295714285714
"DRC","cov_conflict_hi",37.5,"deaths",10.1575,23.6458333333333,41.1777777777778,57.4285714285714,94.8264285714286
"DRC","cov_conflict_hi",37.5,"hcw_deaths",10.5625793650794,16.2047619047619,19.6938492063492,24.8683531746032,33.3116666666667
"DRC","cov_conflict_hi",37.5,"hcw_deaths_incidence",0,0.4,0.788888888888889,1.25892857142857,2.60642857142857
"DRC","cov_conflict_hi",37.5,"infections",20.65,55.46875,96.2111111111111,135.919642857143,235.6675
"DRC","cov_conflict_hi",38.5,"deaths",10.975,28.825,50.2875,69.0416666666667,115.493571428571
"DRC","cov_conflict_hi",38.5,"hcw_deaths",11.2578869047619,16.977380952381,20.8724206349206,26.4718253968254,35.8347123015873
"DRC","cov_conflict_hi",38.5,"hcw_deaths_incidence",0,0.65,1.11805555555556,1.66666666666667,3.4
"DRC","cov_conflict_hi",38.5,"infections",25.21875,64.5714285714286,114.535714285714,167.725,290.095
"DRC","cov_conflict_hi",39.5,"deaths",14.14375,34.9821428571429,60.0625,82.5208333333333,133.79
"DRC","cov_conflict_hi",39.5,"hcw_deaths",11.8115079365079,17.7587301587302,22.0871031746032,28.7262896825397,37.7233333333333
"DRC","cov_conflict_hi",39.5,"hcw_deaths_incidence",0,0.666666666666667,1.30952380952381,2.16666666666667,3.805
"DRC","cov_conflict_hi",39.5,"infections",28.875,81.4791666666667,142.65,199.8,337.523571428571
"DRC","cov_conflict_hi",40.5,"deaths",15.57875,39.8428571428571,70.9,98,165.425714285714
"DRC","cov_conflict_hi",40.5,"hcw_deaths",12.386755952381,19.0214285714286,23.7208333333333,31.4304563492063,41.1061805555556
"DRC","cov_conflict_hi",40.5,"hcw_deaths_incidence",0,0.833333333333333,1.53571428571429,2.7625,4.75125
"DRC","cov_conflict_hi",40.5,"infections",32.73125,99,168.842857142857,236.625,378.3
"DRC","cov_conflict_hi",41.5,"deaths",16.1392857142857,48.1875,85.2857142857143,119.589285714286,198.69
"DRC","cov_conflict_hi",41.5,"hcw_deaths",13.6247023809524,20.6434523809524,26.0045634920635,34.5572420634921,45.729623015873
"DRC","cov_conflict_hi",41.5,"hcw_deaths_incidence",0.25,1.10714285714286,2,3,6.12604166666667
"DRC","cov_conflict_hi",41.5,"infections",37.1825,110.375,202.471428571429,277.941964285714,453.717142857143
"DRC","cov_conflict_hi",42.5,"deaths",23.26875,55.1375,102.6,142.104166666667,225.26
"DRC","cov_conflict_hi",42.5,"hcw_deaths",14.8875595238095,21.9377976190476,28.5269841269841,38.0923611111111,51.6917261904762
"DRC","cov_conflict_hi",42.5,"hcw_deaths_incidence",0.25,1.5,2.45,3.83333333333333,7
"DRC","cov_conflict_hi",42.5,"infections",51.08125,135.625,239.3,321.428571428571,503.7625
"DRC","cov_conflict_hi",43.5,"deaths",27.98125,72.2380952380952,131,172.928571428571,280.303571428572
"DRC","cov_conflict_hi",43.5,"hcw_deaths",15.7722321428571,23.5820436507937,31.9188492063492,43.7573412698413,57.8355555555556
"DRC","cov_conflict_hi",43.5,"hcw_deaths_incidence",0.5,2,3.28571428571429,4.6875,7.81888888888889
"DRC","cov_conflict_hi",43.5,"infections",50.51875,133.767857142857,235.142857142857,323.875,481.733928571429
"DRC","cov_conflict_hi",44.5,"deaths",35.49375,88.4166666666667,149.725,204.625,306.36875
"DRC","cov_conflict_hi",44.5,"hcw_deaths",16.7636607142857,26.0063492063492,35.5543650793651,48.6949404761905,63.3238988095238
"DRC","cov_conflict_hi",44.5,"hcw_deaths_incidence",0.4975,2.19166666666667,3.33333333333333,5.03571428571429,8.34375
"DRC","cov_conflict_hi",44.5,"infections",44.52875,126.489583333333,202,282.857142857143,432.965714285714
"DRC","cov_conflict_hi",45.5,"deaths",28.24375,76.9,131.1,171.75,259.682142857143
"DRC","cov_conflict_hi",45.5,"hcw_deaths",18.0004761904762,27.9439484126984,38.5184523809524,52.8459325396825,67.8686011904762
"DRC","cov_conflict_hi",45.5,"hcw_deaths_incidence",0.247916666666667,1.8,3,4.425,7.00277777777778
"DRC","cov_conflict_hi",45.5,"infections",40.9833333333333,112.59375,164.185714285714,245.4,369.1425
"DRC","cov_conflict_hi",46.5,"deaths",25.39,72.5625,115.666666666667,157.916666666667,230.845
"DRC","cov_conflict_hi",46.5,"hcw_deaths",19.264375,30.7600198412698,43.8125,56.725,75.7098611111111
"DRC","cov_conflict_hi",46.5,"hcw_deaths_incidence",0.713095238095238,2.2,3.76190476190476,5.525,8.75625
"DRC","cov_conflict_hi",46.5,"infections",38.5475,98.5,145.375,215.741071428571,316.26875
"DRC","cov_conflict_hi",47.5,"deaths",24.975,67.3,94.4285714285714,139.508333333333,208.245
"DRC","cov_conflict_hi",47.5,"hcw_deaths",19.796875,33.4732142857143,47.7301587301587,61.834126984127,85.3141964285714
"DRC","cov_conflict_hi",47.5,"hcw_deaths_incidence",0.5975,2.36458333333333,4,5.61666666666667,9.57214285714286
"DRC","cov_conflict_hi",47.5,"infections",31.95,89.9,138.833333333333,183.357142857143,296.064285714286
"DRC","cov_conflict_hi",48.5,"deaths",23.98125,60.5,89.0833333333333,125.041666666667,186.832142857143
"DRC","cov_conflict_hi",48.5,"hcw_deaths",21.2871130952381,36.7255952380952,52.9297619047619,67.6237103174603,90.7071031746032
"DRC","cov_conflict_hi",48.5,"hcw_deaths_incidence",0.991666666666667,2.42142857142857,3.83333333333333,5.42857142857143,9
"DRC","cov_conflict_hi",48.5,"infections",27.32,80.7666666666667,126.483333333333,172.208333333333,288.6375
"DRC","cov_conflict_hi",49.5,"deaths",22.4875,55.7083333333333,81,109.75,171.1125
"DRC","cov_conflict_hi",49.5,"hcw_deaths",22.2786607142857,39.285119047619,56.4132936507936,71.7940476190476,92.5424603174603
"DRC","cov_conflict_hi",49.5,"hcw_deaths_incidence",0.4975,2,3.3875,4.89285714285714,7.64270833333334
"DRC","cov_conflict_hi",49.5,"infections",23.9125,77,117.380952380952,154.680555555556,253.29375
"DRC","cov_conflict_hi",50.5,"deaths",18.21875,48.4821428571429,71.3541666666667,98.0928571428571,161.385
"DRC","cov_conflict_hi",50.5,"hcw_deaths",22.9185714285714,41.5510912698413,60.0513888888889,74.8250992063492,98.089880952381
"DRC","cov_conflict_hi",50.5,"hcw_deaths_incidence",0.33125,1.88095238095238,2.85416666666667,4,7.17678571428572
"DRC","cov_conflict_hi",50.5,"infections",24.63125,67.84375,111.383928571429,143.625,240.30125
"DRC","cov_conflict_hi",51.5,"deaths",14.65625,45.625,67.8214285714286,93.75,153.1125
"DRC","cov_conflict_hi",51.5,"hcw_deaths",22.9185714285714,43.8866071428571,62.6412698412698,78.2965277777778,104.572380952381
"DRC","cov_conflict_hi",51.5,"hcw_deaths_incidence",0,1.44047619047619,2.5,3.66666666666667,5.605
"DRC","cov_conflict_hi",51.5,"infections",23.88125,65.6666666666667,103.491071428571,136.580357142857,225.9425
"DRC","cov_conflict_hi",52.5,"deaths",15.8583333333333,43.5583333333333,67.5333333333333,89.7083333333333,137.1675
"DRC","cov_conflict_hi",52.5,"hcw_deaths",22.9185714285714,45.2516865079365,63.9150793650794,81.5478174603175,107.600992063492
"DRC","cov_conflict_hi",52.5,"hcw_deaths_incidence",0,1.25,2,3,5.84375
"DRC","cov_conflict_hi",52.5,"infections",19.3275,62.1375,90.4222222222222,127.778571428571,208.0125
"DRC","cov_conflict_hi",53.5,"deaths",12.8875,41.625,60.5,82.7708333333333,130.325
"DRC","cov_conflict_hi",53.5,"hcw_deaths",22.9185714285714,47.0680555555556,67.1753968253968,85.1752976190476,109.609325396825
"DRC","cov_conflict_hi",53.5,"hcw_deaths_incidence",0,1,1.69047619047619,2.67857142857143,4.415
"DRC","cov_conflict_hi",53.5,"infections",15.98125,58.3333333333333,81.6071428571429,117.575,194.876428571429
"DRC","cov_conflict_hi",54.5,"deaths",10.73125,37.925,53.7777777777778,80.25,119.405
"DRC","cov_conflict_hi",54.5,"hcw_deaths",22.9185714285714,48.5175595238095,68.8107142857143,87.5801587301587,114.055158730159
"DRC","cov_conflict_hi",54.5,"hcw_deaths_incidence",0,0.8,1.66666666666667,2.4,4.2
"DRC","cov_conflict_hi",54.5,"infections",11.6125,51.8303571428571,75,112.05,183.545833333333
"DRC","cov_conflict_hi",55.5,"deaths",9.9375,34.15,49.9,73.5416666666667,105.286607142857
"DRC","cov_conflict_hi",55.5,"hcw_deaths",23.5955555555556,49.7714285714286,69.6914682539683,89.7132936507937,115.096825396825
"DRC","cov_conflict_hi",55.5,"hcw_deaths_incidence",0,0.7875,1.4,2,4.00625
"DRC","cov_conflict_hi",55.5,"infections",8.47083333333333,43.875,68.7142857142857,97.1,168.496428571429
"DRC","cov_conflict_hi",56.5,"deaths",8.3125,30.15,43.8333333333333,64.7083333333333,103.955714285714
"DRC","cov_conflict_hi",56.5,"hcw_deaths",24.0955555555556,51.435119047619,70.3164682539683,90.9257936507937,116.084325396825
"DRC","cov_conflict_hi",56.5,"hcw_deaths_incidence",0,0.6,1,1.66666666666667,3.1675
"DRC","cov_conflict_hi",56.5,"infections",6.28333333333333,38.2,61.8142857142857,86.9107142857143,161.133333333333
"DRC","cov_conflict_hi",57.5,"deaths",5.95,26,39.5178571428571,56.525,97.0083333333333
"DRC","cov_conflict_hi",57.5,"hcw_deaths",24.4141666666667,51.9833333333333,71.2906746031746,91.8041666666667,118.046825396825
"DRC","cov_conflict_hi",57.5,"hcw_deaths_incidence",0,0.428571428571429,0.816666666666667,1.5,3.25208333333333
"DRC","cov_conflict_hi",57.5,"infections",3.975,36.3,57.6666666666667,80.7,138.91875
"DRC","cov_conflict_hi",58.5,"deaths",4.4875,25.15,36.8625,54.4,95.0083333333333
"DRC","cov_conflict_hi",58.5,"hcw_deaths",24.9016666666667,52.33125,72.5555555555556,92.9198412698413,120.228819444444
"DRC","cov_conflict_hi",58.5,"hcw_deaths_incidence",0,0.4,0.788888888888889,1.20555555555556,2.805
"DRC","cov_conflict_hi",58.5,"infections",2.975,35.025,52.5,77.8125,131.6725
"DRC","cov_conflict_hi",59.5,"deaths",4.4875,22.9285714285714,35.55,48.6,81.375
"DRC","cov_conflict_hi",59.5,"hcw_deaths",25.3891666666667,53.1350198412698,73.4722222222222,94.0462301587302,122.228819444444
"DRC","cov_conflict_hi",59.5,"hcw_deaths_incidence",0,0.276785714285714,0.6,1,2
"DRC","cov_conflict_hi",59.5,"infections",0.983333333333334,33.1875,51.55,75.5535714285714,121.36875
"DRC","cov_conflict_hi",60.5,"deaths",2.6375,20.6875,32.8285714285714,46.85,80.5125
"DRC","cov_conflict_hi",60.5,"hcw_deaths",25.3891666666667,54.2470238095238,74.4785714285714,95.1087301587302,123.50625
"DRC","cov_conflict_hi",60.5,"hcw_deaths_incidence",0,0.25,0.6,1,2.0125
"DRC","cov_conflict_hi",60.5,"infections",0.975000000000001,31.8333333333333,49.3095238095238,71.6375,122.55
"DRC","cov_conflict_hi",61.5,"deaths",1,20.15,30.9,43.5625,73.075
"DRC","cov_conflict_hi",61.5,"hcw_deaths",25.3891666666667,55.0259920634921,74.7615079365079,95.7337301587302,123.508283730159
"DRC","cov_conflict_hi",61.5,"hcw_deaths_incidence",0,0,0.5,1,2
"DRC","cov_conflict_hi",61.5,"infections",0,29.5,46.3333333333333,65.5,118.5025
"DRC","cov_conflict_hi",62.5,"deaths",0,19,28.775,42.25,66.34375
"DRC","cov_conflict_hi",62.5,"hcw_deaths",25.3891666666667,55.4621031746032,75.0619047619048,96.3150793650794,123.558283730159
"DRC","cov_conflict_hi",62.5,"hcw_deaths_incidence",0,0,0.5,0.75,2
"DRC","cov_conflict_hi",62.5,"infections",0,24.775,44.6666666666667,61.1,109.175
"DRC","cov_conflict_hi",63.5,"deaths",0,17,27.3095238095238,39.8125,64.525
"DRC","cov_conflict_hi",63.5,"hcw_deaths",25.3891666666667,55.659126984127,75.3952380952381,97.1065476190476,123.558283730159
"DRC","cov_conflict_hi",63.5,"hcw_deaths_incidence",0,0,0.4,0.75,1.75
"DRC","cov_conflict_hi",63.5,"infections",0,24.9583333333333,42.625,58.0625,103.133333333333
"DRC","cov_conflict_hi",64.5,"deaths",0,16.15,27.2,37.4666666666667,64.2116666666667
"DRC","cov_conflict_hi",64.5,"hcw_deaths",26.3766666666667,55.809126984127,75.5865079365079,97.4264880952381,125.156974206349
