"scenario","particle_id","arm","n_hcw_deaths","hcw_days_lost","prevented_hcw","counterfactual_hcw","baseline_days_lost","pct_hcw_deaths_averted","pct_days_lost_averted","coverage_name","eff_name","arm_label","coverage_label","scenario_label"
"DRC",63,"full__obv_60",40.4,195014.158285915,625,1029,490311.54661902,60.7385811467444,60.2264805651327,"full","obv_60","60%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",63,"full__obv_70",19.9,98755.6488865002,452,651,316997.274637785,69.431643625192,68.8465306210148,"full","obv_70","70%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",63,"full__obv_80",19.4,99286.4392742128,707,901,440722.142671449,78.4683684794673,77.4718740763998,"full","obv_80","80%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",63,"full__obv_90",6.9,32948.2778458471,554,623,286367.317768073,88.9245585874799,88.4944000933334,"full","obv_90","90%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",63,"ramp_high__obv_50",86.9,359523.0698596,476,1345,549522.087624129,35.3903345724907,34.57531954466,"ramp_high","obv_50","50%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",63,"ramp_high__obv_60",67.8,308367.114440214,466,1144,501734.323850654,40.7342657342657,38.5397610285871,"ramp_high","obv_60","60%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",63,"ramp_high__obv_70",36.4,167842.045816013,305,669,279260.688101299,45.5904334828102,39.8977181653546,"ramp_high","obv_70","70%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",63,"ramp_high__obv_80",59,243499.92121545,850,1440,541254.238905915,59.0277777777778,55.011914233197,"ramp_high","obv_80","80%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",63,"ramp_high__obv_90",37.3,173816.803211191,587,960,408568.082157429,61.1458333333333,57.4570773386512,"ramp_high","obv_90","90%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",63,"ramp_low__obv_50",59.7,379142.592010679,134,731,459335.745604241,18.3310533515732,17.4585048868929,"ramp_low","obv_50","50%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",63,"ramp_low__obv_60",83.3,513966.946604169,198,1031,604257.448140169,19.2046556741028,14.942389508628,"ramp_low","obv_60","60%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",63,"ramp_low__obv_70",114.5,579073.532903274,367,1512,707055.763087603,24.2724867724868,18.1007265431868,"ramp_low","obv_70","70%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",63,"ramp_low__obv_80",55,232183.801340257,120,670,265677.302213915,17.910447761194,12.6068356591074,"ramp_low","obv_80","80%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",63,"ramp_low__obv_90",27.5,120631.810520386,84,359,148075.089829978,23.3983286908078,18.5333531393454,"ramp_low","obv_90","90%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",64,"full__obv_50",43.8,153085.335365855,403,841,301238.028889321,47.9191438763377,49.1812717237966,"full","obv_50","50%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",64,"full__obv_60",40.4,177560.921365205,618,1022,415757.740677431,60.4696673189824,57.2922151549387,"full","obv_60","60%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",64,"full__obv_70",29.2,116001.130385368,680,972,389837.244726746,69.9588477366255,70.2437024798186,"full","obv_70","70%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",64,"full__obv_80",20,92059.5178325141,901,1101,524063.414823033,81.8346957311535,82.4335156340572,"full","obv_80","80%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",64,"full__obv_90",9.5,46964.9347774303,739,834,427667.531245101,88.6091127098321,89.0183538973142,"full","obv_90","90%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",64,"ramp_high__obv_50",69.5,266719.079858932,373,1068,379692.880714788,34.9250936329588,29.7539950296615,"ramp_high","obv_50","50%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",64,"ramp_high__obv_60",65.3,257905.419118771,440,1093,408561.026143517,40.256175663312,36.87468881866,"ramp_high","obv_60","60%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",64,"ramp_high__obv_70",28.4,144171.262609999,237,521,240952.067672064,45.489443378119,40.1659989877253,"ramp_high","obv_70","70%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",64,"ramp_high__obv_80",48.7,227244.588085718,605,1092,468655.037187833,55.4029304029304,51.5113313516696,"ramp_high","obv_80","80%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",64,"ramp_high__obv_90",38.4,235038.171487575,638,1022,519394.604435721,62.426614481409,54.7476678655673,"ramp_high","obv_90","90%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",64,"ramp_low__obv_50",109,498047.175060403,204,1294,564441.734358073,15.7650695517774,11.7628721010822,"ramp_low","obv_50","50%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",64,"ramp_low__obv_60",76.1,334630.019973226,167,928,389515.445889894,17.9956896551724,14.0906930638592,"ramp_low","obv_60","60%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",64,"ramp_low__obv_70",118.9,736839.271272799,390,1579,950729.650753082,24.6991766941102,22.4974975073995,"ramp_low","obv_70","70%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",64,"ramp_low__obv_80",74.3,386633.001063585,143,886,469016.931339809,16.1399548532731,17.5652358734435,"ramp_low","obv_80","80%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",64,"ramp_low__obv_90",57.1,263237.042359618,223,794,360786.504796331,28.0856423173804,27.0380020150091,"ramp_low","obv_90","90%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",65,"full__obv_50",41.4,187956.771230914,390,804,368021.657515576,48.5074626865672,48.92779612489,"full","obv_50","50%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",65,"full__obv_60",34.6,148767.629663751,440,786,352321.378098445,55.9796437659033,57.7750205035294,"full","obv_60","60%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",65,"full__obv_70",4.4,19507.0111177776,128,172,78458.9656013455,74.4186046511628,75.1373078038094,"full","obv_70","70%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",65,"full__obv_80",14.1,56906.2726498375,576,717,280906.591940307,80.3347280334728,79.7419233714778,"full","obv_80","80%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",65,"full__obv_90",6.3,36480.2103076017,682,745,381187.184745048,91.5436241610738,90.4298434555188,"full","obv_90","90%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",65,"ramp_high__obv_50",18.1,85815.0379863236,79,260,114180.67421617,30.3846153846154,24.8427647012696,"ramp_high","obv_50","50%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",65,"ramp_high__obv_60",21.9,81479.5304539252,107,326,121550.595615692,32.8220858895706,32.9665724456502,"ramp_high","obv_60","60%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",65,"ramp_high__obv_70",24.3,97269.499683817,166,409,157466.758118381,40.5867970660147,38.2285500469305,"ramp_high","obv_70","70%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",65,"ramp_high__obv_80",14.8,64993.7987133287,112,260,114975.30593094,43.0769230769231,43.4715148726223,"ramp_high","obv_80","80%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",65,"ramp_high__obv_90",28.1,129779.458853045,340,621,244375.881469056,54.7504025764895,46.8935076273156,"ramp_high","obv_90","90%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",65,"ramp_low__obv_50",71.3,282404.668430305,145,858,330634.359893231,16.8997668997669,14.5870173561214,"ramp_low","obv_50","50%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",65,"ramp_low__obv_60",28.1,140906.740598441,47,328,161064.01738114,14.3292682926829,12.5150714048059,"ramp_low","obv_60","60%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",65,"ramp_low__obv_70",42,153875.400455571,101,521,177409.668882502,19.3857965451056,13.2654936876733,"ramp_low","obv_70","70%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",65,"ramp_low__obv_80",25.9,123449.518591544,69,328,143748.76668187,21.0365853658537,14.1213372183223,"ramp_low","obv_80","80%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",65,"ramp_low__obv_90",67.5,337968.922904695,246,921,418330.377104493,26.7100977198697,19.2100451217591,"ramp_low","obv_90","90%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",66,"full__obv_50",19.6,79179.9679375834,228,424,166336.593419802,53.7735849056604,52.3977458539455,"full","obv_50","50%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",66,"full__obv_60",31.3,92378.1717622545,437,750,227201.222865222,58.2666666666667,59.3408122556392,"full","obv_60","60%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",66,"full__obv_70",19.5,47923.0611562051,415,610,160511.27681239,68.0327868852459,70.1434926517849,"full","obv_70","70%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",66,"full__obv_80",9.6,40500.2178925488,335,431,189021.701029911,77.7262180974478,78.5737734493565,"full","obv_80","80%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",66,"full__obv_90",5.1,28377.9806397036,374,425,236987.813666452,88,88.0255527908097,"full","obv_90","90%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",66,"ramp_high__obv_50",24.7,117896.773358325,99,346,161764.494161906,28.6127167630058,27.1182628987018,"ramp_high","obv_50","50%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",66,"ramp_high__obv_60",36.2,178618.850700439,213,575,270268.959635335,37.0434782608696,33.9107047507625,"ramp_high","obv_60","60%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",66,"ramp_high__obv_70",49.1,164284.221161486,423,914,284172.807849753,46.2800875273523,42.1886202256388,"ramp_high","obv_70","70%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",66,"ramp_high__obv_80",27.3,107713.733516171,291,564,196284.910686716,51.5957446808511,45.1237830053635,"ramp_high","obv_80","80%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",66,"ramp_high__obv_90",28.2,131059.435916899,330,612,252045.659277444,53.921568627451,48.0017087806171,"ramp_high","obv_90","90%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",66,"ramp_low__obv_50",60,231915.64053558,86,686,257725.575272263,12.536443148688,10.0145027164717,"ramp_low","obv_50","50%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",66,"ramp_low__obv_60",78,312752.144862982,164,944,375753.186968681,17.3728813559322,16.766602198094,"ramp_low","obv_60","60%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",66,"ramp_low__obv_70",44.1,158539.043798656,110,551,184835.044354282,19.9637023593466,14.226739657239,"ramp_low","obv_70","70%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",66,"ramp_low__obv_80",62.3,394498.432624842,164,787,489778.771384199,20.8386277001271,19.4537502085031,"ramp_low","obv_80","80%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",66,"ramp_low__obv_90",29.8,123337.393513153,48,346,140079.679843314,13.8728323699422,11.9519735830975,"ramp_low","obv_90","90%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",67,"full__obv_50",21.9,88763.0231581012,211,430,173521.448563668,49.0697674418605,48.8460798979945,"full","obv_50","50%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",67,"full__obv_60",21.7,123639.306550827,361,578,318095.048105477,62.4567474048443,61.1313325098259,"full","obv_60","60%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",67,"full__obv_70",27,74410.5364392793,638,908,245739.702720088,70.2643171806167,69.7197743727894,"full","obv_70","70%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",67,"full__obv_80",8.5,58993.9565158113,410,495,307193.113000855,82.8282828282828,80.7958075819079,"full","obv_80","80%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",67,"full__obv_90",7.8,30304.7135758461,725,803,327181.087771258,90.2864259028643,90.7376328557741,"full","obv_90","90%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",67,"ramp_high__obv_50",51.6,200381.44223655,215,731,278524.288060144,29.4117647058824,28.0560256945062,"ramp_high","obv_50","50%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",67,"ramp_high__obv_60",50.4,225069.193342438,325,829,363881.765616269,39.2038600723764,38.1477131833574,"ramp_high","obv_60","60%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",67,"ramp_high__obv_70",31.2,121535.539205718,230,542,187751.785269984,42.4354243542435,35.2679714704432,"ramp_high","obv_70","70%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",67,"ramp_high__obv_80",51.3,293611.174791101,567,1080,557408.474694986,52.5,47.3256708284235,"ramp_high","obv_80","80%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",67,"ramp_high__obv_90",27.5,159731.358447449,333,608,324266.952377394,54.7697368421053,50.7407840125665,"ramp_high","obv_90","90%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",67,"ramp_low__obv_50",72.9,243607.165967554,118,847,274884.001340765,13.9315230224321,11.3781941548638,"ramp_low","obv_50","50%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",67,"ramp_low__obv_60",42.6,214943.281937019,50,476,245572.560214274,10.5042016806723,12.4725980176815,"ramp_low","obv_60","60%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",67,"ramp_low__obv_70",52,294526.746281685,92,612,334723.936786732,15.0326797385621,12.0090576404334,"ramp_low","obv_70","70%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",67,"ramp_low__obv_80",32.4,166881.977200508,73,397,199697.360543927,18.3879093198992,16.4325573728353,"ramp_low","obv_80","80%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",67,"ramp_low__obv_90",87.1,465811.475322798,246,1117,539517.92005411,22.0232766338406,13.6615378269401,"ramp_low","obv_90","90%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",68,"full__obv_50",41.1,179492.504765812,412,823,345998.284951241,50.0607533414338,48.123296394054,"full","obv_50","50%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",68,"full__obv_60",18.4,60551.3938342274,270,454,150577.866292381,59.4713656387665,59.7873211215166,"full","obv_60","60%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",68,"full__obv_70",18.3,82169.219934459,416,599,266938.74953028,69.449081803005,69.2179497809709,"full","obv_70","70%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",68,"full__obv_80",17.3,79864.474930892,695,868,393308.68697212,80.0691244239631,79.6942001088948,"full","obv_80","80%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",68,"full__obv_90",5,17235.9071581904,491,541,189258.311350672,90.7578558225508,90.892919293645,"full","obv_90","90%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",68,"ramp_high__obv_50",50.1,245933.028916608,258,759,352015.784092213,33.9920948616601,30.1357950323659,"ramp_high","obv_50","50%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",68,"ramp_high__obv_60",53.7,228469.497353075,415,952,375810.54748305,43.5924369747899,39.2062040612685,"ramp_high","obv_60","60%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",68,"ramp_high__obv_70",49,199369.623768358,511,1001,361055.010542498,51.048951048951,44.781371827856,"ramp_high","obv_70","70%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",68,"ramp_high__obv_80",24.9,116248.06784296,315,564,234681.654646194,55.8510638297872,50.4656348114576,"ramp_high","obv_80","80%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",68,"ramp_high__obv_90",29.6,137747.178381342,499,795,343694.108889162,62.7672955974843,59.9215771179355,"ramp_high","obv_90","90%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",68,"ramp_low__obv_50",63.8,432060.109993952,110,748,497455.98283932,14.7058823529412,13.1460621846598,"ramp_low","obv_50","50%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",68,"ramp_low__obv_60",84.2,320836.183726466,160,1002,361128.330134376,15.9680638722555,11.1572931408949,"ramp_low","obv_60","60%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",68,"ramp_low__obv_70",28,143550.838446234,28,308,156924.199422783,9.09090909090909,8.52217887727972,"ramp_low","obv_70","70%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",68,"ramp_low__obv_80",69.9,354656.06128051,253,952,433382.847539262,26.5756302521008,18.1656442348286,"ramp_low","obv_80","80%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",68,"ramp_low__obv_90",30.6,155497.696603834,91,397,196300.146864615,22.9219143576826,20.7857461711026,"ramp_low","obv_90","90%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",69,"full__obv_50",12.2,33756.2289096146,94,216,60833.5451125449,43.5185185185185,44.5105018174364,"full","obv_50","50%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",69,"full__obv_60",9.9,34028.1106320968,152,251,81816.0991565758,60.5577689243028,58.4090283173054,"full","obv_60","60%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",69,"full__obv_70",14.6,70485.6384583854,368,514,215281.185337085,71.5953307392996,67.2588023203143,"full","obv_70","70%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",69,"full__obv_80",14.1,65347.8248766146,599,740,358163.25003699,80.945945945946,81.75473757571,"full","obv_80","80%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",69,"full__obv_90",6.5,34403.5327982365,525,590,339568.566862737,88.9830508474576,89.8684577562377,"full","obv_90","90%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",69,"ramp_high__obv_50",33.6,132768.365285567,161,497,189589.724068233,32.3943661971831,29.9706954382277,"ramp_high","obv_50","50%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",69,"ramp_high__obv_60",19.5,91158.8712925588,94,289,129138.519910313,32.5259515570934,29.4100076755807,"ramp_high","obv_60","60%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",69,"ramp_high__obv_70",33.6,169567.086637865,266,602,288865.92244189,44.1860465116279,41.2990340970468,"ramp_high","obv_70","70%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",69,"ramp_high__obv_80",29.6,128837.201573704,307,603,234541.943778902,50.9121061359867,45.0685879472561,"ramp_high","obv_80","80%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",69,"ramp_high__obv_90",27.8,133039.936743354,386,664,315393.791171606,58.1325301204819,57.8178326690754,"ramp_high","obv_90","90%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",69,"ramp_low__obv_50",58.9,289684.510557998,91,680,328513.190988293,13.3823529411765,11.8195194273578,"ramp_low","obv_50","50%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",69,"ramp_low__obv_60",75.2,345666.371847229,209,961,434840.910844414,21.7481789802289,20.5073940315362,"ramp_low","obv_60","60%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",69,"ramp_low__obv_70",33.1,166611.562829909,64,395,184176.622312127,16.2025316455696,9.53707330588941,"ramp_low","obv_70","70%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",69,"ramp_low__obv_80",46.3,247085.923819019,100,563,296168.195438693,17.7619893428064,16.5724316032559,"ramp_low","obv_80","80%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",69,"ramp_low__obv_90",77.4,424234.423794818,319,1093,556712.774988762,29.1857273559012,23.7965351516531,"ramp_low","obv_90","90%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",70,"full__obv_50",40,127101.763802964,427,827,269292.958890757,51.6324062877872,52.801675793341,"full","obv_50","50%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",70,"full__obv_60",18.9,94850.0465425636,289,478,238151.815897808,60.4602510460251,60.1724445455146,"full","obv_60","60%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",70,"full__obv_70",44.1,209358.008017025,970,1411,685397.443192519,68.7455705173636,69.45450992028,"full","obv_70","70%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",70,"full__obv_80",10,49262.6235960905,374,474,226656.010365812,78.9029535864979,78.2654677823972,"full","obv_80","80%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",70,"full__obv_90",8.7,34887.9040369605,711,798,346585.467285451,89.0977443609023,89.9338237375584,"full","obv_90","90%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",70,"ramp_high__obv_50",50.2,222521.079004142,224,726,309594.214813316,30.8539944903581,28.1249234135975,"ramp_high","obv_50","50%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",70,"ramp_high__obv_60",52,199089.978282781,317,837,301280.709127517,37.8733572281959,33.9187766587086,"ramp_high","obv_60","60%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",70,"ramp_high__obv_70",40.2,183453.49821881,351,753,317613.42710447,46.6135458167331,42.2400054395469,"ramp_high","obv_70","70%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",70,"ramp_high__obv_80",34.1,176813.929191838,353,694,336694.975638375,50.864553314121,47.4854268743994,"ramp_high","obv_80","80%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",70,"ramp_high__obv_90",34.2,197783.739148947,554,896,456778.271369947,61.8303571428571,56.7002741711502,"ramp_high","obv_90","90%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",70,"ramp_low__obv_50",67.8,245341.495402841,142,820,279397.641713654,17.3170731707317,12.1891316268574,"ramp_low","obv_50","50%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",70,"ramp_low__obv_60",52.8,243665.203130629,107,635,285113.069965463,16.8503937007874,14.5373436720577,"ramp_low","obv_60","60%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",70,"ramp_low__obv_70",68.1,434080.008372236,138,819,513039.737090394,16.8498168498169,15.3905678273506,"ramp_low","obv_70","70%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",70,"ramp_low__obv_80",33.1,130459.915447175,78,409,159330.318377381,19.0709046454768,18.1198426164099,"ramp_low","obv_80","80%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",70,"ramp_low__obv_90",78.6,324055.392538209,296,1082,403097.439358947,27.3567467652495,19.6086700392939,"ramp_low","obv_90","90%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",71,"full__obv_50",40,126801.018943327,406,806,261119.378068434,50.3722084367246,51.4394450992851,"full","obv_50","50%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",71,"full__obv_60",16.4,73766.9183143913,226,390,187509.302168537,57.9487179487179,60.6595953047235,"full","obv_60","60%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",71,"full__obv_70",18.4,88440.9796727326,392,576,278930.841706656,68.0555555555556,68.2928645926708,"full","obv_70","70%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",71,"full__obv_80",11.3,65546.4980296463,444,557,317842.361542137,79.7127468581688,79.377670832918,"full","obv_80","80%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",71,"full__obv_90",4.9,26313.3414978471,465,514,280743.80347868,90.4669260700389,90.6272761244237,"full","obv_90","90%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",71,"ramp_high__obv_50",52.7,298693.440025914,249,776,420836.622151098,32.0876288659794,29.0238956630846,"ramp_high","obv_50","50%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",71,"ramp_high__obv_60",29.1,144024.712968448,159,450,212945.097486726,35.3333333333333,32.3653304686077,"ramp_high","obv_60","60%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",71,"ramp_high__obv_70",40.4,197261.18048155,287,691,316529.370124249,41.534008683068,37.6799756673077,"ramp_high","obv_70","70%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",71,"ramp_high__obv_80",31.8,112568.918789654,370,688,231377.82528629,53.7790697674419,51.3484411696027,"ramp_high","obv_80","80%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",71,"ramp_high__obv_90",22,108750.732592635,276,496,223761.109840832,55.6451612903226,51.3987338237674,"ramp_high","obv_90","90%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",71,"ramp_low__obv_50",60.2,198623.219295929,81,683,219803.204948032,11.8594436310395,9.63588572655761,"ramp_low","obv_50","50%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",71,"ramp_low__obv_60",61.6,310769.824826714,110,726,364801.095595134,15.1515151515152,14.8111591277635,"ramp_low","obv_60","60%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",71,"ramp_low__obv_70",48.2,156963.321392298,82,564,179164.115335959,14.5390070921986,12.39131725794,"ramp_low","obv_70","70%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",71,"ramp_low__obv_80",56.4,202790.941049669,158,722,246805.258242857,21.8836565096953,17.8336221466878,"ramp_low","obv_80","80%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",71,"ramp_low__obv_90",32.4,98744.6318591423,90,414,120085.471106239,21.7391304347826,17.7713748803274,"ramp_low","obv_90","90%","Ramp low (0%->50%)","DRC (Middle, PlusPlus)"
"DRC",72,"full__obv_50",55.5,268667.763756507,536,1091,527239.189114608,49.1292392300642,49.0425276983526,"full","obv_50","50%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",72,"full__obv_60",34.2,199229.620295528,538,880,518448.579809886,61.1363636363636,61.5719614144599,"full","obv_60","60%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",72,"full__obv_70",39,204134.848244164,926,1316,701334.76112434,70.3647416413374,70.8933793732245,"full","obv_70","70%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",72,"full__obv_80",21.3,94321.3657849119,798,1011,424005.20059469,78.9317507418398,77.7546677133627,"full","obv_80","80%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",72,"full__obv_90",8.5,46857.6311259833,778,863,485065.783201097,90.1506373117034,90.3399430038632,"full","obv_90","90%","Full (100%)","DRC (Middle, PlusPlus)"
"DRC",72,"ramp_high__obv_50",38.6,161535.083854661,221,607,236671.066118704,36.4085667215816,31.7470079871776,"ramp_high","obv_50","50%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",72,"ramp_high__obv_60",72.1,363349.177675587,494,1215,578701.183091014,40.6584362139918,37.212988621376,"ramp_high","obv_60","60%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
"DRC",72,"ramp_high__obv_70",48.7,270609.951548013,440,927,481957.498202429,47.4649406688242,43.8519054984486,"ramp_high","obv_70","70%","Ramp high (0%->80%)","DRC (Middle, PlusPlus)"
