"scenario","particle_id","arm","n_hcw_deaths","hcw_days_lost","prevented_hcw","counterfactual_hcw","baseline_days_lost","pct_hcw_deaths_averted","pct_days_lost_averted","coverage_name","eff_name","arm_label","coverage_label","scenario_label"
"WestAfrica",14,"full__obv_60",169,832472.533233928,2562,4252,2041430.16370211,60.2539981185325,59.2211113543925,"full","obv_60","60%","Full (100%)","West Africa (Worst)"
"WestAfrica",14,"full__obv_70",119.7,484347.970500412,2753,3950,1623105.84075913,69.6962025316456,70.1591875072127,"full","obv_70","70%","Full (100%)","West Africa (Worst)"
"WestAfrica",14,"full__obv_80",121.7,461502.973621358,4542,5759,2232274.16180329,78.8678590032992,79.3258829261123,"full","obv_80","80%","Full (100%)","West Africa (Worst)"
"WestAfrica",14,"full__obv_90",23.8,89029.4885125893,2173,2411,890924.312987929,90.1285773537951,90.007064885904,"full","obv_90","90%","Full (100%)","West Africa (Worst)"
"WestAfrica",14,"ramp_high__obv_50",208.6,1023108.62462509,1153,3239,1580505.36656599,35.5974066069775,35.2669945785742,"ramp_high","obv_50","50%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",14,"ramp_high__obv_60",221.8,802150.93992062,1762,3980,1391424.93744598,44.2713567839196,42.3503979026706,"ramp_high","obv_60","60%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",14,"ramp_high__obv_70",212.6,1084355.96690033,2353,4479,2225579.63832128,52.534047778522,51.2775931164501,"ramp_high","obv_70","70%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",14,"ramp_high__obv_80",162.9,758646.033173623,2399,4028,1811325.05026686,59.558093346574,58.1165162452839,"ramp_high","obv_80","80%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",14,"ramp_high__obv_90",102.5,456178.575440203,2178,3203,1301957.36168895,67.9987511707774,64.9620956212858,"ramp_high","obv_90","90%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",14,"ramp_low__obv_50",346.9,1312636.08171503,454,3923,1462874.05657066,11.5727759367831,10.2700553188987,"ramp_low","obv_50","50%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",14,"ramp_low__obv_60",344.7,1695042.80522236,593,4040,1966619.72273721,14.6782178217822,13.8093254316017,"ramp_low","obv_60","60%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",14,"ramp_low__obv_70",547.2,1746867.35122973,1170,6642,2061985.04926281,17.6151761517615,15.2822494103799,"ramp_low","obv_70","70%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",14,"ramp_low__obv_80",319.3,1090505.8317637,696,3889,1307408.38531755,17.8966315248136,16.5902678910212,"ramp_low","obv_80","80%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",14,"ramp_low__obv_90",342.3,1063310.9589141,846,4269,1305286.59496303,19.8172874209417,18.5381231204469,"ramp_low","obv_90","90%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",15,"full__obv_50",286.4,823015.973376933,2822,5686,1672594.82711225,49.6306718255364,50.7940620145359,"full","obv_50","50%","Full (100%)","West Africa (Worst)"
"WestAfrica",15,"full__obv_60",230.1,843862.074620056,3673,5974,2144341.59855845,61.4830934047539,60.6470314623684,"full","obv_60","60%","Full (100%)","West Africa (Worst)"
"WestAfrica",15,"full__obv_70",199.6,655295.726442811,4623,6619,2227872.37090353,69.8443873696933,70.5864781573169,"full","obv_70","70%","Full (100%)","West Africa (Worst)"
"WestAfrica",15,"full__obv_80",49.4,208621.339351592,1948,2442,1031285.40360361,79.7706797706798,79.7707464274576,"full","obv_80","80%","Full (100%)","West Africa (Worst)"
"WestAfrica",15,"full__obv_90",67.2,231710.226190316,5828,6500,2336470.96506908,89.6615384615385,90.0828972559706,"full","obv_90","90%","Full (100%)","West Africa (Worst)"
"WestAfrica",15,"ramp_high__obv_50",389.3,1114055.06507226,2347,6240,1770449.02041572,37.6121794871795,37.0749989282003,"ramp_high","obv_50","50%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",15,"ramp_high__obv_60",332.7,1031267.05765141,2816,6143,1871692.68647118,45.8407944001302,44.9019026945216,"ramp_high","obv_60","60%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",15,"ramp_high__obv_70",302.4,911108.654067285,3397,6421,1900993.88009087,52.9045320043607,52.0719838391203,"ramp_high","obv_70","70%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",15,"ramp_high__obv_80",258.9,935193.061281702,3787,6376,2280579.85539011,59.3946047678795,58.9931894263036,"ramp_high","obv_80","80%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",15,"ramp_high__obv_90",190.3,741121.656818465,3968,5871,2236426.65102146,67.5864418327372,66.86134747679,"ramp_high","obv_90","90%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",15,"ramp_low__obv_50",554.2,1523246.1298246,638,6180,1699678.12675759,10.3236245954693,10.3803181411507,"ramp_low","obv_50","50%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",15,"ramp_low__obv_60",550.3,1855189.71576889,879,6382,2138122.90154133,13.7731118771545,13.2327840260482,"ramp_low","obv_60","60%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",15,"ramp_low__obv_70",272.9,1027720.23222164,608,3337,1226701.96152832,18.2199580461492,16.2208699054143,"ramp_low","obv_70","70%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",15,"ramp_low__obv_80",587.4,2106829.84818974,1385,7259,2592432.89290837,19.0797630527621,18.7315569883022,"ramp_low","obv_80","80%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",15,"ramp_low__obv_90",588.8,1233113.6177423,1272,7160,1471027.96867506,17.7653631284916,16.1733397324215,"ramp_low","obv_90","90%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",16,"full__obv_50",398.8,1451836.40811716,3965,7953,2883987.85523868,49.8554004778071,49.6587197661065,"full","obv_50","50%","Full (100%)","West Africa (Worst)"
"WestAfrica",16,"full__obv_60",240.3,1107531.46573119,3765,6168,2822532.50165965,61.0408560311284,60.761073076042,"full","obv_60","60%","Full (100%)","West Africa (Worst)"
"WestAfrica",16,"full__obv_70",208.5,533399.85204644,4872,6957,1799528.92447684,70.030185424752,70.3589175594102,"full","obv_70","70%","Full (100%)","West Africa (Worst)"
"WestAfrica",16,"full__obv_80",147.3,619887.791908521,6016,7489,3137241.84588849,80.33115235679,80.2409944033829,"full","obv_80","80%","Full (100%)","West Africa (Worst)"
"WestAfrica",16,"full__obv_90",84.9,334655.81548831,7537,8386,3184324.32075575,89.8759837824946,89.4905235215211,"full","obv_90","90%","Full (100%)","West Africa (Worst)"
"WestAfrica",16,"ramp_high__obv_50",405.8,1166179.37104947,2406,6464,1843131.32157148,37.2215346534653,36.7283623580786,"ramp_high","obv_50","50%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",16,"ramp_high__obv_60",400.6,1370185.83757569,3445,7451,2525202.4356704,46.235404643672,45.739564550518,"ramp_high","obv_60","60%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",16,"ramp_high__obv_70",282.8,712984.091195919,3044,5872,1441605.47246343,51.8392370572207,50.5423567810433,"ramp_high","obv_70","70%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",16,"ramp_high__obv_80",309.1,995422.741082227,4693,7784,2422563.0952703,60.2903391572456,58.9103481752181,"ramp_high","obv_80","80%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",16,"ramp_high__obv_90",223.3,738121.583460815,5017,7250,2298025.49603114,69.2,67.8801830207887,"ramp_high","obv_90","90%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",16,"ramp_low__obv_50",583.7,1966040.00353131,880,6717,2247548.30983242,13.1010867947,12.5251281616324,"ramp_low","obv_50","50%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",16,"ramp_low__obv_60",596.1,1838583.56801101,981,6942,2137258.73166864,14.1313742437338,13.9746844512569,"ramp_low","obv_60","60%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",16,"ramp_low__obv_70",614.7,2234972.13741436,1289,7436,2737962.74069296,17.3345884884346,18.3709805762843,"ramp_low","obv_70","70%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",16,"ramp_low__obv_80",550,1975283.65645163,1514,7014,2477133.19920996,21.5854006273168,20.2592877491765,"ramp_low","obv_80","80%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",16,"ramp_low__obv_90",599.1,1668534.92731926,1827,7818,2139543.40742009,23.3691481197237,22.0144390839343,"ramp_low","obv_90","90%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",17,"full__obv_50",119.6,513938.567094043,1218,2414,1008096.38882792,50.4556752278376,49.0189060500869,"full","obv_50","50%","Full (100%)","West Africa (Worst)"
"WestAfrica",17,"full__obv_60",133.1,608766.452219492,2001,3332,1524038.58196923,60.0540216086435,60.0557059760981,"full","obv_60","60%","Full (100%)","West Africa (Worst)"
"WestAfrica",17,"full__obv_70",109.1,420293.351825432,2470,3561,1395168.33884115,69.3625386127492,69.8750795782439,"full","obv_70","70%","Full (100%)","West Africa (Worst)"
"WestAfrica",17,"full__obv_80",61.9,227273.932306177,2750,3369,1170252.62691395,81.6265954289107,80.5790709561989,"full","obv_80","80%","Full (100%)","West Africa (Worst)"
"WestAfrica",17,"full__obv_90",26.8,109996.141936708,2447,2715,1159997.43242012,90.1289134438306,90.5175529822319,"full","obv_90","90%","Full (100%)","West Africa (Worst)"
"WestAfrica",17,"ramp_high__obv_50",275.1,1082876.32985218,1563,4314,1663523.57774955,36.230876216968,34.9046599437368,"ramp_high","obv_50","50%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",17,"ramp_high__obv_60",147.3,582312.671573576,1248,2721,1039680.3425295,45.8654906284454,43.9911819283963,"ramp_high","obv_60","60%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",17,"ramp_high__obv_70",201.5,566747.562353955,2031,4046,1118299.72077009,50.1977261492832,49.3206023548249,"ramp_high","obv_70","70%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",17,"ramp_high__obv_80",148.1,708055.035786123,2154,3635,1690800.41443774,59.2572214580468,58.1230859810513,"ramp_high","obv_80","80%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",17,"ramp_high__obv_90",116.5,537463.790058071,2183,3348,1485573.96401098,65.2031063321386,63.8211355961744,"ramp_high","obv_90","90%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",17,"ramp_low__obv_50",357.1,1548329.43712316,465,4036,1726463.63751977,11.5213082259663,10.3178657531713,"ramp_low","obv_50","50%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",17,"ramp_low__obv_60",420.7,1503259.13348025,673,4880,1716455.591994,13.7909836065574,12.4207383813569,"ramp_low","obv_60","60%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",17,"ramp_low__obv_70",372.8,1629913.10258401,695,4423,1909358.84521467,15.7133167533348,14.635580070819,"ramp_low","obv_70","70%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",17,"ramp_low__obv_80",209.5,807394.830559902,470,2565,956011.43010947,18.3235867446394,15.5454835443285,"ramp_low","obv_80","80%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",17,"ramp_low__obv_90",313.4,1375523.50827549,762,3896,1670496.08605973,19.5585215605749,17.6577832325245,"ramp_low","obv_90","90%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",18,"full__obv_50",263,725664.178109981,2501,5131,1410944.16491029,48.7429351003703,48.5688947757818,"full","obv_50","50%","Full (100%)","West Africa (Worst)"
"WestAfrica",18,"full__obv_60",204.6,753568.743312877,3073,5119,1890571.28005538,60.0312561047079,60.1406859787481,"full","obv_60","60%","Full (100%)","West Africa (Worst)"
"WestAfrica",18,"full__obv_70",195.4,719193.763654397,4487,6441,2360469.98167652,69.6630957925788,69.5317555725241,"full","obv_70","70%","Full (100%)","West Africa (Worst)"
"WestAfrica",18,"full__obv_80",77.1,330179.755386887,2972,3743,1633433.00042146,79.4015495591771,79.7861463983099,"full","obv_80","80%","Full (100%)","West Africa (Worst)"
"WestAfrica",18,"full__obv_90",46.5,180617.574252068,4228,4693,1717726.92068633,90.0916258256978,89.48508217011,"full","obv_90","90%","Full (100%)","West Africa (Worst)"
"WestAfrica",18,"ramp_high__obv_50",323.2,1293063.93963115,1897,5129,2027434.98904232,36.9857672060831,36.2216817496111,"ramp_high","obv_50","50%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",18,"ramp_high__obv_60",318.1,1086902.57292435,2577,5758,1920664.21108385,44.7551233067037,43.4100678998442,"ramp_high","obv_60","60%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",18,"ramp_high__obv_70",239.9,1115498.8336295,2581,4980,2243824.06166848,51.8273092369478,50.2858155108636,"ramp_high","obv_70","70%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",18,"ramp_high__obv_80",334.7,1225298.83133217,4937,8284,2875247.94748963,59.5968131337518,57.3845854788986,"ramp_high","obv_80","80%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",18,"ramp_high__obv_90",116.5,444973.22980476,2256,3421,1228232.96992463,65.9456299327682,63.7712680980983,"ramp_high","obv_90","90%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",18,"ramp_low__obv_50",515.6,1959813.93405286,572,5728,2163724.1958893,9.98603351955307,9.42404129989514,"ramp_low","obv_50","50%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",18,"ramp_low__obv_60",529.2,1422326.66105307,734,6026,1589023.59478239,12.1805509459011,10.4905260234442,"ramp_low","obv_60","60%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",18,"ramp_low__obv_70",466.3,1326800.36958321,744,5407,1523266.18264865,13.7599408174588,12.8976678733737,"ramp_low","obv_70","70%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",18,"ramp_low__obv_80",378.1,1737534.34062505,820,4601,2079125.67093437,17.8222125624864,16.429566287631,"ramp_low","obv_80","80%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",18,"ramp_low__obv_90",481.4,1734699.55391732,1245,6059,2130445.09494546,20.5479452054795,18.5757211939918,"ramp_low","obv_90","90%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",19,"full__obv_50",286.6,965413.342240835,2945,5811,1948867.16995496,50.6797453106178,50.4628454353231,"full","obv_50","50%","Full (100%)","West Africa (Worst)"
"WestAfrica",19,"full__obv_60",245.8,780239.991033519,3872,6330,1935736.30213904,61.1690363349131,59.6928574325266,"full","obv_60","60%","Full (100%)","West Africa (Worst)"
"WestAfrica",19,"full__obv_70",254.5,684978.05980018,5708,8253,2268246.23796433,69.1627287047134,69.8014241868677,"full","obv_70","70%","Full (100%)","West Africa (Worst)"
"WestAfrica",19,"full__obv_80",116.9,539024.859007944,4627,5796,2704512.39432424,79.8309178743961,80.0694254484041,"full","obv_80","80%","Full (100%)","West Africa (Worst)"
"WestAfrica",19,"full__obv_90",68.5,196890.221912651,6050,6735,1989279.9253656,89.8292501855976,90.1024376005571,"full","obv_90","90%","Full (100%)","West Africa (Worst)"
"WestAfrica",19,"ramp_high__obv_50",356.6,992548.596373827,2300,5866,1599396.73429399,39.2090010228435,37.9423144306992,"ramp_high","obv_50","50%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",19,"ramp_high__obv_60",452.6,1359057.28089289,3829,8355,2434113.96616645,45.8288450029922,44.1662428389373,"ramp_high","obv_60","60%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",19,"ramp_high__obv_70",281,1126813.13647503,3372,6182,2426986.24106978,54.5454545454545,53.5715070235277,"ramp_high","obv_70","70%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",19,"ramp_high__obv_80",249,706563.217655789,4187,6677,1879038.71278757,62.7078029054965,62.3976231651132,"ramp_high","obv_80","80%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",19,"ramp_high__obv_90",223.3,767734.207095884,4845,7078,2414830.42079224,68.4515399830461,68.2075312417171,"ramp_high","obv_90","90%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",19,"ramp_low__obv_50",706.3,2043479.40323142,1073,8136,2346657.85222173,13.1882989183874,12.9195847065335,"ramp_low","obv_50","50%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",19,"ramp_low__obv_60",598.1,1593383.48026081,1082,7063,1873841.72175447,15.3192694322526,14.9670187315002,"ramp_low","obv_60","60%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",19,"ramp_low__obv_70",681.3,1841483.32332077,1497,8310,2220970.15231189,18.014440433213,17.0865343956152,"ramp_low","obv_70","70%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",19,"ramp_low__obv_80",514.2,1543731.87180031,1191,6333,1924608.54212042,18.8062529606821,19.7898254104433,"ramp_low","obv_80","80%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",19,"ramp_low__obv_90",294.7,1319073.08649102,995,3942,1743972.06089276,25.2409944190766,24.3638636151219,"ramp_low","obv_90","90%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",20,"full__obv_50",403.8,1049668.76080364,4102,8140,2113228.33514545,50.3931203931204,50.3286633372064,"full","obv_50","50%","Full (100%)","West Africa (Worst)"
"WestAfrica",20,"full__obv_60",269.6,852172.440655361,4114,6810,2149496.68731666,60.4111600587372,60.354791627096,"full","obv_60","60%","Full (100%)","West Africa (Worst)"
"WestAfrica",20,"full__obv_70",221.9,579232.017692471,5223,7442,1942415.53610821,70.1827465735017,70.1798092671247,"full","obv_70","70%","Full (100%)","West Africa (Worst)"
"WestAfrica",20,"full__obv_80",101.6,343121.221076448,4075,5091,1710333.08764876,80.0432135140444,79.9383392887437,"full","obv_80","80%","Full (100%)","West Africa (Worst)"
"WestAfrica",20,"full__obv_90",48.7,161801.87485046,4050,4537,1588694.33649101,89.2660348247741,89.8154181623234,"full","obv_90","90%","Full (100%)","West Africa (Worst)"
"WestAfrica",20,"ramp_high__obv_50",384.7,1841918.24821781,2389,6236,2942093.03421058,38.3098139833226,37.394289480311,"ramp_high","obv_50","50%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",20,"ramp_high__obv_60",374.5,862182.985014523,3103,6848,1540518.03610757,45.3125,44.0329184854593,"ramp_high","obv_60","60%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",20,"ramp_high__obv_70",340.4,1082821.00722494,3733,7137,2221127.37611075,52.304890009808,51.2490360133696,"ramp_high","obv_70","70%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",20,"ramp_high__obv_80",247.6,1051805.40033739,3800,6276,2647440.61773204,60.5481198215424,60.2708595882149,"ramp_high","obv_80","80%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",20,"ramp_high__obv_90",221,553588.803326404,4731,6941,1636985.3563395,68.1602074629016,66.1824217802232,"ramp_high","obv_90","90%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",20,"ramp_low__obv_50",620.7,1993711.9146618,874,7081,2264233.56578846,12.342889422398,11.9476036047746,"ramp_low","obv_50","50%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",20,"ramp_low__obv_60",718.1,2566182.40911917,1216,8397,2987088.89914466,14.4813623913302,14.0908591688052,"ramp_low","obv_60","60%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",20,"ramp_low__obv_70",502.5,1795403.6115803,1017,6042,2171263.91534656,16.8321747765641,17.3106687358301,"ramp_low","obv_70","70%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",20,"ramp_low__obv_80",539.1,1754259.59448502,1207,6598,2150737.04555178,18.2934222491664,18.4344921145413,"ramp_low","obv_80","80%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",20,"ramp_low__obv_90",575.1,1716665.93515525,1482,7233,2171998.62105974,20.4894234757362,20.9637649623521,"ramp_low","obv_90","90%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",21,"full__obv_50",245.3,831943.634047842,2492,4945,1659031.4370279,50.3943377148635,49.853654639707,"full","obv_50","50%","Full (100%)","West Africa (Worst)"
"WestAfrica",21,"full__obv_60",246.1,832052.941428691,3638,6099,2061238.66606272,59.6491228070175,59.6333527442487,"full","obv_60","60%","Full (100%)","West Africa (Worst)"
"WestAfrica",21,"full__obv_70",147.5,612766.97592349,3392,4867,1988055.47518795,69.6938565851654,69.1775715732701,"full","obv_70","70%","Full (100%)","West Africa (Worst)"
"WestAfrica",21,"full__obv_80",82.2,268249.722317641,3316,4138,1330947.68297801,80.1353310778154,79.8452091131465,"full","obv_80","80%","Full (100%)","West Africa (Worst)"
"WestAfrica",21,"full__obv_90",56.8,168569.627554525,4764,5332,1590195.29679699,89.3473368342085,89.3994386793835,"full","obv_90","90%","Full (100%)","West Africa (Worst)"
"WestAfrica",21,"ramp_high__obv_50",399.6,926455.287546006,2544,6540,1465981.3466554,38.8990825688073,36.8030644005333,"ramp_high","obv_50","50%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",21,"ramp_high__obv_60",270.6,987269.926056366,2302,5008,1796924.71247402,45.9664536741214,45.0578024108151,"ramp_high","obv_60","60%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",21,"ramp_high__obv_70",203.4,810752.392715978,2257,4291,1688346.32557799,52.5984618969937,51.9794973085024,"ramp_high","obv_70","70%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",21,"ramp_high__obv_80",225.3,840573.802177809,3535,5788,2136505.72624852,61.0746371803732,60.6566089736737,"ramp_high","obv_80","80%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",21,"ramp_high__obv_90",145.2,478303.963438504,3094,4546,1464724.63555326,68.0598328200616,67.3451274165374,"ramp_high","obv_90","90%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",21,"ramp_low__obv_50",410.1,1693747.70986995,682,4783,1951970.410776,14.258833368179,13.2288225006134,"ramp_low","obv_50","50%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",21,"ramp_low__obv_60",542.1,2051965.67419354,1030,6451,2408252.2241509,15.9665168190978,14.7944034426453,"ramp_low","obv_60","60%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",21,"ramp_low__obv_70",337.9,1589654.76163194,813,4192,1954580.63545945,19.3940839694656,18.670290046219,"ramp_low","obv_70","70%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",21,"ramp_low__obv_80",469.6,1875694.92017073,1249,5945,2327880.41953188,21.0092514718251,19.4247735221764,"ramp_low","obv_80","80%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",21,"ramp_low__obv_90",502,1490760.87768583,1255,6275,1865210.98243375,20,20.0754825204457,"ramp_low","obv_90","90%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",22,"full__obv_50",309.8,1344712.41150577,3112,6210,2691994.01079068,50.1127214170692,50.0477190470865,"full","obv_50","50%","Full (100%)","West Africa (Worst)"
"WestAfrica",22,"full__obv_60",290.5,1111653.21221316,4351,7256,2814891.9828263,59.9641675854465,60.5081396019677,"full","obv_60","60%","Full (100%)","West Africa (Worst)"
"WestAfrica",22,"full__obv_70",286.4,815056.327952996,6724,9588,2682837.44559564,70.1293283270755,69.6196156315376,"full","obv_70","70%","Full (100%)","West Africa (Worst)"
"WestAfrica",22,"full__obv_80",131.8,676463.950964437,5365,6683,3381092.27527836,80.2783181206045,79.9927391538362,"full","obv_80","80%","Full (100%)","West Africa (Worst)"
"WestAfrica",22,"full__obv_90",62.9,282962.217353242,5780,6409,2862142.41807004,90.1856763925729,90.1136220347817,"full","obv_90","90%","Full (100%)","West Africa (Worst)"
"WestAfrica",22,"ramp_high__obv_50",454.3,1828594.75887785,2924,7467,2969923.03574087,39.158966117584,38.4295573699373,"ramp_high","obv_50","50%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",22,"ramp_high__obv_60",228.6,1163329.72814242,2066,4352,2181653.24690302,47.4724264705882,46.6766898088029,"ramp_high","obv_60","60%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",22,"ramp_high__obv_70",264.9,812694.438455089,2937,5586,1667749.26818237,52.577873254565,51.269986804382,"ramp_high","obv_70","70%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",22,"ramp_high__obv_80",248.8,797797.102408679,4100,6588,2012880.28513923,62.234365513054,60.3653973711857,"ramp_high","obv_80","80%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",22,"ramp_high__obv_90",196.6,749358.212503291,4154,6120,2295044.76127197,67.8758169934641,67.3488628566887,"ramp_high","obv_90","90%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",22,"ramp_low__obv_50",776.9,2613342.88527583,1172,8941,3021929.77428172,13.108153450397,13.5207274663755,"ramp_low","obv_50","50%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",22,"ramp_low__obv_60",887,3272552.38399359,1830,10700,3898189.2690466,17.1028037383178,16.0494229980278,"ramp_low","obv_60","60%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",22,"ramp_low__obv_70",453.7,2666474.07596339,1249,5786,3345917.55560949,21.5865883166263,20.306641402655,"ramp_low","obv_70","70%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",22,"ramp_low__obv_80",528.3,1663869.11609418,1420,6703,2095246.30502272,21.1845442339251,20.588376072753,"ramp_low","obv_80","80%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",22,"ramp_low__obv_90",668.1,2011703.21342666,1879,8560,2564068.7495267,21.9509345794393,21.542540004124,"ramp_low","obv_90","90%","Ramp low (0%->50%)","West Africa (Worst)"
"WestAfrica",23,"full__obv_50",201.7,621454.881044743,2038,4055,1253701.09482528,50.2589395807645,50.4303790106084,"full","obv_50","50%","Full (100%)","West Africa (Worst)"
"WestAfrica",23,"full__obv_60",201.2,580325.857693079,3112,5124,1455623.57945683,60.7338017174083,60.1321477692998,"full","obv_60","60%","Full (100%)","West Africa (Worst)"
"WestAfrica",23,"full__obv_70",103.5,472791.824420251,2422,3457,1566801.27617349,70.0607463118311,69.8243911585952,"full","obv_70","70%","Full (100%)","West Africa (Worst)"
"WestAfrica",23,"full__obv_80",70.9,286456.2300733,2925,3634,1429737.36922915,80.4898183819483,79.9644161061731,"full","obv_80","80%","Full (100%)","West Africa (Worst)"
"WestAfrica",23,"full__obv_90",35.5,141836.827109906,3400,3755,1478367.88385838,90.5459387483356,90.4058503530442,"full","obv_90","90%","Full (100%)","West Africa (Worst)"
"WestAfrica",23,"ramp_high__obv_50",241,911501.293290167,1469,3879,1446120.99571181,37.8705852023717,36.9692234610349,"ramp_high","obv_50","50%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",23,"ramp_high__obv_60",237.1,953060.922585739,1854,4225,1673455.54150467,43.8816568047337,43.048327311474,"ramp_high","obv_60","60%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",23,"ramp_high__obv_70",249.3,1060045.43078086,2877,5370,2190872.9848485,53.5754189944134,51.6153862815483,"ramp_high","obv_70","70%","Ramp high (0%->80%)","West Africa (Worst)"
"WestAfrica",23,"ramp_high__obv_80",171.6,705369.323934161,2396,4112,1674322.73620063,58.2684824902724,57.8713644219641,"ramp_high","obv_80","80%","Ramp high (0%->80%)","West Africa (Worst)"
