"scenario","policy","dpc","stockpile_doses","deaths_averted_med","deaths_averted_lo","deaths_averted_hi"
"DRC","A",0,6580,26.3495477281132,10.704503764546,54.3459421892334
"DRC","A",0,6600,26.3495477281132,10.704503764546,54.3459421892334
"DRC","A",0,6620,26.3495477281132,10.704503764546,54.3459421892334
"DRC","A",0,6640,26.3495477281132,10.704503764546,54.3459421892334
"DRC","A",0,6660,26.3495477281132,10.704503764546,54.5517980308593
"DRC","A",0,6680,26.3495477281132,10.704503764546,55.169365555737
"DRC","A",0,6700,26.3495477281132,10.704503764546,55.169365555737
"DRC","A",0,6720,26.3495477281132,10.704503764546,55.169365555737
"DRC","A",0,6740,26.3495477281132,10.704503764546,55.169365555737
"DRC","A",0,6760,26.3495477281132,10.704503764546,55.169365555737
"DRC","A",0,6780,26.3495477281132,10.704503764546,55.169365555737
"DRC","A",0,6800,26.3495477281132,10.704503764546,55.169365555737
"DRC","A",0,6820,26.3495477281132,10.704503764546,55.3752213973629
"DRC","A",0,6840,26.3495477281132,10.704503764546,55.9927889222405
"DRC","A",0,6860,26.3495477281132,10.704503764546,55.9927889222405
"DRC","A",0,6880,26.3495477281132,10.704503764546,55.9927889222405
"DRC","A",0,6900,26.3495477281132,10.704503764546,55.9927889222405
"DRC","A",0,6920,26.3495477281132,10.704503764546,55.9927889222405
"DRC","A",0,6940,26.3495477281132,10.704503764546,55.9927889222405
"DRC","A",0,6960,26.3495477281132,10.704503764546,55.9927889222405
"DRC","A",0,6980,26.3495477281132,10.704503764546,56.1986447638664
"DRC","A",0,7000,26.3495477281132,10.704503764546,56.1986447638664
"DRC","A",0,7020,26.3495477281132,10.704503764546,56.8162122887441
"DRC","A",0,7040,26.3495477281132,10.704503764546,56.8162122887441
"DRC","A",0,7060,26.3495477281132,10.704503764546,56.8162122887441
"DRC","A",0,7080,26.3495477281132,10.704503764546,56.8162122887441
"DRC","A",0,7100,26.3495477281132,10.704503764546,56.8162122887441
"DRC","A",0,7120,26.3495477281132,10.704503764546,56.8162122887441
"DRC","A",0,7140,26.3495477281132,10.704503764546,57.0220681303699
"DRC","A",0,7160,26.3495477281132,10.704503764546,57.6396356552476
"DRC","A",0,7180,26.3495477281132,10.704503764546,57.6396356552476
"DRC","A",0,7200,26.3495477281132,10.704503764546,57.6396356552476
"DRC","A",0,7220,26.3495477281132,10.704503764546,57.6396356552476
"DRC","A",0,7240,26.3495477281132,10.704503764546,58.4630590217511
"DRC","A",0,7260,26.3495477281132,10.704503764546,58.4630590217511
"DRC","A",0,7280,26.3495477281132,10.704503764546,58.4630590217511
"DRC","A",0,7300,26.761259411365,10.704503764546,58.4630590217511
"DRC","A",0,7320,26.761259411365,10.704503764546,58.668914863377
