"scenario","particle_id","arm","n_hcw_deaths","hcw_days_lost","prevented_hcw","counterfactual_hcw","baseline_days_lost","pct_hcw_deaths_averted","pct_days_lost_averted","arm_label","scenario_label"
"WestAfrica",155,"obv_70",67.4,223393.992822852,1496,2170,731857.174210911,68.9400921658986,69.4757391613035,"70%","West Africa (Worst)"
"WestAfrica",155,"obv_80",33,109581.216485255,1344,1674,558309.027031105,80.2867383512545,80.3726590150314,"80%","West Africa (Worst)"
"WestAfrica",155,"obv_90",19,62729.6183419363,1758,1948,631413.710435624,90.2464065708419,90.0652112386571,"90%","West Africa (Worst)"
"WestAfrica",157,"obv_50",437.2,974029.229814981,4373,8745,1952259.68382107,50.0057175528874,50.1075990101604,"50%","West Africa (Worst)"
"WestAfrica",157,"obv_60",390.6,1148207.13654298,6058,9964,2929290.02815512,60.7988759534324,60.8025451386893,"60%","West Africa (Worst)"
"WestAfrica",157,"obv_70",275,526339.984514487,6315,9065,1736449.74509179,69.6635410921125,69.6887292015085,"70%","West Africa (Worst)"
"WestAfrica",157,"obv_80",170.9,476834.684078867,6938,8647,2488609.14784893,80.2359199722447,80.8393100020939,"80%","West Africa (Worst)"
"WestAfrica",157,"obv_90",61.1,257618.256833248,5579,6190,2628347.12359049,90.1292407108239,90.1984690484366,"90%","West Africa (Worst)"
"WestAfrica",158,"obv_50",164,734532.875573518,1625,3265,1463243.33227648,49.7702909647779,49.8010440662151,"50%","West Africa (Worst)"
"WestAfrica",158,"obv_60",116.1,507593.368321742,1773,2934,1287284.43357897,60.4294478527607,60.5686703667731,"60%","West Africa (Worst)"
"WestAfrica",158,"obv_70",71,328390.26360301,1650,2360,1077550.28327534,69.9152542372881,69.5243675678104,"70%","West Africa (Worst)"
"WestAfrica",158,"obv_80",39.6,125919.649956423,1509,1905,627781.832504331,79.2125984251968,79.9421322126976,"80%","West Africa (Worst)"
"WestAfrica",158,"obv_90",38.8,159886.845574182,3533,3921,1561036.14478747,90.1045651619485,89.7576461564924,"90%","West Africa (Worst)"
"WestAfrica",161,"obv_50",130.9,571406.580868344,1313,2622,1139810.07296688,50.0762776506484,49.8682636326422,"50%","West Africa (Worst)"
"WestAfrica",161,"obv_60",76.9,300963.814278115,1135,1904,740420.340700633,59.6113445378151,59.3523033155296,"60%","West Africa (Worst)"
"WestAfrica",161,"obv_70",37.1,138046.311516412,857,1228,443815.93129622,69.7882736156352,68.8955934697454,"70%","West Africa (Worst)"
"WestAfrica",161,"obv_80",40.9,187864.407873682,1677,2086,917963.976908276,80.3930968360498,79.5346644749161,"80%","West Africa (Worst)"
"WestAfrica",161,"obv_90",15.1,49483.3930107781,1155,1306,472797.586486773,88.4379785604901,89.5339159028972,"90%","West Africa (Worst)"
"WestAfrica",162,"obv_50",401.5,1493687.67886003,3920,7935,2955292.38665532,49.40138626339,49.4571946381748,"50%","West Africa (Worst)"
"WestAfrica",162,"obv_60",171.1,745261.783692695,2607,4318,1868312.57491083,60.3751736915239,60.110433676856,"60%","West Africa (Worst)"
"WestAfrica",162,"obv_70",215.5,713302.597547053,5029,7184,2363606.48735893,70.0027839643652,69.8214317246993,"70%","West Africa (Worst)"
"WestAfrica",162,"obv_80",112.3,471639.636421279,4596,5719,2459000.701275,80.3636999475433,80.8198657211959,"80%","West Africa (Worst)"
"WestAfrica",162,"obv_90",72.2,337104.926075303,6788,7510,3368162.08204531,90.3861517976032,89.9914280291821,"90%","West Africa (Worst)"
"WestAfrica",163,"obv_50",249.5,870384.147730877,2473,4968,1735327.50937509,49.7785829307568,49.8432346039215,"50%","West Africa (Worst)"
"WestAfrica",163,"obv_60",238,938978.975917328,3561,5941,2356202.39525739,59.9394041407171,60.1486282414735,"60%","West Africa (Worst)"
"WestAfrica",163,"obv_70",251.7,781763.464876888,5657,8174,2596312.99478254,69.2072424761439,69.8894753272085,"70%","West Africa (Worst)"
"WestAfrica",163,"obv_80",113.7,394123.152702624,4618,5755,1992479.19712778,80.2432667245873,80.2194595923127,"80%","West Africa (Worst)"
"WestAfrica",163,"obv_90",49.3,206944.434513949,4309,4802,2060112.20859911,89.7334443981674,89.9547008337632,"90%","West Africa (Worst)"
"WestAfrica",165,"obv_50",466,1529381.66923874,4501,9161,3030031.9665943,49.1321908088637,49.5258899542985,"50%","West Africa (Worst)"
"WestAfrica",165,"obv_60",344,1171225.40592544,5200,8640,2930444.30395095,60.1851851851852,60.0324973129041,"60%","West Africa (Worst)"
"WestAfrica",165,"obv_70",193.7,671104.383601957,4511,6448,2245865.20789159,69.9596774193548,70.1182252058668,"70%","West Africa (Worst)"
"WestAfrica",165,"obv_80",142.9,510105.321821254,5632,7061,2569729.008198,79.7620733607138,80.1494507711161,"80%","West Africa (Worst)"
"WestAfrica",165,"obv_90",64.2,273021.45078552,5836,6478,2834479.43503671,90.0895338067305,90.3678450649269,"90%","West Africa (Worst)"
"WestAfrica",166,"obv_50",356.5,1151491.73643238,3664,7229,2303993.75108298,50.6847420113432,50.021924499963,"50%","West Africa (Worst)"
"WestAfrica",166,"obv_60",324.7,912687.840995114,4749,7996,2264431.34019724,59.392196098049,59.6946118527216,"60%","West Africa (Worst)"
"WestAfrica",166,"obv_70",225.8,918967.544901019,5375,7633,3057760.19318996,70.4179221800079,69.946382749449,"70%","West Africa (Worst)"
"WestAfrica",166,"obv_80",149.8,440036.87946376,6138,7636,2187864.78770533,80.3823991618649,79.8873823493783,"80%","West Africa (Worst)"
"WestAfrica",166,"obv_90",59,214349.234195726,5542,6132,2172843.92292028,90.3783431180691,90.1350837059828,"90%","West Africa (Worst)"
"WestAfrica",169,"obv_50",370.8,1028615.02705673,3595,7303,2027466.67792953,49.2263453375325,49.2659959222037,"50%","West Africa (Worst)"
"WestAfrica",169,"obv_60",200.4,669018.529408272,2997,5001,1694424.41032199,59.9280143971206,60.5164724178437,"60%","West Africa (Worst)"
"WestAfrica",169,"obv_70",232.1,469005.263233126,5414,7735,1541182.29883043,69.9935358758888,69.5684758649873,"70%","West Africa (Worst)"
"WestAfrica",169,"obv_80",132.3,371190.136474822,5346,6669,1861822.13013377,80.1619433198381,80.0630720589752,"80%","West Africa (Worst)"
"WestAfrica",169,"obv_90",72.3,173640.172009544,6739,7462,1792119.06989859,90.3109086035915,90.3109020529886,"90%","West Africa (Worst)"
"WestAfrica",170,"obv_50",122.4,468111.622464901,1221,2445,930067.822921096,49.9386503067485,49.6690874656122,"50%","West Africa (Worst)"
"WestAfrica",170,"obv_60",84.7,350771.693293123,1265,2112,883638.41972023,59.8958333333333,60.3037073236153,"60%","West Africa (Worst)"
"WestAfrica",170,"obv_70",73.6,341693.019904817,1854,2590,1164897.53081227,71.5830115830116,70.6675470702939,"70%","West Africa (Worst)"
"WestAfrica",170,"obv_80",46.1,181415.007633645,1960,2421,922601.491940016,80.9582817017761,80.3365798539767,"80%","West Africa (Worst)"
"WestAfrica",170,"obv_90",12.1,45516.6736276171,1316,1437,560049.010641484,91.5796798886569,91.8727338567241,"90%","West Africa (Worst)"
"WestAfrica",173,"obv_50",166.1,751412.692856455,1655,3316,1527166.95843903,49.9095295536791,50.7969519177849,"50%","West Africa (Worst)"
"WestAfrica",173,"obv_60",121.4,496094.808426666,1783,2997,1259343.41583029,59.4928261594928,60.6068684529876,"60%","West Africa (Worst)"
"WestAfrica",173,"obv_70",59.6,228527.464944749,1302,1898,770897.03547387,68.5985247629083,70.3556435647371,"70%","West Africa (Worst)"
"WestAfrica",173,"obv_80",72.2,377606.441735059,2839,3561,1870247.33909876,79.7247964055041,79.8098126466513,"80%","West Africa (Worst)"
"WestAfrica",173,"obv_90",41.7,199269.94676166,3994,4411,2027160.36942938,90.546361369304,90.1699959328945,"90%","West Africa (Worst)"
"WestAfrica",174,"obv_50",176.3,506536.637245734,1777,3540,1027267.5586195,50.1977401129944,50.6908757124146,"50%","West Africa (Worst)"
"WestAfrica",174,"obv_60",69.1,259106.886246152,1065,1756,665862.746033111,60.6492027334852,61.0870426691107,"60%","West Africa (Worst)"
"WestAfrica",174,"obv_70",74.8,229703.037540213,1689,2437,758903.675981004,69.3065244152647,69.7322539328479,"70%","West Africa (Worst)"
"WestAfrica",174,"obv_80",59.6,200266.170849472,2325,2921,959767.785081147,79.5960287572749,79.1338932226675,"80%","West Africa (Worst)"
"WestAfrica",174,"obv_90",31.3,131974.981233577,2963,3276,1307272.73676586,90.4456654456654,89.904556446264,"90%","West Africa (Worst)"
"WestAfrica",175,"obv_50",334.9,1017111.0782971,3353,6702,2031216.78510602,50.0298418382572,49.9260204151959,"50%","West Africa (Worst)"
"WestAfrica",175,"obv_60",229.3,927161.968112954,3631,5924,2333689.33459067,61.2930452397029,60.270548681426,"60%","West Africa (Worst)"
"WestAfrica",175,"obv_70",232.7,562092.789542336,5699,8026,1900416.20083881,71.0067281335659,70.4226479813086,"70%","West Africa (Worst)"
"WestAfrica",175,"obv_80",119.5,413385.257010822,4732,5927,2040718.97899463,79.838029357179,79.7431561490903,"80%","West Africa (Worst)"
"WestAfrica",175,"obv_90",61.2,226582.801712077,5323,5935,2094102.11731193,89.6882898062342,89.179954509433,"90%","West Africa (Worst)"
"WestAfrica",177,"obv_50",133.9,524510.887929135,1318,2657,1026928.7576506,49.6048174633045,48.924315925371,"50%","West Africa (Worst)"
"WestAfrica",177,"obv_60",122.1,464175.51888735,1893,3114,1192196.51234036,60.7899807321773,61.0655194774776,"60%","West Africa (Worst)"
"WestAfrica",177,"obv_70",63.7,248128.989910299,1571,2208,848788.358438711,71.1503623188406,70.7666831851092,"70%","West Africa (Worst)"
"WestAfrica",177,"obv_80",62.7,239125.002055358,2489,3116,1163171.82268436,79.8780487804878,79.4419880715897,"80%","West Africa (Worst)"
"WestAfrica",177,"obv_90",31.9,128942.298332083,3142,3461,1319526.23822504,90.7830106905519,90.2281368420889,"90%","West Africa (Worst)"
"WestAfrica",178,"obv_50",307.3,1192698.55195925,3113,6186,2405901.67909191,50.3233107015842,50.4261307798155,"50%","West Africa (Worst)"
"WestAfrica",178,"obv_60",197.5,706186.824050997,2885,4860,1755032.65925412,59.3621399176955,59.7621833230657,"60%","West Africa (Worst)"
"WestAfrica",178,"obv_70",179.5,633698.946874517,4223,6018,2175745.65544694,70.1728148886673,70.8744013672709,"70%","West Africa (Worst)"
"WestAfrica",178,"obv_80",109.9,387033.383932941,4403,5502,1956046.76079353,80.0254452926209,80.2134902042971,"80%","West Africa (Worst)"
"WestAfrica",178,"obv_90",70.3,252948.146823263,6522,7225,2503742.1191259,90.2698961937716,89.8971964847733,"90%","West Africa (Worst)"
"WestAfrica",179,"obv_50",181.3,820139.494885239,1795,3608,1683219.63558416,49.7505543237251,51.2755508819496,"50%","West Africa (Worst)"
"WestAfrica",179,"obv_60",154.5,759394.974176027,2382,3927,1887637.72538108,60.6569900687548,59.7700891455366,"60%","West Africa (Worst)"
"WestAfrica",179,"obv_70",111.1,538438.478991938,2555,3666,1773429.13016611,69.6944899072559,69.6385680243391,"70%","West Africa (Worst)"
"WestAfrica",179,"obv_80",123.1,430144.00797581,4852,6083,2123536.05559618,79.7632746999836,79.7439743562513,"80%","West Africa (Worst)"
"WestAfrica",179,"obv_90",28.6,97262.8857622557,2433,2719,927007.044685252,89.4814269952188,89.5078590481177,"90%","West Africa (Worst)"
"WestAfrica",181,"obv_50",110.3,447914.708696683,1071,2174,873316.390246438,49.2640294388224,48.7110612260137,"50%","West Africa (Worst)"
"WestAfrica",181,"obv_60",108.8,388503.055979527,1651,2739,966932.682981518,60.2774735304856,59.8210854987769,"60%","West Africa (Worst)"
"WestAfrica",181,"obv_70",142.3,516663.200318794,3261,4684,1711075.67623202,69.6199829205807,69.8047720801837,"70%","West Africa (Worst)"
"WestAfrica",181,"obv_80",66,276930.411856332,2795,3455,1451282.78959911,80.8972503617945,80.9182322121502,"80%","West Africa (Worst)"
"WestAfrica",181,"obv_90",29.6,99086.5461231309,3023,3319,1115414.64281117,91.0816510997288,91.1166177742294,"90%","West Africa (Worst)"
"WestAfrica",182,"obv_50",392.5,1716080.94313631,3875,7800,3398702.67092928,49.6794871794872,49.5077648946828,"50%","West Africa (Worst)"
"WestAfrica",182,"obv_60",289.3,1056841.16770235,4285,7178,2641874.3063479,59.6962942323767,59.9965386255139,"60%","West Africa (Worst)"
"WestAfrica",182,"obv_70",248.5,733006.19062313,5560,8045,2377353.75800382,69.11124922312,69.167138539844,"70%","West Africa (Worst)"
"WestAfrica",182,"obv_80",159.8,436902.070306047,6071,7669,2140492.18247831,79.1628634763333,79.5887098358756,"80%","West Africa (Worst)"
"WestAfrica",182,"obv_90",95.7,297979.840750912,8549,9506,2955092.74211746,89.9326741005681,89.9163963112239,"90%","West Africa (Worst)"
"WestAfrica",185,"obv_50",403.8,1322647.05467104,4092,8130,2686104.77451746,50.3321033210332,50.7596625709195,"50%","West Africa (Worst)"
"WestAfrica",185,"obv_60",369.1,737119.138595473,5862,9553,1867511.7252836,61.362922642102,60.5293434779621,"60%","West Africa (Worst)"
"WestAfrica",185,"obv_70",252.9,740906.675974268,5965,8494,2477990.73575636,70.2260419119378,70.1005066208159,"70%","West Africa (Worst)"
"WestAfrica",185,"obv_80",207,497047.230088307,8179,10249,2465917.3632735,79.8029076007415,79.8433135882348,"80%","West Africa (Worst)"
"WestAfrica",185,"obv_90",82.9,292488.125977379,7431,8260,2942281.99601231,89.9636803874092,90.0591402736451,"90%","West Africa (Worst)"
"WestAfrica",186,"obv_50",393.5,1032021.62232455,3858,7793,2079142.02323362,49.5059668933658,50.363101183464,"50%","West Africa (Worst)"
"WestAfrica",186,"obv_60",305.8,713698.959427213,4345,7403,1797693.07616911,58.6924219910847,60.2991762671687,"60%","West Africa (Worst)"
"WestAfrica",186,"obv_70",254,719638.573729128,5979,8519,2450174.77891795,70.1842939312126,70.6290922622697,"70%","West Africa (Worst)"
"WestAfrica",186,"obv_80",132.4,375560.662542573,5078,6402,1854902.11681906,79.3189628241175,79.7530738071173,"80%","West Africa (Worst)"
"WestAfrica",186,"obv_90",79.1,210624.971030473,6822,7613,1951855.12703099,89.6098778405359,89.2089854357757,"90%","West Africa (Worst)"
"WestAfrica",189,"obv_50",254.6,1218358.33017327,2448,4994,2400943.62698191,49.0188225871045,49.2550213807058,"50%","West Africa (Worst)"
"WestAfrica",189,"obv_60",103.2,496920.120162317,1584,2616,1224748.65919767,60.5504587155963,59.4267675714093,"60%","West Africa (Worst)"
"WestAfrica",189,"obv_70",161.8,834819.064237844,3784,5402,2798882.16074915,70.0481303221029,70.1731256876354,"70%","West Africa (Worst)"
"WestAfrica",189,"obv_80",41.5,197471.704553399,1755,2170,1019148.39634005,80.8755760368664,80.6238517116294,"80%","West Africa (Worst)"
"WestAfrica",189,"obv_90",42.1,175753.801980806,4161,4582,1837014.674175,90.8118725447403,90.4326402803648,"90%","West Africa (Worst)"
"WestAfrica",190,"obv_50",272.7,829153.52235523,2610,5337,1627535.69168183,48.9038785834739,49.0546642637117,"50%","West Africa (Worst)"
"WestAfrica",190,"obv_60",213.8,710234.678904434,3063,5201,1705521.83944992,58.8925206691021,58.3567526093067,"60%","West Africa (Worst)"
"WestAfrica",190,"obv_70",144.8,570818.491180436,3389,4837,1940050.85927463,70.0640893115568,70.5771377873124,"70%","West Africa (Worst)"
"WestAfrica",190,"obv_80",87.7,358632.419220002,3689,4566,1849312.06949101,80.7928164695576,80.6072525488513,"80%","West Africa (Worst)"
"WestAfrica",190,"obv_90",52.3,165655.300067382,4999,5522,1736858.37937338,90.5287939152481,90.4623599693173,"90%","West Africa (Worst)"
"WestAfrica",193,"obv_50",285.4,988893.066375166,2727,5581,1982083.09445742,48.8622110732844,50.1083950950166,"50%","West Africa (Worst)"
"WestAfrica",193,"obv_60",222.2,663645.104106785,3285,5507,1647722.06320622,59.651352823679,59.7234801350278,"60%","West Africa (Worst)"
"WestAfrica",193,"obv_70",146.4,583704.858171327,3284,4748,1874949.58245004,69.1659646166807,68.8682371176837,"70%","West Africa (Worst)"
"WestAfrica",193,"obv_80",95.1,390707.06103312,3640,4591,1880775.58196623,79.2855587018079,79.2262795849008,"80%","West Africa (Worst)"
"WestAfrica",193,"obv_90",62.5,252336.343311379,5929,6554,2608258.33068354,90.4638388770217,90.3254850049592,"90%","West Africa (Worst)"
"WestAfrica",194,"obv_50",380.1,1229421.99072828,3923,7724,2460990.58568989,50.7897462454687,50.0436126055464,"50%","West Africa (Worst)"
"WestAfrica",194,"obv_60",345.6,676167.743897396,5254,8710,1675998.57819034,60.3214695752009,59.6558283105772,"60%","West Africa (Worst)"
"WestAfrica",194,"obv_70",226.5,386595.00109469,5291,7556,1272237.47440801,70.0238221281101,69.6129842996035,"70%","West Africa (Worst)"
"WestAfrica",194,"obv_80",160.7,507026.702879556,6508,8115,2512039.32658862,80.1971657424522,79.8161319564967,"80%","West Africa (Worst)"
"WestAfrica",194,"obv_90",99.2,272056.280005836,8524,9516,2653105.15390105,89.5754518705338,89.7457407745105,"90%","West Africa (Worst)"
"WestAfrica",197,"obv_50",336.7,1109195.76479964,3189,6556,2203474.02032816,48.6424649176327,49.6615002234312,"50%","West Africa (Worst)"
"WestAfrica",197,"obv_60",252.4,878243.124427759,3695,6219,2205796.377744,59.4146968966072,60.1847598767938,"60%","West Africa (Worst)"
"WestAfrica",197,"obv_70",174.4,623540.266398423,4154,5898,2089975.84517741,70.4306544591387,70.1651926821435,"70%","West Africa (Worst)"
"WestAfrica",197,"obv_80",107.4,495833.492915825,4231,5305,2477943.36243781,79.7549481621112,79.9901200151717,"80%","West Africa (Worst)"
"WestAfrica",197,"obv_90",55.1,177698.655644602,4804,5355,1774605.69509997,89.7105508870215,89.9865837163003,"90%","West Africa (Worst)"
"WestAfrica",198,"obv_50",347.3,1232664.22007127,3406,6879,2427092.24039017,49.5130106120076,49.212304355062,"50%","West Africa (Worst)"
"WestAfrica",198,"obv_60",266.6,938033.561875902,3957,6623,2322254.55459353,59.7463385172882,59.6067726502925,"60%","West Africa (Worst)"
"WestAfrica",198,"obv_70",147.3,506686.013343509,3608,5081,1745095.15547612,71.0096437709112,70.9651355255028,"70%","West Africa (Worst)"
"WestAfrica",198,"obv_80",141.2,661243.876988931,5701,7113,3288987.02003975,80.149022915788,79.8952117183807,"80%","West Africa (Worst)"
"WestAfrica",198,"obv_90",67.4,274183.539443048,5732,6406,2669734.41612569,89.4786137995629,89.7299320191953,"90%","West Africa (Worst)"
