"scenario","particle_id","arm","n_hcw_deaths","hcw_days_lost","prevented_hcw","counterfactual_hcw","baseline_days_lost","pct_hcw_deaths_averted","pct_days_lost_averted","arm_label","scenario_label"
"DRC",1,"obv_50",26.9,151026.401035624,309,578,316231.908917853,53.4602076124567,52.2418842701746,"50%","DRC (Middle, PlusPlus)"
"DRC",1,"obv_60",34.3,173208.341019819,453,796,415060.857139587,56.9095477386935,58.269169920408,"60%","DRC (Middle, PlusPlus)"
"DRC",1,"obv_70",17.6,67470.3703015863,436,612,242879.516061862,71.2418300653595,72.2206419892563,"70%","DRC (Middle, PlusPlus)"
"DRC",1,"obv_80",9.4,49219.3336827625,348,442,226176.242565384,78.7330316742081,78.2385041308952,"80%","DRC (Middle, PlusPlus)"
"DRC",1,"obv_90",6.2,42156.1904656197,769,831,459949.614943766,92.5391095066185,90.8346068578025,"90%","DRC (Middle, PlusPlus)"
"DRC",2,"obv_50",34,157236.689245652,341,681,307396.491079061,50.0734214390602,48.8488991225306,"50%","DRC (Middle, PlusPlus)"
"DRC",2,"obv_60",16,57703.541507079,245,405,152175.197219891,60.4938271604938,62.0808498616904,"60%","DRC (Middle, PlusPlus)"
"DRC",2,"obv_70",13.5,52130.5668740442,310,445,170275.811921885,69.6629213483146,69.3846317420823,"70%","DRC (Middle, PlusPlus)"
"DRC",2,"obv_80",8.2,31097.8281500659,250,332,136997.236546118,75.3012048192771,77.300397486779,"80%","DRC (Middle, PlusPlus)"
"DRC",2,"obv_90",3.5,12934.5126119835,348,383,143400.863534275,90.8616187989556,90.980171044164,"90%","DRC (Middle, PlusPlus)"
"DRC",3,"obv_50",21,12392.8505661794,16,37,21877.3790531757,43.2432432432432,43.3531295679568,"50%","DRC (Middle, PlusPlus)"
"DRC",3,"obv_60",22,13663.1886722542,24,46,28993.8736573665,52.1739130434783,52.8756011227814,"60%","DRC (Middle, PlusPlus)"
"DRC",3,"obv_70",32,17863.8762195813,51,83,51914.8000411889,61.4457831325301,65.5900124715723,"70%","DRC (Middle, PlusPlus)"
"DRC",3,"obv_80",1,182.975441198873,2,3,395.520781184041,66.6666666666667,53.7380967313239,"80%","DRC (Middle, PlusPlus)"
"DRC",3,"obv_90",0,207.470570990541,5,5,908.226132110035,100,77.1565072116418,"90%","DRC (Middle, PlusPlus)"
"DRC",4,"obv_50",122,55110.1021707261,104,226,110177.405812435,46.0176991150442,49.9805774474804,"50%","DRC (Middle, PlusPlus)"
"DRC",4,"obv_60",4,577.293030383782,5,9,1534.56912856458,55.5555555555556,62.3807738838213,"60%","DRC (Middle, PlusPlus)"
"DRC",4,"obv_70",6,2063.45649290713,23,29,8757.56051586395,79.3103448275862,76.4379990390102,"70%","DRC (Middle, PlusPlus)"
"DRC",4,"obv_80",39,18412.3222575498,178,217,108713.271515868,82.0276497695853,83.0634089096819,"80%","DRC (Middle, PlusPlus)"
"DRC",4,"obv_90",3,535.833066533872,23,26,5689.90342798936,88.4615384615385,90.5827388229818,"90%","DRC (Middle, PlusPlus)"
"DRC",5,"obv_50",24.5,110167.451024434,241,486,228203.373532711,49.5884773662551,51.7240041989813,"50%","DRC (Middle, PlusPlus)"
"DRC",5,"obv_60",30.6,139995.045525402,472,778,335374.828012304,60.6683804627249,58.2571398231872,"60%","DRC (Middle, PlusPlus)"
"DRC",5,"obv_70",6.5,18725.0975940905,135,200,56931.5884641545,67.5,67.1094763043889,"70%","DRC (Middle, PlusPlus)"
"DRC",5,"obv_80",10.5,38654.6837207288,425,530,178649.838561759,80.188679245283,78.3628778889906,"80%","DRC (Middle, PlusPlus)"
"DRC",5,"obv_90",4.8,15993.7472631726,293,341,131139.516281669,85.9237536656891,87.8040214599997,"90%","DRC (Middle, PlusPlus)"
"DRC",6,"obv_50",35.1,137842.429987735,324,675,271332.725213309,48,49.1980077672643,"50%","DRC (Middle, PlusPlus)"
"DRC",6,"obv_60",51.6,269667.972019335,766,1282,658220.574490497,59.7503900156006,59.0307592210903,"60%","DRC (Middle, PlusPlus)"
"DRC",6,"obv_70",30.3,113872.464341711,640,943,391299.497971783,67.8685047720042,70.8988984315226,"70%","DRC (Middle, PlusPlus)"
"DRC",6,"obv_80",17.4,55092.6072720312,608,782,262303.921415034,77.7493606138107,78.9966512986818,"80%","DRC (Middle, PlusPlus)"
"DRC",6,"obv_90",4.6,15948.7369045985,450,496,165388.887532225,90.7258064516129,90.3568267840903,"90%","DRC (Middle, PlusPlus)"
"DRC",7,"obv_50",14,11404.0094775707,16,30,23836.8279749458,53.3333333333333,52.1580241735305,"50%","DRC (Middle, PlusPlus)"
"DRC",7,"obv_60",3,1040.00286977152,8,11,3179.1221904601,72.7272727272727,67.2864769749223,"60%","DRC (Middle, PlusPlus)"
"DRC",7,"obv_70",1,341.20799940982,9,10,2049.35444562175,90,83.3504643309127,"70%","DRC (Middle, PlusPlus)"
"DRC",7,"obv_80",11,1358.7523991752,11,22,3169.65312497421,50,57.1324575402472,"80%","DRC (Middle, PlusPlus)"
"DRC",7,"obv_90",15,3843.43186870016,57,72,29721.6009570072,79.1666666666667,87.0685570596962,"90%","DRC (Middle, PlusPlus)"
"DRC",8,"obv_50",89,23072.4807358838,86,175,43447.0004536905,49.1428571428571,46.8951124474602,"50%","DRC (Middle, PlusPlus)"
"DRC",8,"obv_60",24,12307.2188946517,37,61,30878.6039319201,60.655737704918,60.1432146291777,"60%","DRC (Middle, PlusPlus)"
"DRC",8,"obv_70",13,8744.56854904644,34,47,29859.6498033954,72.3404255319149,70.7144303211082,"70%","DRC (Middle, PlusPlus)"
"DRC",8,"obv_80",42,11846.5893860869,135,177,56965.7702740469,76.271186440678,79.2040214165521,"80%","DRC (Middle, PlusPlus)"
"DRC",8,"obv_90",8,3464.73075504171,52,60,27462.2026255086,86.6666666666667,87.3836385147656,"90%","DRC (Middle, PlusPlus)"
"DRC",9,"obv_50",35.1,117940.319849403,368,719,249398.607262339,51.1821974965229,52.7101128815273,"50%","DRC (Middle, PlusPlus)"
"DRC",9,"obv_60",10.9,44007.1911940603,161,270,106259.707655732,59.6296296296296,58.5852510185347,"60%","DRC (Middle, PlusPlus)"
"DRC",9,"obv_70",15.1,69771.3934697805,357,508,242976.981655307,70.2755905511811,71.2847723292737,"70%","DRC (Middle, PlusPlus)"
"DRC",9,"obv_80",10.6,47427.1340118998,570,676,289597.279073302,84.3195266272189,83.6230733369925,"80%","DRC (Middle, PlusPlus)"
"DRC",9,"obv_90",6.8,30699.2364020838,591,659,270966.922161591,89.6813353566009,88.6704856234163,"90%","DRC (Middle, PlusPlus)"
"DRC",10,"obv_50",19.9,40683.845098978,183,382,82013.672531033,47.9057591623037,50.3938260006785,"50%","DRC (Middle, PlusPlus)"
"DRC",10,"obv_60",27.6,143699.156029374,428,704,362397.036508235,60.7954545454545,60.3475907491014,"60%","DRC (Middle, PlusPlus)"
"DRC",10,"obv_70",20.6,90016.7562715545,478,684,288048.951951668,69.8830409356725,68.7494935629349,"70%","DRC (Middle, PlusPlus)"
"DRC",10,"obv_80",12.4,66228.2166235168,489,613,355554.362764854,79.7716150081566,81.3732515870388,"80%","DRC (Middle, PlusPlus)"
"DRC",10,"obv_90",5.2,22807.3188504671,452,504,259835.555448313,89.6825396825397,91.2224026418879,"90%","DRC (Middle, PlusPlus)"
"DRC",11,"obv_50",48.6,287896.757397394,564,1050,614837.824534887,53.7142857142857,53.175171417734,"50%","DRC (Middle, PlusPlus)"
"DRC",11,"obv_60",17,58169.0284618628,259,429,145898.680506715,60.3729603729604,60.1305315032061,"60%","DRC (Middle, PlusPlus)"
"DRC",11,"obv_70",12.9,71920.4342616825,309,438,228765.091322256,70.5479452054795,68.5614470958028,"70%","DRC (Middle, PlusPlus)"
"DRC",11,"obv_80",7.1,32911.8472553443,253,324,152040.226094007,78.0864197530864,78.3531976366604,"80%","DRC (Middle, PlusPlus)"
"DRC",11,"obv_90",6,26947.4376528712,675,735,249962.472034458,91.8367346938775,89.2194066439076,"90%","DRC (Middle, PlusPlus)"
"DRC",12,"obv_50",25,9777.9892819334,18,43,21454.1172565559,41.8604651162791,54.4237165994538,"50%","DRC (Middle, PlusPlus)"
"DRC",12,"obv_60",2,260.033472952598,3,5,659.112049613336,60,60.5479109196767,"60%","DRC (Middle, PlusPlus)"
"DRC",12,"obv_70",11,3342.67951932643,25,36,9594.38660026404,69.4444444444444,65.1600497395588,"70%","DRC (Middle, PlusPlus)"
"DRC",12,"obv_80",9,1869.10992162804,21,30,6869.33767958231,70,72.7905366017515,"80%","DRC (Middle, PlusPlus)"
"DRC",12,"obv_90",8,2177.73856919501,43,51,19219.5906214804,84.3137254901961,88.669172969995,"90%","DRC (Middle, PlusPlus)"
"DRC",13,"obv_50",21.1,81315.695388974,228,439,160700.490019127,51.9362186788155,49.3992237489159,"50%","DRC (Middle, PlusPlus)"
"DRC",13,"obv_60",25.5,133787.421654342,336,591,322148.151199327,56.8527918781726,58.4702190106432,"60%","DRC (Middle, PlusPlus)"
"DRC",13,"obv_70",17.6,77602.1063178368,383,559,238145.240969524,68.515205724508,67.4139588085374,"70%","DRC (Middle, PlusPlus)"
"DRC",13,"obv_80",11.2,44155.4204461685,500,612,240353.431735794,81.6993464052288,81.6289619302353,"80%","DRC (Middle, PlusPlus)"
"DRC",13,"obv_90",2.1,9569.88185848161,291,312,124362.08518114,93.2692307692308,92.304823576621,"90%","DRC (Middle, PlusPlus)"
"DRC",14,"obv_50",39.5,207077.567427999,355,750,405389.461330767,47.3333333333333,48.9188577452833,"50%","DRC (Middle, PlusPlus)"
"DRC",14,"obv_60",20.5,102085.764402227,326,531,247704.243954587,61.3935969868173,58.7872364346961,"60%","DRC (Middle, PlusPlus)"
"DRC",14,"obv_70",23.5,86370.9299846171,588,823,309396.995567674,71.4459295261239,72.0841083714643,"70%","DRC (Middle, PlusPlus)"
"DRC",14,"obv_80",13.1,33847.7176668606,542,673,173235.221091338,80.5349182763744,80.4614111070321,"80%","DRC (Middle, PlusPlus)"
"DRC",14,"obv_90",2.6,13134.3883467899,261,287,137196.487104702,90.9407665505227,90.4265855314748,"90%","DRC (Middle, PlusPlus)"
"DRC",15,"obv_50",9,1133.97681131697,4,13,2111.16938846477,30.7692307692308,46.2867916940766,"50%","DRC (Middle, PlusPlus)"
"DRC",15,"obv_60",6,1275.80400191348,13,19,3115.85085155021,68.4210526315789,59.0543943629799,"60%","DRC (Middle, PlusPlus)"
"DRC",15,"obv_70",3,526.416245450382,5,8,1410.04623615113,62.5,62.6667387243066,"70%","DRC (Middle, PlusPlus)"
"DRC",15,"obv_80",11,5609.41850742884,45,56,32691.9020005957,80.3571428571429,82.8415657573957,"80%","DRC (Middle, PlusPlus)"
"DRC",15,"obv_90",15,8076.27064406797,96,111,62470.5284873776,86.4864864864865,87.0718707851178,"90%","DRC (Middle, PlusPlus)"
"DRC",16,"obv_50",4,343.454690361473,6,10,1272.50558648765,60,73.009573080974,"50%","DRC (Middle, PlusPlus)"
"DRC",16,"obv_60",5,481.085823583424,10,15,1926.6869922017,66.6666666666667,75.0304109836923,"60%","DRC (Middle, PlusPlus)"
"DRC",16,"obv_70",14,11020.2265667957,39,53,37203.4736226338,73.5849056603774,70.3785010008011,"70%","DRC (Middle, PlusPlus)"
"DRC",16,"obv_80",1,400.26366851171,11,12,2982.51377824258,91.6666666666667,86.5796540008757,"80%","DRC (Middle, PlusPlus)"
"DRC",16,"obv_90",0,0,1,1,152.516887191571,100,100,"90%","DRC (Middle, PlusPlus)"
"DRC",17,"obv_50",27.4,167550.668463901,278,552,332705.53343777,50.3623188405797,49.6399513610015,"50%","DRC (Middle, PlusPlus)"
"DRC",17,"obv_60",15.8,54504.7181788504,215,373,151887.051311715,57.6407506702413,64.1149672021802,"60%","DRC (Middle, PlusPlus)"
"DRC",17,"obv_70",23.7,82668.2068622234,480,717,251812.691062105,66.9456066945607,67.1707543755867,"70%","DRC (Middle, PlusPlus)"
"DRC",17,"obv_80",14.2,55046.1558843539,572,714,263694.444078643,80.1120448179272,79.1250224946199,"80%","DRC (Middle, PlusPlus)"
"DRC",17,"obv_90",6.2,31895.8162737799,615,677,348022.974518813,90.8419497784343,90.8351406059097,"90%","DRC (Middle, PlusPlus)"
"DRC",18,"obv_50",60.7,329914.535057406,562,1169,649239.543341881,48.0752780153978,49.1844668981173,"50%","DRC (Middle, PlusPlus)"
"DRC",18,"obv_60",48,226863.865968834,643,1123,549411.894438899,57.2573463935886,58.7078714048365,"60%","DRC (Middle, PlusPlus)"
"DRC",18,"obv_70",26.2,74317.4340341013,646,908,255816.114174998,71.1453744493392,70.9488847980614,"70%","DRC (Middle, PlusPlus)"
"DRC",18,"obv_80",17.8,77625.4400638298,720,898,397285.781466423,80.1781737193764,80.4610575849691,"80%","DRC (Middle, PlusPlus)"
"DRC",18,"obv_90",6.9,30573.3846931274,605,674,321770.905366907,89.7626112759644,90.4983998916044,"90%","DRC (Middle, PlusPlus)"
"DRC",19,"obv_50",125,27482.6722526411,106,231,54631.7871251781,45.8874458874459,49.6947222508575,"50%","DRC (Middle, PlusPlus)"
"DRC",19,"obv_60",14,7176.81211467274,37,51,23249.3194699297,72.5490196078431,69.1310873681481,"60%","DRC (Middle, PlusPlus)"
"DRC",19,"obv_70",2,255.026511136862,9,11,1491.71762388332,81.8181818181818,82.9038346766352,"70%","DRC (Middle, PlusPlus)"
"DRC",19,"obv_80",3,266.078071921262,3,6,1108.06238921067,50,75.9870856991362,"80%","DRC (Middle, PlusPlus)"
"DRC",19,"obv_90",0,312.515028964298,18,18,4589.64848283243,100,93.1908722392737,"90%","DRC (Middle, PlusPlus)"
"DRC",20,"obv_50",65,35451.9897475075,67,132,67895.6592267993,50.7575757575758,47.7846004424475,"50%","DRC (Middle, PlusPlus)"
"DRC",20,"obv_60",10,1798.59686660012,14,24,3887.24411246821,58.3333333333333,53.730797074689,"60%","DRC (Middle, PlusPlus)"
"DRC",20,"obv_70",1,51.6806985989211,6,7,744.231753813429,85.7142857142857,93.0558326308827,"70%","DRC (Middle, PlusPlus)"
"DRC",20,"obv_80",3,266.078071921262,3,6,1108.06238921067,50,75.9870856991362,"80%","DRC (Middle, PlusPlus)"
"DRC",20,"obv_90",1,196.843064058697,8,9,1414.58315800679,88.8888888888889,86.0847301238863,"90%","DRC (Middle, PlusPlus)"
"DRC",21,"obv_50",48.1,273250.583470787,517,998,550168.527299555,51.8036072144289,50.3332942703922,"50%","DRC (Middle, PlusPlus)"
"DRC",21,"obv_60",25.7,118729.7975861,364,621,273178.356735552,58.6151368760064,56.5376265510537,"60%","DRC (Middle, PlusPlus)"
"DRC",21,"obv_70",12.2,51913.6051037387,313,435,172246.501550387,71.9540229885057,69.8608653084588,"70%","DRC (Middle, PlusPlus)"
"DRC",21,"obv_80",19.5,77223.4783856791,808,1003,428322.703624609,80.5583250249252,81.9707249388864,"80%","DRC (Middle, PlusPlus)"
"DRC",21,"obv_90",7.3,30415.9170350918,794,867,383107.337675742,91.5801614763552,92.0607323212286,"90%","DRC (Middle, PlusPlus)"
"DRC",22,"obv_50",37.5,172282.745228695,373,748,356552.897200832,49.8663101604278,51.6810137903171,"50%","DRC (Middle, PlusPlus)"
"DRC",22,"obv_60",35.4,212061.586933385,500,854,499878.001804446,58.5480093676815,57.5773316353407,"60%","DRC (Middle, PlusPlus)"
"DRC",22,"obv_70",17.3,68487.1153175509,352,525,207393.416796522,67.0476190476191,66.9771989991634,"70%","DRC (Middle, PlusPlus)"
"DRC",22,"obv_80",12.2,36446.5020581095,544,666,185403.005799177,81.6816816816817,80.3420112306123,"80%","DRC (Middle, PlusPlus)"
"DRC",22,"obv_90",9.9,32425.4768869401,859,958,332138.611598562,89.6659707724426,90.2373660409796,"90%","DRC (Middle, PlusPlus)"
"DRC",23,"obv_50",2,437.594302420218,4,6,1007.26879683694,66.6666666666667,56.5563528033067,"50%","DRC (Middle, PlusPlus)"
"DRC",23,"obv_60",73,45154.2075564365,128,201,126328.609703951,63.681592039801,64.2565467456227,"60%","DRC (Middle, PlusPlus)"
"DRC",23,"obv_70",8,2945.83190896692,20,28,13990.55399285,71.4285714285714,78.9441368049299,"70%","DRC (Middle, PlusPlus)"
"DRC",23,"obv_80",2,253.71994251318,3,5,928.097258119318,60,72.662354048183,"80%","DRC (Middle, PlusPlus)"
"DRC",23,"obv_90",4,2127.37395743345,26,30,17508.6295902144,86.6666666666667,87.8495689998351,"90%","DRC (Middle, PlusPlus)"
"DRC",24,"obv_50",6,1334.06376039143,1,7,1762.09125760394,14.2857142857143,24.2908813811683,"50%","DRC (Middle, PlusPlus)"
"DRC",24,"obv_60",7,1374.4061840759,16,23,3959.94758252077,69.5652173913043,65.292313712875,"60%","DRC (Middle, PlusPlus)"
"DRC",24,"obv_70",31,19384.3034047243,68,99,60730.908231156,68.6868686868687,68.081650728912,"70%","DRC (Middle, PlusPlus)"
"DRC",24,"obv_80",5,1260.11722525065,12,17,3701.85025359179,70.5882352941177,65.9598001289221,"80%","DRC (Middle, PlusPlus)"
"DRC",24,"obv_90",6,1042.91706107614,37,43,7665.70705801643,86.046511627907,86.3950311017233,"90%","DRC (Middle, PlusPlus)"
"DRC",25,"obv_50",34,144589.581228424,350,690,302147.85099389,50.7246376811594,52.1460831997287,"50%","DRC (Middle, PlusPlus)"
"DRC",25,"obv_60",32.9,130371.168862436,482,811,327319.163293563,59.4327990135635,60.1700164602004,"60%","DRC (Middle, PlusPlus)"
"DRC",25,"obv_70",18.2,59679.8320656917,398,580,193607.043050671,68.6206896551724,69.1747618654182,"70%","DRC (Middle, PlusPlus)"
"DRC",25,"obv_80",14.6,85427.3823991018,688,834,425996.166745552,82.4940047961631,79.9464434030629,"80%","DRC (Middle, PlusPlus)"
"DRC",25,"obv_90",3.4,18265.4486927223,334,368,174809.214096867,90.7608695652174,89.5512094216035,"90%","DRC (Middle, PlusPlus)"
"DRC",26,"obv_50",13,2421.56620084711,7,20,3875.27669260225,35,37.5124309066812,"50%","DRC (Middle, PlusPlus)"
"DRC",26,"obv_60",2,398.894028271761,3,5,1402.0859663974,60,71.5499592869685,"60%","DRC (Middle, PlusPlus)"
"DRC",26,"obv_70",22,7884.77986400193,62,84,30016.3068847648,73.8095238095238,73.7316789361453,"70%","DRC (Middle, PlusPlus)"
"DRC",26,"obv_80",42,11859.0205320319,179,221,61429.9891024901,80.9954751131222,80.6950632658485,"80%","DRC (Middle, PlusPlus)"
"DRC",26,"obv_90",1,619.560438783352,14,15,3501.92047704777,93.3333333333333,82.3079809252076,"90%","DRC (Middle, PlusPlus)"
"DRC",27,"obv_50",2,617.668932563044,9,11,2319.59499587639,81.8181818181818,73.3716905899051,"50%","DRC (Middle, PlusPlus)"
"DRC",27,"obv_60",13,2503.92895657315,22,35,6921.8548150117,62.8571428571429,63.8257515725008,"60%","DRC (Middle, PlusPlus)"
"DRC",27,"obv_70",8,4707.21760400497,33,41,16108.397942616,80.4878048780488,70.7778661740677,"70%","DRC (Middle, PlusPlus)"
"DRC",27,"obv_80",43,13046.2157939428,154,197,57080.5515978906,78.1725888324873,77.1442016085477,"80%","DRC (Middle, PlusPlus)"
"DRC",27,"obv_90",3,553.748009884833,21,24,6197.14454015834,87.5,91.0644651533223,"90%","DRC (Middle, PlusPlus)"
"DRC",28,"obv_50",30,15425.840704798,32,62,30775.6400402259,51.6129032258064,49.8764585086277,"50%","DRC (Middle, PlusPlus)"
"DRC",28,"obv_60",56,48863.560404642,81,137,120541.028518042,59.1240875912409,59.4631296867288,"60%","DRC (Middle, PlusPlus)"
"DRC",28,"obv_70",9,2394.81625634438,16,25,5614.26561299731,64,57.3440869844088,"70%","DRC (Middle, PlusPlus)"
"DRC",28,"obv_80",2,746.436945881831,19,21,7666.92171932563,90.4761904761905,90.2641898116643,"80%","DRC (Middle, PlusPlus)"
"DRC",28,"obv_90",5,2286.11392984808,48,53,20062.2602234438,90.5660377358491,88.6049034137408,"90%","DRC (Middle, PlusPlus)"
"DRC",29,"obv_50",58.4,185353.600762796,541,1125,363414.948046669,48.0888888888889,48.9967042470159,"50%","DRC (Middle, PlusPlus)"
"DRC",29,"obv_60",46.5,135412.960715976,644,1109,327469.056626481,58.0703336339044,58.6486240529189,"60%","DRC (Middle, PlusPlus)"
"DRC",29,"obv_70",31.7,107333.850479294,753,1070,367303.317588061,70.3738317757009,70.7778706753553,"70%","DRC (Middle, PlusPlus)"
"DRC",29,"obv_80",15.7,70533.7048784696,627,784,340254.906136733,79.9744897959184,79.2703342093397,"80%","DRC (Middle, PlusPlus)"
"DRC",29,"obv_90",12.3,52960.3280147019,1227,1350,526179.831106292,90.8888888888889,89.9349376612644,"90%","DRC (Middle, PlusPlus)"
"DRC",30,"obv_50",66,354879.267526108,637,1297,702395.304624771,49.1133384734002,49.4758485443336,"50%","DRC (Middle, PlusPlus)"
"DRC",30,"obv_60",38,191415.91479517,527,907,469326.302372112,58.103638368247,59.2147480702236,"60%","DRC (Middle, PlusPlus)"
"DRC",30,"obv_70",20,64798.880871509,500,700,228872.830905315,71.4285714285714,71.6878230521314,"70%","DRC (Middle, PlusPlus)"
"DRC",30,"obv_80",12,53536.6399548577,465,585,252134.224652973,79.4871794871795,78.766611304537,"80%","DRC (Middle, PlusPlus)"
"DRC",30,"obv_90",9.2,49416.2144753253,809,901,490725.92705008,89.7891231964484,89.9299768462647,"90%","DRC (Middle, PlusPlus)"
"DRC",31,"obv_50",30,11240.1692180504,28,58,24713.4094382921,48.2758620689655,54.5179338928672,"50%","DRC (Middle, PlusPlus)"
"DRC",31,"obv_60",4,519.97994958951,7,11,1130.77420193203,63.6363636363636,54.0155807674886,"60%","DRC (Middle, PlusPlus)"
"DRC",31,"obv_70",23,11348.3020582678,67,90,42245.3005095236,74.4444444444444,73.1371254994162,"70%","DRC (Middle, PlusPlus)"
"DRC",31,"obv_80",43,11413.6481293713,186,229,61071.6052129712,81.2227074235808,81.3110395746613,"80%","DRC (Middle, PlusPlus)"
"DRC",31,"obv_90",0,155.745406094995,11,11,2065.70445442216,100,92.4604216367166,"90%","DRC (Middle, PlusPlus)"
"DRC",32,"obv_50",34,16393.2121506055,33,67,35005.721056243,49.2537313432836,53.1699057869231,"50%","DRC (Middle, PlusPlus)"
"DRC",32,"obv_60",64,19769.7221888195,98,162,56442.5747388734,60.4938271604938,64.9737413994978,"60%","DRC (Middle, PlusPlus)"
"DRC",32,"obv_70",5,2747.26982304823,9,14,7275.96396242911,64.2857142857143,62.2418440053537,"70%","DRC (Middle, PlusPlus)"
"DRC",32,"obv_80",2,277.827086891659,8,10,1540.5251631253,80,81.9654301311103,"80%","DRC (Middle, PlusPlus)"
"DRC",32,"obv_90",0,0,5,5,1273.19877440989,100,100,"90%","DRC (Middle, PlusPlus)"
"DRC",33,"obv_50",33.3,122540.364301748,406,739,265577.419911564,54.9391069012179,53.8588919409816,"50%","DRC (Middle, PlusPlus)"
"DRC",33,"obv_60",28.9,163793.246093139,431,720,398545.195455937,59.8611111111111,58.9022153671282,"60%","DRC (Middle, PlusPlus)"
"DRC",33,"obv_70",13,60885.4787632533,315,445,209868.971446862,70.7865168539326,70.988813475617,"70%","DRC (Middle, PlusPlus)"
"DRC",33,"obv_80",24.8,89215.3302565612,928,1176,426249.067845557,78.9115646258503,79.0696714699006,"80%","DRC (Middle, PlusPlus)"
"DRC",33,"obv_90",5.6,18852.5488587448,559,615,190218.621309655,90.8943089430894,90.089009830402,"90%","DRC (Middle, PlusPlus)"
"DRC",34,"obv_50",46.9,211596.316657485,511,980,431518.093645121,52.1428571428571,50.9646710593087,"50%","DRC (Middle, PlusPlus)"
"DRC",34,"obv_60",23.6,110067.283902708,394,630,290068.096315519,62.5396825396825,62.054674298623,"60%","DRC (Middle, PlusPlus)"
"DRC",34,"obv_70",23.7,60573.1291678799,571,808,207866.735135285,70.6683168316832,70.8596331546472,"70%","DRC (Middle, PlusPlus)"
"DRC",34,"obv_80",10.5,50734.6543846002,464,569,277464.765163889,81.5465729349736,81.7149199630328,"80%","DRC (Middle, PlusPlus)"
"DRC",34,"obv_90",4,19751.6879640258,485,525,220525.316263451,92.3809523809524,91.0433467237705,"90%","DRC (Middle, PlusPlus)"
"DRC",35,"obv_50",4,575.279766929263,4,8,1001.39360399617,50,42.5520829538409,"50%","DRC (Middle, PlusPlus)"
"DRC",35,"obv_60",27,10096.5125385394,30,57,25384.7093589773,52.6315789473684,60.2260069407934,"60%","DRC (Middle, PlusPlus)"
"DRC",35,"obv_70",14,5557.88486693018,40,54,19520.5210180135,74.0740740740741,71.5279891258979,"70%","DRC (Middle, PlusPlus)"
"DRC",35,"obv_80",1,257.517897597788,5,6,713.415099690576,83.3333333333333,63.9034977379257,"80%","DRC (Middle, PlusPlus)"
"DRC",35,"obv_90",11,8754.17608772916,90,101,79131.4730962069,89.1089108910891,88.9371753801601,"90%","DRC (Middle, PlusPlus)"
"DRC",36,"obv_50",7,1059.28508595427,7,14,2363.40917450177,50,55.1797844663281,"50%","DRC (Middle, PlusPlus)"
"DRC",36,"obv_60",2,674.291095352126,6,8,1669.91399387667,75,59.6212081685253,"60%","DRC (Middle, PlusPlus)"
"DRC",36,"obv_70",17,10815.6355463206,46,63,35793.1661414421,73.015873015873,69.7829593962686,"70%","DRC (Middle, PlusPlus)"
"DRC",36,"obv_80",3,314.185219357253,6,9,1109.44384115006,66.6666666666667,71.6808361357376,"80%","DRC (Middle, PlusPlus)"
"DRC",36,"obv_90",7,3599.32773495694,53,60,45680.0769220675,88.3333333333333,92.1205742689585,"90%","DRC (Middle, PlusPlus)"
"DRC",37,"obv_50",38.7,207984.778707498,383,770,410092.643812577,49.7402597402597,49.2834651278084,"50%","DRC (Middle, PlusPlus)"
"DRC",37,"obv_60",13.1,49552.525483588,144,275,110948.005054071,52.3636363636364,55.3371640531633,"60%","DRC (Middle, PlusPlus)"
"DRC",37,"obv_70",8.5,28695.3601659744,194,279,98769.4081225026,69.5340501792115,70.9471174208274,"70%","DRC (Middle, PlusPlus)"
"DRC",37,"obv_80",10.5,58088.6797144942,412,517,285375.808291807,79.6905222437137,79.6448479420174,"80%","DRC (Middle, PlusPlus)"
"DRC",37,"obv_90",4.5,18764.0670866802,482,527,204026.541499752,91.46110056926,90.8031244617735,"90%","DRC (Middle, PlusPlus)"
"DRC",38,"obv_50",10,2323.03326481099,9,19,4209.90797169798,47.3684210526316,44.8198563857432,"50%","DRC (Middle, PlusPlus)"
"DRC",38,"obv_60",73,31631.0369424433,125,198,77290.7971625481,63.1313131313131,59.0752869634389,"60%","DRC (Middle, PlusPlus)"
"DRC",38,"obv_70",34,22483.4636592676,58,92,56824.4901567004,63.0434782608696,60.4334969002507,"70%","DRC (Middle, PlusPlus)"
"DRC",38,"obv_80",1,112.068112901998,2,3,459.019036072177,66.6666666666667,75.5853016770363,"80%","DRC (Middle, PlusPlus)"
"DRC",38,"obv_90",1,81.4854363335515,1,2,271.091786108737,50,69.9417538601236,"90%","DRC (Middle, PlusPlus)"
"DRC",39,"obv_50",9,2814.97861610798,13,22,5994.72712923646,59.0909090909091,53.042422858928,"50%","DRC (Middle, PlusPlus)"
"DRC",39,"obv_60",52,28682.8662602961,68,120,68093.0299857573,56.6666666666667,57.8769423738442,"60%","DRC (Middle, PlusPlus)"
"DRC",39,"obv_70",2,450.269326984845,4,6,1094.77480285813,66.6666666666667,58.8710549594925,"70%","DRC (Middle, PlusPlus)"
"DRC",39,"obv_80",8,2972.58885403712,51,59,23346.0824820529,86.4406779661017,87.2672905344086,"80%","DRC (Middle, PlusPlus)"
"DRC",39,"obv_90",0,0,6,6,1020.92230372076,100,100,"90%","DRC (Middle, PlusPlus)"
"DRC",40,"obv_50",33,17574.7351128921,30,63,31140.7753272633,47.6190476190476,43.5635916954654,"50%","DRC (Middle, PlusPlus)"
